Dates,ROST
2018-06-20,86.61000061035156
2018-06-21,86.62000274658203
2018-06-25,85.9800033569336
2018-06-22,85.26000213623047
2018-06-26,85.41999816894531
2018-06-27,84.87000274658203
2018-06-28,85.0999984741211
2018-06-29,84.75
2018-07-02,84.56999969482422
2018-07-03,85.16000366210938
2018-07-05,85.11000061035156
2018-07-16,86.31999969482422
2018-09-18,86.29000091552734
2019-01-24,85.91999816894531
2019-09-05,84.76000213623047
2018-11-21,84.81999969482422
2020-01-13,85.16000366210938
2020-04-01,85.13999938964844
2020-06-19,86.38999938964844
2019-10-29,87.0199966430664
2020-01-16,87.44000244140625
2020-06-22,86.58999633789062
2018-10-03,87.52999877929688
2018-07-31,86.48999786376953
2019-03-12,87.45999908447266
2019-02-08,88.05000305175781
2019-01-07,85.93000030517578
2018-12-06,86.73999786376953
2019-08-19,87.43000030517578
2019-07-18,86.43000030517578
2019-05-15,89.45999908447266
2019-09-20,89.05000305175781
2019-11-01,89.69000244140625
2020-04-07,90.75
2020-06-25,91.83000183105469
2020-06-16,92.16999816894531
2019-11-04,91.5999984741211
2020-01-22,91.01000213623047
2019-11-07,92.8499984741211
2020-04-13,91.16999816894531
2019-07-01,91.73999786376953
2019-05-30,91.87000274658203
2018-08-15,92.31999969482422
2018-10-18,92.88999938964844
2019-03-27,93.41000366210938
2019-01-22,95.02999877929688
2018-12-21,95.08999633789062
2019-09-03,94.26000213623047
2018-11-19,94.61000061035156
2019-08-02,96.05999755859375
2020-01-28,94.91000366210938
2020-04-16,95.77999877929688
2019-11-13,97.69000244140625
2020-01-31,97.45999908447266
2018-12-04,97.3499984741211
2018-11-02,96.55000305175781
2019-07-16,97.91000366210938
2018-08-30,98.45999908447266
2018-10-01,97.2699966430664
2019-06-14,97.0999984741211
2019-05-13,96.79000091552734
2019-04-11,96.22000122070312
2019-02-06,96.94000244140625
2019-09-18,96.94999694824219
2020-02-03,96.43000030517578
2020-04-22,97.48999786376953
2019-11-19,97.29000091552734
2020-02-06,97.51000213623047
2019-11-22,99.16999816894531
2019-03-25,99.45999908447266
2019-02-21,99.0999984741211
2018-12-19,98.58000183105469
2018-07-12,96.31999969482422
2018-09-14,96.73999786376953
2018-08-13,95.12999725341797
2018-10-16,94.62999725341797
2019-07-31,95.87999725341797
2019-05-28,97.1500015258789
2019-04-26,95.0199966430664
2020-04-28,94.31999969482422
2019-11-25,95.87000274658203
2020-02-12,96.62999725341797
2020-05-01,98.31999969482422
2020-05-04,96.95999908447266
2019-06-12,95.93000030517578
2019-04-09,94.69000244140625
2019-03-08,96.66999816894531
2019-02-04,96.1500015258789
2018-07-27,95.41000366210938
2018-08-28,96.4000015258789
2019-01-03,96.7300033569336
2019-08-15,98.27999877929688
2018-10-31,99.77999877929688
2019-09-16,99.0
2020-02-18,98.41999816894531
2020-05-07,100.02999877929688
2018-08-17,101.26000213623047
2019-12-04,101.4800033569336
2020-02-21,102.75
2018-12-17,103.33000183105469
2019-08-30,102.76000213623047
