Dates,ROST
2018-06-20,85.05207061767578
2018-06-21,85.0618896484375
2018-06-25,84.43339538574219
2018-06-22,83.72635650634766
2018-06-26,83.88347625732422
2018-06-27,83.34337615966797
2018-06-28,83.56922912597656
2018-06-29,83.22552490234375
2018-07-02,83.04877471923828
2018-07-03,83.62816619873047
2018-07-05,83.57904815673828
2018-07-16,84.76729583740234
2018-09-18,84.73783111572266
2019-01-24,84.37447357177734
2019-09-05,83.2353515625
2018-11-21,83.29426574707031
2020-01-13,83.62816619873047
2020-04-01,83.60851287841797
2020-06-19,84.83602905273438
2019-10-29,85.45469665527344
2020-01-16,85.86714172363281
2020-06-22,85.03241729736328
2018-10-03,85.95552825927734
2018-07-31,84.9342269897461
2019-03-12,85.88677978515625
2019-02-08,86.46617126464844
2019-01-07,84.38429260253906
2018-12-06,85.17972564697266
2019-08-19,85.85731506347656
2019-07-18,84.87531280517578
2019-05-15,87.85079956054688
2019-09-20,87.44818878173828
2019-11-01,88.07666778564453
2020-04-07,89.11759948730469
2020-06-25,90.17818450927734
2020-06-16,90.51205444335938
2019-11-04,89.95231628417969
2020-01-22,89.3729248046875
2019-11-07,91.17982482910156
2020-04-13,89.53004455566406
2019-07-01,90.08979034423828
2019-05-30,90.21746826171875
2018-08-15,90.65935516357422
2018-10-18,91.21910858154297
2019-03-27,91.72975158691406
2019-01-22,93.32061004638672
2018-12-21,93.37953186035156
2019-09-03,92.56446838378906
2018-11-19,92.90816497802734
2019-08-02,94.33208465576172
2020-01-28,93.2027816772461
2020-04-16,94.05711364746094
2019-11-13,95.93276977539062
2020-01-31,95.70690155029297
2018-12-04,95.598876953125
2018-11-02,94.81327819824219
2019-07-16,96.1488037109375
2018-08-30,96.68891143798828
2018-10-01,95.73908996582031
2019-06-14,95.57178497314453
2019-05-13,95.26665496826172
2019-04-11,94.70562744140625
2019-02-06,95.41429901123047
2019-09-18,95.42414093017578
2020-02-03,94.91232299804688
2020-04-22,95.95562744140625
2019-11-19,95.7587890625
2020-02-06,95.97532653808594
2019-11-22,97.60919952392578
2019-03-25,97.8946304321289
2019-02-21,97.54029846191406
2018-12-19,97.02848052978516
2018-07-12,94.8040542602539
2018-09-14,95.21744537353516
2018-08-13,93.6327896118164
2018-10-16,93.14064025878906
2019-07-31,94.3709716796875
2019-05-28,95.6209945678711
2019-04-26,93.5245132446289
2020-04-28,92.83553314208984
2019-11-25,94.36113739013672
2020-02-12,95.10916900634766
2020-05-01,96.77256774902344
2020-05-04,95.43399047851562
2019-06-12,94.4201889038086
2019-04-09,93.19969940185547
2019-03-08,95.14854431152344
2019-02-04,94.6367416381836
2018-07-27,93.90837097167969
2018-08-28,94.8827896118164
2019-01-03,95.20759582519531
2019-08-15,96.73320770263672
2018-10-31,98.2095947265625
2019-09-16,97.44187927246094
2020-02-18,96.87100982666016
2020-05-07,98.4556655883789
2018-08-17,99.66630554199219
2019-12-04,99.88285064697266
2020-02-21,101.13285064697266
2018-12-17,101.70372772216797
2019-08-30,101.14269256591797
2018-11-15,100.16827392578125
2019-07-29,98.67220306396484
2019-06-27,96.35918426513672
2019-04-24,94.9615478515625
2018-07-10,93.78042602539062
2018-09-12,89.75479125976562
2019-02-19,81.33935546875
2019-01-18,80.34524536132812
2020-02-24,79.09524536132812
2020-05-13,79.6562728881836
2019-12-10,81.42794036865234
2020-02-27,85.06970977783203
2019-12-13,84.58740997314453
2020-05-19,86.2212905883789
2019-03-06,83.41614532470703
2018-11-30,80.47321319580078
2019-08-13,80.51762390136719
2019-07-12,77.31981658935547
2019-06-10,78.96806335449219
2019-05-09,79.50104522705078
2018-07-25,79.84648132324219
2018-09-27,79.76751708984375
2018-10-29,78.17849731445312
2019-10-16,77.2605972290039
2019-12-16,77.86265563964844
2020-03-04,77.44812774658203
2020-05-22,76.15518188476562
2019-10-01,75.97752380371094
2019-12-19,75.30638122558594
2018-09-10,80.72489166259766
2019-05-24,80.77423858642578
2018-08-09,80.51762390136719
2019-04-22,82.11653137207031
2019-03-21,82.68897247314453
2019-01-16,81.99809265136719
2019-08-28,84.22865295410156
2018-11-13,87.77190399169922
2018-10-12,90.34791564941406
2019-06-25,89.16354370117188
2020-03-10,89.54846954345703
2020-05-28,90.022216796875
2019-10-07,89.44976043701172
2020-03-13,89.66690063476562
2019-10-10,89.07471466064453
2020-03-16,89.6175537109375
2020-06-03,91.79877471923828
2018-11-28,90.43673706054688
2018-09-25,90.31829833984375
2018-07-23,90.01234436035156
2018-08-24,91.3052978515625
2019-07-10,90.34791564941406
2019-05-07,90.2788314819336
2019-04-05,91.0881576538086
2019-03-04,90.92037200927734
2019-01-31,90.53544616699219
2019-09-12,91.13749694824219
2019-12-31,91.9764404296875
2020-03-19,91.45333862304688
2020-01-03,91.38423156738281
2020-06-09,91.73955535888672
2019-02-15,92.90418243408203
2019-01-14,93.52598571777344
2018-07-06,93.40753936767578
2018-08-07,92.07511901855469
2018-10-10,92.78575134277344
2018-12-13,92.4501724243164
2019-08-26,92.74626922607422
2019-07-25,92.31200408935547
2019-05-22,93.14106750488281
2019-03-19,92.63771057128906
2020-01-06,93.1114501953125
