Dates,ROST
2018-06-20,84.86000061035156
2018-06-21,85.69000244140625
2018-06-25,84.91000366210938
2018-06-22,84.25
2018-06-26,84.70999908447266
2018-06-27,84.75
2018-06-28,84.33999633789062
2018-06-29,84.69000244140625
2018-07-02,83.04000091552734
2018-07-03,84.83999633789062
2018-07-05,84.48999786376953
2018-07-16,84.87999725341797
2018-09-18,85.93000030517578
2019-01-24,85.19999694824219
2019-09-05,84.70999908447266
2018-11-21,84.33999633789062
2020-01-13,84.44999694824219
2020-04-01,84.12000274658203
2020-06-19,84.37000274658203
2019-10-29,85.9800033569336
2020-01-16,85.62000274658203
2020-06-22,86.56999969482422
2018-10-03,86.3499984741211
2018-07-31,86.01000213623047
2019-03-12,86.48999786376953
2019-02-08,87.43000030517578
2019-01-07,85.70999908447266
2018-12-06,85.9800033569336
2019-08-19,86.75
2019-07-18,86.06999969482422
2019-05-15,85.69999694824219
2019-09-20,88.29000091552734
2019-11-01,88.83000183105469
2020-04-07,89.73999786376953
2020-06-25,90.77999877929688
2020-06-16,91.66999816894531
2019-11-04,90.93000030517578
2020-01-22,90.5999984741211
2019-11-07,90.91999816894531
2020-04-13,90.68000030517578
2019-07-01,90.66999816894531
2019-05-30,91.04000091552734
2018-08-15,91.31999969482422
2018-10-18,92.30000305175781
2019-03-27,92.73999786376953
2019-01-22,93.48999786376953
2018-12-21,91.31999969482422
2019-09-03,94.08000183105469
2018-11-19,93.68000030517578
2019-08-02,93.88999938964844
2020-01-28,94.73999786376953
2020-04-16,94.56999969482422
2019-11-13,95.73999786376953
2020-01-31,96.70999908447266
2018-12-04,97.0999984741211
2018-11-02,96.2699966430664
2019-07-16,96.73999786376953
2018-08-30,97.58999633789062
2018-10-01,95.93000030517578
2019-06-14,96.72000122070312
2019-05-13,96.02999877929688
2019-04-11,95.87999725341797
2019-02-06,95.81999969482422
2019-09-18,96.01000213623047
2020-02-03,95.61000061035156
2020-04-22,96.2699966430664
2019-11-19,97.16000366210938
2020-02-06,97.16999816894531
2019-11-22,97.88999938964844
2019-03-25,98.7699966430664
2019-02-21,98.75
2018-12-19,98.55000305175781
2018-07-12,96.27999877929688
2018-09-14,95.72000122070312
2018-08-13,94.91999816894531
2018-10-16,93.91999816894531
2019-07-31,94.52999877929688
2019-05-28,95.68000030517578
2019-04-26,94.88999938964844
2020-04-28,94.0199966430664
2019-11-25,94.30000305175781
2020-02-12,95.5199966430664
2020-05-01,96.56999969482422
2020-05-04,95.51000213623047
2019-06-12,95.20999908447266
2019-04-09,94.58000183105469
2019-03-08,94.94999694824219
2019-02-04,93.86000061035156
2018-07-27,95.22000122070312
2018-08-28,94.55999755859375
2019-01-03,93.62000274658203
2019-08-15,96.80000305175781
2018-10-31,98.4800033569336
2019-09-16,98.5999984741211
