Dates,LMT
2018-06-20,302.8599853515625
2018-06-21,300.3800048828125
2018-06-25,299.3800048828125
2018-06-22,298.7699890136719
2018-06-26,299.0799865722656
2018-06-27,294.7799987792969
2018-06-28,295.239990234375
2018-06-29,295.42999267578125
2018-07-02,299.1199951171875
2018-07-03,299.4599914550781
2018-07-05,299.19000244140625
2018-07-16,299.19000244140625
2018-09-18,306.4800109863281
2019-01-24,308.8299865722656
2019-09-05,306.5799865722656
2018-11-21,313.30999755859375
2020-01-13,318.3699951171875
2020-04-01,319.04998779296875
2020-06-19,317.5
2019-10-29,319.7699890136719
2020-01-16,319.6000061035156
2020-06-22,322.54998779296875
2018-10-03,318.3299865722656
2018-07-31,322.57000732421875
2019-03-12,324.3599853515625
2019-02-08,322.94000244140625
2019-01-07,324.0899963378906
2018-12-06,320.1099853515625
2019-08-19,326.1000061035156
2019-07-18,324.92999267578125
2019-05-15,322.0199890136719
2019-09-20,320.54998779296875
2019-11-01,316.9200134277344
2020-04-07,317.4100036621094
2020-06-25,315.30999755859375
2020-06-16,315.7099914550781
2019-11-04,313.1199951171875
2020-01-22,313.6400146484375
2019-11-07,318.5899963378906
2020-04-13,317.70001220703125
2019-07-01,325.8599853515625
2019-05-30,325.2300109863281
2018-08-15,324.2200012207031
2018-10-18,324.3900146484375
2019-03-27,321.9200134277344
2019-01-22,320.010009765625
2018-12-21,321.2900085449219
2019-09-03,324.3399963378906
2018-11-19,324.3399963378906
2019-08-02,324.32000732421875
2020-01-28,321.8500061035156
2020-04-16,320.4100036621094
2019-11-13,321.9100036621094
2020-01-31,321.3299865722656
2018-12-04,328.9100036621094
2018-11-02,328.5299987792969
2019-07-16,322.95001220703125
2018-08-30,322.2300109863281
2018-10-01,325.2799987792969
2019-06-14,331.2799987792969
2019-05-13,335.79998779296875
2019-04-11,339.3399963378906
2019-02-06,343.2200012207031
2019-09-18,339.29998779296875
2020-02-03,333.1300048828125
2020-04-22,337.6600036621094
2019-11-19,337.5799865722656
2020-02-06,343.5400085449219
2019-11-22,342.8800048828125
2019-03-25,346.04998779296875
2019-02-21,345.9599914550781
2018-12-19,347.92999267578125
2018-07-12,349.07000732421875
2018-09-14,347.44000244140625
2018-08-13,349.4599914550781
2018-10-16,347.2099914550781
2019-07-31,349.92999267578125
2019-05-28,347.30999755859375
2019-04-26,336.75
2020-04-28,326.260009765625
2019-11-25,327.6199951171875
2020-02-12,331.239990234375
2020-05-01,337.1300048828125
2020-05-04,333.3999938964844
2019-06-12,328.0
2019-04-09,328.1400146484375
2019-03-08,326.7799987792969
