Dates,LMT
2018-06-20,301.2300109863281
2018-06-21,298.1000061035156
2018-06-25,298.69000244140625
2018-06-22,296.07000732421875
2018-06-26,297.0799865722656
2018-06-27,294.5400085449219
2018-06-28,291.5199890136719
2018-06-29,295.260009765625
2018-07-02,292.32000732421875
2018-07-03,298.6199951171875
2018-07-05,297.19000244140625
2018-07-16,296.2099914550781
2018-09-18,300.3599853515625
2019-01-24,307.2099914550781
2019-09-05,305.92999267578125
2018-11-21,308.79998779296875
2020-01-13,313.5199890136719
2020-04-01,317.5799865722656
2020-06-19,316.1199951171875
2019-10-29,316.5
2020-01-16,318.17999267578125
2020-06-22,317.44000244140625
2018-10-03,316.7900085449219
2018-07-31,313.0
2019-03-12,316.6700134277344
2019-02-08,321.1700134277344
2019-01-07,321.7900085449219
2018-12-06,319.6199951171875
2019-08-19,321.3800048828125
2019-07-18,322.57000732421875
2019-05-15,320.239990234375
2019-09-20,319.1099853515625
2019-11-01,313.67999267578125
2020-04-07,313.5799865722656
2020-06-25,314.2099914550781
2020-06-16,312.6700134277344
2019-11-04,311.3900146484375
2020-01-22,312.0
2019-11-07,314.6300048828125
2020-04-13,314.44000244140625
2019-07-01,319.80999755859375
2019-05-30,324.7200012207031
2018-08-15,323.80999755859375
2018-10-18,323.1300048828125
2019-03-27,321.79998779296875
2019-01-22,318.8699951171875
2018-12-21,318.7200012207031
2019-09-03,322.0
2018-11-19,322.29998779296875
2019-08-02,322.20001220703125
2020-01-28,320.92999267578125
2020-04-16,317.010009765625
2019-11-13,317.6000061035156
2020-01-31,319.510009765625
2018-12-04,321.29998779296875
2018-11-02,326.8900146484375
2019-07-16,322.6600036621094
2018-08-30,320.29998779296875
2018-10-01,321.3800048828125
2019-06-14,326.5899963378906
2019-05-13,329.5
2019-04-11,336.0
2019-02-06,339.4800109863281
2019-09-18,336.510009765625
2020-02-03,329.010009765625
2020-04-22,334.07000732421875
2019-11-19,334.29998779296875
2020-02-06,337.45001220703125
2019-11-22,342.3900146484375
2019-03-25,342.4100036621094
2019-02-21,344.7099914550781
2018-12-19,344.8699951171875
2018-07-12,346.3699951171875
2018-09-14,347.2200012207031
2018-08-13,345.5899963378906
2018-10-16,345.6499938964844
2019-07-31,346.2699890136719
2019-05-28,346.1600036621094
2019-04-26,336.75
2020-04-28,325.010009765625
2019-11-25,322.6000061035156
2020-02-12,327.92999267578125
2020-05-01,331.1400146484375
2020-05-04,333.32000732421875
2019-06-12,325.0400085449219
2019-04-09,326.05999755859375
2019-03-08,324.4700012207031
2019-02-04,315.5899963378906
2018-07-27,310.4200134277344
2018-08-28,305.45001220703125
2019-01-03,301.6600036621094
2019-08-15,283.2099914550781
2018-10-31,283.7200012207031
2019-09-16,293.5299987792969
2020-02-18,295.010009765625
2020-05-07,297.75
2018-08-17,300.5899963378906
2019-12-04,304.04998779296875
2020-02-21,304.1600036621094
2018-12-17,306.3599853515625
2019-08-30,307.1400146484375
2018-11-15,304.6000061035156
2019-07-29,302.2300109863281
2019-06-27,303.010009765625
2019-04-24,299.739990234375
2018-07-10,299.8699951171875
2018-09-12,293.2200012207031
2019-02-19,288.55999755859375
2019-01-18,294.2300109863281
2020-02-24,291.92999267578125
2020-05-13,292.9200134277344
2019-12-10,289.6000061035156
2020-02-27,293.94000244140625
2019-12-13,300.2799987792969
2020-05-19,297.8800048828125
2019-03-06,295.8999938964844
2018-11-30,286.0299987792969
2019-08-13,277.20001220703125
2019-07-12,285.2099914550781
2019-06-10,289.19000244140625
2019-05-09,290.3299865722656
2018-07-25,292.010009765625
2018-09-27,291.0
2018-10-29,286.6199951171875
2019-10-16,277.8399963378906
2019-12-16,278.04998779296875
2020-03-04,271.5199890136719
2020-05-22,261.4100036621094
2019-10-01,255.3000030517578
2019-12-19,245.00999450683594
2018-09-10,241.17999267578125
2019-05-24,248.1999969482422
2018-08-09,260.1400146484375
2019-04-22,259.8500061035156
2019-03-21,256.7900085449219
2019-01-16,257.3800048828125
2019-08-28,260.3399963378906
2018-11-13,263.8599853515625
2018-10-12,267.80999755859375
2019-06-25,269.1300048828125
2020-03-10,269.5
2020-05-28,272.42999267578125
2019-10-07,274.42999267578125
2020-03-13,273.510009765625
2019-10-10,270.6300048828125
2020-03-16,270.8399963378906
2020-06-03,279.7200012207031
2018-11-28,278.0
2018-09-25,280.5
2018-07-23,282.5899963378906
2018-08-24,286.1300048828125
2019-07-10,282.8900146484375
2019-05-07,281.0
2019-04-05,286.7699890136719
2019-03-04,287.7900085449219
2019-01-31,289.20001220703125
2019-09-12,290.1099853515625
2019-12-31,297.2300109863281
2020-03-19,299.010009765625
2020-01-03,296.1400146484375
2020-06-09,297.0
2019-02-15,298.79998779296875
2019-01-14,300.8599853515625
2018-07-06,303.67999267578125
2018-08-07,300.9100036621094
2018-10-10,304.010009765625
2018-12-13,303.760009765625
2019-08-26,304.2900085449219
2019-07-25,303.2799987792969
2019-05-22,303.8999938964844
2019-03-19,305.54998779296875
2020-01-06,305.010009765625
2020-03-25,304.1099853515625
2020-06-12,306.1199951171875
2019-10-22,306.44000244140625
2020-01-09,303.4800109863281
2020-06-15,304.2200012207031
2019-10-25,303.32000732421875
2020-03-31,297.4200134277344
2020-06-18,298.7699890136719
2019-04-03,298.6300048828125
2018-08-22,300.7900085449219
2018-10-25,301.1199951171875
2019-01-29,298.32000732421875
2018-12-28,293.7699890136719
2018-11-26,293.2699890136719
2019-08-09,295.44000244140625
2019-07-08,295.05999755859375
2019-06-06,295.0
2019-09-10,293.8800048828125
2020-01-15,292.5299987792969
2020-04-03,292.69000244140625
2019-10-31,292.8500061035156
2020-04-06,293.6499938964844
2020-06-24,296.739990234375
2018-11-09,301.8399963378906
2019-07-23,302.8699951171875
2019-06-21,296.1400146484375
2019-05-20,297.8900146484375
2019-04-18,299.7099914550781
2018-09-06,300.6700134277344
2018-10-08,301.19000244140625
2019-02-13,297.3299865722656
2018-12-11,300.0
2019-09-25,306.0299987792969
2020-01-21,307.5400085449219
2020-04-09,308.1000061035156
2019-11-06,309.7799987792969
2020-01-24,309.4700012207031
2020-01-27,313.2699890136719
2020-04-15,324.5199890136719
2018-12-26,327.8399963378906
2019-08-07,328.4599914550781
2019-06-04,327.0799865722656
2018-09-21,327.2099914550781
2018-07-19,328.4599914550781
2018-08-20,331.5799865722656
2018-10-23,328.239990234375
2019-05-03,331.20001220703125
2019-04-01,330.1700134277344
2019-02-28,328.8399963378906
2019-11-12,330.3500061035156
2020-01-30,331.94000244140625
2019-11-15,335.2699890136719
2020-04-21,333.20001220703125
2019-04-16,334.75
2019-03-15,329.92999267578125
2019-02-11,334.8500061035156
2019-01-10,336.4599914550781
2019-08-22,337.239990234375
2018-11-07,339.5
2018-08-03,339.8800048828125
2018-09-04,336.0799865722656
2019-06-19,337.2699890136719
2019-09-23,337.1000061035156
2019-11-18,335.2799987792969
2020-02-05,339.75
2020-04-24,337.489990234375
2019-03-29,337.8999938964844
2019-11-21,345.8800048828125
2020-04-27,348.510009765625
2020-02-11,350.1499938964844
2020-04-30,352.3999938964844
2019-05-01,350.7300109863281
2019-02-26,340.8699951171875
2019-01-25,342.32000732421875
2018-12-24,344.3999938964844
2019-09-06,348.44000244140625
2018-07-17,346.760009765625
2018-09-19,348.3900146484375
2019-08-05,353.19000244140625
2019-10-08,357.7099914550781
2019-12-11,357.57000732421875
2019-11-27,359.739990234375
2020-02-14,359.739990234375
2020-05-06,357.0
2019-01-08,357.260009765625
2018-12-07,357.6700134277344
2019-08-20,361.04998779296875
2018-11-05,361.07000732421875
2019-07-19,365.3500061035156
2018-10-04,366.6700134277344
2019-06-17,366.7799987792969
2019-05-16,366.1000061035156
2018-08-01,367.8399963378906
2019-03-13,366.2099914550781
2019-12-03,366.8299865722656
2020-02-20,366.8999938964844
2019-12-06,365.1600036621094
2020-05-12,357.8500061035156
2019-12-09,352.7900085449219
2020-02-26,355.8500061035156
2020-05-15,355.55999755859375
2019-03-28,350.80999755859375
2018-09-17,358.0
2018-08-16,367.1499938964844
2018-10-19,367.7799987792969
2019-04-29,367.95001220703125
2019-01-23,365.3299865722656
2019-09-04,359.2900085449219
2018-11-20,359.19000244140625
2019-07-02,359.489990234375
2019-05-31,353.9700012207031
2019-12-12,358.8399963378906
2020-05-18,362.0199890136719
2019-09-27,370.010009765625
2020-03-03,373.3299865722656
2020-05-21,373.6000061035156
2019-05-14,375.2799987792969
2018-08-31,367.3599853515625
2018-07-30,367.1700134277344
2018-10-02,373.3699951171875
2019-04-12,378.5199890136719
2019-03-11,379.5
2019-02-07,379.2900085449219
2019-07-17,380.7200012207031
2019-09-19,374.6099853515625
2019-10-21,375.5
2019-12-18,377.25
2020-03-06,376.7699890136719
2019-10-03,380.79998779296875
2020-03-09,381.510009765625
2020-05-27,379.7900085449219
2019-12-24,385.8999938964844
2020-03-12,384.9800109863281
2018-12-20,385.80999755859375
2019-08-01,380.0400085449219
2018-08-14,370.4599914550781
2018-07-13,380.05999755859375
2018-10-17,383.2699890136719
2019-05-29,383.6000061035156
2019-03-26,386.8900146484375
2019-02-22,388.42999267578125
2019-10-04,391.54998779296875
2019-11-05,393.0299987792969
2019-12-27,388.04998779296875
2020-06-02,386.1099853515625
2019-12-30,387.2099914550781
2020-03-18,387.7099914550781
2020-06-05,388.92999267578125
2019-07-15,386.42999267578125
2018-12-03,388.4200134277344
2019-06-13,383.8900146484375
2019-01-04,374.07000732421875
2018-08-29,374.3299865722656
2019-02-05,379.489990234375
2018-11-01,382.69000244140625
2019-08-16,379.2900085449219
2019-04-10,382.5
