Dates,LMT
2018-06-20,302.3699951171875
2018-06-21,302.6499938964844
2018-06-25,301.3800048828125
2018-06-22,297.3500061035156
2018-06-26,298.80999755859375
2018-06-27,299.3900146484375
2018-06-28,295.0
2018-06-29,297.4800109863281
2018-07-02,294.1700134277344
2018-07-03,300.0
2018-07-05,300.2799987792969
2018-07-16,298.4100036621094
2018-09-18,301.0
2019-01-24,308.1099853515625
2019-09-05,307.8299865722656
2018-11-21,309.3999938964844
2020-01-13,313.67999267578125
2020-04-01,319.3800048828125
2020-06-19,319.8900146484375
2019-10-29,317.7099914550781
2020-01-16,319.29998779296875
2020-06-22,318.3500061035156
2018-10-03,322.54998779296875
2018-07-31,325.0
2019-03-12,323.04998779296875
2019-02-08,324.8299865722656
2019-01-07,324.3999938964844
2018-12-06,324.1000061035156
2019-08-19,321.3800048828125
2019-07-18,325.5899963378906
2019-05-15,322.5299987792969
2019-09-20,322.6199951171875
2019-11-01,318.6099853515625
2020-04-07,317.239990234375
2020-06-25,317.5
2020-06-16,314.7900085449219
2019-11-04,314.8999938964844
2020-01-22,312.510009765625
2019-11-07,314.8900146484375
2020-04-13,318.3699951171875
2019-07-01,320.0
2019-05-30,325.8599853515625
2018-08-15,325.260009765625
2018-10-18,324.3999938964844
2019-03-27,324.04998779296875
2019-01-22,322.0799865722656
2018-12-21,320.0
2019-09-03,322.07000732421875
2018-11-19,324.6600036621094
2019-08-02,324.4599914550781
2020-01-28,324.0
2020-04-16,318.55999755859375
2019-11-13,320.0
2020-01-31,320.8900146484375
2018-12-04,321.55999755859375
2018-11-02,328.0299987792969
2019-07-16,328.7200012207031
2018-08-30,322.0400085449219
2018-10-01,321.3800048828125
2019-06-14,326.7200012207031
2019-05-13,331.30999755859375
2019-04-11,336.5
2019-02-06,340.0
2019-09-18,343.2200012207031
2020-02-03,339.8599853515625
2020-04-22,334.07000732421875
2019-11-19,336.80999755859375
2020-02-06,338.4800109863281
2019-11-22,343.0
2019-03-25,344.1600036621094
2019-02-21,345.7200012207031
2018-12-19,347.0899963378906
2018-07-12,348.6199951171875
2018-09-14,350.0
2018-08-13,346.82000732421875
2018-10-16,348.29998779296875
2019-07-31,346.8900146484375
2019-05-28,348.6199951171875
2019-04-26,346.8500061035156
2020-04-28,334.7300109863281
2019-11-25,330.5899963378906
2020-02-12,327.92999267578125
2020-05-01,332.4700012207031
2020-05-04,335.7200012207031
2019-06-12,331.3500061035156
2019-04-09,327.20001220703125
2019-03-08,331.6199951171875
2019-02-04,325.2300109863281
2018-07-27,328.1099853515625
2018-08-28,313.2099914550781
2019-01-03,303.3999938964844
2019-08-15,309.5
2018-10-31,285.6099853515625
2019-09-16,294.3599853515625
2020-02-18,295.7300109863281
2020-05-07,301.0400085449219
2018-08-17,302.0
2019-12-04,304.04998779296875
2020-02-21,308.05999755859375
2018-12-17,310.0
2019-08-30,307.19000244140625
2018-11-15,313.20001220703125
2019-07-29,304.80999755859375
2019-06-27,308.2699890136719
2019-04-24,302.1700134277344
2018-07-10,303.8399963378906
2018-09-12,301.0899963378906
2019-02-19,291.3599853515625
2019-01-18,295.0
2020-02-24,293.05999755859375
2020-05-13,297.0400085449219
2019-12-10,293.8999938964844
2020-02-27,297.8500061035156
2019-12-13,301.0
2020-05-19,300.75
2019-03-06,304.94000244140625
2018-11-30,295.7200012207031
2019-08-13,282.8999938964844
2019-07-12,285.3999938964844
2019-06-10,289.92999267578125
2019-05-09,302.67999267578125
2018-07-25,295.989990234375
2018-09-27,293.2699890136719
2018-10-29,290.0
2019-10-16,286.20001220703125
2019-12-16,281.54998779296875
2020-03-04,279.75
2020-05-22,271.989990234375
2019-10-01,260.7799987792969
2019-12-19,253.02999877929688
2018-09-10,246.30999755859375
2019-05-24,249.25
2018-08-09,263.010009765625
2019-04-22,262.1499938964844
2019-03-21,258.3599853515625
2019-01-16,262.32000732421875
2019-08-28,261.9200134277344
2018-11-13,266.0
2018-10-12,271.1300048828125
2019-06-25,270.1300048828125
2020-03-10,269.6199951171875
2020-05-28,275.7900085449219
2019-10-07,276.6700134277344
2020-03-13,278.2300109863281
2019-10-10,275.3999938964844
2020-03-16,271.1700134277344
2020-06-03,281.17999267578125
2018-11-28,281.3900146484375
2018-09-25,282.1099853515625
2018-07-23,284.5899963378906
2018-08-24,288.1700134277344
2019-07-10,285.0
2019-05-07,281.1099853515625
2019-04-05,293.95001220703125
2019-03-04,290.1700134277344
2019-01-31,290.8500061035156
2019-09-12,290.8999938964844
2019-12-31,300.0
2020-03-19,299.989990234375
2020-01-03,298.7900085449219
2020-06-09,299.2200012207031
2019-02-15,301.7799987792969
2019-01-14,301.4700012207031
