Dates,LMT
2018-06-20,304.9700012207031
2018-06-21,302.8599853515625
2018-06-25,301.80999755859375
2018-06-22,303.3299865722656
2018-06-26,300.42999267578125
2018-06-27,302.1199951171875
2018-06-28,296.7099914550781
2018-06-29,299.9800109863281
2018-07-02,299.29998779296875
2018-07-03,302.5899963378906
2018-07-05,303.1600036621094
2018-07-16,301.510009765625
2018-09-18,307.4700012207031
2019-01-24,310.9100036621094
2019-09-05,309.3800048828125
2018-11-21,314.4700012207031
2020-01-13,319.5
2020-04-01,323.3800048828125
2020-06-19,320.9800109863281
2019-10-29,320.5799865722656
2020-01-16,320.8599853515625
2020-06-22,322.8500061035156
2018-10-03,323.5
2018-07-31,329.6499938964844
2019-03-12,324.9700012207031
2019-02-08,325.8699951171875
2019-01-07,325.1400146484375
2018-12-06,325.989990234375
2019-08-19,326.42999267578125
2019-07-18,326.07000732421875
2019-05-15,323.1499938964844
2019-09-20,322.6199951171875
2019-11-01,318.6099853515625
2020-04-07,318.239990234375
2020-06-25,317.7799987792969
2020-06-16,316.5
2019-11-04,314.8999938964844
2020-01-22,315.260009765625
2019-11-07,320.2099914550781
2020-04-13,318.9100036621094
2019-07-01,326.6199951171875
2019-05-30,327.4200134277344
2018-08-15,325.9700012207031
2018-10-18,325.4100036621094
2019-03-27,324.5199890136719
2019-01-22,322.1499938964844
2018-12-21,321.3900146484375
2019-09-03,325.0
2018-11-19,325.0
2019-08-02,324.9200134277344
2020-01-28,326.489990234375
2020-04-16,320.8900146484375
2019-11-13,322.25
2020-01-31,321.6700134277344
2018-12-04,329.5400085449219
2018-11-02,330.8800048828125
2019-07-16,329.17999267578125
2018-08-30,323.8500061035156
2018-10-01,325.8399963378906
2019-06-14,331.8599853515625
2019-05-13,336.5
2019-04-11,339.67999267578125
2019-02-06,344.8500061035156
2019-09-18,345.7699890136719
2020-02-03,340.29998779296875
2020-04-22,337.9100036621094
2019-11-19,339.32000732421875
2020-02-06,345.3299865722656
2019-11-22,344.8599853515625
2019-03-25,346.7900085449219
2019-02-21,348.0
2018-12-19,348.3299865722656
2018-07-12,349.8800048828125
2018-09-14,351.3500061035156
2018-08-13,349.6600036621094
2018-10-16,350.8999938964844
2019-07-31,350.489990234375
2019-05-28,349.4599914550781
2019-04-26,347.25
2020-04-28,338.0
2019-11-25,331.4700012207031
2020-02-12,333.9800109863281
2020-05-01,337.3999938964844
2020-05-04,337.19000244140625
2019-06-12,333.32000732421875
2019-04-09,330.0400085449219
2019-03-08,331.6199951171875
2019-02-04,334.7699890136719
2018-07-27,328.1099853515625
2018-08-28,316.54998779296875
2019-01-03,308.9700012207031
2019-08-15,309.5
2018-10-31,292.5
2019-09-16,299.1000061035156
2020-02-18,301.44000244140625
2020-05-07,302.75
2018-08-17,304.29998779296875
2019-12-04,308.760009765625
2020-02-21,309.9599914550781
2018-12-17,311.0199890136719
2019-08-30,314.1600036621094
2018-11-15,314.2300109863281
2019-07-29,308.8599853515625
2019-06-27,309.67999267578125
2019-04-24,308.0
2018-07-10,305.25
2018-09-12,301.0899963378906
2019-02-19,295.25
2019-01-18,297.8500061035156
2020-02-24,297.94000244140625
2020-05-13,298.8500061035156
2019-12-10,295.6600036621094
2020-02-27,300.5299987792969
2019-12-13,304.9800109863281
2020-05-19,303.5299987792969
2019-03-06,305.3299865722656
2018-11-30,295.7200012207031
2019-08-13,286.8900146484375
2019-07-12,290.3500061035156
2019-06-10,298.92999267578125
2019-05-09,303.25
2018-07-25,296.79998779296875
2018-09-27,295.2699890136719
2018-10-29,291.239990234375
2019-10-16,286.7900085449219
2019-12-16,283.8399963378906
2020-03-04,283.80999755859375
2020-05-22,273.82000732421875
2019-10-01,262.6400146484375
2019-12-19,254.6300048828125
2018-09-10,251.88999938964844
2019-05-24,259.7900085449219
2018-08-09,264.8299865722656
2019-04-22,265.1099853515625
2019-03-21,265.29998779296875
2019-01-16,264.0
2019-08-28,265.489990234375
2018-11-13,270.0
2018-10-12,271.75
2019-06-25,272.2200012207031
2020-03-10,277.67999267578125
2020-05-28,277.760009765625
2019-10-07,279.5199890136719
2020-03-13,278.3299865722656
2019-10-10,275.69000244140625
2020-03-16,279.989990234375
2020-06-03,285.3699951171875
2018-11-28,284.6199951171875
2018-09-25,285.7300109863281
2018-07-23,288.239990234375
2018-08-24,289.29998779296875
2019-07-10,288.4100036621094
2019-05-07,292.8599853515625
2019-04-05,293.989990234375
2019-03-04,292.8299865722656
2019-01-31,292.5799865722656
2019-09-12,299.05999755859375
2019-12-31,302.9800109863281
2020-03-19,302.67999267578125
2020-01-03,300.3599853515625
2020-06-09,301.6300048828125
2019-02-15,302.75
2019-01-14,304.32000732421875
2018-07-06,305.95001220703125
2018-08-07,304.0
2018-10-10,307.3299865722656
2018-12-13,306.5899963378906
2019-08-26,307.20001220703125
2019-07-25,307.1700134277344
2019-05-22,307.3599853515625
2019-03-19,309.3999938964844
2020-01-06,308.0799865722656
2020-03-25,307.94000244140625
2020-06-12,311.75
2019-10-22,311.55999755859375
2020-01-09,311.7799987792969
2020-06-15,307.2200012207031
2019-10-25,308.3500061035156
2020-03-31,303.20001220703125
2020-06-18,301.69000244140625
2019-04-03,304.5799865722656
2018-08-22,305.30999755859375
2018-10-25,304.55999755859375
2019-01-29,304.4599914550781
2018-12-28,299.2300109863281
2018-11-26,298.3599853515625
2019-08-09,302.1400146484375
2019-07-08,298.7099914550781
2019-06-06,300.07000732421875
2019-09-10,298.3999938964844
2020-01-15,295.82000732421875
2020-04-03,297.6000061035156
2019-10-31,297.8900146484375
2020-04-06,295.94000244140625
2020-06-24,300.5899963378906
2018-11-09,306.1099853515625
2019-07-23,306.7799987792969
2019-06-21,304.3999938964844
2019-05-20,302.04998779296875
2019-04-18,302.6600036621094
2018-09-06,305.8599853515625
2018-10-08,304.5799865722656
2019-02-13,302.3500061035156
2018-12-11,305.8299865722656
2019-09-25,309.7799987792969
2020-01-21,310.0
2020-04-09,310.6300048828125
2019-11-06,312.42999267578125
2020-01-24,314.57000732421875
2020-01-27,316.260009765625
2020-04-15,337.32000732421875
2018-12-26,335.7799987792969
2019-08-07,334.2300109863281
2019-06-04,330.75
2018-09-21,331.1499938964844
2018-07-19,333.8599853515625
2018-08-20,337.2099914550781
2018-10-23,332.70001220703125
2019-05-03,335.6400146484375
2019-04-01,336.5299987792969
2019-02-28,334.739990234375
2019-11-12,336.8800048828125
2020-01-30,340.3299865722656
2019-11-15,341.6199951171875
2020-04-21,339.75
2019-04-16,340.9200134277344
2019-03-15,335.7099914550781
2019-02-11,339.6499938964844
2019-01-10,340.95001220703125
2019-08-22,344.2900085449219
2018-11-07,344.79998779296875
