Dates,TSN
2018-06-20,70.12999725341797
2018-06-21,69.2699966430664
2018-06-25,69.37999725341797
2018-06-22,69.83000183105469
2018-06-26,70.47000122070312
2018-06-27,69.27999877929688
2018-06-28,69.26000213623047
2018-06-29,68.8499984741211
2018-07-02,66.41999816894531
2018-07-03,66.83000183105469
2018-07-05,67.29000091552734
2018-07-16,67.01000213623047
2018-09-18,66.62999725341797
2019-01-24,66.66999816894531
2019-09-05,66.0
2018-11-21,65.95999908447266
2020-01-13,66.30000305175781
2020-04-01,65.86000061035156
2020-06-19,65.55999755859375
2019-10-29,64.5
2020-01-16,64.9000015258789
2020-06-22,64.12000274658203
2018-10-03,63.560001373291016
2018-07-31,63.099998474121094
2019-03-12,62.619998931884766
2019-02-08,63.709999084472656
2019-01-07,63.560001373291016
2018-12-06,58.720001220703125
2019-08-19,57.650001525878906
2019-07-18,57.599998474121094
2019-05-15,57.54999923706055
2019-09-20,57.75
2019-11-01,59.63999938964844
2020-04-07,59.880001068115234
2020-06-25,59.54999923706055
2020-06-16,59.70000076293945
2019-11-04,60.18000030517578
2020-01-22,59.880001068115234
2019-11-07,59.58000183105469
2020-04-13,60.0
2019-07-01,60.959999084472656
2019-05-30,62.400001525878906
2018-08-15,63.400001525878906
2018-10-18,62.90999984741211
2019-03-27,62.5
2019-01-22,62.599998474121094
2018-12-21,63.119998931884766
2019-09-03,62.84000015258789
2018-11-19,62.459999084472656
2019-08-02,63.06999969482422
2020-01-28,62.54999923706055
2020-04-16,62.810001373291016
2019-11-13,62.75
2020-01-31,62.5
2018-12-04,63.08000183105469
2018-11-02,63.27000045776367
2019-07-16,63.38999938964844
2018-08-30,63.529998779296875
2018-10-01,63.720001220703125
2019-06-14,63.5
2019-05-13,63.400001525878906
2019-04-11,63.060001373291016
2019-02-06,62.369998931884766
2019-09-18,61.560001373291016
2020-02-03,62.310001373291016
2020-04-22,61.2400016784668
2019-11-19,60.9900016784668
2020-02-06,60.529998779296875
2019-11-22,59.7599983215332
2019-03-25,59.790000915527344
2019-02-21,59.529998779296875
2018-12-19,58.849998474121094
2018-07-12,59.029998779296875
2018-09-14,59.130001068115234
2018-08-13,60.0
2018-10-16,61.54999923706055
2019-07-31,63.279998779296875
2019-05-28,62.83000183105469
2019-04-26,61.27000045776367
2020-04-28,60.22999954223633
2019-11-25,60.290000915527344
2020-02-12,61.099998474121094
2020-05-01,62.029998779296875
2020-05-04,61.970001220703125
2019-06-12,62.40999984741211
2019-04-09,62.43000030517578
2019-03-08,61.83000183105469
2019-02-04,62.150001525878906
2018-07-27,61.709999084472656
2018-08-28,61.68000030517578
2019-01-03,60.470001220703125
2019-08-15,61.560001373291016
2018-10-31,62.099998474121094
2019-09-16,59.91999816894531
2020-02-18,62.36000061035156
2020-05-07,61.560001373291016
2018-08-17,62.040000915527344
2019-12-04,62.02000045776367
2020-02-21,62.040000915527344
2018-12-17,61.5
2019-08-30,62.08000183105469
2018-11-15,61.61000061035156
2019-07-29,58.16999816894531
2019-06-27,58.7599983215332
2019-04-24,59.029998779296875
2018-07-10,60.220001220703125
2018-09-12,59.41999816894531
2019-02-19,58.81999969482422
2019-01-18,58.90999984741211
2020-02-24,58.88999938964844
2020-05-13,59.459999084472656
2019-12-10,58.34000015258789
2020-02-27,56.9900016784668
2019-12-13,57.720001220703125
2020-05-19,58.95000076293945
2019-03-06,60.27000045776367
2018-11-30,58.2400016784668
2019-08-13,57.900001525878906
2019-07-12,56.209999084472656
2019-06-10,55.40999984741211
2019-05-09,55.79999923706055
2018-07-25,55.68000030517578
2018-09-27,56.08000183105469
2018-10-29,55.29999923706055
2019-10-16,53.470001220703125
2019-12-16,52.380001068115234
2020-03-04,52.66999816894531
2020-05-22,53.34000015258789
2019-10-01,51.72999954223633
2019-12-19,50.75
2018-09-10,52.060001373291016
2019-05-24,52.4900016784668
2018-08-09,52.34000015258789
2019-04-22,53.400001525878906
2019-03-21,53.349998474121094
