Dates,TSN
2018-06-20,2452900.0
2018-06-21,1841900.0
2018-06-25,1726000.0
2018-06-22,1524200.0
2018-06-26,2159800.0
2018-06-27,1857300.0
2018-06-28,1728000.0
2018-06-29,2534100.0
2018-07-02,3067800.0
2018-07-03,1544900.0
2018-07-05,1653700.0
2018-07-16,1897400.0
2018-09-18,3909400.0
2019-01-24,2551500.0
2019-09-05,1484800.0
2018-11-21,1968100.0
2020-01-13,1110400.0
2020-04-01,1292300.0
2020-06-19,1689400.0
2019-10-29,2743100.0
2020-01-16,1353000.0
2020-06-22,2131700.0
2018-10-03,3020900.0
2018-07-31,2916900.0
2019-03-12,3242300.0
2019-02-08,2631100.0
2019-01-07,2373000.0
2018-12-06,7211000.0
2019-08-19,6384200.0
2019-07-18,4016100.0
2019-05-15,3581500.0
2019-09-20,3291100.0
2019-11-01,5487100.0
2020-04-07,4027500.0
2020-06-25,2398100.0
2020-06-16,3383000.0
2019-11-04,2601400.0
2020-01-22,2536400.0
2019-11-07,3371900.0
2020-04-13,2488000.0
2019-07-01,2091000.0
2019-05-30,4170400.0
2018-08-15,3266000.0
2018-10-18,5330200.0
2019-03-27,2822200.0
2019-01-22,2801000.0
2018-12-21,2954900.0
2019-09-03,2454400.0
2018-11-19,3638800.0
2019-08-02,1392200.0
2020-01-28,1328600.0
2020-04-16,2781900.0
2019-11-13,2006200.0
2020-01-31,3466200.0
2018-12-04,2051000.0
2018-11-02,2269300.0
2019-07-16,1642000.0
2018-08-30,1509000.0
2018-10-01,1871000.0
2019-06-14,1358900.0
2019-05-13,1086300.0
2019-04-11,1755400.0
2019-02-06,1689400.0
2019-09-18,1853000.0
2020-02-03,2322400.0
2020-04-22,4449000.0
2019-11-19,1911300.0
2020-02-06,2038900.0
2019-11-22,1825800.0
2019-03-25,1587100.0
2019-02-21,3098000.0
2018-12-19,2181800.0
2018-07-12,3508700.0
2018-09-14,2174100.0
2018-08-13,2838600.0
2018-10-16,3088100.0
2019-07-31,3720800.0
2019-05-28,3772900.0
2019-04-26,2230700.0
2020-04-28,3145200.0
2019-11-25,1644900.0
2020-02-12,1855000.0
2020-05-01,1377700.0
2020-05-04,1239800.0
2019-06-12,1941700.0
2019-04-09,1990600.0
2019-03-08,1941600.0
2019-02-04,1917600.0
2018-07-27,2656500.0
2018-08-28,1683800.0
2019-01-03,1746300.0
2019-08-15,2695900.0
2018-10-31,2551900.0
2019-09-16,3871900.0
2020-02-18,2754700.0
2020-05-07,2170500.0
2018-08-17,1911600.0
2019-12-04,2660500.0
2020-02-21,2450600.0
2018-12-17,3176200.0
2019-08-30,3828600.0
2018-11-15,2919200.0
2019-07-29,7845900.0
2019-06-27,4482600.0
2019-04-24,2699100.0
2018-07-10,2391600.0
2018-09-12,2435500.0
2019-02-19,2232600.0
2019-01-18,1632700.0
2020-02-24,593900.0
2020-05-13,1300100.0
2019-12-10,1988200.0
2020-02-27,4299900.0
2019-12-13,3968400.0
2020-05-19,3247100.0
2019-03-06,3193900.0
2018-11-30,4349700.0
2019-08-13,2480000.0
2019-07-12,2957300.0
2019-06-10,3493400.0
2019-05-09,2365400.0
2018-07-25,3074200.0
2018-09-27,4136400.0
2018-10-29,2517300.0
2019-10-16,3870800.0
2019-12-16,4200100.0
2020-03-04,4529700.0
2020-05-22,3525000.0
2019-10-01,4343200.0
2019-12-19,1413100.0
2018-09-10,2820000.0
2019-05-24,2340100.0
2018-08-09,3178700.0
2019-04-22,2366000.0
2019-03-21,2122600.0
2019-01-16,3135800.0
2019-08-28,5558900.0
2018-11-13,3740100.0
2018-10-12,2976200.0
2019-06-25,3440600.0
2020-03-10,2440200.0
2020-05-28,1390300.0
2019-10-07,2027700.0
2020-03-13,1495400.0
2019-10-10,2189600.0
2020-03-16,2313800.0
2020-06-03,3630200.0
2018-11-28,3158700.0
2018-09-25,2235600.0
2018-07-23,1648600.0
2018-08-24,3254700.0
2019-07-10,2313900.0
2019-05-07,1355400.0
2019-04-05,2194800.0
2019-03-04,5050600.0
2019-01-31,2046300.0
2019-09-12,1507600.0
2019-12-31,4069100.0
2020-03-19,2950300.0
2020-01-03,5132600.0
2020-06-09,5437500.0
2019-02-15,3582300.0
2019-01-14,3243500.0
2018-07-06,2326400.0
2018-08-07,2304300.0
2018-10-10,3170000.0
2018-12-13,3840900.0
2019-08-26,2754500.0
2019-07-25,2858600.0
2019-05-22,2841100.0
2019-03-19,2893100.0
2020-01-06,2915700.0
2020-03-25,2937700.0
2020-06-12,2450800.0
2019-10-22,3865100.0
2020-01-09,3881800.0
2020-06-15,3535100.0
2019-10-25,2525900.0
2020-03-31,3891200.0
2020-06-18,3164300.0
2019-04-03,2505900.0
2018-08-22,2554100.0
2018-10-25,2005300.0
2019-01-29,2115200.0
2018-12-28,4769600.0
2018-11-26,2373100.0
2019-08-09,2855200.0
2019-07-08,4015300.0
2019-06-06,2932400.0
2019-09-10,1502600.0
2020-01-15,3137600.0
2020-04-03,1736900.0
2019-10-31,1824900.0
2020-04-06,2315000.0
2020-06-24,2215900.0
2018-11-09,2775400.0
2019-07-23,2653400.0
2019-06-21,2547700.0
2019-05-20,2401500.0
2019-04-18,2063600.0
2018-09-06,1932400.0
2018-10-08,1818600.0
2019-02-13,1488100.0
2018-12-11,1423100.0
2019-09-25,3212800.0
2020-01-21,1814200.0
2020-04-09,1777800.0
2019-11-06,2771700.0
2020-01-24,2033200.0
2020-01-27,2351900.0
2020-04-15,3630100.0
2018-12-26,3742100.0
2019-08-07,1529900.0
2019-06-04,1953100.0
2018-09-21,1601600.0
2018-07-19,2854800.0
2018-08-20,2403400.0
2018-10-23,1781100.0
2019-05-03,3075200.0
2019-04-01,4517000.0
2019-02-28,3468500.0
2019-11-12,3491800.0
