Dates,TSN
2020-01-30,2663300.0
2019-11-15,2767700.0
2020-04-21,2749400.0
2019-04-16,3415600.0
2019-03-15,3438800.0
2019-02-11,2979800.0
2019-01-10,2664900.0
2019-08-22,2500700.0
2018-11-07,3985400.0
2018-08-03,2260600.0
2018-09-04,2388300.0
2019-06-19,1526000.0
2019-09-23,2531600.0
2019-11-18,5743700.0
2020-02-05,2631900.0
2020-04-24,4132700.0
2019-03-29,4202000.0
2019-11-21,2968600.0
2020-04-27,2928600.0
2020-02-11,3755200.0
2020-04-30,2231600.0
2019-05-01,1850800.0
2019-02-26,1883300.0
2019-01-25,1321500.0
2018-12-24,4521200.0
2019-09-06,3795300.0
2018-07-17,4043100.0
2018-09-19,3769900.0
2019-08-05,3091200.0
2019-10-08,3236400.0
2019-12-11,4573000.0
2019-11-27,3249700.0
2020-02-14,6808300.0
2020-05-06,2476700.0
2019-01-08,1572500.0
2018-12-07,3029000.0
2019-08-20,2979200.0
2018-11-05,3162200.0
2019-07-19,1758200.0
2018-10-04,1762200.0
2019-06-17,2580400.0
2019-05-16,2028700.0
2018-08-01,1314200.0
2019-03-13,2220400.0
2019-12-03,1663900.0
2020-02-20,1368100.0
2019-12-06,3635600.0
2020-05-12,2272000.0
2019-12-09,2896300.0
2020-02-26,1900900.0
2020-05-15,1442600.0
2019-03-28,1351400.0
2018-09-17,1917400.0
2018-08-16,1657300.0
2018-10-19,2419300.0
2019-04-29,1859600.0
2019-01-23,1711800.0
2019-09-04,2377400.0
2018-11-20,3001300.0
2019-07-02,3184200.0
2019-05-31,9458300.0
2019-12-12,4440900.0
2020-05-18,2885600.0
2019-09-27,2877300.0
2020-03-03,2119100.0
2020-05-21,3065100.0
2019-05-14,2502000.0
2018-08-31,2316500.0
2018-07-30,2422000.0
2018-10-02,1712800.0
2019-04-12,3064700.0
2019-03-11,2999400.0
2019-02-07,2378300.0
2019-07-17,2773300.0
2019-09-19,2241500.0
2019-10-21,1692900.0
2019-12-18,2471100.0
2020-03-06,1918300.0
2019-10-03,2080600.0
2020-03-09,2033400.0
2020-05-27,2495800.0
2019-12-24,6912100.0
2020-03-12,5304400.0
2018-12-20,3076500.0
2019-08-01,2917000.0
2018-08-14,3677400.0
2018-07-13,2211400.0
2018-10-17,3509900.0
2019-05-29,3417800.0
2019-03-26,2168500.0
2019-02-22,3288500.0
2019-10-04,1907600.0
2019-11-05,1269900.0
2019-12-27,2949500.0
2020-06-02,1666800.0
2019-12-30,1269100.0
2020-03-18,1897000.0
2020-06-05,1176700.0
2019-07-15,1637900.0
2018-12-03,2116300.0
2019-06-13,2543100.0
2019-01-04,2356800.0
2018-08-29,2137900.0
2019-02-05,3369300.0
2018-11-01,2644900.0
2019-08-16,2405300.0
2019-04-10,2007400.0
2019-09-17,1516400.0
2019-10-15,2378100.0
2020-01-02,1535100.0
2020-06-08,1865800.0
2019-10-18,2511000.0
2020-03-24,3388100.0
2020-06-11,1880800.0
2020-01-08,1848000.0
2019-04-25,2617400.0
2019-07-30,2614800.0
2019-02-20,3203800.0
2018-07-11,1593300.0
2018-09-13,4049600.0
2018-10-15,2756700.0
2019-06-28,1565900.0
2018-12-18,1754100.0
2018-11-16,1629400.0
2019-10-02,2292900.0
2020-03-27,2199300.0
2020-01-10,1520200.0
2019-10-24,1940400.0
2020-03-30,2290200.0
2020-06-17,2416000.0
2020-01-14,6482700.0
2020-04-02,3967300.0
2019-01-02,5239700.0
2019-08-14,2513200.0
2018-10-30,2070200.0
2019-06-11,2405900.0
2019-05-10,2185400.0
2019-04-08,2410800.0
2018-08-27,3142200.0
2018-07-26,2927100.0
2018-09-28,2413000.0
2019-03-07,1285700.0
2019-10-30,1081200.0
2020-01-17,2156200.0
2020-06-23,2252300.0
2020-04-08,1777900.0
2020-06-26,1423500.0
2019-03-22,2060700.0
2019-01-17,1535900.0
2019-08-29,2102600.0
2018-11-14,2312400.0
2019-06-26,2497300.0
2018-09-11,2376700.0
2018-07-09,2856200.0
2018-08-10,2907700.0
2019-04-23,3040200.0
2019-09-30,4102300.0
2020-01-23,5095900.0
2019-11-08,2818400.0
2020-04-14,564200.0
2019-11-11,1083400.0
2020-01-29,1026500.0
2020-04-17,1092900.0
2018-07-24,1125100.0
2018-09-26,2672200.0
2019-05-08,2506100.0
2019-03-05,2262500.0
2019-02-01,2088700.0
2018-12-31,2166400.0
2018-11-29,2427600.0
2019-08-12,4461600.0
2019-07-11,3770000.0
2019-09-13,2812800.0
2019-11-14,2814400.0
2020-04-20,2982000.0
2020-02-04,2684900.0
2020-04-23,4196700.0
2018-12-14,3197500.0
2019-08-27,3024200.0
2018-08-08,2688000.0
2018-10-11,2323000.0
2018-11-12,1680300.0
2019-07-26,3641800.0
2019-06-24,2267500.0
2019-05-23,2486700.0
2019-03-20,2031100.0
2019-01-15,2428400.0
2019-11-20,2586500.0
2020-02-07,7576700.0
2020-02-10,3268900.0
2020-04-29,3145000.0
2019-11-26,3463600.0
2020-02-13,3468000.0
2019-01-30,2472200.0
2018-08-23,2071800.0
2018-09-24,2263200.0
2018-11-27,4346700.0
2018-10-26,2471300.0
2019-07-09,2197600.0
2019-06-07,2612600.0
2019-05-06,4152800.0
2019-04-04,3479400.0
2019-09-11,4436800.0
2019-11-29,4496700.0
2020-05-05,3780600.0
2019-12-02,3953200.0
2020-02-19,3904300.0
2020-05-08,3365100.0
2019-05-21,4823100.0
2019-03-18,3992600.0
2018-09-07,3535300.0
2018-08-06,3764700.0
2018-10-09,4591300.0
2019-02-14,4585500.0
2018-12-12,5660900.0
2019-07-24,7030700.0
2019-09-26,5831000.0
2019-10-28,6611100.0
2019-12-05,8209500.0
2020-05-11,5383300.0
2019-07-03,5800900.0
2020-02-25,5593400.0
2020-05-14,4810500.0
2020-02-28,4273900.0
2019-08-08,3884600.0
2019-06-05,3815700.0
2018-07-20,2965500.0
2018-08-21,2875700.0
2018-10-24,2874700.0
2019-04-02,2765600.0
2019-03-01,2889000.0
2019-01-28,3366700.0
2018-12-27,2866000.0
2019-09-09,3072200.0
2020-03-02,3332300.0
2020-05-20,3050900.0
2019-12-17,3110800.0
2020-03-05,2884600.0
2019-02-12,3442500.0
2019-01-11,2811600.0
2018-12-10,3988800.0
2019-08-23,2910300.0
2018-11-08,4385800.0
2019-07-22,3546700.0
2019-06-20,3887900.0
2018-09-05,3267400.0
2019-04-17,2816400.0
2019-09-24,2774800.0
2019-12-20,11134500.0
2020-05-26,5994300.0
2019-04-30,5470900.0
2019-12-23,5000600.0
2020-03-11,5191800.0
2020-05-29,3789200.0
2019-12-26,3008200.0
2020-06-01,3783400.0
2019-05-02,2968600.0
2019-02-27,2438000.0
2018-11-23,2691500.0
2019-08-06,2121200.0
2018-07-18,2764800.0
2018-09-20,3178800.0
2018-10-22,1390500.0
2019-07-05,3193500.0
2019-06-03,3844200.0
2019-10-09,3091400.0
2019-10-11,3934300.0
2020-03-17,2183900.0
2020-06-04,2437500.0
2019-10-14,10554800.0
2020-03-20,6634500.0
2018-11-06,6777200.0
2019-06-18,5001900.0
2019-05-17,4056700.0
2019-04-15,3598700.0
2019-03-14,3842400.0
2019-01-09,2918800.0
2018-08-02,3009700.0
2018-10-05,4551200.0
2019-08-21,2393800.0
2019-10-17,1564200.0
2020-03-23,3908600.0
2020-06-10,3058600.0
2019-02-25,2558600.0
2020-01-07,3444100.0
2020-03-26,2177200.0
2019-10-23,3445600.0
