Dates,TSN
2018-06-20,70.66999816894531
2018-06-21,70.1500015258789
2018-06-25,69.5199966430664
2018-06-22,69.62000274658203
2018-06-26,69.9000015258789
2018-06-27,70.4000015258789
2018-06-28,69.16000366210938
2018-06-29,69.19000244140625
2018-07-02,68.38999938964844
2018-07-03,66.62000274658203
2018-07-05,67.16999816894531
2018-07-16,67.43000030517578
2018-09-18,66.86000061035156
2019-01-24,66.75
2019-09-05,66.77999877929688
2018-11-21,66.0
2020-01-13,65.9800033569336
2020-04-01,66.4000015258789
2020-06-19,65.75
2019-10-29,65.55000305175781
2020-01-16,64.5
2020-06-22,64.62999725341797
2018-10-03,64.20999908447266
2018-07-31,63.290000915527344
2019-03-12,63.02000045776367
2019-02-08,63.20000076293945
2019-01-07,63.720001220703125
2018-12-06,59.36000061035156
2019-08-19,58.56999969482422
2019-07-18,57.93000030517578
2019-05-15,57.380001068115234
2019-09-20,57.63999938964844
2019-11-01,60.0
2020-04-07,59.150001525878906
2020-06-25,59.65999984741211
2020-06-16,59.65999984741211
2019-11-04,59.52000045776367
2020-01-22,59.95000076293945
2019-11-07,60.189998626708984
2020-04-13,59.400001525878906
2019-07-01,60.2599983215332
2019-05-30,60.880001068115234
2018-08-15,62.5099983215332
2018-10-18,63.400001525878906
2019-03-27,62.95000076293945
2019-01-22,62.13999938964844
2018-12-21,62.650001525878906
2019-09-03,63.279998779296875
2018-11-19,62.599998474121094
2019-08-02,62.459999084472656
2020-01-28,62.939998626708984
2020-04-16,62.439998626708984
2019-11-13,62.869998931884766
2020-01-31,61.61000061035156
2018-12-04,62.70000076293945
2018-11-02,62.79999923706055
2019-07-16,63.41999816894531
2018-08-30,63.400001525878906
2018-10-01,63.470001220703125
2019-06-14,64.0
2019-05-13,63.369998931884766
2019-04-11,62.61000061035156
2019-02-06,63.2599983215332
2019-09-18,62.400001525878906
2020-02-03,61.779998779296875
2020-04-22,62.380001068115234
2019-11-19,61.2400016784668
2020-02-06,61.34000015258789
2019-11-22,60.650001525878906
2019-03-25,59.310001373291016
2019-02-21,59.88999938964844
2018-12-19,59.720001220703125
2018-07-12,58.970001220703125
2018-09-14,59.25
2018-08-13,59.130001068115234
2018-10-16,60.22999954223633
2019-07-31,61.779998779296875
2019-05-28,63.310001373291016
2019-04-26,62.97999954223633
2020-04-28,61.130001068115234
2019-11-25,60.38999938964844
2020-02-12,60.290000915527344
2020-05-01,61.119998931884766
