Dates,TSN
2018-06-20,70.83000183105469
2018-06-21,70.31999969482422
2018-06-25,69.93000030517578
2018-06-22,70.19000244140625
2018-06-26,70.81999969482422
2018-06-27,70.72000122070312
2018-06-28,69.97000122070312
2018-06-29,69.52999877929688
2018-07-02,68.80999755859375
2018-07-03,67.29000091552734
2018-07-05,67.4000015258789
2018-07-16,67.66000366210938
2018-09-18,67.23999786376953
2019-01-24,67.20999908447266
2019-09-05,67.36000061035156
2018-11-21,66.37999725341797
2020-01-13,66.69000244140625
2020-04-01,66.61000061035156
2020-06-19,65.95999908447266
2019-10-29,65.55999755859375
2020-01-16,65.18000030517578
2020-06-22,64.80999755859375
2018-10-03,64.45999908447266
2018-07-31,63.41999816894531
2019-03-12,63.16999816894531
2019-02-08,63.849998474121094
2019-01-07,64.73999786376953
2018-12-06,60.650001525878906
2019-08-19,58.56999969482422
2019-07-18,58.5
2019-05-15,57.65999984741211
2019-09-20,57.95000076293945
2019-11-01,60.72999954223633
2020-04-07,60.310001373291016
2020-06-25,60.38999938964844
2020-06-16,59.970001220703125
2019-11-04,60.540000915527344
2020-01-22,60.279998779296875
2019-11-07,60.529998779296875
2020-04-13,60.16999816894531
2019-07-01,61.06999969482422
2019-05-30,62.599998474121094
2018-08-15,63.470001220703125
2018-10-18,63.599998474121094
2019-03-27,62.95000076293945
2019-01-22,62.88999938964844
2018-12-21,63.2599983215332
2019-09-03,63.47999954223633
2018-11-19,63.15999984741211
2019-08-02,63.290000915527344
2020-01-28,63.150001525878906
2020-04-16,63.15999984741211
2019-11-13,63.150001525878906
2020-01-31,63.02000045776367
2018-12-04,63.61000061035156
2018-11-02,63.400001525878906
2019-07-16,63.959999084472656
2018-08-30,63.7599983215332
2018-10-01,63.86000061035156
2019-06-14,64.04000091552734
2019-05-13,63.810001373291016
2019-04-11,63.93000030517578
2019-02-06,63.41999816894531
2019-09-18,62.630001068115234
2020-02-03,62.63999938964844
2020-04-22,62.630001068115234
2019-11-19,61.45000076293945
2020-02-06,61.34000015258789
2019-11-22,60.849998474121094
2019-03-25,60.20000076293945
2019-02-21,60.0
2018-12-19,59.91999816894531
2018-07-12,59.380001068115234
2018-09-14,59.790000915527344
2018-08-13,60.099998474121094
2018-10-16,61.560001373291016
2019-07-31,63.400001525878906
2019-05-28,63.540000915527344
2019-04-26,63.2400016784668
2020-04-28,61.400001525878906
2019-11-25,60.59000015258789
2020-02-12,61.47999954223633
2020-05-01,62.209999084472656
2020-05-04,62.25
2019-06-12,62.880001068115234
2019-04-09,62.900001525878906
2019-03-08,63.220001220703125
2019-02-04,62.58000183105469
2018-07-27,62.83000183105469
2018-08-28,62.130001068115234
2019-01-03,61.650001525878906
2019-08-15,62.540000915527344
2018-10-31,62.4900016784668
2019-09-16,61.959999084472656
2020-02-18,62.5099983215332
2020-05-07,62.91999816894531
2018-08-17,62.849998474121094
2019-12-04,62.93000030517578
2020-02-21,62.47999954223633
2018-12-17,62.0099983215332
2019-08-30,62.2400016784668
2018-11-15,63.349998474121094
2019-07-29,59.9900016784668
2019-06-27,59.959999084472656
2019-04-24,59.310001373291016
2018-07-10,60.380001068115234
2018-09-12,60.4900016784668
2019-02-19,60.380001068115234
2019-01-18,59.400001525878906
2020-02-24,59.16999816894531
2020-05-13,59.5
2019-12-10,59.310001373291016
2020-02-27,58.36000061035156
2019-12-13,57.72999954223633
2020-05-19,58.970001220703125
2019-03-06,60.34000015258789
2018-11-30,60.400001525878906
2019-08-13,58.75
2019-07-12,57.93000030517578
2019-06-10,56.369998931884766
2019-05-09,56.7400016784668
2018-07-25,56.65999984741211
2018-09-27,56.29999923706055
2018-10-29,56.02000045776367
2019-10-16,55.369998931884766
2019-12-16,54.040000915527344
2020-03-04,54.5
2020-05-22,53.900001525878906
2019-10-01,54.47999954223633
2019-12-19,52.0
2018-09-10,52.08000183105469
2019-05-24,52.4900016784668
2018-08-09,52.93000030517578
2019-04-22,53.43000030517578
2019-03-21,53.93000030517578
2019-01-16,54.790000915527344
2019-08-28,56.040000915527344
2018-11-13,56.77000045776367
2018-10-12,57.619998931884766
2019-06-25,57.38999938964844
2020-03-10,58.029998779296875
2020-05-28,58.33000183105469
2019-10-07,58.150001525878906
2020-03-13,58.68000030517578
2019-10-10,59.06999969482422
2020-03-16,59.40999984741211
2020-06-03,61.470001220703125
2018-11-28,60.900001525878906
2018-09-25,60.86000061035156
2018-07-23,60.650001525878906
2018-08-24,60.9900016784668
2019-07-10,61.83000183105469
2019-05-07,61.900001525878906
2019-04-05,62.47999954223633
2019-03-04,62.560001373291016
2019-01-31,62.459999084472656
2019-09-12,62.22999954223633
2019-12-31,61.95000076293945
2020-03-19,61.97999954223633
2020-01-03,61.86000061035156
2020-06-09,60.130001068115234
2019-02-15,60.2400016784668
2019-01-14,61.70000076293945
2018-07-06,61.65999984741211
2018-08-07,61.630001068115234
2018-10-10,62.959999084472656
2018-12-13,63.54999923706055
2019-08-26,63.93000030517578
2019-07-25,63.63999938964844
2019-05-22,63.369998931884766
2019-03-19,63.70000076293945
2020-01-06,63.400001525878906
2020-03-25,61.810001373291016
2020-06-12,61.849998474121094
2019-10-22,62.560001373291016
2020-01-09,62.720001220703125
2020-06-15,64.29000091552734
2019-10-25,64.27999877929688
2020-03-31,64.37999725341797
2020-06-18,64.29000091552734
2019-04-03,64.2300033569336
2018-08-22,64.43000030517578
2018-10-25,64.88999938964844
2019-01-29,64.94000244140625
2018-12-28,65.98999786376953
2018-11-26,65.93000030517578
2019-08-09,65.94999694824219
2019-07-08,65.81999969482422
2019-06-06,66.94000244140625
2019-09-10,66.98999786376953
2020-01-15,67.97000122070312
2020-04-03,68.25
2019-10-31,68.41999816894531
2020-04-06,69.26000213623047
2020-06-24,69.54000091552734
2018-11-09,69.70999908447266
2019-07-23,70.05000305175781
2019-06-21,69.68000030517578
2019-05-20,70.38999938964844
2019-04-18,70.25
2018-09-06,70.58000183105469
2018-10-08,70.44999694824219
2019-02-13,70.80999755859375
2018-12-11,71.33000183105469
2019-09-25,71.26000213623047
2020-01-21,71.55000305175781
2020-04-09,72.2300033569336
2019-11-06,74.02999877929688
2020-01-24,73.9800033569336
2020-01-27,73.62999725341797
2020-04-15,74.80999755859375
2018-12-26,74.87999725341797
2019-08-07,73.97000122070312
2019-06-04,74.25
2018-09-21,74.48999786376953
2018-07-19,75.4000015258789
2018-08-20,75.55000305175781
2018-10-23,75.58999633789062
2019-05-03,75.69999694824219
2019-04-01,77.47000122070312
2019-02-28,77.62999725341797
2019-11-12,78.1500015258789
2020-01-30,78.06999969482422
2019-11-15,79.9000015258789
2020-04-21,79.94000244140625
2019-04-16,82.04000091552734
2019-03-15,82.61000061035156
2019-02-11,83.16000366210938
2019-01-10,83.36000061035156
2019-08-22,82.9000015258789
2018-11-07,82.0199966430664
2018-08-03,81.54000091552734
2018-09-04,81.72000122070312
2019-06-19,82.33999633789062
2019-09-23,82.44000244140625
2019-11-18,79.61000061035156
2020-02-05,77.38999938964844
2020-04-24,76.08999633789062
2019-03-29,78.5
2019-11-21,79.38999938964844
2020-04-27,81.33999633789062
2020-02-11,82.18000030517578
2020-04-30,82.91000366210938
2019-05-01,83.1500015258789
2019-02-26,82.87000274658203
2019-01-25,82.88999938964844
2018-12-24,84.30000305175781
2019-09-06,82.63999938964844
2018-07-17,82.19999694824219
2018-09-19,78.77999877929688
2019-08-05,77.83999633789062
2019-10-08,79.19999694824219
2019-12-11,79.7699966430664
2019-11-27,81.62000274658203
2020-02-14,83.1500015258789
2020-05-06,80.1500015258789
2019-01-08,79.86000061035156
2018-12-07,80.80999755859375
2019-08-20,81.83000183105469
2018-11-05,81.79000091552734
2019-07-19,82.41000366210938
2018-10-04,82.91000366210938
2019-06-17,82.80999755859375
2019-05-16,82.79000091552734
2018-08-01,82.80999755859375
2019-03-13,82.08999633789062
2019-12-03,81.91000366210938
2020-02-20,81.91999816894531
2019-12-06,81.61000061035156
2020-05-12,79.54000091552734
2019-12-09,81.29000091552734
2020-02-26,81.75
2020-05-15,81.51000213623047
2019-03-28,82.36000061035156
2018-09-17,82.08000183105469
2018-08-16,82.79000091552734
2018-10-19,81.8499984741211
2019-04-29,81.5999984741211
2019-01-23,82.33000183105469
2019-09-04,81.52999877929688
2018-11-20,81.55000305175781
2019-07-02,81.26000213623047
2019-05-31,87.29000091552734
2019-12-12,85.8499984741211
2020-05-18,86.62999725341797
2019-09-27,89.0
2020-03-03,89.33999633789062
2020-05-21,88.5999984741211
2019-05-14,89.87999725341797
2018-08-31,87.66999816894531
2018-07-30,88.7300033569336
2018-10-02,88.2699966430664
2019-04-12,88.4800033569336
2019-03-11,88.76000213623047
2019-02-07,89.86000061035156
2019-07-17,91.7300033569336
2019-09-19,90.75
2019-10-21,91.47000122070312
2019-12-18,91.62999725341797
2020-03-06,90.66000366210938
2019-10-03,92.20999908447266
2020-03-09,94.06999969482422
2020-05-27,93.44999694824219
2019-12-24,91.68000030517578
2020-03-12,87.3499984741211
2018-12-20,86.52999877929688
2019-08-01,86.69000244140625
2018-08-14,83.02999877929688
2018-07-13,82.33000183105469
2018-10-17,83.8499984741211
2019-05-29,86.54000091552734
2019-03-26,86.5999984741211
2019-02-22,89.3499984741211
2019-10-04,89.45999908447266
2019-11-05,88.94000244140625
2019-12-27,88.86000061035156
2020-06-02,87.56999969482422
2019-12-30,86.9000015258789
2020-03-18,87.4800033569336
2020-06-05,86.86000061035156
2019-07-15,86.61000061035156
2018-12-03,86.26000213623047
2019-06-13,86.37999725341797
2019-01-04,83.91999816894531
2018-08-29,82.86000061035156
2019-02-05,82.95999908447266
2018-11-01,82.30999755859375
2019-08-16,81.19999694824219
2019-04-10,83.08999633789062
2019-09-17,83.16999816894531
2019-10-15,84.25
2020-01-02,84.44000244140625
2020-06-08,85.04000091552734
2019-10-18,83.88999938964844
2020-03-24,81.87999725341797
2020-06-11,82.61000061035156
2020-01-08,82.05000305175781
2019-04-25,81.13999938964844
2019-07-30,79.1500015258789
2019-02-20,77.94000244140625
2018-07-11,78.7300033569336
2018-09-13,82.48999786376953
2018-10-15,83.08999633789062
2019-06-28,82.45999908447266
2018-12-18,82.86000061035156
2018-11-16,84.16999816894531
2019-10-02,83.93000030517578
2020-03-27,82.69999694824219
2020-01-10,83.83000183105469
2019-10-24,84.83999633789062
2020-03-30,83.37999725341797
2020-06-17,83.18000030517578
2020-01-14,89.22000122070312
2020-04-02,90.44000244140625
2019-01-02,94.11000061035156
2019-08-14,91.0199966430664
2018-10-30,90.95999908447266
2019-06-11,90.76000213623047
2019-05-10,91.1500015258789
2019-04-08,90.77999877929688
2018-08-27,88.72000122070312
2018-07-26,88.8499984741211
2018-09-28,89.83999633789062
2019-03-07,90.36000061035156
2019-10-30,90.51000213623047
2020-01-17,90.08999633789062
2020-06-23,89.0999984741211
2020-04-08,90.1500015258789
2020-06-26,89.66999816894531
2019-03-22,91.37999725341797
2019-01-17,90.22000122070312
2019-08-29,89.69999694824219
2018-11-14,89.05999755859375
2019-06-26,89.12999725341797
2018-09-11,88.80999755859375
2018-07-09,90.54000091552734
2018-08-10,90.97000122070312
2019-04-23,90.97000122070312
2019-09-30,91.33000183105469
2020-01-23,91.41999816894531
2019-11-08,92.08000183105469
2020-04-14,91.9000015258789
2019-11-11,91.91999816894531
2020-01-29,91.62000274658203
2020-04-17,91.37000274658203
2018-07-24,91.0999984741211
2018-09-26,91.61000061035156
2019-05-08,91.55999755859375
2019-03-05,90.30000305175781
2019-02-01,90.63999938964844
2018-12-31,89.87000274658203
2018-11-29,90.43000030517578
2019-08-12,92.38999938964844
2019-07-11,94.23999786376953
2019-09-13,93.68000030517578
2019-11-14,92.33000183105469
2020-04-20,90.9000015258789
2020-02-04,90.81999969482422
2020-04-23,90.25
2018-12-14,89.37999725341797
2019-08-27,88.36000061035156
2018-08-08,88.37999725341797
2018-10-11,85.55000305175781
2018-11-12,84.97000122070312
2019-07-26,85.0
2019-06-24,85.05999755859375
2019-05-23,84.80999755859375
2019-03-20,84.69000244140625
2019-01-15,84.8499984741211
2019-11-20,84.63999938964844
2020-02-07,82.1500015258789
2020-02-10,81.2699966430664
2020-04-29,81.94999694824219
2019-11-26,83.48999786376953
2020-02-13,81.23999786376953
2019-01-30,81.52999877929688
2018-08-23,81.69999694824219
2018-09-24,80.51000213623047
2018-11-27,80.48999786376953
2018-10-26,79.11000061035156
2019-07-09,79.02999877929688
2019-06-07,77.02999877929688
2019-05-06,76.37999725341797
2019-04-04,73.2699966430664
2019-09-11,71.69999694824219
2019-11-29,68.22000122070312
2020-05-05,70.55999755859375
2019-12-02,71.5199966430664
2020-02-19,70.5999984741211
2020-05-08,69.01000213623047
2019-05-21,65.77999877929688
2019-03-18,63.279998779296875
2018-09-07,63.65999984741211
2018-08-06,61.369998931884766
2018-10-09,54.540000915527344
2019-02-14,54.5099983215332
2018-12-12,47.970001220703125
2019-07-24,49.68000030517578
2019-09-26,48.369998931884766
2019-10-28,57.29999923706055
2019-12-05,61.0
2020-05-11,58.83000183105469
2019-07-03,64.69999694824219
2020-02-25,65.66999816894531
2020-05-14,65.83000183105469
2020-02-28,59.869998931884766
2019-08-08,59.529998779296875
2019-06-05,59.34000015258789
2018-07-20,57.58000183105469
2018-08-21,55.970001220703125
2018-10-24,54.119998931884766
2019-04-02,56.90999984741211
2019-03-01,59.61000061035156
2019-01-28,59.25
2018-12-27,61.63999938964844
2019-09-09,62.689998626708984
2020-03-02,63.47999954223633
2020-05-20,60.77000045776367
2019-12-17,61.029998779296875
2020-03-05,62.959999084472656
2019-02-12,64.97000122070312
2019-01-11,63.279998779296875
2018-12-10,62.900001525878906
2019-08-23,61.45000076293945
2018-11-08,60.959999084472656
2019-07-22,60.20000076293945
2019-06-20,63.709999084472656
2018-09-05,63.900001525878906
2019-04-17,63.13999938964844
2019-09-24,61.66999816894531
2019-12-20,58.369998931884766
2020-05-26,57.790000915527344
2019-04-30,57.4900016784668
2019-12-23,57.90999984741211
2020-03-11,61.099998474121094
2020-05-29,61.18000030517578
2019-12-26,61.869998931884766
2020-06-01,60.150001525878906
2019-05-02,59.220001220703125
2019-02-27,59.61000061035156
2018-11-23,61.279998779296875
2019-08-06,60.77000045776367
2018-07-18,60.97999954223633
2018-09-20,60.59000015258789
2018-10-22,59.75
2019-07-05,62.470001220703125
2019-06-03,63.2400016784668
2019-10-09,63.599998474121094
2019-10-11,61.900001525878906
2020-03-17,63.099998474121094
2020-06-04,62.93000030517578
2019-10-14,63.7400016784668
2020-03-20,64.19000244140625
2018-11-06,66.7699966430664
2019-06-18,68.70999908447266
2019-05-17,68.12999725341797
2019-04-15,67.41000366210938
2019-03-14,62.880001068115234
2019-01-09,62.59000015258789
2018-08-02,62.779998779296875
2018-10-05,65.37999725341797
2019-08-21,65.6500015258789
2019-10-17,64.75
2020-03-23,64.83000183105469
2020-06-10,62.16999816894531
2019-02-25,62.95000076293945
2020-01-07,60.58000183105469
2020-03-26,60.34000015258789
2019-10-23,59.880001068115234
