Dates,CCL
2018-06-20,62.630001068115234
2018-06-21,62.18000030517578
2018-06-25,62.599998474121094
2018-06-22,56.95000076293945
2018-06-26,58.0
2018-06-27,58.04999923706055
2018-06-28,56.790000915527344
2018-06-29,57.06999969482422
2018-07-02,56.54999923706055
2018-07-03,56.45000076293945
2018-07-05,56.529998779296875
2018-07-16,56.72999954223633
2018-09-18,57.25
2019-01-24,57.349998474121094
2019-09-05,57.4900016784668
2018-11-21,58.0099983215332
2020-01-13,57.90999984741211
2020-04-01,57.630001068115234
2020-06-19,58.18000030517578
2019-10-29,59.0
2020-01-16,58.7400016784668
2020-06-22,58.09000015258789
2018-10-03,57.90999984741211
2018-07-31,57.38999938964844
2019-03-12,56.810001373291016
2019-02-08,57.36000061035156
2019-01-07,57.68000030517578
2018-12-06,58.029998779296875
2019-08-19,58.650001525878906
2019-07-18,58.400001525878906
2019-05-15,57.220001220703125
2019-09-20,58.810001373291016
2019-11-01,58.02000045776367
2020-04-07,58.220001220703125
2020-06-25,58.5
2020-06-16,58.849998474121094
2019-11-04,59.5
2020-01-22,58.70000076293945
2019-11-07,58.599998474121094
2020-04-13,58.290000915527344
2019-07-01,59.15999984741211
2019-05-30,59.2400016784668
2018-08-15,60.34000015258789
2018-10-18,60.810001373291016
2019-03-27,61.130001068115234
2019-01-22,60.68000030517578
2018-12-21,61.040000915527344
2019-09-03,61.33000183105469
2018-11-19,61.220001220703125
2019-08-02,61.810001373291016
2020-01-28,61.36000061035156
2020-04-16,61.279998779296875
2019-11-13,60.88999938964844
2020-01-31,60.7599983215332
2018-12-04,61.04999923706055
2018-11-02,61.20000076293945
2019-07-16,61.97999954223633
2018-08-30,61.720001220703125
2018-10-01,61.45000076293945
2019-06-14,61.58000183105469
2019-05-13,62.66999816894531
2019-04-11,64.08999633789062
2019-02-06,64.54000091552734
2019-09-18,65.44999694824219
2020-02-03,66.23999786376953
2020-04-22,66.81999969482422
2019-11-19,65.91000366210938
2020-02-06,66.52999877929688
2019-11-22,66.86000061035156
2019-03-25,61.13999938964844
2019-02-21,63.290000915527344
2018-12-19,63.349998474121094
2018-07-12,63.119998931884766
2018-09-14,62.540000915527344
2018-08-13,61.369998931884766
2018-10-16,60.18000030517578
2019-07-31,59.939998626708984
2019-05-28,60.189998626708984
2019-04-26,59.0099983215332
2020-04-28,57.5099983215332
2019-11-25,57.54999923706055
2020-02-12,57.709999084472656
2020-05-01,58.20000076293945
2020-05-04,58.4900016784668
2019-06-12,57.31999969482422
2019-04-09,57.04999923706055
2019-03-08,56.45000076293945
2019-02-04,55.52000045776367
2018-07-27,54.650001525878906
2018-08-28,54.58000183105469
2019-01-03,54.04999923706055
2019-08-15,53.470001220703125
2018-10-31,53.56999969482422
2019-09-16,55.119998931884766
2020-02-18,56.2599983215332
2020-05-07,56.529998779296875
2018-08-17,56.5099983215332
2019-12-04,56.119998931884766
2020-02-21,57.150001525878906
2018-12-17,57.90999984741211
2019-08-30,57.900001525878906
2018-11-15,57.58000183105469
2019-07-29,58.5
2019-06-27,58.599998474121094
2019-04-24,58.40999984741211
2018-07-10,59.529998779296875
2018-09-12,58.84000015258789
2019-02-19,58.08000183105469
2019-01-18,59.38999938964844
2020-02-24,59.779998779296875
2020-05-13,60.630001068115234
2019-12-10,60.2599983215332
2020-02-27,60.36000061035156
2019-12-13,60.34000015258789
2020-05-19,59.099998474121094
2019-03-06,60.470001220703125
2018-11-30,58.08000183105469
2019-08-13,57.09000015258789
2019-07-12,56.58000183105469
2019-06-10,55.45000076293945
2019-05-09,55.779998779296875
2018-07-25,56.470001220703125
2018-09-27,56.09000015258789
2018-10-29,55.779998779296875
2019-10-16,56.040000915527344
2019-12-16,56.189998626708984
2020-03-04,54.86000061035156
2020-05-22,48.7400016784668
2019-10-01,47.58000183105469
2019-12-19,46.16999816894531
2018-09-10,45.63999938964844
2019-05-24,46.38999938964844
2018-08-09,48.130001068115234
2019-04-22,48.5
2019-03-21,48.619998931884766
2019-01-16,47.33000183105469
2019-08-28,48.33000183105469
2018-11-13,50.33000183105469
2018-10-12,51.47999954223633
2019-06-25,51.7400016784668
2020-03-10,51.27000045776367
2020-05-28,52.06999969482422
2019-10-07,51.900001525878906
2020-03-13,52.189998626708984
2019-10-10,52.349998474121094
2020-03-16,52.560001373291016
2020-06-03,53.86000061035156
2018-11-28,54.09000015258789
2018-09-25,53.720001220703125
2018-07-23,54.310001373291016
2018-08-24,55.08000183105469
2019-07-10,55.150001525878906
2019-05-07,55.95000076293945
2019-04-05,56.380001068115234
2019-03-04,57.22999954223633
2019-01-31,57.13999938964844
2019-09-12,57.5
2019-12-31,58.290000915527344
2020-03-19,58.060001373291016
2020-01-03,56.43000030517578
2020-06-09,55.83000183105469
2019-02-15,56.599998474121094
2019-01-14,56.13999938964844
2018-07-06,56.900001525878906
2018-08-07,56.369998931884766
2018-10-10,56.93000030517578
2018-12-13,57.22999954223633
2019-08-26,58.150001525878906
2019-07-25,58.150001525878906
2019-05-22,58.2599983215332
2019-03-19,58.25
2020-01-06,58.220001220703125
2020-03-25,57.38999938964844
2020-06-12,57.2599983215332
2019-10-22,57.540000915527344
2020-01-09,56.459999084472656
2020-06-15,56.630001068115234
2019-10-25,56.119998931884766
2020-03-31,54.970001220703125
2020-06-18,54.529998779296875
2019-04-03,55.11000061035156
2018-08-22,54.900001525878906
2018-10-25,55.959999084472656
2019-01-29,55.779998779296875
2018-12-28,56.529998779296875
2018-11-26,56.63999938964844
2019-08-09,56.91999816894531
2019-07-08,56.150001525878906
2019-06-06,56.22999954223633
2019-09-10,56.25
2020-01-15,55.9900016784668
2020-04-03,51.08000183105469
2019-10-31,50.459999084472656
2020-04-06,49.90999984741211
2020-06-24,50.060001373291016
2018-11-09,51.0
2019-07-23,51.970001220703125
2019-06-21,52.849998474121094
2019-05-20,52.779998779296875
2019-04-18,52.810001373291016
2018-09-06,52.31999969482422
2018-10-08,51.77000045776367
2019-02-13,51.790000915527344
2018-12-11,52.18000030517578
2019-09-25,52.880001068115234
2020-01-21,53.25
2020-04-09,53.790000915527344
2019-11-06,54.29999923706055
2020-01-24,53.380001068115234
2020-01-27,53.040000915527344
2020-04-15,53.310001373291016
2018-12-26,53.099998474121094
2019-08-07,53.369998931884766
2019-06-04,53.959999084472656
2018-09-21,54.20000076293945
2018-07-19,53.970001220703125
2018-08-20,54.86000061035156
2018-10-23,54.099998474121094
2019-05-03,54.209999084472656
2019-04-01,54.060001373291016
2019-02-28,53.209999084472656
2019-11-12,53.4900016784668
2020-01-30,52.95000076293945
2019-11-15,52.900001525878906
2020-04-21,52.33000183105469
2019-04-16,52.630001068115234
2019-03-15,53.11000061035156
2019-02-11,53.52000045776367
2019-01-10,53.2400016784668
2019-08-22,52.16999816894531
2018-11-07,52.63999938964844
2018-08-03,52.220001220703125
2018-09-04,51.15999984741211
2019-06-19,51.58000183105469
2019-09-23,51.25
2019-11-18,50.720001220703125
2020-02-05,51.2599983215332
2020-04-24,50.81999969482422
2019-03-29,50.689998626708984
2019-11-21,50.869998931884766
2020-04-27,50.5
2020-02-11,50.290000915527344
2020-04-30,51.09000015258789
2019-05-01,52.0
2019-02-26,52.88999938964844
2019-01-25,53.029998779296875
2018-12-24,52.599998474121094
2019-09-06,52.66999816894531
2018-07-17,52.2599983215332
2018-09-19,51.970001220703125
2019-08-05,52.54999923706055
2019-10-08,46.11000061035156
2019-12-11,46.20000076293945
2019-11-27,45.31999969482422
2020-02-14,45.0
2020-05-06,45.25
2019-01-08,44.7599983215332
2018-12-07,45.79999923706055
2019-08-20,46.16999816894531
2018-11-05,46.08000183105469
2019-07-19,46.029998779296875
2018-10-04,46.400001525878906
2019-06-17,46.310001373291016
2019-05-16,45.810001373291016
2018-08-01,45.2599983215332
2019-03-13,45.2599983215332
2019-12-03,45.790000915527344
