Dates,CCL
2018-06-20,64.0
2018-06-21,63.4900016784668
2018-06-25,63.75
2018-06-22,60.5099983215332
2018-06-26,60.0
2018-06-27,60.29999923706055
2018-06-28,58.189998626708984
2018-06-29,58.13999938964844
2018-07-02,57.439998626708984
2018-07-03,57.18000030517578
2018-07-05,57.150001525878906
2018-07-16,58.0
2018-09-18,58.0099983215332
2019-01-24,58.86000061035156
2019-09-05,58.459999084472656
2018-11-21,58.54999923706055
2020-01-13,58.619998931884766
2020-04-01,58.56999969482422
2020-06-19,58.86000061035156
2019-10-29,59.779998779296875
2020-01-16,59.33000183105469
2020-06-22,58.790000915527344
2018-10-03,58.400001525878906
2018-07-31,58.4900016784668
2019-03-12,57.810001373291016
2019-02-08,57.97999954223633
2019-01-07,58.380001068115234
2018-12-06,59.0
2019-08-19,59.5
2019-07-18,59.27000045776367
2019-05-15,59.130001068115234
2019-09-20,59.459999084472656
2019-11-01,58.56999969482422
2020-04-07,58.72999954223633
2020-06-25,59.2599983215332
2020-06-16,59.59000015258789
2019-11-04,60.31999969482422
2020-01-22,59.56999969482422
2019-11-07,59.459999084472656
2020-04-13,59.209999084472656
2019-07-01,60.029998779296875
2019-05-30,60.63999938964844
2018-08-15,60.86000061035156
2018-10-18,61.650001525878906
2019-03-27,62.130001068115234
2019-01-22,61.119998931884766
2018-12-21,61.65999984741211
2019-09-03,62.02000045776367
2018-11-19,61.779998779296875
2019-08-02,62.529998779296875
2020-01-28,62.040000915527344
2020-04-16,61.84000015258789
2019-11-13,61.33000183105469
2020-01-31,61.27000045776367
2018-12-04,61.959999084472656
2018-11-02,62.20000076293945
2019-07-16,62.720001220703125
2018-08-30,62.150001525878906
2018-10-01,62.58000183105469
2019-06-14,62.81999969482422
2019-05-13,64.13999938964844
2019-04-11,65.37000274658203
2019-02-06,65.9800033569336
2019-09-18,66.37000274658203
2020-02-03,67.29000091552734
2020-04-22,67.58999633789062
2019-11-19,67.0
2020-02-06,67.04000091552734
2019-11-22,67.69000244140625
2019-03-25,64.04000091552734
2019-02-21,64.37999725341797
2018-12-19,64.7699966430664
2018-07-12,63.90999984741211
2018-09-14,63.38999938964844
2018-08-13,62.709999084472656
2018-10-16,61.79999923706055
2019-07-31,61.119998931884766
2019-05-28,61.22999954223633
2019-04-26,60.630001068115234
2020-04-28,59.13999938964844
2019-11-25,58.959999084472656
2020-02-12,58.65999984741211
2020-05-01,59.27000045776367
2020-05-04,59.369998931884766
2019-06-12,59.06999969482422
2019-04-09,57.91999816894531
2019-03-08,57.65999984741211
2019-02-04,57.439998626708984
2018-07-27,56.810001373291016
2018-08-28,56.16999816894531
2019-01-03,55.5099983215332
2019-08-15,55.439998626708984
2018-10-31,54.459999084472656
2019-09-16,56.41999816894531
2020-02-18,57.959999084472656
2020-05-07,58.2599983215332
2018-08-17,57.119998931884766
2019-12-04,57.43000030517578
2020-02-21,58.7400016784668
2018-12-17,59.9900016784668
2019-08-30,58.84000015258789
2018-11-15,58.220001220703125
2019-07-29,59.650001525878906
2019-06-27,59.939998626708984
2019-04-24,60.09000015258789
2018-07-10,60.27000045776367
2018-09-12,60.2599983215332
2019-02-19,60.20000076293945
2019-01-18,60.31999969482422
2020-02-24,61.099998474121094
2020-05-13,61.4900016784668
2019-12-10,61.029998779296875
2020-02-27,62.52000045776367
2019-12-13,61.720001220703125
2020-05-19,60.58000183105469
2019-03-06,61.310001373291016
2018-11-30,60.029998779296875
2019-08-13,58.95000076293945
2019-07-12,58.97999954223633
2019-06-10,56.86000061035156
2019-05-09,57.43000030517578
2018-07-25,57.52000045776367
2018-09-27,56.959999084472656
2018-10-29,56.79999923706055
2019-10-16,57.0099983215332
2019-12-16,57.310001373291016
2020-03-04,57.20000076293945
2020-05-22,52.68000030517578
2019-10-01,50.63999938964844
2019-12-19,47.65999984741211
2018-09-10,47.5099983215332
2019-05-24,48.150001525878906
2018-08-09,49.36000061035156
2019-04-22,49.369998931884766
2019-03-21,50.099998474121094
2019-01-16,49.40999984741211
2019-08-28,50.41999816894531
2018-11-13,51.2400016784668
2018-10-12,52.52000045776367
2019-06-25,52.77000045776367
2020-03-10,52.439998626708984
2020-05-28,52.7400016784668
2019-10-07,52.88999938964844
2020-03-13,52.91999816894531
2019-10-10,53.130001068115234
2020-03-16,53.65999984741211
2020-06-03,55.02000045776367
2018-11-28,54.88999938964844
2018-09-25,54.869998931884766
2018-07-23,55.040000915527344
2018-08-24,55.66999816894531
2019-07-10,56.45000076293945
2019-05-07,56.52000045776367
2019-04-05,57.88999938964844
2019-03-04,58.04999923706055
2019-01-31,58.09000015258789
2019-09-12,58.209999084472656
2019-12-31,58.779998779296875
2020-03-19,58.56999969482422
2020-01-03,58.0099983215332
2020-06-09,56.75
2019-02-15,57.06999969482422
2019-01-14,56.970001220703125
2018-07-06,57.369998931884766
2018-08-07,57.220001220703125
2018-10-10,57.470001220703125
2018-12-13,58.56999969482422
2019-08-26,58.959999084472656
2019-07-25,59.2400016784668
2019-05-22,58.880001068115234
2019-03-19,58.88999938964844
2020-01-06,58.900001525878906
2020-03-25,58.36000061035156
2020-06-12,57.95000076293945
2019-10-22,58.68000030517578
2020-01-09,57.70000076293945
2020-06-15,57.540000915527344
2019-10-25,57.119998931884766
2020-03-31,55.63999938964844
2020-06-18,55.06999969482422
2019-04-03,55.7400016784668
2018-08-22,55.75
2018-10-25,56.81999969482422
2019-01-29,56.45000076293945
2018-12-28,57.31999969482422
2018-11-26,57.540000915527344
2019-08-09,57.689998626708984
2019-07-08,57.130001068115234
2019-06-06,57.33000183105469
2019-09-10,57.16999816894531
2020-01-15,56.91999816894531
2020-04-03,54.0
2019-10-31,52.04999923706055
2020-04-06,50.84000015258789
2020-06-24,50.86000061035156
2018-11-09,52.20000076293945
2019-07-23,52.650001525878906
2019-06-21,53.66999816894531
2019-05-20,53.29999923706055
2019-04-18,53.36000061035156
2018-09-06,53.04999923706055
2018-10-08,52.689998626708984
2019-02-13,52.40999984741211
2018-12-11,52.790000915527344
