Dates,CCL
2019-12-19,3631600.0
2018-09-10,7955200.0
2019-05-24,5078900.0
2018-08-09,4797200.0
2019-04-22,3970700.0
2019-03-21,3926800.0
2019-01-16,6128200.0
2019-08-28,4568300.0
2018-11-13,4694900.0
2018-10-12,5776400.0
2019-06-25,4083400.0
2020-03-10,3918500.0
2020-05-28,3060100.0
2019-10-07,3181600.0
2020-03-13,3969500.0
2019-10-10,4697800.0
2020-03-16,3157800.0
2020-06-03,5684400.0
2018-11-28,5848400.0
2018-09-25,4373200.0
2018-07-23,4879900.0
2018-08-24,3172800.0
2019-07-10,4511100.0
2019-05-07,3152200.0
2019-04-05,5488900.0
2019-03-04,3763100.0
2019-01-31,3032900.0
2019-09-12,2468800.0
2019-12-31,2983700.0
2020-03-19,3296100.0
2020-01-03,3965600.0
2020-06-09,3609500.0
2019-02-15,2310200.0
2019-01-14,2758000.0
2018-07-06,2595500.0
2018-08-07,2443800.0
2018-10-10,3240300.0
2018-12-13,3807400.0
2019-08-26,3507500.0
2019-07-25,3726400.0
2019-05-22,2234600.0
2019-03-19,3336100.0
2020-01-06,2394700.0
2020-03-25,2986600.0
2020-06-12,4367200.0
2019-10-22,2902600.0
2020-01-09,3569000.0
2020-06-15,3889300.0
2019-10-25,3366100.0
2020-03-31,3422800.0
2020-06-18,3447800.0
2019-04-03,3472500.0
2018-08-22,4375100.0
2018-10-25,4136300.0
2019-01-29,3789900.0
2018-12-28,4395100.0
2018-11-26,4165600.0
2019-08-09,3416100.0
2019-07-08,4361300.0
2019-06-06,2931800.0
2019-09-10,3514500.0
2020-01-15,4244300.0
2020-04-03,18505000.0
2019-10-31,7383000.0
2020-04-06,5569200.0
2020-06-24,4929500.0
2018-11-09,5004900.0
2019-07-23,4509200.0
2019-06-21,4954100.0
2019-05-20,2296700.0
2019-04-18,3821200.0
2018-09-06,3192100.0
2018-10-08,4108500.0
2019-02-13,2639800.0
2018-12-11,4584200.0
2019-09-25,3395700.0
2020-01-21,3002000.0
2020-04-09,3464600.0
2019-11-06,4991900.0
2020-01-24,4114300.0
2020-01-27,2463100.0
2020-04-15,2541200.0
2018-12-26,2863300.0
2019-08-07,2482200.0
2019-06-04,1794200.0
2018-09-21,4796700.0
2018-07-19,4313700.0
2018-08-20,6672100.0
2018-10-23,7569800.0
2019-05-03,3826900.0
2019-04-01,2969500.0
2019-02-28,5068100.0
2019-11-12,3207100.0
2020-01-30,2749400.0
2019-11-15,2507300.0
2020-04-21,4467400.0
2019-04-16,4244100.0
2019-03-15,3906800.0
2019-02-11,2794400.0
2019-01-10,3006700.0
2019-08-22,2876500.0
2018-11-07,3220400.0
2018-08-03,2211000.0
2018-09-04,2930700.0
2019-06-19,1678700.0
2019-09-23,3153000.0
2019-11-18,3485200.0
2020-02-05,1950900.0
2020-04-24,2669500.0
2019-03-29,3544300.0
2019-11-21,4178100.0
2020-04-27,5599100.0
2020-02-11,4086000.0
2020-04-30,3503800.0
2019-05-01,3067300.0
2019-02-26,2775000.0
2019-01-25,2137700.0
2018-12-24,3030400.0
2019-09-06,1965200.0
2018-07-17,2467000.0
2018-09-19,3331600.0
2019-08-05,3662000.0
2019-10-08,18522500.0
2019-12-11,12021200.0
2019-11-27,8929500.0
2020-02-14,9504600.0
2020-05-06,7337000.0
2019-01-08,6662700.0
2018-12-07,5950300.0
2019-08-20,4821000.0
2018-11-05,4150300.0
2019-07-19,2599300.0
2018-10-04,3597100.0
2019-06-17,4066200.0
2019-05-16,5222000.0
2018-08-01,4056800.0
2019-03-13,2799600.0
2019-12-03,2871900.0
2020-02-20,3876400.0
2019-12-06,4392400.0
2020-05-12,4730300.0
2019-12-09,2492000.0
2020-02-26,2845200.0
2020-05-15,2792100.0
2019-03-28,4392200.0
2018-09-17,5333600.0
2018-08-16,4309600.0
2018-10-19,3324300.0
2019-04-29,2531100.0
2019-01-23,2467100.0
2019-09-04,6388100.0
2018-11-20,5407600.0
2019-07-02,2669500.0
2019-05-31,5741700.0
2019-12-12,4097000.0
2020-05-18,3493200.0
2019-09-27,4345600.0
2020-03-03,3453600.0
2020-05-21,3118200.0
2019-05-14,3185700.0
2018-08-31,4936000.0
2018-07-30,3488300.0
2018-10-02,2083100.0
2019-04-12,2487500.0
2019-03-11,2817900.0
2019-02-07,3383700.0
2019-07-17,3170100.0
2019-09-19,3779300.0
2019-10-21,3275300.0
2019-12-18,4200100.0
2020-03-06,2405800.0
2019-10-03,2522700.0
2020-03-09,3176000.0
2020-05-27,3308900.0
2019-12-24,3186500.0
2020-03-12,2524200.0
2018-12-20,3456300.0
2019-08-01,6328100.0
2018-08-14,7331700.0
2018-07-13,6314200.0
2018-10-17,4216300.0
2019-05-29,4124500.0
2019-03-26,5847100.0
2019-02-22,3742100.0
2019-10-04,3218700.0
2019-11-05,3092500.0
2019-12-27,4478000.0
2020-06-02,3404800.0
2019-12-30,3611600.0
2020-03-18,3881800.0
2020-06-05,12694600.0
2019-07-15,7540600.0
2018-12-03,4732500.0
2019-06-13,6694400.0
2019-01-04,6393600.0
2018-08-29,7156700.0
2019-02-05,5147900.0
2018-11-01,5719700.0
2019-08-16,4290600.0
2019-04-10,3492400.0
2019-09-17,4233000.0
2019-10-15,5951400.0
2020-01-02,4069100.0
2020-06-08,2944800.0
2019-10-18,2776900.0
2020-03-24,3168500.0
2020-06-11,5269400.0
2020-01-08,4574000.0
2019-04-25,3898100.0
2019-07-30,7283100.0
2019-02-20,4187300.0
2018-07-11,2730400.0
2018-09-13,2764400.0
2018-10-15,3297400.0
2019-06-28,4253700.0
2018-12-18,5084600.0
2018-11-16,4303000.0
2019-10-02,4211500.0
2020-03-27,3851900.0
2020-01-10,3075500.0
2019-10-24,3818000.0
2020-03-30,2709900.0
2020-06-17,2295000.0
2020-01-14,2249400.0
2020-04-02,2564900.0
2019-01-02,1933800.0
2019-08-14,2187500.0
2018-10-30,2196500.0
2019-06-11,2503500.0
2019-05-10,3082200.0
2019-04-08,3770400.0
2018-08-27,3971000.0
2018-07-26,3054600.0
2018-09-28,3217700.0
2019-03-07,4832600.0
2019-10-30,1913100.0
2020-01-17,3377400.0
2020-06-23,3091800.0
2020-04-08,2644600.0
2020-06-26,3152100.0
2019-03-22,3682400.0
2019-01-17,3205500.0
2019-08-29,3698300.0
2018-11-14,2839000.0
2019-06-26,5272500.0
2018-09-11,6957400.0
2018-07-09,4590100.0
2018-08-10,3246200.0
2019-04-23,6584400.0
2019-09-30,4477400.0
2020-01-23,15867400.0
2019-11-08,5965400.0
2020-04-14,2142300.0
2019-11-11,3217100.0
2020-01-29,2093400.0
2020-04-17,2568500.0
2018-07-24,3131000.0
2018-09-26,4201000.0
2019-05-08,4892300.0
2019-03-05,6696400.0
2019-02-01,5725400.0
2018-12-31,5021400.0
2018-11-29,2588900.0
2019-08-12,4362500.0
2019-07-11,4041700.0
2019-09-13,4406100.0
2019-11-14,3656000.0
2020-04-20,4772700.0
2020-02-04,6560200.0
2020-04-23,12100700.0
2018-12-14,5109200.0
2019-08-27,6305100.0
2018-08-08,6470400.0
2018-10-11,8099200.0
2018-11-12,7155700.0
2019-07-26,3407500.0
2019-06-24,14856100.0
2019-05-23,11796400.0
2019-03-20,8341500.0
2019-01-15,6164400.0
2019-11-20,6679600.0
2020-02-07,4534600.0
2020-02-10,11253000.0
2020-04-29,4829300.0
2019-11-26,5807600.0
2020-02-13,6867900.0
2019-01-30,6670600.0
2018-08-23,3998000.0
2018-09-24,6245300.0
2018-11-27,4625400.0
2018-10-26,5343800.0
2019-07-09,8009800.0
2019-06-07,15441400.0
2019-05-06,16153700.0
2019-04-04,23492300.0
2019-09-11,31482100.0
2019-11-29,24868200.0
2020-05-05,19716200.0
2019-12-02,19720600.0
2020-02-19,19503500.0
2020-05-08,33085000.0
2019-05-21,29767800.0
2019-03-18,33764200.0
2018-09-07,45551300.0
2018-08-06,38235000.0
2018-10-09,47752900.0
2019-02-14,55565800.0
2018-12-12,50744900.0
2019-07-24,41578700.0
2019-09-26,69931000.0
2019-10-28,52662000.0
2019-12-05,80096400.0
2020-05-11,52551800.0
2019-07-03,65012400.0
2020-02-25,78051700.0
2020-05-14,97446600.0
2020-02-28,64592400.0
2019-08-08,46165600.0
2019-06-05,112205700.0
2018-07-20,182979300.0
2018-08-21,262061100.0
2018-10-24,124436200.0
2019-04-02,195697600.0
2019-03-01,185454300.0
2019-01-28,108041200.0
2018-12-27,145266500.0
2019-09-09,77438800.0
2020-03-02,79840100.0
2020-05-20,55875300.0
2019-12-17,59788600.0
2020-03-05,60675100.0
2019-02-12,41265200.0
2019-01-11,40644500.0
2018-12-10,38621600.0
2019-08-23,46795200.0
2018-11-08,39106100.0
2019-07-22,54811200.0
2019-06-20,90378200.0
2018-09-05,111882500.0
2019-04-17,87235400.0
2019-09-24,63622500.0
2019-12-20,74722700.0
2020-05-26,89357400.0
2019-04-30,50586800.0
2019-12-23,39715800.0
2020-03-11,41587400.0
2020-05-29,36841200.0
2019-12-26,35482300.0
2020-06-01,57274000.0
2019-05-02,56189700.0
2019-02-27,36812800.0
2018-11-23,79983400.0
2019-08-06,51347100.0
2018-07-18,40132600.0
2018-09-20,50573100.0
2018-10-22,29208000.0
2019-07-05,59226200.0
2019-06-03,88455700.0
2019-10-09,60785600.0
2019-10-11,50358500.0
2020-03-17,42436400.0
2020-06-04,41632100.0
2019-10-14,53113200.0
2020-03-20,86050100.0
2018-11-06,113521100.0
2019-06-18,107262900.0
2019-05-17,72547400.0
2019-04-15,82883100.0
2019-03-14,79106600.0
2019-01-09,64999800.0
2018-08-02,59224500.0
2018-10-05,58679100.0
2019-08-21,44469300.0
2019-10-17,60188000.0
2020-03-23,54899100.0
2020-06-10,44450700.0
2019-02-25,33867700.0
2020-01-07,47046000.0
2020-03-26,37376700.0
2019-10-23,36856000.0
