Dates,CCL
2018-06-20,58.82088088989258
2018-06-21,58.26068878173828
2018-06-25,59.31572723388672
2018-06-22,54.65673828125
2018-06-26,55.79581069946289
2018-06-27,54.21791458129883
2018-06-28,53.36827850341797
2018-06-29,53.50832748413086
2018-07-02,53.35894012451172
2018-07-03,52.99481964111328
2018-07-05,53.11619186401367
2018-07-16,53.73240661621094
2018-09-18,54.096534729003906
2019-01-24,54.91816329956055
2019-09-05,54.14322280883789
2018-11-21,54.52602767944336
2020-01-13,54.199241638183594
2020-04-01,54.52602767944336
2020-06-19,54.70342254638672
2019-10-29,55.58106994628906
2020-01-16,54.95551300048828
2020-06-22,54.28327178955078
2018-10-03,54.29261779785156
2018-07-31,53.91914749145508
2019-03-12,53.93781661987305
2019-02-08,53.844451904296875
2019-01-07,54.357967376708984
2018-12-06,54.834136962890625
2019-08-19,55.310306549072266
2019-07-18,54.73143005371094
2019-05-15,54.94617462158203
2019-09-20,55.132904052734375
2019-11-01,54.53535842895508
2020-04-07,54.796783447265625
2020-06-25,54.7127571105957
2020-06-16,55.40366744995117
2019-11-04,55.646419525146484
2020-01-22,55.07688522338867
2019-11-07,55.38499450683594
2020-04-13,55.27295684814453
2019-07-01,55.86116409301758
2019-05-30,56.5614128112793
2018-08-15,56.72013473510742
2018-10-18,57.37370300292969
2019-03-27,57.765838623046875
2019-01-22,57.417572021484375
2018-12-21,57.63405990600586
2019-09-03,58.07645797729492
2018-11-19,58.11411666870117
2019-08-02,58.650634765625
2020-01-28,57.96350860595703
2020-04-16,57.87879180908203
2019-11-13,57.6058235168457
2020-01-31,57.37051010131836
2018-12-04,58.11411666870117
2018-11-02,58.41531753540039
2019-07-16,58.349430084228516
2018-08-30,58.22706604003906
2018-10-01,58.85771560668945
2019-06-14,59.017730712890625
2019-05-13,60.1943244934082
2019-04-11,61.01323318481445
2019-02-06,61.81330490112305
2019-09-18,62.321598052978516
2020-02-03,63.008724212646484
2020-04-22,63.225215911865234
2019-11-19,62.886356353759766
2020-02-06,62.68869400024414
2019-11-22,63.046382904052734
2019-03-25,59.99665451049805
2019-02-21,60.0248908996582
2018-12-19,59.817813873291016
2018-07-12,59.41306686401367
2018-09-14,58.94243240356445
2018-08-13,58.067047119140625
2018-10-16,57.022239685058594
2019-07-31,57.50228500366211
