Dates,AAPL
2007-02-12,12.168571472167969
2007-02-13,12.184286117553711
2007-02-15,12.234285354614258
2007-02-14,12.231428146362305
2007-02-16,12.201428413391113
2007-02-20,12.308571815490723
2007-02-21,12.784285545349121
2007-02-22,12.972857475280762
2007-02-23,12.90571403503418
2007-02-26,12.857142448425293
2007-02-27,12.4399995803833
2007-03-28,12.228571891784668
2007-11-07,12.615714073181152
2007-09-04,12.505714416503906
2007-08-03,12.664285659790039
2008-04-15,12.615714073181152
2008-05-21,12.710000038146973
2008-08-08,12.674285888671875
2008-08-11,12.692856788635254
2008-01-25,12.855713844299316
2007-05-14,12.942856788635254
2007-04-12,12.857142448425293
2007-12-24,12.908571243286133
2007-09-19,12.855713844299316
2008-04-30,13.078571319580078
2007-07-17,13.119999885559082
2007-06-15,13.428571701049805
2008-02-26,13.479999542236328
2008-05-27,13.438570976257324
2008-08-14,13.699999809265137
2008-05-30,13.832857131958008
2008-08-20,13.628571510314941
2007-08-01,13.455714225769043
2008-03-12,13.525713920593262
2007-03-26,13.464285850524902
2007-05-29,13.60428524017334
2007-04-27,13.591428756713867
2008-01-08,13.525713920593262
2007-12-07,13.614285469055176
2007-11-05,13.465714454650879
2007-10-04,13.421428680419922
2008-05-15,13.187143325805664
2008-06-05,13.057143211364746
2008-08-26,13.071428298950195
2007-10-19,13.185714721679688
2007-09-17,12.978571891784668
2007-08-16,13.035714149475098
2008-04-28,13.025713920593262
2007-04-10,13.399999618530273
2007-03-09,13.770000457763672
2007-06-13,13.628571510314941
2008-03-27,14.642857551574707
2008-01-23,14.278571128845215
2007-11-20,14.428571701049805
2008-06-11,14.335714340209961
2008-08-29,14.3628568649292
2007-12-05,14.492856979370117
2007-10-02,14.514286041259766
2007-04-25,14.907142639160156
2007-08-31,15.021428108215332
2007-07-30,15.279999732971191
2008-04-11,15.548571586608887
2007-06-28,15.59000015258789
2008-03-10,15.714285850524902
2008-02-07,15.742856979370117
2008-05-13,15.54714298248291
2008-06-23,15.695713996887207
2007-07-13,15.80571460723877
2008-03-25,16.064285278320312
2008-02-22,16.25
2007-12-20,16.428571701049805
2007-05-10,16.351428985595703
2007-03-07,16.25428581237793
2007-06-11,16.408571243286133
2007-10-17,16.98285675048828
2007-08-14,17.452857971191406
2008-05-28,17.312856674194336
2008-06-26,17.389999389648438
2007-05-31,17.527143478393555
2008-07-02,17.72142791748047
2007-08-29,18.229999542236328
2008-04-09,17.9757137298584
2007-06-26,18.02142906188965
2008-02-05,17.387142181396484
2008-01-04,17.312856674194336
2007-03-22,17.064285278320312
2007-05-25,17.238571166992188
2007-04-23,17.882856369018555
2007-12-03,17.858572006225586
2007-11-01,17.808570861816406
2008-07-08,17.755714416503906
2007-12-18,17.77857208251953
2007-11-16,17.8700008392334
2007-10-15,17.714284896850586
2007-09-13,17.43428611755371
2008-04-24,17.498571395874023
2007-07-11,17.714284896850586
2008-02-20,17.441429138183594
2007-03-05,18.200000762939453
2007-05-08,18.99571418762207
2008-06-27,19.04857063293457
2008-07-11,18.985713958740234
2008-07-14,19.214284896850586
2008-03-06,19.100000381469727
2007-05-23,19.177143096923828
2008-01-02,19.69285774230957
2007-03-20,19.997142791748047
2007-10-30,19.94285774230957
2007-09-28,19.777143478393555
2007-08-27,20.11571502685547
2007-07-26,20.597143173217773
2008-04-07,20.74571418762207
2008-05-09,20.14285659790039
2008-07-23,19.765714645385742
2007-09-11,21.214284896850586
2007-04-04,21.2742862701416
2007-06-07,20.77857208251953
2007-08-10,20.497142791748047
2008-04-22,19.34000015258789
