Dates,UAA
2018-06-20,22.5
2018-06-21,22.75
2018-06-25,22.360000610351562
2018-06-22,21.729999542236328
2018-06-26,22.219999313354492
2018-06-27,22.510000228881836
2018-06-28,22.579999923706055
2018-06-29,22.459999084472656
2018-07-02,21.969999313354492
2018-07-03,22.420000076293945
2018-07-05,21.809999465942383
2018-07-16,22.030000686645508
2018-09-18,21.739999771118164
2019-01-24,22.1299991607666
2019-09-05,22.079999923706055
2018-11-21,21.81999969482422
2020-01-13,21.139999389648438
2020-04-01,21.270000457763672
2020-06-19,21.40999984741211
2019-10-29,21.469999313354492
2020-01-16,21.530000686645508
2020-06-22,21.579999923706055
2018-10-03,21.329999923706055
2018-07-31,20.579999923706055
2019-03-12,20.25
2019-02-08,20.489999771118164
2019-01-07,19.760000228881836
2018-12-06,19.969999313354492
2019-08-19,19.959999084472656
2019-07-18,18.899999618530273
2019-05-15,18.959999084472656
2019-09-20,19.010000228881836
2019-11-01,19.389999389648438
2020-04-07,19.6200008392334
2020-06-25,19.889999389648438
2020-06-16,20.200000762939453
2019-11-04,20.459999084472656
2020-01-22,20.600000381469727
2019-11-07,20.889999389648438
2020-04-13,20.5
2019-07-01,20.5
2019-05-30,20.479999542236328
2018-08-15,20.56999969482422
2018-10-18,21.3700008392334
2019-03-27,21.450000762939453
2019-01-22,21.43000030517578
2018-12-21,21.290000915527344
2019-09-03,20.600000381469727
2018-11-19,20.450000762939453
2019-08-02,19.309999465942383
2020-01-28,20.56999969482422
2020-04-16,20.31999969482422
2019-11-13,20.479999542236328
2020-01-31,19.950000762939453
2018-12-04,20.399999618530273
2018-11-02,19.6299991607666
2019-07-16,19.709999084472656
2018-08-30,19.920000076293945
2018-10-01,19.93000030517578
2019-06-14,19.56999969482422
2019-05-13,18.68000030517578
2019-04-11,18.739999771118164
2019-02-06,18.90999984741211
2019-09-18,18.450000762939453
2020-02-03,18.940000534057617
2020-04-22,19.959999084472656
2019-11-19,20.139999389648438
2020-02-06,20.139999389648438
2019-11-22,20.200000762939453
2019-03-25,20.860000610351562
2019-02-21,20.90999984741211
2018-12-19,21.079999923706055
2018-07-12,20.100000381469727
2018-09-14,19.8799991607666
2018-08-13,19.75
2018-10-16,19.079999923706055
2019-07-31,18.889999389648438
2019-05-28,19.34000015258789
2019-04-26,18.190000534057617
2020-04-28,17.889999389648438
2019-11-25,18.229999542236328
2020-02-12,18.469999313354492
2020-05-01,18.639999389648438
2020-05-04,18.889999389648438
2019-06-12,18.469999313354492
2019-04-09,18.09000015258789
2019-03-08,18.219999313354492
2019-02-04,17.850000381469727
2018-07-27,18.229999542236328
2018-08-28,18.209999084472656
2019-01-03,17.34000015258789
2019-08-15,17.75
2018-10-31,21.579999923706055
2019-09-16,22.079999923706055
2020-02-18,21.68000030517578
2020-05-07,22.979999542236328
2018-08-17,23.799999237060547
2019-12-04,22.84000015258789
2020-02-21,22.559999465942383
2018-12-17,22.520000457763672
2019-08-30,22.6200008392334
2018-11-15,22.3799991607666
2019-07-29,22.639999389648438
2019-06-27,22.520000457763672
2019-04-24,21.329999923706055
2018-07-10,21.56999969482422
2018-09-12,20.889999389648438
2019-02-19,20.290000915527344
2019-01-18,21.110000610351562
2020-02-24,21.280000686645508
2020-05-13,21.6299991607666
2019-12-10,21.360000610351562
2020-02-27,21.8799991607666
2019-12-13,22.3700008392334
2020-05-19,23.329999923706055
2019-03-06,23.899999618530273
2018-11-30,23.059999465942383
2019-08-13,22.709999084472656
2019-07-12,23.219999313354492
2019-06-10,22.18000030517578
2019-05-09,21.84000015258789
2018-07-25,19.440000534057617
2018-09-27,18.75
2018-10-29,18.329999923706055
2019-10-16,18.25
2019-12-16,18.280000686645508
2020-03-04,17.829999923706055
2020-05-22,17.459999084472656
2019-10-01,16.850000381469727
2019-12-19,16.56999969482422
2018-09-10,16.520000457763672
2019-05-24,17.100000381469727
2018-08-09,17.420000076293945
2019-04-22,17.540000915527344
2019-03-21,17.15999984741211
2019-01-16,17.110000610351562
2019-08-28,17.56999969482422
2018-11-13,17.989999771118164
2018-10-12,18.56999969482422
2019-06-25,18.81999969482422
2020-03-10,18.579999923706055
2020-05-28,19.079999923706055
2019-10-07,19.40999984741211
2020-03-13,19.5
2019-10-10,19.56999969482422
2020-03-16,19.399999618530273
2020-06-03,20.0
2018-11-28,20.360000610351562
2018-09-25,20.1299991607666
2018-07-23,20.18000030517578
2018-08-24,20.780000686645508
2019-07-10,21.049999237060547
2019-05-07,20.809999465942383
2019-04-05,20.809999465942383
2019-03-04,20.5
2019-01-31,20.5
2019-09-12,20.56999969482422
2019-12-31,20.81999969482422
2020-03-19,20.350000381469727
2020-01-03,20.18000030517578
2020-06-09,20.31999969482422
2019-02-15,20.6299991607666
2019-01-14,19.75
2018-07-06,21.670000076293945
2018-08-07,21.540000915527344
2018-10-10,20.950000762939453
2018-12-13,20.93000030517578
2019-08-26,21.09000015258789
2019-07-25,20.860000610351562
2019-05-22,21.40999984741211
2019-03-19,21.75
2020-01-06,21.510000228881836
2020-03-25,21.790000915527344
2020-06-12,22.40999984741211
2019-10-22,22.579999923706055
2020-01-09,22.229999542236328
2020-06-15,22.190000534057617
2019-10-25,21.670000076293945
2020-03-31,21.540000915527344
2020-06-18,21.219999313354492
2019-04-03,21.459999084472656
2018-08-22,21.25
2018-10-25,21.670000076293945
2019-01-29,22.010000228881836
2018-12-28,22.139999389648438
2018-11-26,21.940000534057617
2019-08-09,22.06999969482422
2019-07-08,21.360000610351562
2019-06-06,21.290000915527344
2019-09-10,20.700000762939453
2020-01-15,20.450000762939453
2020-04-03,20.790000915527344
2019-10-31,20.709999084472656
2020-04-06,21.15999984741211
2020-06-24,21.06999969482422
2018-11-09,20.959999084472656
2019-07-23,20.940000534057617
2019-06-21,21.31999969482422
2019-05-20,21.420000076293945
2019-04-18,21.649999618530273
2018-09-06,21.489999771118164
2018-10-08,20.559999465942383
2019-02-13,21.030000686645508
2018-12-11,21.260000228881836
2019-09-25,21.469999313354492
2020-01-21,21.81999969482422
2020-04-09,21.68000030517578
2019-11-06,21.700000762939453
2020-01-24,21.739999771118164
2020-01-27,21.81999969482422
2020-04-15,22.030000686645508
2018-12-26,22.270000457763672
2019-08-07,22.389999389648438
2019-06-04,22.389999389648438
2018-09-21,22.770000457763672
2018-07-19,22.790000915527344
2018-08-20,21.979999542236328
2018-10-23,22.559999465942383
2019-05-03,22.309999465942383
2019-04-01,21.84000015258789
2019-02-28,21.649999618530273
2019-11-12,21.729999542236328
2020-01-30,21.670000076293945
2019-11-15,21.399999618530273
2020-04-21,20.84000015258789
2019-04-16,20.899999618530273
2019-03-15,21.34000015258789
2019-02-11,21.40999984741211
2019-01-10,22.40999984741211
2019-08-22,23.100000381469727
2018-11-07,23.360000610351562
2018-08-03,23.579999923706055
2018-09-04,23.350000381469727
2019-06-19,23.229999542236328
2019-09-23,23.530000686645508
2019-11-18,22.56999969482422
2020-02-05,22.420000076293945
2020-04-24,22.610000610351562
2019-03-29,22.709999084472656
2019-11-21,23.780000686645508
2020-04-27,24.68000030517578
2020-02-11,25.459999084472656
2020-04-30,25.6200008392334
2019-05-01,25.780000686645508
2019-02-26,25.899999618530273
2019-01-25,25.899999618530273
2018-12-24,26.219999313354492
2019-09-06,26.549999237060547
2018-07-17,26.510000228881836
2018-09-19,26.829999923706055
2019-08-05,26.899999618530273
2019-10-08,26.530000686645508
2019-12-11,26.059999465942383
2019-11-27,25.420000076293945
2020-02-14,24.84000015258789
2020-05-06,24.799999237060547
2019-01-08,24.81999969482422
2018-12-07,25.139999389648438
2019-08-20,24.979999542236328
2018-11-05,25.010000228881836
2019-07-19,25.440000534057617
2018-10-04,25.559999465942383
2019-06-17,25.760000228881836
2019-05-16,26.260000228881836
2018-08-01,26.049999237060547
2019-03-13,26.079999923706055
2019-12-03,26.690000534057617
2020-02-20,27.309999465942383
2019-12-06,27.260000228881836
2020-05-12,26.81999969482422
2019-12-09,26.700000762939453
2020-02-26,26.920000076293945
2020-05-15,26.6200008392334
2019-03-28,26.559999465942383
2018-09-17,26.989999771118164
2018-08-16,27.190000534057617
2018-10-19,27.149999618530273
2019-04-29,27.0
2019-01-23,22.049999237060547
2019-09-04,22.84000015258789
2018-11-20,21.3700008392334
2019-07-02,21.229999542236328
2019-05-31,20.520000457763672
2019-12-12,20.68000030517578
2020-05-18,20.8700008392334
2019-09-27,20.690000534057617
2020-03-03,20.010000228881836
2020-05-21,19.579999923706055
2019-05-14,19.360000610351562
2018-08-31,18.889999389648438
2018-07-30,18.290000915527344
2018-10-02,18.459999084472656
2019-04-12,18.290000915527344
2019-03-11,18.280000686645508
2019-02-07,18.559999465942383
2019-07-17,18.780000686645508
2019-09-19,17.850000381469727
2019-10-21,17.90999984741211
2019-12-18,17.760000228881836
2020-03-06,17.639999389648438
2019-10-03,18.34000015258789
2020-03-09,18.549999237060547
2020-05-27,18.239999771118164
2019-12-24,18.56999969482422
2020-03-12,19.219999313354492
2018-12-20,19.3700008392334
2019-08-01,19.510000228881836
2018-08-14,20.049999237060547
