Dates,UAA
2018-06-20,23.110000610351562
2018-06-21,22.760000228881836
2018-06-25,22.3799991607666
2018-06-22,22.309999465942383
2018-06-26,22.600000381469727
2018-06-27,22.809999465942383
2018-06-28,23.40999984741211
2018-06-29,22.479999542236328
2018-07-02,22.520000457763672
2018-07-03,22.520000457763672
2018-07-05,22.06999969482422
2018-07-16,22.260000228881836
2018-09-18,22.280000686645508
2019-01-24,22.56999969482422
2019-09-05,22.190000534057617
2018-11-21,21.90999984741211
2020-01-13,21.489999771118164
2020-04-01,21.559999465942383
2020-06-19,21.510000228881836
2019-10-29,21.809999465942383
2020-01-16,22.100000381469727
2020-06-22,21.610000610351562
2018-10-03,21.389999389648438
2018-07-31,20.610000610351562
2019-03-12,21.079999923706055
2019-02-08,22.040000915527344
2019-01-07,20.600000381469727
2018-12-06,20.110000610351562
2019-08-19,19.969999313354492
2019-07-18,19.09000015258789
2019-05-15,19.610000610351562
2019-09-20,19.68000030517578
2019-11-01,19.709999084472656
2020-04-07,19.8799991607666
2020-06-25,20.25
2020-06-16,20.719999313354492
2019-11-04,20.6299991607666
2020-01-22,20.799999237060547
2019-11-07,21.520000457763672
2020-04-13,20.59000015258789
2019-07-01,20.920000076293945
2019-05-30,20.489999771118164
2018-08-15,21.209999084472656
2018-10-18,21.649999618530273
2019-03-27,21.639999389648438
2019-01-22,21.739999771118164
2018-12-21,21.5
2019-09-03,20.6200008392334
2018-11-19,20.940000534057617
2019-08-02,21.06999969482422
2020-01-28,20.670000076293945
2020-04-16,20.450000762939453
2019-11-13,20.75
2020-01-31,20.450000762939453
2018-12-04,20.40999984741211
2018-11-02,19.65999984741211
2019-07-16,20.079999923706055
2018-08-30,20.15999984741211
2018-10-01,20.079999923706055
2019-06-14,19.65999984741211
2019-05-13,18.959999084472656
2019-04-11,19.110000610351562
2019-02-06,18.959999084472656
2019-09-18,18.760000228881836
2020-02-03,20.0
2020-04-22,20.56999969482422
2019-11-19,20.690000534057617
2020-02-06,20.440000534057617
2019-11-22,21.100000381469727
2019-03-25,21.049999237060547
2019-02-21,21.219999313354492
2018-12-19,21.139999389648438
2018-07-12,20.209999084472656
2018-09-14,20.530000686645508
2018-08-13,19.8799991607666
2018-10-16,19.420000076293945
2019-07-31,19.350000381469727
2019-05-28,19.399999618530273
2019-04-26,18.260000228881836
2020-04-28,18.229999542236328
2019-11-25,18.670000076293945
2020-02-12,18.760000228881836
2020-05-01,19.559999465942383
2020-05-04,19.1200008392334
2019-06-12,18.6200008392334
2019-04-09,18.200000762939453
2019-03-08,18.579999923706055
2019-02-04,18.530000686645508
2018-07-27,18.229999542236328
2018-08-28,18.510000228881836
2019-01-03,17.979999542236328
2019-08-15,18.190000534057617
2018-10-31,23.229999542236328
2019-09-16,22.110000610351562
2020-02-18,23.34000015258789
2020-05-07,23.700000762939453
2018-08-17,23.989999771118164
2019-12-04,23.299999237060547
2020-02-21,22.8799991607666
2018-12-17,22.979999542236328
2019-08-30,22.75
2018-11-15,22.59000015258789
2019-07-29,22.790000915527344
2019-06-27,22.579999923706055
2019-04-24,22.389999389648438
2018-07-10,21.75
2018-09-12,21.139999389648438
2019-02-19,20.829999923706055
2019-01-18,21.5
2020-02-24,21.5
2020-05-13,22.219999313354492
2019-12-10,21.799999237060547
2020-02-27,23.010000228881836
2019-12-13,23.139999389648438
2020-05-19,23.8799991607666
2019-03-06,23.989999771118164
2018-11-30,23.34000015258789
2019-08-13,24.06999969482422
2019-07-12,23.450000762939453
2019-06-10,22.389999389648438
2019-05-09,22.1200008392334
2018-07-25,19.809999465942383
2018-09-27,18.770000457763672
2018-10-29,18.989999771118164
2019-10-16,18.399999618530273
2019-12-16,18.809999465942383
2020-03-04,18.100000381469727
2020-05-22,17.690000534057617
2019-10-01,16.959999084472656
2019-12-19,16.75
2018-09-10,17.81999969482422
2019-05-24,17.90999984741211
2018-08-09,17.520000457763672
2019-04-22,17.670000076293945
2019-03-21,17.809999465942383
2019-01-16,17.3799991607666
2019-08-28,18.1299991607666
2018-11-13,18.670000076293945
2018-10-12,18.8700008392334
2019-06-25,19.219999313354492
2020-03-10,19.200000762939453
2020-05-28,19.670000076293945
2019-10-07,19.709999084472656
2020-03-13,19.739999771118164
2019-10-10,19.610000610351562
2020-03-16,20.030000686645508
2020-06-03,20.489999771118164
2018-11-28,20.479999542236328
2018-09-25,20.280000686645508
2018-07-23,20.739999771118164
2018-08-24,21.440000534057617
2019-07-10,21.34000015258789
2019-05-07,20.889999389648438
2019-04-05,20.920000076293945
2019-03-04,20.739999771118164
2019-01-31,20.6299991607666
