Dates,PFG
2018-06-20,56.290000915527344
2018-06-21,55.9900016784668
2018-06-25,56.33000183105469
2018-06-22,55.400001525878906
2018-06-26,55.0
2018-06-27,54.290000915527344
2018-06-28,53.04999923706055
2018-06-29,54.08000183105469
2018-07-02,53.529998779296875
2018-07-03,53.63999938964844
2018-07-05,53.93000030517578
2018-07-16,53.779998779296875
2018-09-18,55.2400016784668
2019-01-24,55.290000915527344
2019-09-05,54.7400016784668
2018-11-21,53.959999084472656
2020-01-13,53.470001220703125
2020-04-01,54.130001068115234
2020-06-19,54.959999084472656
2019-10-29,55.7599983215332
2020-01-16,55.68000030517578
2020-06-22,54.36000061035156
2018-10-03,54.93000030517578
2018-07-31,55.349998474121094
2019-03-12,55.09000015258789
2019-02-08,56.0
2019-01-07,57.84000015258789
2018-12-06,58.83000183105469
2019-08-19,58.70000076293945
2019-07-18,58.540000915527344
2019-05-15,55.91999816894531
2019-09-20,56.220001220703125
2019-11-01,56.380001068115234
2020-04-07,57.36000061035156
2020-06-25,56.540000915527344
2020-06-16,56.45000076293945
2019-11-04,55.22999954223633
2020-01-22,54.060001373291016
2019-11-07,54.599998474121094
2020-04-13,54.380001068115234
2019-07-01,55.869998931884766
2019-05-30,55.84000015258789
2018-08-15,56.54999923706055
2018-10-18,56.869998931884766
2019-03-27,56.599998474121094
2019-01-22,56.16999816894531
2018-12-21,55.81999969482422
2019-09-03,56.79999923706055
2018-11-19,56.65999984741211
2019-08-02,56.2400016784668
2020-01-28,55.83000183105469
2020-04-16,55.43000030517578
2019-11-13,55.779998779296875
2020-01-31,56.040000915527344
2018-12-04,56.20000076293945
2018-11-02,55.970001220703125
2019-07-16,55.65999984741211
2018-08-30,55.130001068115234
2018-10-01,54.88999938964844
2019-06-14,55.130001068115234
2019-05-13,56.970001220703125
2019-04-11,57.5
2019-02-06,57.7599983215332
2019-09-18,59.349998474121094
2020-02-03,60.150001525878906
2020-04-22,59.630001068115234
2019-11-19,59.7400016784668
2020-02-06,59.060001373291016
2019-11-22,58.79999923706055
2019-03-25,58.81999969482422
2019-02-21,58.900001525878906
2018-12-19,59.290000915527344
2018-07-12,59.20000076293945
2018-09-14,60.279998779296875
2018-08-13,60.849998474121094
2018-10-16,61.119998931884766
2019-07-31,60.93000030517578
2019-05-28,60.63999938964844
2019-04-26,60.439998626708984
2020-04-28,58.5099983215332
2019-11-25,56.790000915527344
2020-02-12,55.43000030517578
2020-05-01,55.099998474121094
2020-05-04,55.77000045776367
2019-06-12,55.279998779296875
2019-04-09,54.34000015258789
2019-03-08,53.9900016784668
2019-02-04,52.040000915527344
2018-07-27,51.41999816894531
2018-08-28,50.06999969482422
2019-01-03,49.86000061035156
2019-08-15,47.36000061035156
2018-10-31,46.630001068115234
2019-09-16,47.900001525878906
2020-02-18,48.47999954223633
2020-05-07,49.41999816894531
2018-08-17,48.540000915527344
2019-12-04,48.58000183105469
2020-02-21,49.52000045776367
2018-12-17,49.9900016784668
2019-08-30,49.970001220703125
2018-11-15,49.5099983215332
2019-07-29,49.880001068115234
2019-06-27,49.869998931884766
2019-04-24,48.63999938964844
2018-07-10,48.619998931884766
2018-09-12,49.630001068115234
2019-02-19,48.68000030517578
2019-01-18,49.31999969482422
2020-02-24,49.11000061035156
2020-05-13,49.58000183105469
2019-12-10,49.189998626708984
2020-02-27,50.369998931884766
2019-12-13,50.45000076293945
2020-05-19,49.47999954223633
2019-03-06,50.029998779296875
2018-11-30,48.02000045776367
2019-08-13,45.310001373291016
2019-07-12,46.0
2019-06-10,44.36000061035156
2019-05-09,43.880001068115234
2018-07-25,43.619998931884766
2018-09-27,43.40999984741211
