Dates,PFG
2018-06-20,56.09000015258789
2018-06-21,55.75
2018-06-25,56.0099983215332
2018-06-22,55.400001525878906
2018-06-26,54.970001220703125
2018-06-27,54.290000915527344
2018-06-28,52.70000076293945
2018-06-29,53.34000015258789
2018-07-02,52.95000076293945
2018-07-03,53.11000061035156
2018-07-05,53.25
2018-07-16,53.31999969482422
2018-09-18,53.720001220703125
2019-01-24,55.20000076293945
2019-09-05,54.54999923706055
2018-11-21,53.959999084472656
2020-01-13,53.060001373291016
2020-04-01,53.130001068115234
2020-06-19,53.959999084472656
2019-10-29,54.81999969482422
2020-01-16,55.56999969482422
2020-06-22,54.36000061035156
2018-10-03,54.20000076293945
2018-07-31,54.810001373291016
2019-03-12,54.63999938964844
2019-02-08,55.209999084472656
2019-01-07,56.52000045776367
2018-12-06,57.810001373291016
2019-08-19,58.66999816894531
2019-07-18,58.33000183105469
2019-05-15,55.790000915527344
2019-09-20,55.5099983215332
2019-11-01,55.86000061035156
2020-04-07,56.40999984741211
2020-06-25,56.47999954223633
2020-06-16,56.209999084472656
2019-11-04,55.22999954223633
2020-01-22,53.91999816894531
2019-11-07,53.65999984741211
2020-04-13,53.939998626708984
2019-07-01,54.27000045776367
2019-05-30,55.11000061035156
2018-08-15,55.529998779296875
2018-10-18,55.59000015258789
2019-03-27,56.38999938964844
2019-01-22,56.040000915527344
2018-12-21,55.459999084472656
2019-09-03,55.83000183105469
2018-11-19,56.4900016784668
2019-08-02,56.2400016784668
2020-01-28,55.810001373291016
2020-04-16,55.11000061035156
2019-11-13,55.060001373291016
2020-01-31,55.0099983215332
2018-12-04,55.93000030517578
2018-11-02,55.7599983215332
2019-07-16,55.279998779296875
2018-08-30,55.02000045776367
2018-10-01,54.88999938964844
2019-06-14,54.810001373291016
2019-05-13,55.119998931884766
2019-04-11,56.95000076293945
2019-02-06,57.02000045776367
2019-09-18,57.900001525878906
2020-02-03,59.119998931884766
2020-04-22,59.59000015258789
2019-11-19,59.43000030517578
2020-02-06,58.9900016784668
2019-11-22,58.459999084472656
2019-03-25,58.150001525878906
2019-02-21,58.25
2018-12-19,59.0
2018-07-12,58.619998931884766
2018-09-14,59.369998931884766
2018-08-13,59.970001220703125
2018-10-16,60.720001220703125
2019-07-31,59.9900016784668
2019-05-28,60.439998626708984
2019-04-26,60.09000015258789
2020-04-28,58.5099983215332
2019-11-25,56.720001220703125
2020-02-12,54.970001220703125
2020-05-01,55.08000183105469
2020-05-04,54.5
2019-06-12,54.97999954223633
2019-04-09,53.599998474121094
2019-03-08,53.709999084472656
2019-02-04,51.470001220703125
2018-07-27,51.41999816894531
2018-08-28,49.189998626708984
2019-01-03,49.439998626708984
2019-08-15,46.54999923706055
2018-10-31,46.09000015258789
2019-09-16,46.79999923706055
2020-02-18,47.45000076293945
2020-05-07,48.599998474121094
2018-08-17,47.54999923706055
2019-12-04,47.86000061035156
2020-02-21,49.040000915527344
2018-12-17,49.06999969482422
