Dates,PFG
2018-06-20,51.258846282958984
2018-06-21,50.99306869506836
2018-06-25,51.01139450073242
2018-06-22,50.26904296875
2018-06-26,49.64583206176758
2018-06-27,48.18863296508789
2018-06-28,48.546058654785156
2018-06-29,48.52772903442383
2018-07-02,48.445247650146484
2018-07-03,48.78434371948242
2018-07-05,49.059288024902344
2018-07-16,49.14176940917969
2018-09-18,50.58064651489258
2019-01-24,50.19572448730469
2019-09-05,48.94015121459961
2018-11-21,48.793514251708984
2020-01-13,48.720191955566406
2020-04-01,49.56336212158203
2020-06-19,50.27821350097656
2019-10-29,51.057212829589844
2020-01-16,49.98493576049805
2020-06-22,49.51752471923828
2018-10-03,50.122406005859375
2018-07-31,50.25071716308594
2019-03-12,50.42484664916992
2019-02-08,50.84642791748047
2019-01-07,52.91767501831055
2018-12-06,53.40341567993164
2019-08-19,53.22928237915039
2019-07-18,51.561279296875
2019-05-15,51.00223159790039
2019-09-20,51.15803146362305
2019-11-01,51.414642333984375
2020-04-07,51.6620979309082
2020-06-25,51.597938537597656
2020-06-16,50.99306869506836
2019-11-04,49.47169876098633
2020-01-22,49.132606506347656
2019-11-07,49.86578369140625
2020-04-13,49.66416931152344
2019-07-01,50.84642791748047
2019-05-30,51.066383361816406
2018-08-15,51.04805374145508
2018-10-18,51.77207565307617
2019-03-27,51.49713134765625
2019-01-22,50.67229461669922
2018-12-21,50.87392044067383
2019-09-03,51.726253509521484
2018-11-19,51.5521240234375
2019-08-02,51.27717208862305
2020-01-28,50.6356315612793
2020-04-16,50.58064651489258
2019-11-13,51.057212829589844
2020-01-31,51.81595230102539
2018-12-04,51.5568733215332
2018-11-02,50.94618225097656
2019-07-16,51.1312370300293
2018-08-30,50.7703742980957
2018-10-01,50.45577621459961
2019-06-14,50.74262237548828
2019-05-13,52.68571853637695
2019-04-11,52.694976806640625
2019-02-06,53.40744400024414
2019-09-18,54.4067497253418
2020-02-03,54.952667236328125
2020-04-22,55.09145736694336
2019-11-19,54.147666931152344
2020-02-06,53.92559814453125
2019-11-22,53.685028076171875
2019-03-25,54.249454498291016
2019-02-21,54.21243667602539
2018-12-19,54.22169494628906
2018-07-12,54.4622688293457
2018-09-14,55.34128952026367
2018-08-13,56.04450225830078
2018-10-16,55.517093658447266
2019-07-31,56.1185302734375
2019-05-28,55.71139907836914
2019-04-26,54.27721405029297
2020-04-28,51.46434783935547
2019-11-25,51.020206451416016
2020-02-12,50.50204849243164
2020-05-01,50.492794036865234
2020-05-04,50.96469497680664
2019-06-12,49.808082580566406
2019-04-09,49.558258056640625
2019-03-08,48.614463806152344
2019-02-04,47.55038833618164
2018-07-27,45.274192810058594
2018-08-28,45.73683166503906
2019-01-03,42.54459762573242
2019-08-15,42.37804412841797
2018-10-31,42.79442596435547
2019-09-16,43.553157806396484
2020-02-18,44.57096862792969
2020-05-07,44.00654983520508
2018-08-17,44.450687408447266
2019-12-04,44.67274856567383
2020-02-21,45.71832275390625
2018-12-17,45.8293571472168
2019-08-30,45.61654281616211
2018-11-15,44.95034408569336
2019-07-29,45.33895492553711
2019-06-27,44.70976638793945
2019-04-24,44.89482116699219
2018-07-10,44.6357421875
2018-09-12,45.35746383666992
2019-02-19,44.413673400878906
2019-01-18,44.84855270385742
2020-02-24,44.70051574707031
2020-05-13,45.32970428466797
2019-12-10,45.22792434692383
2020-02-27,46.597347259521484
2019-12-13,45.9681510925293
2020-05-19,46.13653564453125
2019-03-06,45.19172668457031
2018-11-30,42.90922164916992
2019-08-13,42.12343978881836
2019-07-12,41.53410720825195
2019-06-10,40.158992767333984
2019-05-09,39.35449981689453
2018-07-25,40.018672943115234
2018-09-27,40.458335876464844
2018-10-29,40.80445098876953
2019-10-16,40.94477844238281
2019-12-16,40.84186935424805
2020-03-04,40.46768569946289
2020-05-22,40.34608459472656
2019-10-01,38.91484069824219
2019-12-19,38.42840576171875
2018-09-10,40.570587158203125
2019-05-24,41.141212463378906
2018-08-09,40.74832534790039
2019-04-22,41.31895065307617
2019-03-21,41.49668884277344
2019-01-16,40.589298248291016
2019-08-28,42.376014709472656
2018-11-13,42.684715270996094
2018-10-12,42.226341247558594
2019-06-25,42.656646728515625
2020-03-10,42.95599365234375
2020-05-28,43.04954147338867
2019-10-07,43.81660842895508
2020-03-13,44.35917663574219
2019-10-10,45.154300689697266
2020-03-16,45.84653854370117
2020-06-03,46.866188049316406
2018-11-28,46.32362747192383
2018-09-25,45.762351989746094
2018-07-23,45.93073272705078
2018-08-24,46.847476959228516
2019-07-10,46.576194763183594
2019-05-07,46.417171478271484
2019-04-05,45.0327033996582
2019-03-04,46.83811950683594
2019-01-31,46.40781784057617
2019-09-12,46.492008209228516
2019-12-31,45.69687271118164
2020-03-19,45.62203598022461
2020-01-03,44.86431884765625
2020-06-09,44.742713928222656
2019-02-15,45.25720977783203
2019-01-14,45.65010070800781
2018-07-06,46.033634185791016
2018-08-07,45.69687271118164
2018-10-10,47.51164627075195
2018-12-13,48.044857025146484
2019-08-26,48.84934997558594
2019-07-25,48.6903190612793
2019-05-22,49.457393646240234
2019-03-19,49.66319274902344
2020-01-06,49.18611526489258
2020-03-25,49.03643798828125
2020-06-12,49.24223327636719
2019-10-22,48.58063888549805
2020-01-09,48.54283142089844
2020-06-15,48.750762939453125
2019-10-25,48.15531921386719
2020-03-31,47.25743103027344
2020-06-18,47.17236328125
2019-04-03,47.815067291259766
2018-08-22,47.975738525390625
2018-10-25,48.306541442871094
2019-01-29,48.8547248840332
2018-12-28,49.30839538574219
2018-11-26,49.89439392089844
2019-08-09,49.08155822753906
2019-07-08,47.909576416015625
2019-06-06,48.60898971557617
2019-09-10,46.73759460449219
2020-01-15,46.32172775268555
2020-04-03,47.399200439453125
2019-10-31,47.17236328125
2020-04-06,47.266876220703125
2020-06-24,47.43700408935547
2018-11-09,49.128822326660156
2019-07-23,48.883087158203125
2019-06-21,49.39345932006836
2019-05-20,49.724266052246094
2019-04-18,50.2724494934082
2018-09-06,50.39531707763672
2018-10-08,48.95869827270508
2019-02-13,49.85658645629883
2018-12-11,50.52763748168945
2019-09-25,51.86029815673828
2020-01-21,51.31211471557617
2020-04-09,52.380126953125
2019-11-06,52.616416931152344
2020-01-24,52.19110107421875
2020-01-27,52.01152038574219
2020-04-15,52.50299835205078
2018-12-26,52.0682373046875
2019-08-07,52.72038269042969
2019-06-04,54.23262023925781
2018-09-21,54.27988052368164
2018-07-19,54.024688720703125
2018-08-20,53.76005172729492
2018-10-23,53.43869400024414
2019-05-03,54.42164993286133
2019-04-01,54.157005310058594
2019-02-28,53.3536376953125
2019-11-12,52.956668853759766
2020-01-30,52.8243522644043
2019-11-15,53.381988525390625
2020-04-21,51.26485824584961
2019-04-16,52.2478141784668
2019-03-15,51.77523422241211
2019-02-11,52.474647521972656
2019-01-10,51.74687957763672
2019-08-22,51.86029815673828
2018-11-07,52.28561782836914
2018-08-03,51.907554626464844
2018-09-04,50.6505126953125
2019-06-19,51.24595260620117
2019-09-23,51.15143585205078
2019-11-18,51.07582473754883
2020-02-05,51.15143585205078
2020-04-24,49.232540130615234
2019-03-29,50.607269287109375
2019-11-21,52.31614303588867
2020-04-27,52.06792449951172
2020-02-11,52.64072799682617
2020-04-30,52.86030578613281
2019-05-01,52.21112060546875
2019-02-26,52.29704666137695
2019-01-25,51.95336151123047
2018-12-24,52.93667984008789
2019-09-06,53.37582778930664
2018-07-17,52.37342071533203
2018-09-19,53.452205657958984
2019-08-05,53.624046325683594
2019-10-08,55.103790283203125
2019-12-11,55.01786804199219
2019-11-27,54.90330123901367
2020-02-14,53.872257232666016
2020-05-06,53.614498138427734
2019-01-08,54.225486755371094
2018-12-07,55.29471969604492
2019-08-20,56.05846405029297
2018-11-05,55.15152359008789
2019-07-19,55.99163818359375
2018-10-04,56.144386291503906
2019-06-17,55.60976791381836
2019-05-16,55.819793701171875
2018-08-01,55.447471618652344
2019-03-13,55.58112335205078
2019-12-03,56.440330505371094
2020-02-20,56.029823303222656
2019-12-06,56.316226959228516
2020-05-12,55.75296401977539
2019-12-09,56.994041442871094
2020-02-26,56.67899703979492
2020-05-15,56.17302322387695
2019-03-28,57.108604431152344
2018-09-17,57.83415985107422
2018-08-16,57.366363525390625
2018-10-19,57.929622650146484
2019-04-29,56.812652587890625
2019-01-23,56.73627853393555
2019-09-04,55.40928268432617
2018-11-20,53.17534637451172
2019-07-02,52.783931732177734
2019-05-31,51.28509521484375
2019-12-12,51.86743927001953
2020-05-18,51.399654388427734
2019-09-27,53.165802001953125
2020-03-03,52.497528076171875
2020-05-21,50.48316955566406
2019-05-14,51.60968017578125
2018-08-31,50.05356216430664
2018-07-30,49.81489181518555
2018-10-02,50.87458419799805
2019-04-12,51.437843322753906
2019-03-11,50.85548782348633
2019-02-07,51.30418395996094
2019-07-17,51.63832092285156
2019-09-19,49.939002990722656
2019-10-21,50.674102783203125
2019-12-18,50.12993621826172
2020-03-06,50.12993621826172
2019-10-03,50.78866195678711
2020-03-09,50.80775451660156
2020-05-27,50.28268051147461
2019-12-24,50.707176208496094
2020-03-12,51.99993896484375
2018-12-20,52.57878494262695
2019-08-01,54.035552978515625
2018-08-14,54.65299606323242
2018-07-13,54.68193817138672
2018-10-17,55.33796691894531
2019-05-29,55.79139709472656
2019-03-26,54.913475036621094
2019-02-22,55.154659271240234
2019-10-04,55.13536834716797
2019-11-05,54.89418029785156
2019-12-27,54.566165924072266
2020-06-02,55.10642623901367
2019-12-30,54.5565185546875
2020-03-18,54.77840805053711
2020-06-05,54.720523834228516
2019-07-15,55.34761428833008
2018-12-03,55.12571716308594
2019-06-13,53.23481369018555
2019-01-04,51.81663513183594
2018-08-29,51.478973388671875
2019-02-05,52.819969177246094
2018-11-01,52.376190185546875
2019-08-16,50.523868560791016
2019-04-10,51.42108917236328
2019-09-17,52.04817581176758
2019-10-15,53.39881896972656
2020-01-02,53.31199264526367
2020-06-08,53.861900329589844
2019-10-18,53.44706344604492
2020-03-24,53.53388595581055
2020-06-11,54.025909423828125
2020-01-08,54.82665252685547
2019-04-25,54.76876449584961
2019-07-30,55.309024810791016
2019-02-20,55.376556396484375
2018-07-11,52.58842849731445
2018-09-13,53.13833999633789
2018-10-15,53.0611572265625
2019-06-28,52.40513229370117
