Dates,MRK
2018-06-20,61.47999954223633
2018-06-21,61.27000045776367
2018-06-25,61.91999816894531
2018-06-22,61.619998931884766
2018-06-26,61.02000045776367
2018-06-27,61.08000183105469
2018-06-28,60.75
2018-06-29,61.470001220703125
2018-07-02,60.560001373291016
2018-07-03,61.29999923706055
2018-07-05,61.959999084472656
2018-07-16,62.5099983215332
2018-09-18,62.689998626708984
2019-01-24,62.630001068115234
2019-09-05,62.20000076293945
2018-11-21,62.84000015258789
2020-01-13,63.040000915527344
2020-04-01,62.95000076293945
2020-06-19,62.810001373291016
2019-10-29,62.97999954223633
2020-01-16,62.939998626708984
2020-06-22,62.540000915527344
2018-10-03,62.779998779296875
2018-07-31,63.439998626708984
2019-03-12,64.56999969482422
2019-02-08,65.19999694824219
2019-01-07,64.0199966430664
2018-12-06,64.9000015258789
2019-08-19,66.12000274658203
2019-07-18,66.13999938964844
2019-05-15,65.43000030517578
2019-09-20,66.0199966430664
2019-11-01,66.4800033569336
2020-04-07,66.98999786376953
2020-06-25,66.98999786376953
2020-06-16,66.87000274658203
2019-11-04,66.5
2020-01-22,66.88999938964844
2019-11-07,66.94999694824219
2020-04-13,67.56999969482422
2019-07-01,69.0
2019-05-30,69.23999786376953
2018-08-15,70.22000122070312
2018-10-18,70.25
2019-03-27,69.4000015258789
2019-01-22,69.19000244140625
2018-12-21,69.25
2019-09-03,69.43000030517578
2018-11-19,68.87000274658203
2019-08-02,68.9000015258789
2020-01-28,68.94000244140625
2020-04-16,68.75
2019-11-13,68.41000366210938
2020-01-31,68.69000244140625
2018-12-04,69.54000091552734
2018-11-02,69.77999877929688
2019-07-16,70.58999633789062
2018-08-30,69.80000305175781
2018-10-01,70.0199966430664
2019-06-14,70.94000244140625
2019-05-13,70.73999786376953
2019-04-11,70.45999908447266
2019-02-06,70.9000015258789
2019-09-18,70.56999969482422
2020-02-03,70.83000183105469
2020-04-22,71.58000183105469
2019-11-19,71.30000305175781
2020-02-06,71.37999725341797
2019-11-22,71.1500015258789
2019-03-25,71.18000030517578
2019-02-21,71.19999694824219
2018-12-19,71.88999938964844
2018-07-12,72.16999816894531
2018-09-14,72.41999816894531
2018-08-13,71.36000061035156
2018-10-16,71.69000244140625
2019-07-31,71.69999694824219
2019-05-28,72.66000366210938
2019-04-26,72.88999938964844
2020-04-28,70.52999877929688
2019-11-25,70.05999755859375
2020-02-12,70.20999908447266
2020-05-01,71.30999755859375
2020-05-04,71.94000244140625
2019-06-12,72.4000015258789
2019-04-09,72.66000366210938
2019-03-08,73.48999786376953
2019-02-04,72.41999816894531
2018-07-27,72.63999938964844
2018-08-28,70.56999969482422
2019-01-03,70.77999877929688
2019-08-15,73.02999877929688
2018-10-31,72.95999908447266
2019-09-16,74.48999786376953
2020-02-18,74.04000091552734
2020-05-07,73.69999694824219
2018-08-17,73.56999969482422
2019-12-04,73.80000305175781
2020-02-21,75.33000183105469
2018-12-17,75.69000244140625
2019-08-30,75.98999786376953
2018-11-15,75.2699966430664
2019-07-29,75.2699966430664
2019-06-27,74.95999908447266
2019-04-24,74.87000274658203
2018-07-10,76.25
2018-09-12,76.61000061035156
2019-02-19,76.36000061035156
2019-01-18,75.06999969482422
2020-02-24,75.30000305175781
2020-05-13,75.75
2019-12-10,76.5199966430664
2020-02-27,77.36000061035156
2019-12-13,78.4800033569336
2020-05-19,79.48999786376953
2019-03-06,79.58000183105469
2018-11-30,80.19000244140625
2019-08-13,78.37000274658203
2019-07-12,78.30000305175781
2019-06-10,77.77999877929688
2019-05-09,78.30999755859375
2018-07-25,78.76000213623047
2018-09-27,79.08000183105469
2018-10-29,78.02999877929688
2019-10-16,76.88999938964844
2019-12-16,75.77999877929688
2020-03-04,75.25
2020-05-22,74.12999725341797
2019-10-01,74.44999694824219
2019-12-19,72.9000015258789
2018-09-10,74.02999877929688
2019-05-24,75.37999725341797
2018-08-09,76.58000183105469
2019-04-22,76.69999694824219
2019-03-21,75.98999786376953
2019-01-16,75.97000122070312
2019-08-28,76.5
2018-11-13,76.47000122070312
2018-10-12,76.20999908447266
2019-06-25,76.30999755859375
2020-03-10,75.68000030517578
2020-05-28,74.94000244140625
2019-10-07,74.44000244140625
2020-03-13,74.88999938964844
2019-10-10,75.7699966430664
2020-03-16,75.7699966430664
2020-06-03,76.33000183105469
2018-11-28,76.19999694824219
2018-09-25,75.70999908447266
2018-07-23,75.16000366210938
2018-08-24,73.83999633789062
2019-07-10,73.06999969482422
2019-05-07,73.68000030517578
2019-04-05,73.80999755859375
2019-03-04,74.81999969482422
2019-01-31,77.48999786376953
2019-09-12,76.88999938964844
2019-12-31,78.37999725341797
2020-03-19,77.72000122070312
2020-01-03,77.12999725341797
2020-06-09,77.54000091552734
2019-02-15,77.83999633789062
2019-01-14,78.93000030517578
2018-07-06,79.16999816894531
2018-08-07,79.55000305175781
2018-10-10,80.12999725341797
2018-12-13,80.12999725341797
2019-08-26,79.54000091552734
2019-07-25,80.02999877929688
2019-05-22,80.86000061035156
2019-03-19,80.98999786376953
2020-01-06,81.0999984741211
2020-03-25,81.29000091552734
2020-06-12,81.76000213623047
2019-10-22,81.93000030517578
2020-01-09,82.12000274658203
2020-06-15,82.02999877929688
2019-10-25,81.76000213623047
2020-03-31,81.11000061035156
2020-06-18,80.5999984741211
2019-04-03,81.02999877929688
2018-08-22,81.55999755859375
2018-10-25,82.01000213623047
2019-01-29,81.76000213623047
2018-12-28,81.91000366210938
2018-11-26,81.83000183105469
2019-08-09,82.0
2019-07-08,82.72000122070312
2019-06-06,83.16999816894531
2019-09-10,83.44999694824219
2020-01-15,82.75
2020-04-03,83.47000122070312
2019-10-31,83.05999755859375
2020-04-06,82.9000015258789
2020-06-24,83.30000305175781
2018-11-09,83.8499984741211
2019-07-23,83.72000122070312
2019-06-21,83.66000366210938
2019-05-20,83.19999694824219
2019-04-18,82.16000366210938
2018-09-06,81.26000213623047
2018-10-08,80.9800033569336
2019-02-13,81.31999969482422
2018-12-11,80.93000030517578
2019-09-25,80.44000244140625
2020-01-21,79.48999786376953
2020-04-09,79.29000091552734
2019-11-06,77.62000274658203
2020-01-24,74.05000305175781
2020-01-27,73.80999755859375
2020-04-15,75.25
2018-12-26,75.11000061035156
2019-08-07,76.81999969482422
2019-06-04,76.98999786376953
2018-09-21,77.18000030517578
2018-07-19,78.9000015258789
2018-08-20,79.7300033569336
2018-10-23,79.83000183105469
2019-05-03,80.13999938964844
2019-04-01,79.79000091552734
2019-02-28,79.29000091552734
2019-11-12,78.70999908447266
2020-01-30,78.51000213623047
2019-11-15,78.33000183105469
2020-04-21,77.52999877929688
2019-04-16,78.08000183105469
2019-03-15,77.87999725341797
2019-02-11,79.88999938964844
2019-01-10,79.06999969482422
2019-08-22,79.2699966430664
2018-11-07,79.7300033569336
2018-08-03,81.1500015258789
2018-09-04,81.19000244140625
2019-06-19,81.94000244140625
2019-09-23,81.94000244140625
2019-11-18,80.37000274658203
2020-02-05,79.81999969482422
2020-04-24,79.91999816894531
2019-03-29,80.91999816894531
2019-11-21,81.33000183105469
2020-04-27,82.2699966430664
2020-02-11,82.44000244140625
2020-04-30,82.87999725341797
2019-05-01,82.68000030517578
2019-02-26,83.41000366210938
2019-01-25,84.2699966430664
2018-12-24,84.18000030517578
2019-09-06,83.37000274658203
2018-07-17,83.33000183105469
2018-09-19,84.66999816894531
2019-08-05,85.55999755859375
2019-10-08,86.5
2019-12-11,84.7699966430664
2019-11-27,86.02999877929688
2020-02-14,86.26000213623047
2020-05-06,85.19999694824219
2019-01-08,84.69000244140625
2018-12-07,84.45999908447266
2019-08-20,84.93000030517578
2018-11-05,85.51000213623047
2019-07-19,87.06999969482422
2018-10-04,86.80000305175781
2019-06-17,85.5
2019-05-16,85.20999908447266
2018-08-01,85.11000061035156
2019-03-13,83.66999816894531
2019-12-03,80.9000015258789
2020-02-20,81.2699966430664
2019-12-06,81.77999877929688
2020-05-12,82.33999633789062
2019-12-09,82.95999908447266
2020-02-26,82.81999969482422
2020-05-15,81.81999969482422
2019-03-28,82.43000030517578
2018-09-17,82.30999755859375
2018-08-16,83.05999755859375
2018-10-19,81.62999725341797
2019-04-29,82.80000305175781
2019-01-23,85.16999816894531
2019-09-04,84.6500015258789
2018-11-20,84.5
2019-07-02,84.7699966430664
2019-05-31,84.33999633789062
2019-12-12,84.4800033569336
2020-05-18,84.69000244140625
2019-09-27,85.05000305175781
2020-03-03,86.11000061035156
2020-05-21,85.93000030517578
2019-05-14,86.79000091552734
2018-08-31,85.83999633789062
2018-07-30,83.8499984741211
2018-10-02,85.36000061035156
2019-04-12,86.52999877929688
2019-03-11,86.7300033569336
2019-02-07,87.25
2019-07-17,87.19999694824219
2019-09-19,86.94000244140625
2019-10-21,85.9000015258789
2019-12-18,86.91999816894531
2020-03-06,86.56999969482422
2019-10-03,87.3499984741211
2020-03-09,87.22000122070312
2020-05-27,87.01000213623047
2019-12-24,87.16999816894531
2020-03-12,86.66000366210938
2018-12-20,86.93000030517578
2019-08-01,86.5199966430664
2018-08-14,82.38999938964844
2018-07-13,83.11000061035156
2018-10-17,84.08000183105469
2019-05-29,83.56999969482422
2019-03-26,82.44999694824219
2019-02-22,83.5
2019-10-04,83.27999877929688
2019-11-05,84.30000305175781
2019-12-27,85.87000274658203
2020-06-02,85.22000122070312
2019-12-30,84.87999725341797
2020-03-18,84.02999877929688
2020-06-05,84.08999633789062
2019-07-15,83.98999786376953
2018-12-03,85.0999984741211
2019-06-13,84.5999984741211
2019-01-04,83.20999908447266
2018-08-29,82.87999725341797
2019-02-05,85.12000274658203
2018-11-01,85.11000061035156
2019-08-16,84.41000366210938
2019-04-10,84.48999786376953
2019-09-17,84.8499984741211
2019-10-15,85.44000244140625
2020-01-02,85.11000061035156
2020-06-08,85.0999984741211
2019-10-18,85.08999633789062
2020-03-24,84.6500015258789
2020-06-11,84.91000366210938
2020-01-08,85.05999755859375
2019-04-25,82.68000030517578
2019-07-30,82.87000274658203
2019-02-20,83.63999938964844
2018-07-11,82.8499984741211
2018-09-13,83.47000122070312
2018-10-15,85.7699966430664
2019-06-28,86.48999786376953
2018-12-18,86.98999786376953
2018-11-16,87.23999786376953
2019-10-02,85.69999694824219
2020-03-27,83.75
2020-01-10,83.95999908447266
2019-10-24,83.98999786376953
2020-03-30,83.70999908447266
2020-06-17,83.63999938964844
2020-01-14,84.81999969482422
2020-04-02,85.11000061035156
2019-01-02,85.18000030517578
2019-08-14,85.5999984741211
2018-10-30,84.81999969482422
2019-06-11,84.94999694824219
2019-05-10,85.4800033569336
2019-04-08,85.7699966430664
2018-08-27,86.36000061035156
2018-07-26,86.58999633789062
2018-09-28,87.44000244140625
2019-03-07,87.87000274658203
2019-10-30,87.7699966430664
2020-01-17,87.98999786376953
2020-06-23,87.47000122070312
2020-04-08,88.7300033569336
2020-06-26,88.79000091552734
2019-03-22,89.23999786376953
2019-01-17,89.0
2019-08-29,89.52999877929688
2018-11-14,89.48999786376953
2019-06-26,89.95999908447266
2018-09-11,89.58999633789062
2018-07-09,90.0
2018-08-10,89.44999694824219
2019-04-23,90.0
2019-09-30,90.08999633789062
2020-01-23,92.63999938964844
2019-11-08,92.0199966430664
2020-04-14,91.7300033569336
2019-11-11,91.72000122070312
2020-01-29,91.69999694824219
2020-04-17,91.69000244140625
2018-07-24,90.98999786376953
2018-09-26,92.13999938964844
2019-05-08,92.06999969482422
2019-03-05,91.73999786376953
2019-02-01,91.12000274658203
2018-12-31,89.5
2018-11-29,90.05000305175781
2019-08-12,90.11000061035156
2019-07-11,89.62999725341797
2019-09-13,89.93000030517578
2019-11-14,91.61000061035156
2020-04-20,92.05999755859375
2020-02-04,91.62999725341797
2020-04-23,90.97000122070312
2018-12-14,90.45999908447266
2019-08-27,89.66000366210938
2018-08-08,88.83000183105469
2018-10-11,86.51000213623047
2018-11-12,86.70999908447266
2019-07-26,88.16000366210938
2019-06-24,87.12999725341797
2019-05-23,86.66999816894531
2019-03-20,88.22000122070312
2019-01-15,89.19999694824219
2019-11-20,86.73999786376953
2020-02-07,86.2300033569336
2020-02-10,85.94000244140625
2020-04-29,85.9800033569336
2019-11-26,86.0
2020-02-13,85.2300033569336
2019-01-30,82.93000030517578
2018-08-23,82.80000305175781
2018-09-24,83.11000061035156
2018-11-27,83.11000061035156
2018-10-26,82.83000183105469
2019-07-09,82.62999725341797
2019-06-07,82.58999633789062
2019-05-06,81.94000244140625
2019-04-04,81.62999725341797
2019-09-11,81.75
2019-11-29,77.48999786376953
2020-05-05,81.55000305175781
2019-12-02,82.4000015258789
2020-02-19,83.06999969482422
2020-05-08,82.7699966430664
2019-05-21,82.62000274658203
2019-03-18,80.72000122070312
2018-09-07,82.18000030517578
2018-08-06,80.16000366210938
2018-10-09,78.05999755859375
2019-02-14,77.2300033569336
2018-12-12,76.08999633789062
2019-07-24,76.06999969482422
2019-09-26,74.66000366210938
2019-10-28,72.86000061035156
2019-12-05,72.5
2020-05-11,71.61000061035156
2019-07-03,69.75
2020-02-25,70.37999725341797
2020-05-14,74.18000030517578
2020-02-28,73.43000030517578
2019-08-08,77.58999633789062
2019-06-05,77.5999984741211
2018-07-20,75.47000122070312
2018-08-21,77.12000274658203
2018-10-24,77.44000244140625
2019-04-02,80.8499984741211
2019-03-01,81.97000122070312
2019-01-28,83.0
2018-12-27,83.29000091552734
2019-09-09,82.47000122070312
2020-03-02,83.19999694824219
2020-05-20,82.95999908447266
2019-12-17,83.33000183105469
2020-03-05,84.16000366210938
2019-02-12,84.12999725341797
2019-01-11,82.30000305175781
2018-12-10,80.6500015258789
2019-08-23,81.87999725341797
2018-11-08,82.0999984741211
2019-07-22,84.66999816894531
2019-06-20,82.2300033569336
2018-09-05,82.19000244140625
2019-04-17,80.4000015258789
2019-09-24,78.86000061035156
2019-12-20,78.02999877929688
2020-05-26,78.80000305175781
2019-04-30,78.63999938964844
2019-12-23,77.12000274658203
2020-03-11,76.95999908447266
2020-05-29,78.06999969482422
2019-12-26,78.69999694824219
2020-06-01,78.80000305175781
2019-05-02,80.12999725341797
2019-02-27,80.55000305175781
2018-11-23,81.0
2019-08-06,79.7300033569336
2018-07-18,78.23999786376953
2018-09-20,77.02999877929688
2018-10-22,76.66000366210938
2019-07-05,78.5999984741211
2019-06-03,77.63999938964844
2019-10-09,80.29000091552734
2019-10-11,80.94000244140625
2020-03-17,80.45999908447266
2020-06-04,80.86000061035156
2019-10-14,82.3499984741211
2020-03-20,82.16000366210938
2018-11-06,83.12999725341797
2019-06-18,83.19999694824219
2019-05-17,83.51000213623047
2019-04-15,82.77999877929688
2019-03-14,81.66000366210938
2019-01-09,77.93000030517578
2018-08-02,75.37000274658203
2018-10-05,77.41000366210938
2019-08-21,77.44999694824219
2019-10-17,76.27999877929688
2020-03-23,77.9800033569336
2020-06-10,77.62999725341797
2019-02-25,78.62000274658203
2020-01-07,76.88999938964844
2020-03-26,76.95999908447266
2019-10-23,76.7300033569336
