Dates,MRK
2018-06-20,61.279998779296875
2018-06-21,61.18000030517578
2018-06-25,61.470001220703125
2018-06-22,61.08000183105469
2018-06-26,60.720001220703125
2018-06-27,59.880001068115234
2018-06-28,60.29999923706055
2018-06-29,60.70000076293945
2018-07-02,60.459999084472656
2018-07-03,60.709999084472656
2018-07-05,61.63999938964844
2018-07-16,62.20000076293945
2018-09-18,62.02000045776367
2019-01-24,62.29999923706055
2019-09-05,61.900001525878906
2018-11-21,62.65999984741211
2020-01-13,62.88999938964844
2020-04-01,62.59000015258789
2020-06-19,62.529998779296875
2019-10-29,62.939998626708984
2020-01-16,62.5099983215332
2020-06-22,62.52000045776367
2018-10-03,62.689998626708984
2018-07-31,63.41999816894531
2019-03-12,64.48999786376953
2019-02-08,64.01000213623047
2019-01-07,63.4900016784668
2018-12-06,64.80999755859375
2019-08-19,65.87000274658203
2019-07-18,65.48999786376953
2019-05-15,65.22000122070312
2019-09-20,65.93000030517578
2019-11-01,66.22000122070312
2020-04-07,66.58000183105469
2020-06-25,66.69000244140625
2020-06-16,66.0
2019-11-04,66.06999969482422
2020-01-22,66.72000122070312
2019-11-07,66.45999908447266
2020-04-13,67.37000274658203
2019-07-01,68.8499984741211
2019-05-30,69.05999755859375
2018-08-15,70.16999816894531
2018-10-18,69.16999816894531
2019-03-27,69.04000091552734
2019-01-22,68.97000122070312
2018-12-21,69.04000091552734
2019-09-03,68.98999786376953
2018-11-19,68.62999725341797
2019-08-02,68.80999755859375
2020-01-28,68.54000091552734
2020-04-16,68.58999633789062
2019-11-13,67.94999694824219
2020-01-31,68.62000274658203
2018-12-04,69.37999725341797
2018-11-02,69.66999816894531
2019-07-16,69.55999755859375
2018-08-30,69.08000183105469
2018-10-01,69.86000061035156
2019-06-14,70.83000183105469
2019-05-13,69.9800033569336
2019-04-11,70.41999816894531
2019-02-06,70.41999816894531
2019-09-18,69.9800033569336
2020-02-03,70.77999877929688
2020-04-22,71.0999984741211
2019-11-19,70.77999877929688
2020-02-06,70.6500015258789
2019-11-22,70.33000183105469
2019-03-25,70.72000122070312
2019-02-21,70.94000244140625
2018-12-19,71.52999877929688
2018-07-12,71.75
2018-09-14,71.37000274658203
2018-08-13,71.22000122070312
2018-10-16,71.02999877929688
2019-07-31,71.45999908447266
2019-05-28,72.33999633789062
2019-04-26,70.44999694824219
2020-04-28,68.37000274658203
2019-11-25,69.80999755859375
2020-02-12,69.45999908447266
2020-05-01,71.22000122070312
2020-05-04,71.81999969482422
2019-06-12,72.20999908447266
2019-04-09,72.3499984741211
2019-03-08,72.56999969482422
2019-02-04,72.0999984741211
2018-07-27,70.54000091552734
2018-08-28,69.95999908447266
2019-01-03,70.4000015258789
2019-08-15,71.44999694824219
2018-10-31,72.87000274658203
2019-09-16,73.61000061035156
2020-02-18,73.12000274658203
2020-05-07,72.2699966430664
2018-08-17,73.12000274658203
2019-12-04,73.30999755859375
2020-02-21,75.08000183105469
2018-12-17,75.4800033569336
2019-08-30,74.86000061035156
2018-11-15,74.69000244140625
2019-07-29,74.61000061035156
2019-06-27,74.08999633789062
2019-04-24,74.83999633789062
2018-07-10,76.05999755859375
2018-09-12,76.3499984741211
2019-02-19,74.77999877929688
2019-01-18,74.79000091552734
2020-02-24,74.66999816894531
2020-05-13,75.44000244140625
2019-12-10,76.33999633789062
2020-02-27,77.2300033569336
2019-12-13,77.91000366210938
2020-05-19,79.33999633789062
2019-03-06,79.22000122070312
2018-11-30,78.20999908447266
2019-08-13,78.37000274658203
2019-07-12,76.72000122070312
2019-06-10,77.41999816894531
2019-05-09,77.11000061035156
2018-07-25,78.01000213623047
2018-09-27,79.01000213623047
2018-10-29,76.4800033569336
2019-10-16,75.2300033569336
2019-12-16,74.33000183105469
2020-03-04,73.7699966430664
2020-05-22,73.48999786376953
2019-10-01,72.9000015258789
2019-12-19,71.1500015258789
2018-09-10,74.0
2019-05-24,75.37999725341797
2018-08-09,75.37000274658203
2019-04-22,76.41000366210938
2019-03-21,75.58999633789062
2019-01-16,74.04000091552734
2019-08-28,76.2699966430664
2018-11-13,75.43000030517578
2018-10-12,75.98999786376953
2019-06-25,75.41000366210938
2020-03-10,74.4800033569336
2020-05-28,74.9000015258789
2019-10-07,73.37000274658203
2020-03-13,74.5
2019-10-10,74.61000061035156
2020-03-16,75.5999984741211
2020-06-03,75.87000274658203
2018-11-28,75.83000183105469
2018-09-25,75.44000244140625
2018-07-23,73.16999816894531
2018-08-24,72.94999694824219
2019-07-10,72.91999816894531
2019-05-07,73.2300033569336
2019-04-05,73.37000274658203
2019-03-04,74.43000030517578
2019-01-31,76.44999694824219
2019-09-12,76.87000274658203
2019-12-31,77.1500015258789
2020-03-19,77.38999938964844
