Dates,ORCL
2018-06-20,41.21339797973633
2018-06-21,41.48289108276367
2018-06-25,42.44537353515625
2018-06-22,42.61861801147461
2018-06-26,42.743743896484375
2018-06-27,41.81976318359375
2018-06-28,42.195133209228516
2018-06-29,42.40687561035156
2018-07-02,43.263492584228516
2018-07-03,43.042110443115234
2018-07-05,43.70621871948242
2018-07-16,44.27409362792969
2018-09-18,44.9766960144043
2019-01-24,45.22694396972656
2019-09-05,45.85255813598633
2018-11-21,46.34341812133789
2020-01-13,46.8054084777832
2020-04-01,46.82473373413086
2020-06-19,47.2498893737793
2019-10-29,46.9986572265625
2020-01-16,46.8054084777832
2020-06-22,46.88270950317383
2018-10-03,47.027645111083984
2018-07-31,47.027645111083984
2019-03-12,47.29819869995117
2019-02-08,47.22089767456055
2019-01-07,46.98899459838867
2018-12-06,46.1193733215332
2019-08-19,46.071048736572266
2019-07-18,45.75218963623047
2019-05-15,46.28363037109375
2019-09-20,46.83439636230469
2019-11-01,47.027645111083984
2020-04-07,46.844058990478516
2020-06-25,46.75709533691406
2020-06-16,46.90203094482422
2019-11-04,46.68946075439453
2020-01-22,46.389915466308594
2019-11-07,46.60249328613281
2020-04-13,46.22565460205078
2019-07-01,46.47687911987305
2019-05-30,46.72810745239258
2018-08-15,46.786075592041016
2018-10-18,46.77642059326172
2019-03-27,47.153255462646484
2019-01-22,47.307861328125
2018-12-21,47.59773254394531
2019-09-03,47.665374755859375
2018-11-19,46.9986572265625
2019-08-02,47.24021911621094
2020-01-28,46.747432708740234
2020-04-16,46.9406852722168
2019-11-13,46.9406852722168
2020-01-31,46.41891098022461
2018-12-04,46.100040435791016
2018-11-02,46.19667053222656
2019-07-16,47.21123123168945
2018-08-30,47.26920700073242
2018-10-01,47.6750373840332
2019-06-14,47.307861328125
2019-05-13,47.588069915771484
2019-04-11,47.52043533325195
2019-02-06,47.3754997253418
2019-09-18,47.76199722290039
2020-02-03,48.72825241088867
2020-04-22,49.375648498535156
2019-11-19,49.51092529296875
2020-02-06,49.97472381591797
2019-11-22,49.887760162353516
2019-03-25,49.945743560791016
2019-02-21,49.820125579833984
2018-12-19,50.052024841308594
2018-07-12,48.535003662109375
2018-09-14,48.071197509765625
2018-08-13,47.80065155029297
2018-10-16,47.684696197509766
2019-07-31,47.694366455078125
2019-05-28,47.22089767456055
2019-04-26,45.80050277709961
2020-04-28,45.2014274597168
2019-11-25,45.78117370605469
2020-02-12,45.71327209472656
2020-05-01,46.79012680053711
2020-05-04,46.43117904663086
2019-06-12,45.96549987792969
2019-04-09,46.16923141479492
2019-03-08,46.5087890625
2019-02-04,46.55729675292969
2018-07-27,45.364009857177734
2018-08-28,46.52819061279297
2019-01-03,45.90729904174805
2019-08-15,45.61625671386719
2018-10-31,47.11997604370117
2019-09-16,47.38191604614258
2020-02-18,47.139381408691406
2020-05-07,47.372215270996094
2018-08-17,47.556541442871094
2019-12-04,47.77967071533203
2020-02-21,48.759521484375
2018-12-17,48.9244499206543
2019-08-30,49.09907150268555
2018-11-15,47.750579833984375
2019-07-29,48.031917572021484
2019-06-27,47.38191604614258
2019-04-24,49.11847686767578
2018-07-10,49.642356872558594
2018-09-12,48.070716857910156
2019-02-19,46.88714599609375
2019-01-18,47.168487548828125
2020-02-24,47.24610137939453
2020-05-13,46.81923294067383
2019-12-10,46.02371597290039
2020-02-27,46.751319885253906
2019-12-13,46.4699821472168
2020-05-19,47.30430603027344
2019-03-06,48.342369079589844
2018-11-30,47.29460525512695
2019-08-13,45.286407470703125
2019-07-12,44.626708984375
2019-06-10,45.276695251464844
2019-05-09,45.072967529296875
2018-07-25,45.90729904174805
2018-09-27,45.819984436035156
2018-10-29,45.20879364013672
2019-10-16,44.36476516723633
2019-12-16,44.48118209838867
2020-03-04,45.06327438354492
2020-05-22,44.85953903198242
2019-10-01,42.68641662597656
2019-12-19,41.415523529052734
2018-09-10,43.2588005065918
2019-05-24,43.6274528503418
2018-08-09,43.48192596435547
2019-04-22,43.802085876464844
2019-03-21,43.86998748779297
2019-01-16,43.4431266784668
2019-08-28,45.31550598144531
2018-11-13,46.03341293334961
2018-10-12,46.45058059692383
2019-06-25,46.35356140136719
2020-03-10,46.39236831665039
2020-05-28,46.84834289550781
2019-10-07,46.74162673950195
2020-03-13,47.12147903442383
2019-10-10,46.80979919433594
2020-03-16,47.31627655029297
2020-06-03,47.98833084106445
2018-11-28,47.666908264160156
2018-09-25,47.959110260009766
2018-07-23,47.92014694213867
2018-08-24,48.504539489746094
2019-07-10,48.2318229675293
2019-05-07,48.319480895996094
2019-04-05,49.04997253417969
2019-03-04,48.9233512878418
2019-01-31,49.4882698059082
2019-09-12,49.70254135131836
2019-12-31,49.907081604003906
2020-03-19,49.92655563354492
2020-01-03,48.913612365722656
2020-06-09,49.70254135131836
2019-02-15,49.8973388671875
2019-01-14,49.88759994506836
2018-07-06,50.0823974609375
2018-08-07,50.140838623046875
2018-10-10,50.374595642089844
2018-12-13,50.66679000854492
2019-08-26,50.42329406738281
2019-07-25,50.75444793701172
2019-05-22,51.11481857299805
2019-03-19,51.19274139404297
2020-01-06,51.2317008972168
