Dates,ORCL
2018-06-20,42.56999969482422
2018-06-21,42.97999954223633
2018-06-25,43.15999984741211
2018-06-22,43.4900016784668
2018-06-26,44.369998931884766
2018-06-27,43.439998626708984
2018-06-28,43.36000061035156
2018-06-29,43.75
2018-07-02,43.77000045776367
2018-07-03,44.52000045776367
2018-07-05,44.9900016784668
2018-07-16,45.27000045776367
2018-09-18,46.060001373291016
2019-01-24,46.68000030517578
2019-09-05,46.709999084472656
2018-11-21,47.75
2020-01-13,47.83000183105469
2020-04-01,47.95000076293945
2020-06-19,48.150001525878906
2019-10-29,48.400001525878906
2020-01-16,48.209999084472656
2020-06-22,48.36000061035156
2018-10-03,48.04999923706055
2018-07-31,48.560001373291016
2019-03-12,48.5
2019-02-08,48.7599983215332
2019-01-07,48.380001068115234
2018-12-06,47.459999084472656
2019-08-19,47.38999938964844
2019-07-18,47.150001525878906
2019-05-15,46.630001068115234
2019-09-20,47.900001525878906
2019-11-01,48.220001220703125
2020-04-07,48.470001220703125
2020-06-25,48.2599983215332
2020-06-16,48.27000045776367
2019-11-04,48.22999954223633
2020-01-22,47.970001220703125
2019-11-07,47.939998626708984
2020-04-13,47.529998779296875
2019-07-01,48.040000915527344
2019-05-30,47.9900016784668
2018-08-15,48.2599983215332
2018-10-18,48.369998931884766
2019-03-27,48.2400016784668
2019-01-22,48.68000030517578
2018-12-21,48.970001220703125
2019-09-03,49.290000915527344
2018-11-19,48.599998474121094
2019-08-02,48.63999938964844
2020-01-28,48.310001373291016
2020-04-16,48.349998474121094
2019-11-13,48.15999984741211
2020-01-31,47.790000915527344
2018-12-04,47.52000045776367
2018-11-02,47.33000183105469
2019-07-16,48.0
2018-08-30,48.52000045776367
2018-10-01,48.619998931884766
2019-06-14,48.880001068115234
2019-05-13,48.939998626708984
2019-04-11,49.11000061035156
2019-02-06,47.36000061035156
2019-09-18,48.65999984741211
2020-02-03,49.560001373291016
2020-04-22,50.349998474121094
2019-11-19,50.709999084472656
2020-02-06,50.970001220703125
2019-11-22,51.560001373291016
2019-03-25,51.33000183105469
2019-02-21,51.4900016784668
2018-12-19,51.13999938964844
2018-07-12,50.130001068115234
2018-09-14,49.59000015258789
2018-08-13,49.16999816894531
2018-10-16,49.119998931884766
2019-07-31,48.900001525878906
2019-05-28,48.83000183105469
2019-04-26,47.369998931884766
2020-04-28,46.4900016784668
2019-11-25,46.65999984741211
2020-02-12,46.869998931884766
2020-05-01,47.470001220703125
2020-05-04,47.43000030517578
2019-06-12,47.130001068115234
2019-04-09,47.349998474121094
2019-03-08,47.709999084472656
2019-02-04,47.119998931884766
2018-07-27,46.70000076293945
2018-08-28,47.279998779296875
2019-01-03,46.709999084472656
2019-08-15,46.34000015258789
2018-10-31,46.91999816894531
2019-09-16,48.59000015258789
2020-02-18,48.34000015258789
2020-05-07,48.2400016784668
2018-08-17,48.5
2019-12-04,48.83000183105469
2020-02-21,49.470001220703125
2018-12-17,50.06999969482422
2019-08-30,50.310001373291016
2018-11-15,49.11000061035156
2019-07-29,49.2400016784668
2019-06-27,48.7400016784668
2019-04-24,49.04999923706055
2018-07-10,50.41999816894531
2018-09-12,49.400001525878906
2019-02-19,47.959999084472656
2019-01-18,48.529998779296875
2020-02-24,48.040000915527344
2020-05-13,48.099998474121094
2019-12-10,46.790000915527344
2020-02-27,47.369998931884766
2019-12-13,47.439998626708984
2020-05-19,47.709999084472656
2019-03-06,49.209999084472656
2018-11-30,48.709999084472656
2019-08-13,45.650001525878906
2019-07-12,45.810001373291016
2019-06-10,45.34000015258789
2019-05-09,46.060001373291016
2018-07-25,47.0099983215332
2018-09-27,46.75
2018-10-29,46.40999984741211
2019-10-16,45.529998779296875
2019-12-16,45.439998626708984
2020-03-04,45.75
2020-05-22,45.47999954223633
2019-10-01,43.86000061035156
2019-12-19,42.68000030517578
2018-09-10,42.400001525878906
2019-05-24,43.459999084472656
2018-08-09,44.7400016784668
2019-04-22,44.84000015258789
2019-03-21,44.45000076293945
2019-01-16,44.40999984741211
2019-08-28,45.25
2018-11-13,46.470001220703125
2018-10-12,47.20000076293945
2019-06-25,46.61000061035156
2020-03-10,46.880001068115234
2020-05-28,47.369998931884766
2019-10-07,47.619998931884766
2020-03-13,47.40999984741211
2019-10-10,48.04999923706055
2020-03-16,47.810001373291016
2020-06-03,48.869998931884766
2018-11-28,48.65999984741211
2018-09-25,48.83000183105469
2018-07-23,48.869998931884766
2018-08-24,49.45000076293945
2019-07-10,49.209999084472656
2019-05-07,49.189998626708984
2019-04-05,49.599998474121094
2019-03-04,50.06999969482422
2019-01-31,50.290000915527344
2019-09-12,50.380001068115234
2019-12-31,50.88999938964844
2020-03-19,50.970001220703125
2020-01-03,50.16999816894531
