Dates,HPE
2019-12-12,12.602731704711914
2020-05-18,12.59308910369873
2019-09-27,13.065571784973145
2020-03-03,12.91129207611084
2020-05-21,12.612373352050781
2019-05-14,12.920933723449707
2018-08-31,12.400238990783691
2018-07-30,12.226675033569336
2018-10-02,12.342384338378906
2019-04-12,12.641300201416016
2019-03-11,12.477377891540527
2019-02-07,12.602731704711914
2019-07-17,12.776296615600586
2019-09-19,12.294172286987305
2019-10-21,12.477377891540527
2019-12-18,12.467737197875977
2020-03-06,12.892006874084473
2019-10-03,13.190923690795898
2020-03-09,13.325919151306152
2020-05-27,13.007716178894043
2019-12-24,13.258420944213867
2020-03-12,13.885181427001953
2018-12-20,14.049104690551758
2019-08-01,14.415518760681152
2018-08-14,14.661332130432129
2018-07-13,14.933378219604492
2018-10-17,14.923661231994629
2019-05-29,14.884799003601074
2019-03-26,14.690479278564453
2019-02-22,14.564172744750977
2019-10-04,14.321274757385254
2019-11-05,14.428150177001953
2019-12-27,14.020081520080566
2020-06-02,13.99093246459961
2019-12-30,13.845193862915039
2020-03-18,14.175536155700684
2020-06-05,14.214399337768555
2019-07-15,14.573887825012207
2018-12-03,14.739060401916504
2019-06-13,14.233831405639648
2019-01-04,14.029796600341797
2018-08-29,14.088092803955078
2019-02-05,13.99093246459961
2018-11-01,13.942354202270508
2019-08-16,13.456558227539062
2019-04-10,13.670307159423828
2019-09-17,13.709171295166016
2019-10-15,13.942354202270508
2020-01-02,14.525308609008789
2020-06-08,14.709912300109863
2019-10-18,14.661332130432129
2020-03-24,14.777922630310059
2020-06-11,14.913947105407715
2020-01-08,15.516334533691406
2019-04-25,15.496901512145996
2019-07-30,15.564913749694824
2019-02-20,15.438605308532715
2018-07-11,15.700935363769531
2018-09-13,15.96326732635498
2018-10-15,15.992413520812988
2019-06-28,15.846673965454102
2018-12-18,15.94383430480957
2018-11-16,16.03127670288086
2019-10-02,16.177017211914062
2020-03-27,16.351903915405273
2020-01-10,16.458778381347656
2019-10-24,16.69196128845215
2020-03-30,16.934858322143555
2020-06-17,16.964004516601562
2020-01-14,16.847415924072266
2020-04-02,16.74053955078125
2019-01-02,16.546222686767578
2019-08-14,16.74053955078125
2018-10-30,16.789119720458984
2019-06-11,16.9445743560791
2019-05-10,16.6336669921875
2019-04-08,16.59480094909668
2018-08-27,16.6336669921875
2018-07-26,16.95429039001465
2018-09-28,15.516334533691406
2019-03-07,15.48718547821045
2019-10-30,15.38031005859375
2020-01-17,15.312299728393555
2020-06-23,15.166560173034668
2020-04-08,15.292867660522461
2020-06-26,15.477470397949219
2019-03-22,15.458038330078125
2019-01-17,15.438605308532715
2019-08-29,15.507135391235352
2018-11-14,15.536503791809082
2019-06-26,16.05536651611328
2018-09-11,15.693142890930176
2018-07-09,15.742091178894043
2018-08-10,15.507135391235352
2019-04-23,15.575664520263672
2019-09-30,15.409236907958984
2020-01-23,15.252598762512207
2019-11-08,15.507135391235352
2020-04-14,15.585453987121582
2019-11-11,15.624613761901855
2020-01-29,15.565874099731445
2020-04-17,15.448395729064941
2018-07-24,15.526714324951172
2018-09-26,15.8302001953125
2019-05-08,15.438606262207031
2019-03-05,15.389657020568848
2019-02-01,15.3113374710083
2018-12-31,15.428816795349121
2018-11-29,15.340706825256348
2019-08-12,15.144909858703613
2019-07-11,15.22322940826416
2019-09-13,15.213438987731934
2019-11-14,15.16448974609375
2020-04-20,15.438606262207031
2020-02-04,14.782686233520508
2020-04-23,14.586888313293457
2018-12-14,14.714156150817871
2019-08-27,14.841424942016602
2018-08-08,14.449830055236816
2018-10-11,14.214874267578125
2018-11-12,14.312771797180176
2019-07-26,14.116974830627441
2019-06-24,14.116974830627441
2019-05-23,13.637271881103516
2019-03-20,13.842859268188477
2019-01-15,14.116974830627441
2019-11-20,14.577098846435547
2020-02-07,14.606468200683594
2020-02-10,14.43025016784668
2020-04-29,14.459620475769043
2019-11-26,14.55751895904541
2020-02-13,14.714156150817871
2019-01-30,14.391091346740723
2018-08-23,14.136554718017578
2018-09-24,14.077816009521484
2018-11-27,14.165925025939941
2018-10-26,14.165925025939941
2019-07-09,13.882018089294434
2019-06-07,13.421895027160645
2019-05-06,13.049880027770996
2019-04-04,12.765974998474121
2019-09-11,12.315641403198242
2019-11-29,12.521228790283203
2020-05-05,12.61912727355957
2019-12-02,12.325431823730469
2020-02-19,12.002366065979004
2020-05-08,11.542242050170898
2019-05-21,11.73803997039795
2019-03-18,10.905901908874512
2018-09-07,11.400725364685059
2018-08-06,10.46056079864502
2018-10-09,9.02557373046875
2019-02-14,9.757911682128906
2018-12-12,8.26354694366455
2019-07-24,8.184374809265137
2019-09-26,8.441681861877441
2019-10-28,9.015677452087402
2019-12-05,8.540647506713867
2020-05-11,7.748929977416992
2019-07-03,8.847436904907227
2020-02-25,9.292778968811035
2020-05-14,10.420974731445312
2020-02-28,9.7183256149292
2019-08-08,9.945944786071777
2019-06-05,9.609465599060059
2018-07-20,9.48081111907959
2018-08-21,9.282881736755371
2018-10-24,9.203710556030273
2019-04-02,9.728222846984863
2019-03-01,9.559982299804688
2019-01-28,10.124080657958984
2018-12-27,10.420974731445312
2019-09-09,10.252735137939453
2020-03-02,10.252735137939453
2020-05-20,9.421432495117188
2019-12-17,9.223503112792969
2020-03-05,9.609465599060059
2019-02-12,9.26308822631836
2019-01-11,8.956298828125
2018-12-10,8.936505317687988
2019-08-23,9.17402172088623
2018-11-08,9.431328773498535
2019-07-22,9.559982299804688
2019-06-20,9.698533058166504
2018-09-05,10.203253746032715
2019-04-17,9.955842018127441
2019-09-24,9.38184642791748
2019-12-20,9.282881736755371
2020-05-26,9.31257152557373
2019-04-30,9.253192901611328
2019-12-23,9.48081111907959
2020-03-11,10.143874168395996
2020-05-29,9.629257202148438
2019-12-26,9.38184642791748
2020-06-01,8.985987663269043
2019-05-02,9.075056076049805
2019-02-27,9.015677452087402
2018-11-23,9.886566162109375
2019-08-06,9.93604850769043
2018-07-18,10.173563003540039
2018-09-20,10.252735137939453
2018-10-22,9.075056076049805
2019-07-05,9.322467803955078
2019-06-03,9.658947944641113
2019-10-09,9.490707397460938
2019-10-11,9.609465599060059
2020-03-17,9.658947944641113
2020-06-04,9.846980094909668
2019-10-14,10.232942581176758
2020-03-20,10.371492385864258
2018-11-06,10.994969367980957
2019-06-18,11.470000267028809
2019-05-17,11.020000457763672
2019-04-15,10.699999809265137
2019-03-14,9.75
2019-01-09,10.149999618530273
2018-08-02,10.210000038146973
2018-10-05,10.40999984741211
2019-08-21,10.039999961853027
2019-10-17,10.140000343322754
2020-03-23,9.819999694824219
2020-06-10,9.710000038146973
2019-02-25,9.670000076293945
2020-01-07,9.270000457763672
2020-03-26,9.470000267028809
2019-10-23,9.5
