Dates,HPE
2018-06-20,15.149999618530273
2018-06-21,15.420000076293945
2018-06-25,15.239999771118164
2018-06-22,15.069999694824219
2018-06-26,15.170000076293945
2018-06-27,14.720000267028809
2018-06-28,14.710000038146973
2018-06-29,14.609999656677246
2018-07-02,14.800000190734863
2018-07-03,14.770000457763672
2018-07-05,14.819999694824219
2018-07-16,14.979999542236328
2018-09-18,15.229999542236328
2019-01-24,15.5
2019-09-05,15.100000381469727
2018-11-21,15.390000343322754
2020-01-13,15.489999771118164
2020-04-01,15.640000343322754
2020-06-19,15.65999984741211
2019-10-29,15.930000305175781
2020-01-16,15.640000343322754
2020-06-22,15.470000267028809
2018-10-03,15.470000267028809
2018-07-31,15.300000190734863
2019-03-12,15.479999542236328
2019-02-08,15.6899995803833
2019-01-07,15.59000015258789
2018-12-06,15.449999809265137
2019-08-19,15.4399995803833
2019-07-18,15.449999809265137
2019-05-15,15.550000190734863
2019-09-20,15.979999542236328
2019-11-01,16.010000228881836
2020-04-07,16.1299991607666
2020-06-25,16.15999984741211
2020-06-16,16.110000610351562
2019-11-04,15.850000381469727
2020-01-22,15.65999984741211
2019-11-07,15.989999771118164
2020-04-13,16.030000686645508
2019-07-01,16.270000457763672
2019-05-30,16.670000076293945
2018-08-15,16.719999313354492
2018-10-18,15.779999732971191
2019-03-27,15.819999694824219
2019-01-22,16.100000381469727
2018-12-21,16.200000762939453
2019-09-03,16.450000762939453
2018-11-19,16.739999771118164
2019-08-02,16.709999084472656
2020-01-28,16.790000915527344
2020-04-16,16.530000686645508
2019-11-13,16.670000076293945
2020-01-31,16.59000015258789
2018-12-04,16.520000457763672
2018-11-02,16.530000686645508
2019-07-16,16.40999984741211
2018-08-30,16.450000762939453
2018-10-01,16.399999618530273
2019-06-14,16.540000915527344
2019-05-13,16.579999923706055
2019-04-11,16.280000686645508
2019-02-06,16.549999237060547
2019-09-18,16.639999389648438
2020-02-03,16.8700008392334
2020-04-22,17.020000457763672
2019-11-19,16.920000076293945
2020-02-06,16.549999237060547
2019-11-22,16.510000228881836
2019-03-25,16.280000686645508
2019-02-21,16.309999465942383
2018-12-19,16.18000030517578
2018-07-12,16.530000686645508
2018-09-14,16.75
2018-08-13,16.850000381469727
2018-10-16,16.139999389648438
2019-07-31,15.890000343322754
2019-05-28,15.6899995803833
2019-04-26,15.109999656677246
2020-04-28,14.630000114440918
2019-11-25,15.420000076293945
