Dates,HPE
2019-12-19,5400200.0
2018-09-10,10312200.0
2019-05-24,8150300.0
2018-08-09,8727000.0
2019-04-22,6453800.0
2019-03-21,10865500.0
2019-01-16,11921700.0
2019-08-28,11277100.0
2018-11-13,8027500.0
2018-10-12,12732500.0
2019-06-25,7668100.0
2020-03-10,8556200.0
2020-05-28,6507200.0
2019-10-07,8960300.0
2020-03-13,6786400.0
2019-10-10,12256800.0
2020-03-16,6240000.0
2020-06-03,8935900.0
2018-11-28,9537600.0
2018-09-25,6831400.0
2018-07-23,7087900.0
2018-08-24,17843400.0
2019-07-10,29335800.0
2019-05-07,20884100.0
2019-04-05,7852300.0
2019-03-04,11945800.0
2019-01-31,9152100.0
2019-09-12,9193800.0
2019-12-31,6625700.0
2020-03-19,7159000.0
2020-01-03,6135500.0
2020-06-09,7984700.0
2019-02-15,7940000.0
2019-01-14,13904500.0
2018-07-06,11945600.0
2018-08-07,7968600.0
2018-10-10,11932700.0
2018-12-13,8588900.0
2019-08-26,9809100.0
2019-07-25,15909700.0
2019-05-22,22478500.0
2019-03-19,13110200.0
2020-01-06,10049500.0
2020-03-25,8381300.0
2020-06-12,13489400.0
2019-10-22,21879800.0
2020-01-09,14646300.0
2020-06-15,15853200.0
2019-10-25,6343400.0
2020-03-31,14207900.0
2020-06-18,7801900.0
2019-04-03,11689000.0
2018-08-22,17676400.0
2018-10-25,11306000.0
2019-01-29,10097400.0
2018-12-28,20228300.0
2018-11-26,11519400.0
2019-08-09,15502600.0
2019-07-08,10351700.0
2019-06-06,17721300.0
2019-09-10,12345200.0
2020-01-15,12410800.0
2020-04-03,9274600.0
2019-10-31,7722000.0
2020-04-06,9649400.0
2020-06-24,9937300.0
2018-11-09,10995700.0
2019-07-23,6484600.0
2019-06-21,12210800.0
2019-05-20,9514000.0
2019-04-18,6083900.0
2018-09-06,6414100.0
2018-10-08,5019000.0
2019-02-13,5654600.0
2018-12-11,6985300.0
2019-09-25,5240100.0
2020-01-21,5233300.0
2020-04-09,14190900.0
2019-11-06,9137100.0
2020-01-24,9627200.0
2020-01-27,5423700.0
2020-04-15,10311800.0
2018-12-26,9147100.0
2019-08-07,9782100.0
2019-06-04,11613400.0
2018-09-21,7794900.0
2018-07-19,10384900.0
2018-08-20,6609900.0
2018-10-23,5105200.0
2019-05-03,5138900.0
2019-04-01,5543600.0
2019-02-28,7565500.0
2019-11-12,5554900.0
2020-01-30,7525300.0
2019-11-15,14643500.0
2020-04-21,12346300.0
2019-04-16,9175600.0
2019-03-15,15286000.0
2019-02-11,14153400.0
2019-01-10,16330300.0
2019-08-22,11407900.0
2018-11-07,11137600.0
2018-08-03,8819400.0
2018-09-04,12423700.0
2019-06-19,24819200.0
2019-09-23,16535100.0
2019-11-18,8328800.0
2020-02-05,9041300.0
2020-04-24,13987000.0
2019-03-29,11098000.0
2019-11-21,8911000.0
2020-04-27,8914100.0
2020-02-11,10444300.0
2020-04-30,8912000.0
2019-05-01,8844800.0
2019-02-26,7146300.0
2019-01-25,5917600.0
2018-12-24,7195300.0
2019-09-06,5930300.0
2018-07-17,9903400.0
2018-09-19,8172200.0
2019-08-05,9637200.0
2019-10-08,10038200.0
2019-12-11,15542100.0
2019-11-27,6810300.0
2020-02-14,8223300.0
2020-05-06,8407600.0
2019-01-08,6214500.0
2018-12-07,20533100.0
2019-08-20,10223800.0
2018-11-05,7444700.0
2019-07-19,6049000.0
2018-10-04,6018500.0
2019-06-17,7342700.0
2019-05-16,7482600.0
2018-08-01,7082100.0
2019-03-13,12929500.0
2019-12-03,8061900.0
2020-02-20,4655900.0
2019-12-06,6996500.0
2020-05-12,7100800.0
2019-12-09,8277300.0
2020-02-26,5765000.0
2020-05-15,11954800.0
2019-03-28,8771300.0
2018-09-17,8067900.0
2018-08-16,8822700.0
2018-10-19,6893000.0
2019-04-29,6046500.0
2019-01-23,5362900.0
2019-09-04,8325300.0
2018-11-20,7903700.0
2019-07-02,21673400.0
2019-05-31,15207900.0
2019-12-12,9594600.0
2020-05-18,8026100.0
2019-09-27,10874400.0
2020-03-03,11271600.0
2020-05-21,6964700.0
2019-05-14,11899900.0
2018-08-31,11300900.0
2018-07-30,11024400.0
2018-10-02,10818700.0
2019-04-12,7196200.0
2019-03-11,5084400.0
2019-02-07,7453000.0
2019-07-17,7900700.0
2019-09-19,12131000.0
2019-10-21,8709600.0
2019-12-18,14197700.0
2020-03-06,15022500.0
2019-10-03,11195600.0
2020-03-09,8841100.0
2020-05-27,7907500.0
2019-12-24,6934000.0
2020-03-12,9380500.0
2018-12-20,8599500.0
2019-08-01,12951200.0
2018-08-14,10404700.0
2018-07-13,7938900.0
2018-10-17,8500800.0
2019-05-29,9229000.0
2019-03-26,11458500.0
2019-02-22,7239300.0
2019-10-04,12714800.0
2019-11-05,14516200.0
2019-12-27,19541900.0
2020-06-02,11750000.0
2019-12-30,16093600.0
2020-03-18,8018700.0
2020-06-05,6972100.0
2019-07-15,10224700.0
2018-12-03,11141900.0
2019-06-13,7893900.0
2019-01-04,7444400.0
2018-08-29,5705100.0
2019-02-05,9735000.0
2018-11-01,8194000.0
2019-08-16,11912400.0
2019-04-10,6318600.0
2019-09-17,4448400.0
2019-10-15,6507200.0
2020-01-02,8724200.0
2020-06-08,7585800.0
2019-10-18,5205500.0
2020-03-24,4793500.0
2020-06-11,9987100.0
2020-01-08,19431100.0
2019-04-25,10852100.0
2019-07-30,10984200.0
2019-02-20,8343400.0
2018-07-11,6349000.0
2018-09-13,5537100.0
2018-10-15,6490400.0
2019-06-28,6452200.0
2018-12-18,5724900.0
2018-11-16,6996900.0
2019-10-02,10539600.0
2020-03-27,13439800.0
2020-01-10,12812800.0
2019-10-24,9108800.0
2020-03-30,5901700.0
2020-06-17,5640100.0
2020-01-14,8409400.0
2020-04-02,8627200.0
2019-01-02,11010500.0
2019-08-14,9913400.0
2018-10-30,8227500.0
2019-06-11,9109700.0
2019-05-10,6433900.0
2019-04-08,5434900.0
2018-08-27,6688600.0
2018-07-26,11373800.0
2018-09-28,27706700.0
2019-03-07,8446600.0
2019-10-30,4805700.0
2020-01-17,9736300.0
2020-06-23,6523900.0
2020-04-08,5239400.0
2020-06-26,8002400.0
2019-03-22,5307300.0
2019-01-17,6715500.0
2019-08-29,6885000.0
2018-11-14,6725600.0
2019-06-26,9032500.0
2018-09-11,7430600.0
2018-07-09,6902500.0
2018-08-10,8874700.0
2019-04-23,10688600.0
2019-09-30,10615100.0
2020-01-23,19504300.0
2019-11-08,10093700.0
2020-04-14,2022600.0
2019-11-11,3502100.0
2020-01-29,7395400.0
2020-04-17,10155500.0
2018-07-24,7338500.0
2018-09-26,8601700.0
2019-05-08,7802100.0
2019-03-05,9155300.0
2019-02-01,8548500.0
2018-12-31,7624900.0
2018-11-29,10668500.0
2019-08-12,7536800.0
2019-07-11,10123800.0
2019-09-13,7669100.0
2019-11-14,6933900.0
2020-04-20,6821800.0
2020-02-04,18728200.0
2020-04-23,13327600.0
2018-12-14,12116300.0
2019-08-27,6112100.0
2018-08-08,9582700.0
2018-10-11,11602000.0
2018-11-12,6350800.0
2019-07-26,7123700.0
2019-06-24,6938000.0
2019-05-23,12204300.0
2019-03-20,9186200.0
2019-01-15,8307900.0
2019-11-20,7683700.0
2020-02-07,6328900.0
2020-02-10,6361800.0
2020-04-29,6762800.0
2019-11-26,4978600.0
2020-02-13,7822300.0
2019-01-30,9028500.0
2018-08-23,8115900.0
2018-09-24,5494800.0
2018-11-27,7303100.0
2018-10-26,9141800.0
2019-07-09,8480200.0
2019-06-07,11045100.0
2019-05-06,11244300.0
2019-04-04,10242600.0
2019-09-11,12311300.0
2019-11-29,23358000.0
2020-05-05,15540800.0
2019-12-02,15309400.0
2020-02-19,26220800.0
2020-05-08,17618300.0
2019-05-21,16163800.0
2019-03-18,14914600.0
2018-09-07,14684200.0
2018-08-06,16335600.0
2018-10-09,16073900.0
2019-02-14,13959100.0
2018-12-12,20677100.0
2019-07-24,16205300.0
2019-09-26,16350700.0
2019-10-28,17683900.0
2019-12-05,19963400.0
2020-05-11,12308900.0
2019-07-03,12485900.0
2020-02-25,16421400.0
2020-05-14,13077200.0
2020-02-28,12549000.0
2019-08-08,10077300.0
2019-06-05,9300000.0
2018-07-20,11509900.0
2018-08-21,8233400.0
2018-10-24,6826800.0
2019-04-02,10453600.0
2019-03-01,10484500.0
2019-01-28,5841500.0
2018-12-27,12500600.0
2019-09-09,6937300.0
2020-03-02,8921000.0
2020-05-20,16451900.0
2019-12-17,11236200.0
2020-03-05,9960300.0
2019-02-12,8651400.0
2019-01-11,7682100.0
2018-12-10,9059000.0
2019-08-23,8468600.0
2018-11-08,9376500.0
2019-07-22,6455000.0
2019-06-20,8553000.0
2018-09-05,10508100.0
2019-04-17,8169100.0
2019-09-24,6454100.0
2019-12-20,6867500.0
2020-05-26,5361900.0
2019-04-30,8741200.0
2019-12-23,7816100.0
2020-03-11,7173500.0
2020-05-29,7775700.0
2019-12-26,8668300.0
2020-06-01,9420800.0
2019-05-02,8108800.0
2019-02-27,6691300.0
2018-11-23,11822800.0
2019-08-06,8220800.0
2018-07-18,7696000.0
2018-09-20,11153900.0
2018-10-22,28856500.0
2019-07-05,22433200.0
2019-06-03,14601600.0
2019-10-09,16005300.0
2019-10-11,23840800.0
2020-03-17,11042300.0
2020-06-04,10944300.0
2019-10-14,11925600.0
2020-03-20,13596000.0
2018-11-06,16560200.0
2019-06-18,17123900.0
2019-05-17,13803600.0
2019-04-15,12908400.0
2019-03-14,21903500.0
2019-01-09,14444900.0
2018-08-02,15890400.0
2018-10-05,12433400.0
2019-08-21,15293100.0
2019-10-17,13211300.0
2020-03-23,26732700.0
2020-06-10,11991600.0
2019-02-25,16645400.0
2020-01-07,16171700.0
2020-03-26,14374000.0
2019-10-23,13084400.0
