Dates,HPE
2018-06-20,15.949999809265137
2018-06-21,15.199999809265137
2018-06-25,15.489999771118164
2018-06-22,15.170000076293945
2018-06-26,15.109999656677246
2018-06-27,15.220000267028809
2018-06-28,14.710000038146973
2018-06-29,14.770000457763672
2018-07-02,14.5
2018-07-03,14.789999961853027
2018-07-05,14.800000190734863
2018-07-16,14.880000114440918
2018-09-18,15.039999961853027
2019-01-24,15.239999771118164
2019-09-05,15.3100004196167
2018-11-21,15.149999618530273
2020-01-13,15.34000015258789
2020-04-01,15.449999809265137
2020-06-19,15.59000015258789
2019-10-29,15.6899995803833
2020-01-16,15.930000305175781
2020-06-22,15.59000015258789
2018-10-03,15.40999984741211
2018-07-31,15.609999656677246
2019-03-12,15.239999771118164
2019-02-08,15.489999771118164
2019-01-07,15.760000228881836
2018-12-06,15.579999923706055
2019-08-19,15.449999809265137
2019-07-18,15.420000076293945
2019-05-15,15.350000381469727
2019-09-20,15.609999656677246
2019-11-01,15.930000305175781
2020-04-07,16.049999237060547
2020-06-25,16.139999389648438
2020-06-16,16.139999389648438
2019-11-04,15.979999542236328
2020-01-22,15.850000381469727
2019-11-07,15.699999809265137
2020-04-13,15.859999656677246
2019-07-01,16.1200008392334
2019-05-30,16.25
2018-08-15,16.739999771118164
2018-10-18,16.469999313354492
2019-03-27,15.760000228881836
2019-01-22,15.8100004196167
2018-12-21,16.15999984741211
2019-09-03,16.3700008392334
2018-11-19,16.530000686645508
2019-08-02,17.030000686645508
2020-01-28,16.739999771118164
2020-04-16,16.770000457763672
2019-11-13,16.420000076293945
2020-01-31,16.690000534057617
2018-12-04,16.559999465942383
2018-11-02,16.489999771118164
2019-07-16,16.540000915527344
2018-08-30,16.280000686645508
2018-10-01,16.389999389648438
2019-06-14,16.5
2019-05-13,16.549999237060547
2019-04-11,16.579999923706055
2019-02-06,16.309999465942383
2019-09-18,16.56999969482422
2020-02-03,16.700000762939453
2020-04-22,16.950000762939453
2019-11-19,17.0
2020-02-06,16.8700008392334
2019-11-22,16.59000015258789
2019-03-25,16.6299991607666
2019-02-21,16.25
2018-12-19,16.3700008392334
2018-07-12,16.139999389648438
2018-09-14,16.540000915527344
2018-08-13,16.790000915527344
2018-10-16,16.809999465942383
2019-07-31,16.06999969482422
2019-05-28,15.869999885559082
2019-04-26,15.649999618530273
2020-04-28,15.0600004196167
2019-11-25,14.920000076293945
2020-02-12,15.420000076293945
2020-05-01,15.449999809265137
2020-05-04,15.59000015258789
2019-06-12,15.399999618530273
2019-04-09,15.350000381469727
2019-03-08,15.539999961853027
2019-02-04,15.529999732971191
2018-07-27,15.630000114440918
2018-08-28,15.199999809265137
2019-01-03,14.970000267028809
2019-08-15,14.800000190734863
2018-10-31,14.569999694824219
2019-09-16,15.140000343322754
2020-02-18,15.239999771118164
2020-05-07,15.829999923706055
2018-08-17,15.890000343322754
2019-12-04,15.930000305175781
2020-02-21,16.030000686645508
2018-12-17,16.190000534057617
2019-08-30,16.1299991607666
2018-11-15,15.579999923706055
2019-07-29,15.3100004196167
2019-06-27,15.479999542236328
2019-04-24,15.069999694824219
2018-07-10,15.279999732971191
2018-09-12,15.100000381469727
2019-02-19,14.600000381469727
2019-01-18,14.640000343322754
2020-02-24,14.5600004196167
2020-05-13,14.720000267028809
2019-12-10,14.789999961853027
2020-02-27,15.180000305175781
2019-12-13,15.399999618530273
2020-05-19,15.09000015258789
2019-03-06,15.260000228881836
2018-11-30,15.420000076293945
2019-08-13,14.8100004196167
2019-07-12,15.970000267028809
2019-06-10,14.619999885559082
2019-05-09,14.579999923706055
2018-07-25,14.960000038146973
2018-09-27,14.649999618530273
2018-10-29,14.350000381469727
2019-10-16,14.170000076293945
2019-12-16,13.710000038146973
2020-03-04,13.59000015258789
2020-05-22,13.079999923706055
2019-10-01,12.65999984741211
2019-12-19,12.460000038146973
2018-09-10,12.34000015258789
2019-05-24,12.6899995803833
2018-08-09,13.210000038146973
2019-04-22,13.170000076293945
2019-03-21,12.949999809265137
2019-01-16,13.279999732971191
2019-08-28,13.510000228881836
2018-11-13,13.819999694824219
2018-10-12,14.1899995803833
2019-06-25,13.880000114440918
2020-03-10,13.989999771118164
2020-05-28,14.039999961853027
2019-10-07,14.109999656677246
2020-03-13,14.210000038146973
2019-10-10,13.770000457763672
2020-03-16,14.260000228881836
2020-06-03,14.380000114440918
2018-11-28,14.65999984741211
2018-09-25,14.520000457763672
2018-07-23,14.479999542236328
2018-08-24,14.9399995803833
2019-07-10,15.109999656677246
2019-05-07,15.75
2019-04-05,15.479999542236328
2019-03-04,15.470000267028809
2019-01-31,15.6899995803833
2019-09-12,15.729999542236328
2019-12-31,15.789999961853027
2020-03-19,15.9399995803833
2020-01-03,15.90999984741211
2020-06-09,15.65999984741211
2019-02-15,15.90999984741211
2019-01-14,16.010000228881836
2018-07-06,16.100000381469727
2018-08-07,15.90999984741211
2018-10-10,16.110000610351562
2018-12-13,16.030000686645508
2019-08-26,16.100000381469727
2019-07-25,16.110000610351562
2019-05-22,16.5
2019-03-19,16.350000381469727
2020-01-06,16.729999542236328
2020-03-25,16.75
2020-06-12,16.600000381469727
2019-10-22,16.540000915527344
2020-01-09,16.450000762939453
2020-06-15,16.09000015258789
2019-10-25,16.110000610351562
2020-03-31,15.859999656677246
2020-06-18,15.520000457763672
2019-04-03,15.640000343322754
2018-08-22,15.350000381469727
2018-10-25,15.380000114440918
2019-01-29,15.59000015258789
2018-12-28,15.65999984741211
2018-11-26,16.0
2019-08-09,15.899999618530273
2019-07-08,15.869999885559082
2019-06-06,15.890000343322754
2019-09-10,15.800000190734863
2020-01-15,15.300000190734863
2020-04-03,15.1899995803833
2019-10-31,15.359999656677246
2020-04-06,15.350000381469727
2020-06-24,15.420000076293945
2018-11-09,15.550000190734863
2019-07-23,15.930000305175781
2019-06-21,16.020000457763672
2019-05-20,15.899999618530273
2019-04-18,16.010000228881836
2018-09-06,16.139999389648438
2018-10-08,16.1200008392334
2019-02-13,15.970000267028809
2018-12-11,16.18000030517578
2019-09-25,16.389999389648438
2020-01-21,16.360000610351562
2020-04-09,16.5
