Dates,HPE
2018-06-20,15.989999771118164
2018-06-21,15.489999771118164
2018-06-25,15.520000457763672
2018-06-22,15.229999542236328
2018-06-26,15.550000190734863
2018-06-27,15.25
2018-06-28,14.770000457763672
2018-06-29,14.850000381469727
2018-07-02,14.84000015258789
2018-07-03,14.920000076293945
2018-07-05,14.84000015258789
2018-07-16,15.050000190734863
2018-09-18,15.3149995803833
2019-01-24,15.53499984741211
2019-09-05,15.350000381469727
2018-11-21,15.470000267028809
2020-01-13,15.529999732971191
2020-04-01,15.649999618530273
2020-06-19,15.800000190734863
2019-10-29,15.949999809265137
2020-01-16,16.155000686645508
2020-06-22,15.614999771118164
2018-10-03,15.550000190734863
2018-07-31,15.664999961853027
2019-03-12,15.489999771118164
2019-02-08,15.770000457763672
2019-01-07,15.890000343322754
2018-12-06,15.640000343322754
2019-08-19,15.550000190734863
2019-07-18,15.609999656677246
2019-05-15,15.569999694824219
2019-09-20,16.0
2019-11-01,16.045000076293945
2020-04-07,16.229999542236328
2020-06-25,16.290000915527344
2020-06-16,16.225000381469727
2019-11-04,16.084999084472656
2020-01-22,15.970000267028809
2019-11-07,16.020000457763672
2020-04-13,16.09000015258789
2019-07-01,16.389999389648438
2019-05-30,16.795000076293945
2018-08-15,16.959999084472656
2018-10-18,16.469999313354492
2019-03-27,15.920000076293945
2019-01-22,16.459999084472656
2018-12-21,16.309999465942383
2019-09-03,16.639999389648438
2018-11-19,16.799999237060547
2019-08-02,17.59000015258789
2020-01-28,17.079999923706055
2020-04-16,16.770000457763672
2019-11-13,16.71500015258789
2020-01-31,16.700000762939453
2018-12-04,16.6200008392334
2018-11-02,16.799999237060547
2019-07-16,16.549999237060547
2018-08-30,16.479999542236328
2018-10-01,16.469999313354492
2019-06-14,16.729999542236328
2019-05-13,16.65999984741211
2019-04-11,16.68000030517578
2019-02-06,16.68000030517578
2019-09-18,16.700000762939453
2020-02-03,16.979999542236328
2020-04-22,17.270000457763672
2019-11-19,17.024999618530273
2020-02-06,16.96500015258789
2019-11-22,16.719999313354492
2019-03-25,16.6299991607666
2019-02-21,16.43000030517578
2018-12-19,16.520000457763672
