Dates,OIL
2007-02-12,36.380001068115234
2007-02-13,36.70000076293945
2007-02-15,36.349998474121094
2007-02-14,36.0
2007-02-16,36.45000076293945
2007-02-20,35.84000015258789
2007-02-21,36.880001068115234
2007-02-22,37.290000915527344
2007-02-23,37.599998474121094
2007-02-26,37.58000183105469
2007-02-27,37.849998474121094
2007-03-28,37.7599983215332
2007-11-07,38.0
2007-09-04,37.97999954223633
2007-08-03,36.9900016784668
2008-04-15,37.029998779296875
2008-05-21,37.810001373291016
2008-08-08,37.880001068115234
2008-08-11,37.56999969482422
2008-01-25,36.40999984741211
2007-05-14,36.650001525878906
2007-04-12,36.0
2007-12-24,36.13999938964844
2007-09-19,36.130001068115234
2008-04-30,35.72999954223633
2007-07-17,35.66999816894531
2007-06-15,35.83000183105469
2008-02-26,36.65999984741211
2008-05-27,37.150001525878906
2008-08-14,37.560001373291016
2008-05-30,37.439998626708984
2008-08-20,38.630001068115234
2007-08-01,39.41999816894531
2008-03-12,39.599998474121094
2007-03-26,39.599998474121094
2007-05-29,38.75
2007-04-27,38.41999816894531
2008-01-08,38.470001220703125
2007-12-07,38.02000045776367
2007-11-05,37.04999923706055
2007-10-04,37.20000076293945
2008-05-15,37.849998474121094
2008-06-05,38.099998474121094
2008-08-26,37.79999923706055
2007-10-19,37.790000915527344
2007-09-17,36.880001068115234
2007-08-16,36.52000045776367
2008-04-28,36.63999938964844
2007-04-10,37.599998474121094
2007-03-09,37.790000915527344
2007-06-13,37.61000061035156
2008-03-27,37.91999816894531
2008-01-23,38.06999969482422
2007-11-20,38.0
2008-06-11,37.790000915527344
2008-08-29,36.75
2007-12-05,36.31999969482422
2007-10-02,36.189998626708984
2007-04-25,35.31999969482422
2007-08-31,35.689998626708984
2007-07-30,35.630001068115234
2008-04-11,35.619998931884766
2007-06-28,35.709999084472656
2008-03-10,35.849998474121094
2008-02-07,35.97999954223633
2008-05-13,35.66999816894531
2008-06-23,36.70000076293945
2007-07-13,36.970001220703125
2008-03-25,37.349998474121094
2008-02-22,37.04999923706055
2007-12-20,36.810001373291016
2007-05-10,36.619998931884766
2007-03-07,36.34000015258789
2007-06-11,35.79999923706055
2007-10-17,35.56999969482422
2007-08-14,35.790000915527344
2008-05-28,36.380001068115234
2008-06-26,37.060001373291016
2007-05-31,36.86000061035156
2008-07-02,36.91999816894531
2007-08-29,37.56999969482422
2008-04-09,36.90999984741211
2007-06-26,36.77000045776367
2008-02-05,36.599998474121094
2008-01-04,37.029998779296875
2007-03-22,37.72999954223633
2007-05-25,37.959999084472656
2007-04-23,38.45000076293945
2007-12-03,38.77000045776367
2007-11-01,38.43000030517578
2008-07-08,38.529998779296875
2007-12-18,38.400001525878906
2007-11-16,38.369998931884766
2007-10-15,37.95000076293945
2007-09-13,38.43000030517578
2008-04-24,38.95000076293945
2007-07-11,39.25
2008-02-20,39.38999938964844
2007-03-05,39.369998931884766
2007-05-08,40.02000045776367
2008-06-27,40.400001525878906
2008-07-11,40.349998474121094
2008-07-14,40.40999984741211
2008-03-06,40.380001068115234
2007-05-23,40.7599983215332
2008-01-02,40.9900016784668
2007-03-20,41.119998931884766
2007-10-30,41.54999923706055
2007-09-28,41.63999938964844
2007-08-27,42.04999923706055
2007-07-26,42.150001525878906
2008-04-07,41.439998626708984
2008-05-09,40.86000061035156
2008-07-23,42.04999923706055
2007-09-11,42.63999938964844
2007-04-04,42.599998474121094
2007-06-07,42.70000076293945
2007-08-10,43.25
2008-04-22,43.56999969482422
2007-07-09,42.779998779296875
2008-01-17,42.599998474121094
2007-11-14,41.0
2008-06-25,40.15999984741211
2008-08-28,40.41999816894531
2008-07-29,39.869998931884766
2007-11-29,39.630001068115234
2007-05-21,40.400001525878906
2007-04-19,40.060001373291016
2007-09-26,41.119998931884766
2007-07-24,39.810001373291016
2007-06-22,40.11000061035156
2008-03-04,39.5
2008-02-01,39.720001220703125
2007-12-31,39.02000045776367
2008-05-07,38.86000061035156
2008-08-01,39.599998474121094
2008-08-04,40.04999923706055
2008-08-07,40.16999816894531
2008-01-15,40.97999954223633
2007-12-14,41.0
2007-04-02,41.33000183105469
2007-03-01,41.84000015258789
2007-05-04,42.220001220703125
2007-06-05,43.0
2007-11-12,42.7599983215332
2007-10-11,43.630001068115234
2007-08-08,43.61000061035156
2008-03-19,44.5
2008-05-23,44.599998474121094
2008-08-13,44.7400016784668
2007-08-23,44.95000076293945
2008-04-03,45.880001068115234
2007-06-20,45.95000076293945
2008-01-30,46.36000061035156
2007-04-17,46.630001068115234
2007-03-16,46.20000076293945
2007-11-27,45.20000076293945
2007-10-26,46.18000030517578
2007-09-24,47.060001373291016
2008-05-05,47.400001525878906
2008-05-29,46.0099983215332
2008-03-14,45.5
2008-08-19,45.790000915527344
2008-06-04,46.349998474121094
2008-08-22,46.220001220703125
