Dates,OIL
2007-02-12,35.380001068115234
2007-02-13,35.7400016784668
2007-02-15,35.29999923706055
2007-02-14,34.7599983215332
2007-02-16,35.619998931884766
2007-02-20,35.18000030517578
2007-02-21,35.5099983215332
2007-02-22,36.43000030517578
2007-02-23,36.959999084472656
2007-02-26,37.0
2007-02-27,36.7599983215332
2007-03-28,36.779998779296875
2007-11-07,37.08000183105469
2007-09-04,37.38999938964844
2007-08-03,36.349998474121094
2008-04-15,36.52000045776367
2008-05-21,37.029998779296875
2008-08-08,37.31999969482422
2008-08-11,36.65999984741211
2008-01-25,35.66999816894531
2007-05-14,35.599998474121094
2007-04-12,35.5
2007-12-24,35.470001220703125
2007-09-19,34.939998626708984
2008-04-30,35.25
2007-07-17,35.11000061035156
2007-06-15,35.13999938964844
2008-02-26,36.040000915527344
2008-05-27,36.70000076293945
2008-08-14,37.02000045776367
2008-05-30,36.97999954223633
2008-08-20,37.790000915527344
2007-08-01,38.29999923706055
2008-03-12,38.900001525878906
2007-03-26,38.79999923706055
2007-05-29,38.040000915527344
2007-04-27,37.81999969482422
2008-01-08,37.869998931884766
2007-12-07,36.52000045776367
2007-11-05,36.709999084472656
2007-10-04,36.650001525878906
2008-05-15,37.150001525878906
2008-06-05,37.619998931884766
2008-08-26,37.11000061035156
2007-10-19,36.7400016784668
2007-09-17,36.2400016784668
2007-08-16,35.970001220703125
2008-04-28,36.04999923706055
2007-04-10,36.560001373291016
2007-03-09,36.63999938964844
2007-06-13,36.90999984741211
2008-03-27,37.040000915527344
2008-01-23,37.0
2007-11-20,37.45000076293945
2008-06-11,36.720001220703125
2008-08-29,36.04999923706055
2007-12-05,35.869998931884766
2007-10-02,35.25
2007-04-25,34.779998779296875
2007-08-31,35.0
2007-07-30,34.70000076293945
2008-04-11,35.02000045776367
2007-06-28,35.290000915527344
2008-03-10,35.38999938964844
2008-02-07,35.470001220703125
2008-05-13,35.16999816894531
2008-06-23,35.599998474121094
2007-07-13,36.54999923706055
2008-03-25,36.380001068115234
2008-02-22,36.43000030517578
2007-12-20,36.2400016784668
2007-05-10,35.56999969482422
2007-03-07,35.79999923706055
2007-06-11,34.849998474121094
2007-10-17,35.279998779296875
2007-08-14,34.810001373291016
2008-05-28,35.7599983215332
2008-06-26,36.2400016784668
2007-05-31,36.41999816894531
2008-07-02,36.41999816894531
2007-08-29,36.75
2008-04-09,35.970001220703125
2007-06-26,36.060001373291016
2008-02-05,36.220001220703125
2008-01-04,36.2599983215332
2007-03-22,37.20000076293945
2007-05-25,37.529998779296875
2007-04-23,37.650001525878906
2007-12-03,38.060001373291016
2007-11-01,37.43000030517578
2008-07-08,37.7400016784668
2007-12-18,38.0
2007-11-16,37.41999816894531
2007-10-15,37.41999816894531
2007-09-13,37.11000061035156
2008-04-24,38.45000076293945
2007-07-11,38.7599983215332
2008-02-20,38.560001373291016
2007-03-05,39.04999923706055
2007-05-08,39.20000076293945
2008-06-27,40.0099983215332
2008-07-11,39.7599983215332
2008-07-14,39.810001373291016
2008-03-06,40.040000915527344
2007-05-23,39.84000015258789
2008-01-02,40.5099983215332
2007-03-20,40.720001220703125
2007-10-30,40.65999984741211
2007-09-28,41.0099983215332
2007-08-27,41.470001220703125
2007-07-26,41.7400016784668
2008-04-07,41.150001525878906
2008-05-09,40.279998779296875
2008-07-23,40.63999938964844
2007-09-11,41.2400016784668
2007-04-04,41.630001068115234
2007-06-07,42.060001373291016
2007-08-10,42.400001525878906
2008-04-22,42.130001068115234
2007-07-09,42.25
2008-01-17,41.540000915527344
2007-11-14,39.61000061035156
2008-06-25,39.369998931884766
2008-08-28,39.86000061035156
2008-07-29,38.79999923706055
2007-11-29,38.779998779296875
2007-05-21,39.400001525878906
2007-04-19,39.59000015258789
2007-09-26,40.20000076293945
2007-07-24,38.900001525878906
2007-06-22,39.61000061035156
2008-03-04,38.709999084472656
2008-02-01,38.349998474121094
2007-12-31,38.16999816894531
2008-05-07,38.459999084472656
2008-08-01,38.83000183105469
2008-08-04,39.06999969482422
2008-08-07,39.619998931884766
2008-01-15,40.25
2007-12-14,40.4900016784668
2007-04-02,41.04999923706055
2007-03-01,41.0
2007-05-04,41.619998931884766
2007-06-05,41.970001220703125
2007-11-12,42.130001068115234
2007-10-11,42.04999923706055
2007-08-08,42.88999938964844
2008-03-19,43.650001525878906
2008-05-23,44.189998626708984
2008-08-13,44.060001373291016
2007-08-23,44.0
2008-04-03,44.689998626708984
2007-06-20,45.22999954223633
2008-01-30,45.4900016784668
2007-04-17,45.650001525878906
2007-03-16,45.599998474121094
2007-11-27,44.779998779296875
2007-10-26,44.5
2007-09-24,46.09000015258789
2008-05-05,46.13999938964844
2008-05-29,45.220001220703125
2008-03-14,44.7599983215332
2008-08-19,45.16999816894531
2008-06-04,44.95000076293945
2008-08-22,45.66999816894531
2007-10-09,44.470001220703125
2007-09-07,44.939998626708984
2007-08-06,45.33000183105469
2008-04-18,46.4900016784668
2007-07-05,46.90999984741211
2008-03-17,47.91999816894531
2007-05-02,48.83000183105469
2008-02-14,49.09000015258789
2007-12-12,49.599998474121094
2008-05-20,49.470001220703125
2008-08-25,48.79999923706055
2008-06-10,48.75
2008-01-28,48.68000030517578
2007-12-27,50.56999969482422
2007-10-24,52.0
2007-08-21,52.70000076293945
2007-03-14,51.540000915527344
2007-05-17,52.2400016784668
2007-06-18,52.93000030517578
2007-07-20,53.9900016784668
2008-04-01,53.939998626708984
2008-02-29,55.0
2008-06-13,54.349998474121094
2008-01-10,54.689998626708984
2008-06-16,54.540000915527344
2008-06-19,53.75
2008-04-16,51.720001220703125
2007-07-03,52.279998779296875
2008-02-12,52.61000061035156
2008-01-11,54.16999816894531
2007-12-10,54.13999938964844
2007-11-08,55.5
2007-03-29,56.0
2007-06-01,56.41999816894531
2007-04-30,56.09000015258789
2007-09-05,54.779998779296875
2007-03-12,52.5
2007-04-13,52.56999969482422
2007-10-22,51.369998931884766
2007-09-20,50.709999084472656
2007-07-18,50.84000015258789
2008-02-27,50.47999954223633
2007-05-15,50.65999984741211
2007-11-23,50.70000076293945
2008-05-01,50.650001525878906
2008-06-02,51.540000915527344
2008-07-01,52.900001525878906
2008-01-09,53.58000183105469
2007-03-27,52.88999938964844
2007-05-30,52.279998779296875
2007-11-06,51.97999954223633
2007-10-05,52.65999984741211
2007-08-02,52.97999954223633
2008-04-14,53.38999938964844
2008-03-13,53.93000030517578
2008-05-16,55.18000030517578
2008-06-17,56.0
2008-07-07,55.93000030517578
2008-07-10,55.2599983215332
2007-07-16,57.029998779296875
2008-03-28,57.470001220703125
2008-02-25,56.70000076293945
2007-04-11,55.15999984741211
