Dates,OIL
2007-02-12,35.599998474121094
2007-02-13,36.29999923706055
2007-02-15,35.560001373291016
2007-02-14,35.56999969482422
2007-02-16,36.34000015258789
2007-02-20,35.779998779296875
2007-02-21,36.599998474121094
2007-02-22,36.9900016784668
2007-02-23,37.119998931884766
2007-02-26,37.459999084472656
2007-02-27,36.79999923706055
2007-03-28,37.619998931884766
2007-11-07,37.650001525878906
2007-09-04,37.52000045776367
2007-08-03,36.529998779296875
2008-04-15,36.95000076293945
2008-05-21,37.68000030517578
2008-08-08,37.56999969482422
2008-08-11,36.709999084472656
2008-01-25,36.06999969482422
2007-05-14,35.779998779296875
2007-04-12,35.880001068115234
2007-12-24,35.5099983215332
2007-09-19,35.31999969482422
2008-04-30,35.560001373291016
2007-07-17,35.38999938964844
2007-06-15,35.59000015258789
2008-02-26,36.619998931884766
2008-05-27,36.91999816894531
2008-08-14,37.369998931884766
2008-05-30,37.380001068115234
2008-08-20,37.95000076293945
2007-08-01,39.2400016784668
2008-03-12,39.0
2007-03-26,39.08000183105469
2007-05-29,38.31999969482422
2007-04-27,38.279998779296875
2008-01-08,37.9900016784668
2007-12-07,36.75
2007-11-05,36.81999969482422
2007-10-04,36.810001373291016
2008-05-15,37.77000045776367
2008-06-05,37.75
2008-08-26,37.45000076293945
2007-10-19,36.790000915527344
2007-09-17,36.689998626708984
2007-08-16,36.029998779296875
2008-04-28,36.54999923706055
2007-04-10,37.470001220703125
2007-03-09,36.869998931884766
2007-06-13,37.56999969482422
2008-03-27,37.25
2008-01-23,37.869998931884766
2007-11-20,37.5
2008-06-11,36.880001068115234
2008-08-29,36.31999969482422
2007-12-05,36.09000015258789
2007-10-02,35.34000015258789
2007-04-25,35.22999954223633
2007-08-31,35.54999923706055
2007-07-30,35.099998474121094
2008-04-11,35.349998474121094
2007-06-28,35.619998931884766
2008-03-10,35.5
2008-02-07,35.88999938964844
2008-05-13,35.529998779296875
2008-06-23,36.70000076293945
2007-07-13,36.650001525878906
2008-03-25,37.189998626708984
2008-02-22,36.54999923706055
2007-12-20,36.63999938964844
2007-05-10,35.79999923706055
2007-03-07,36.310001373291016
2007-06-11,35.310001373291016
2007-10-17,35.34000015258789
2007-08-14,35.790000915527344
2008-05-28,36.22999954223633
2008-06-26,36.810001373291016
2007-05-31,36.59000015258789
2008-07-02,36.779998779296875
2007-08-29,37.29999923706055
2008-04-09,36.060001373291016
2007-06-26,36.650001525878906
2008-02-05,36.290000915527344
2008-01-04,36.81999969482422
2007-03-22,37.58000183105469
2007-05-25,37.88999938964844
2007-04-23,38.33000183105469
2007-12-03,38.349998474121094
2007-11-01,37.970001220703125
2008-07-08,37.939998626708984
2007-12-18,38.22999954223633
2007-11-16,38.20000076293945
2007-10-15,37.54999923706055
2007-09-13,38.13999938964844
2008-04-24,38.5
2007-07-11,38.97999954223633
2008-02-20,39.34000015258789
2007-03-05,39.290000915527344
2007-05-08,39.7400016784668
2008-06-27,40.209999084472656
2008-07-11,39.880001068115234
2008-07-14,40.220001220703125
2008-03-06,40.15999984741211
2007-05-23,40.209999084472656
2008-01-02,40.91999816894531
2007-03-20,40.95000076293945
2007-10-30,40.90999984741211
2007-09-28,41.54999923706055
2007-08-27,42.04999923706055
