Dates,OIL
2007-02-12,36.27000045776367
2007-02-13,36.70000076293945
2007-02-15,36.119998931884766
2007-02-14,35.70000076293945
2007-02-16,35.84000015258789
2007-02-20,35.400001525878906
2007-02-21,35.880001068115234
2007-02-22,36.650001525878906
2007-02-23,37.380001068115234
2007-02-26,37.349998474121094
2007-02-27,36.90999984741211
2007-03-28,37.20000076293945
2007-11-07,37.400001525878906
2007-09-04,37.849998474121094
2007-08-03,36.81999969482422
2008-04-15,36.83000183105469
2008-05-21,37.20000076293945
2008-08-08,37.880001068115234
2008-08-11,37.56999969482422
2008-01-25,36.380001068115234
2007-05-14,36.25
2007-04-12,35.810001373291016
2007-12-24,36.099998474121094
2007-09-19,35.869998931884766
2008-04-30,35.5
2007-07-17,35.5
2007-06-15,35.349998474121094
2008-02-26,36.13999938964844
2008-05-27,36.97999954223633
2008-08-14,37.560001373291016
2008-05-30,37.09000015258789
2008-08-20,38.130001068115234
2007-08-01,38.4900016784668
2008-03-12,39.150001525878906
2007-03-26,39.119998931884766
2007-05-29,38.75
2007-04-27,38.04999923706055
2008-01-08,38.40999984741211
2007-12-07,37.880001068115234
2007-11-05,36.79999923706055
2007-10-04,36.72999954223633
2008-05-15,37.349998474121094
2008-06-05,38.04999923706055
2008-08-26,37.70000076293945
2007-10-19,37.650001525878906
2007-09-17,36.59000015258789
2007-08-16,36.5099983215332
2008-04-28,36.119998931884766
2007-04-10,36.75
2007-03-09,37.5
2007-06-13,37.22999954223633
2008-03-27,37.400001525878906
2008-01-23,37.04999923706055
2007-11-20,37.79999923706055
2008-06-11,37.400001525878906
2008-08-29,36.75
2007-12-05,36.150001525878906
2007-10-02,36.150001525878906
2007-04-25,35.0
2007-08-31,35.22999954223633
2007-07-30,35.560001373291016
2008-04-11,35.54999923706055
2007-06-28,35.58000183105469
2008-03-10,35.849998474121094
2008-02-07,35.5
2008-05-13,35.650001525878906
2008-06-23,35.599998474121094
2007-07-13,36.79999923706055
2008-03-25,36.79999923706055
2008-02-22,37.04999923706055
2007-12-20,36.5
2007-05-10,36.5
2007-03-07,36.099998474121094
2007-06-11,35.79999923706055
2007-10-17,35.400001525878906
2007-08-14,35.150001525878906
2008-05-28,35.88999938964844
2008-06-26,36.29999923706055
2007-05-31,36.560001373291016
2008-07-02,36.56999969482422
2007-08-29,36.880001068115234
2008-04-09,36.5
2007-06-26,36.29999923706055
2008-02-05,36.5
2008-01-04,36.290000915527344
2007-03-22,37.20000076293945
2007-05-25,37.720001220703125
2007-04-23,37.79999923706055
2007-12-03,38.34000015258789
2007-11-01,38.349998474121094
2008-07-08,38.45000076293945
2007-12-18,38.20000076293945
2007-11-16,37.439998626708984
2007-10-15,37.95000076293945
2007-09-13,37.20000076293945
2008-04-24,38.599998474121094
2007-07-11,38.79999923706055
2008-02-20,38.7400016784668
2007-03-05,39.25
2007-05-08,39.93000030517578
2008-06-27,40.220001220703125
2008-07-11,40.150001525878906
2008-07-14,39.810001373291016
2008-03-06,40.20000076293945
2007-05-23,40.630001068115234
2008-01-02,40.599998474121094
2007-03-20,40.900001525878906
2007-10-30,41.349998474121094
2007-09-28,41.16999816894531
2007-08-27,41.83000183105469
2007-07-26,42.04999923706055
2008-04-07,41.34000015258789
2008-05-09,40.599998474121094
2008-07-23,40.79999923706055
2007-09-11,42.5099983215332
2007-04-04,41.65999984741211
2007-06-07,42.70000076293945
2007-08-10,42.58000183105469
2008-04-22,42.900001525878906
2007-07-09,42.25
2008-01-17,42.599998474121094
2007-11-14,41.0
2008-06-25,39.70000076293945
2008-08-28,39.900001525878906
2008-07-29,38.79999923706055
2007-11-29,38.849998474121094
2007-05-21,40.20000076293945
2007-04-19,40.060001373291016
2007-09-26,40.33000183105469
2007-07-24,39.70000076293945
2007-06-22,39.849998474121094
2008-03-04,39.290000915527344
2008-02-01,39.349998474121094
2007-12-31,38.95000076293945
2008-05-07,38.79999923706055
2008-08-01,38.83000183105469
2008-08-04,39.349998474121094
2008-08-07,40.09000015258789
2008-01-15,40.25
2007-12-14,40.79999923706055
2007-04-02,41.27000045776367
2007-03-01,41.209999084472656
2007-05-04,41.75
2007-06-05,42.599998474121094
2007-11-12,42.400001525878906
2007-10-11,42.04999923706055
2007-08-08,43.0
2008-03-19,43.7599983215332
2008-05-23,44.439998626708984
2008-08-13,44.45000076293945
2007-08-23,44.119998931884766
2008-04-03,44.900001525878906
2007-06-20,45.75
2008-01-30,45.70000076293945
2007-04-17,46.25
2007-03-16,45.970001220703125
2007-11-27,44.90999984741211
2007-10-26,45.5
2007-09-24,46.2599983215332
2008-05-05,47.36000061035156
2008-05-29,46.0
2008-03-14,45.0099983215332
2008-08-19,45.5
2008-06-04,45.15999984741211
2008-08-22,46.040000915527344
2007-10-09,45.45000076293945
2007-09-07,44.939998626708984
2007-08-06,45.36000061035156
2008-04-18,46.5
2007-07-05,47.0
2008-03-17,48.11000061035156
2007-05-02,49.25
2008-02-14,49.849998474121094
2007-12-12,49.83000183105469
2008-05-20,50.0
2008-08-25,49.2599983215332
2008-06-10,49.5099983215332
2008-01-28,48.90999984741211
2007-12-27,50.849998474121094
2007-10-24,52.79999923706055
2007-08-21,52.970001220703125
2007-03-14,52.91999816894531
2007-05-17,52.54999923706055
2007-06-18,54.040000915527344
2007-07-20,54.20000076293945
2008-04-01,54.040000915527344
2008-02-29,55.29999923706055
2008-06-13,56.060001373291016
2008-01-10,56.0099983215332
2008-06-16,54.599998474121094
2008-06-19,54.470001220703125
2008-04-16,53.689998626708984
2007-07-03,52.279998779296875
2008-02-12,53.43000030517578
2008-01-11,54.36000061035156
2007-12-10,54.849998474121094
2007-11-08,55.75
2007-03-29,56.040000915527344
2007-06-01,56.529998779296875
2007-04-30,57.65999984741211
2007-09-05,55.25
2007-03-12,55.119998931884766
2007-04-13,53.33000183105469
2007-10-22,51.849998474121094
2007-09-20,51.08000183105469
2007-07-18,51.2400016784668
2008-02-27,52.11000061035156
2007-05-15,50.70000076293945
2007-11-23,51.63999938964844
2008-05-01,51.79999923706055
2008-06-02,51.869998931884766
2008-07-01,53.0
2008-01-09,54.90999984741211
2007-03-27,53.5
2007-05-30,53.650001525878906
2007-11-06,52.810001373291016
2007-10-05,52.849998474121094
2007-08-02,53.04999923706055
2008-04-14,53.75
2008-03-13,54.029998779296875
2008-05-16,55.18000030517578
2008-06-17,56.45000076293945
2008-07-07,56.75
2008-07-10,56.2400016784668
2007-07-16,57.099998474121094
2008-03-28,58.18000030517578
2008-02-25,57.25
2007-04-11,57.400001525878906
2007-06-14,56.619998931884766
2008-01-24,56.08000183105469
2008-04-29,55.22999954223633
2007-11-21,54.369998931884766
2007-09-18,54.619998931884766
2007-08-17,54.15999984741211
2008-07-16,53.310001373291016
2007-10-03,53.400001525878906
2007-07-31,52.849998474121094
2007-04-26,50.619998931884766
2008-03-11,51.0099983215332
2007-06-29,51.52000045776367
2008-02-08,53.2599983215332
2008-01-07,52.58000183105469
2007-12-06,53.150001525878906
2008-05-14,54.060001373291016
2008-07-17,53.099998474121094
2008-07-22,53.310001373291016
2008-07-25,52.2599983215332
2007-08-15,51.779998779296875
2007-11-19,52.029998779296875
2007-10-18,50.720001220703125
2008-01-22,52.380001068115234
2007-03-08,54.13999938964844
2007-05-11,54.650001525878906
2007-04-09,54.33000183105469
2007-06-12,55.220001220703125
2007-12-21,56.5
2008-03-26,57.56999969482422
2008-07-28,57.779998779296875
2007-07-02,58.029998779296875
2008-07-31,58.029998779296875
2007-06-27,57.959999084472656
2008-04-10,58.13999938964844
2007-12-04,59.09000015258789
2007-03-23,59.060001373291016
2007-04-24,60.09000015258789
2007-11-02,60.70000076293945
2007-10-01,60.560001373291016
2008-02-06,59.560001373291016
2007-08-30,61.290000915527344
2008-05-12,61.63999938964844
2008-08-06,61.869998931884766
2008-05-22,63.5
2007-10-16,63.9900016784668
2007-09-14,64.98999786376953
2007-08-13,64.51000213623047
2007-07-12,62.5
2008-03-24,62.959999084472656
2008-02-21,62.77000045776367
2008-04-25,59.27000045776367
2007-03-06,60.189998626708984
2007-05-09,59.880001068115234
2007-12-19,60.81999969482422
2008-08-12,63.119998931884766
2008-08-15,63.11000061035156
2008-08-18,62.880001068115234
2008-01-03,59.36000061035156
2007-10-31,59.93000030517578
2007-08-28,61.540000915527344
2007-07-27,62.650001525878906
2008-04-08,64.05999755859375
2008-03-07,64.30999755859375
2007-03-21,64.7300033569336
2007-05-24,66.22000122070312
2007-06-25,65.01000213623047
2008-02-04,65.93000030517578
2008-06-03,67.5
2008-08-21,67.69999694824219
2008-06-06,68.58999633789062
2007-05-07,67.61000061035156
2007-04-05,69.37000274658203
2007-07-10,69.55000305175781
2007-06-08,70.0999984741211
2008-02-19,69.3499984741211
2008-01-18,70.45999908447266
2007-12-17,71.18000030517578
2007-11-15,69.80999755859375
2007-09-12,69.44999694824219
2008-04-23,67.4000015258789
2008-08-27,67.66999816894531
2008-06-12,70.68000030517578
2007-09-27,71.9800033569336
2007-05-22,73.05999755859375
2007-03-19,73.83999633789062
2007-04-20,75.37999725341797
2007-07-25,74.80000305175781
2008-03-05,74.16000366210938
2007-11-30,74.97000122070312
2007-10-29,75.55999755859375
2008-05-08,76.18000030517578
2008-06-09,76.01000213623047
2008-06-18,76.83000183105469
2007-11-13,77.61000061035156
2007-03-02,80.1500015258789
2007-04-03,80.11000061035156
2007-06-06,78.18000030517578
2007-10-12,76.12999725341797
2007-09-10,77.44000244140625
2007-08-09,76.30000305175781
2008-04-21,76.55999755859375
2008-03-20,75.80999755859375
2008-01-16,73.95999908447266
2008-06-24,74.01000213623047
2008-03-03,80.31999969482422
2008-01-31,81.55999755859375
2007-04-18,81.5
2007-06-21,80.19000244140625
2007-11-28,80.08999633789062
2007-09-25,80.68000030517578
2007-08-24,83.18000030517578
2007-07-23,80.0
2008-04-04,80.56999969482422
2008-05-06,82.0
2008-06-30,80.97000122070312
2008-07-03,80.8499984741211
2007-08-07,81.7300033569336
2007-07-06,81.68000030517578
2008-03-18,82.0999984741211
2008-02-15,84.36000061035156
2007-02-28,85.58000183105469
2007-05-03,85.72000122070312
2007-06-04,84.30999755859375
2008-01-14,86.5199966430664
2007-12-13,84.83999633789062
2007-10-10,82.77999877929688
2008-07-09,82.0199966430664
2007-11-26,82.4000015258789
2007-10-25,87.58999633789062
2007-08-22,86.91999816894531
2008-04-02,87.44000244140625
2007-05-18,82.5199966430664
2007-03-15,80.3499984741211
2007-04-16,78.02999877929688
2007-06-19,77.6500015258789
2008-01-29,77.58999633789062
2007-12-28,75.51000213623047
2008-07-15,74.48999786376953
2008-02-11,74.06999969482422
2008-07-18,73.68000030517578
2008-07-21,73.83999633789062
2008-02-13,72.55999755859375
2007-12-11,75.55000305175781
2007-11-09,73.54000091552734
2007-10-08,73.98999786376953
2007-09-06,71.31999969482422
2007-03-30,71.05000305175781
2007-05-01,71.7300033569336
2008-04-17,70.23999786376953
2008-05-19,68.66000366210938
2008-06-20,68.38999938964844
2008-07-24,67.58999633789062
2007-08-20,68.72000122070312
2007-07-19,67.33999633789062
2008-03-31,68.5
2008-02-28,67.0999984741211
2007-12-26,69.0
2007-10-23,71.30999755859375
2007-03-13,71.43000030517578
2007-05-16,68.19999694824219
2007-09-21,69.3499984741211
2008-05-02,70.87000274658203
2008-07-30,71.5999984741211
2008-08-05,70.3499984741211
