Dates,PSA
2018-06-20,217.13999938964844
2018-06-21,218.27000427246094
2018-06-25,221.8000030517578
2018-06-22,225.35000610351562
2018-06-26,225.8300018310547
2018-06-27,228.99000549316406
2018-06-28,226.7899932861328
2018-06-29,228.05999755859375
2018-07-02,226.86000061035156
2018-07-03,226.5800018310547
2018-07-05,229.42999267578125
2018-07-16,233.14999389648438
2018-09-18,232.38999938964844
2019-01-24,230.3300018310547
2019-09-05,230.16000366210938
2018-11-21,230.25999450683594
2020-01-13,229.94000244140625
2020-04-01,226.0
2020-06-19,226.13999938964844
2019-10-29,219.55999755859375
2020-01-16,219.13999938964844
2020-06-22,222.4600067138672
2018-10-03,221.66000366210938
2018-07-31,220.36000061035156
2019-03-12,219.97000122070312
2019-02-08,220.75999450683594
2019-01-07,219.97000122070312
2018-12-06,216.27999877929688
2019-08-19,215.30999755859375
2019-07-18,211.00999450683594
2019-05-15,201.0500030517578
2019-09-20,210.8000030517578
2019-11-01,213.97999572753906
2020-04-07,215.83999633789062
2020-06-25,216.9199981689453
2020-06-16,217.50999450683594
2019-11-04,215.19000244140625
2020-01-22,214.72999572753906
2019-11-07,214.9199981689453
2020-04-13,216.36000061035156
2019-07-01,219.1300048828125
2019-05-30,221.5500030517578
2018-08-15,223.47000122070312
2018-10-18,222.3300018310547
2019-03-27,215.52000427246094
2019-01-22,211.0
2018-12-21,211.6699981689453
2019-09-03,213.9199981689453
2018-11-19,213.02000427246094
2019-08-02,214.7899932861328
2020-01-28,212.8000030517578
2020-04-16,212.0
2019-11-13,212.91000366210938
2020-01-31,212.63999938964844
2018-12-04,216.00999450683594
2018-11-02,213.50999450683594
2019-07-16,210.72000122070312
2018-08-30,208.9199981689453
2018-10-01,208.24000549316406
2019-06-14,210.5
2019-05-13,209.2899932861328
2019-04-11,206.8699951171875
2019-02-06,208.3300018310547
2019-09-18,205.77999877929688
2020-02-03,204.47000122070312
2020-04-22,204.69000244140625
2019-11-19,204.27999877929688
2020-02-06,202.61000061035156
2019-11-22,202.85000610351562
2019-03-25,201.49000549316406
2019-02-21,199.75999450683594
2018-12-19,202.2100067138672
2018-07-12,199.69000244140625
2018-09-14,200.58999633789062
2018-08-13,196.41000366210938
2018-10-16,198.14999389648438
2019-07-31,199.2100067138672
2019-05-28,201.4499969482422
2019-04-26,200.5500030517578
2020-04-28,199.8800048828125
2019-11-25,196.1999969482422
2020-02-12,196.33999633789062
2020-05-01,198.4600067138672
2020-05-04,199.08999633789062
2019-06-12,198.10000610351562
2019-04-09,198.4499969482422
2019-03-08,200.49000549316406
2019-02-04,196.35000610351562
2018-07-27,198.13999938964844
2018-08-28,199.86000061035156
2019-01-03,201.97999572753906
2019-08-15,202.1699981689453
2018-10-31,206.0
2019-09-16,208.1999969482422
2020-02-18,205.8300018310547
2020-05-07,206.0
2018-08-17,199.3699951171875
2019-12-04,201.9199981689453
2020-02-21,203.5
2018-12-17,202.8800048828125
2019-08-30,205.22999572753906
2018-11-15,206.8800048828125
2019-07-29,207.75999450683594
2019-06-27,208.9499969482422
2019-04-24,208.42999267578125
2018-07-10,207.14999389648438
2018-09-12,211.6999969482422
2019-02-19,212.85000610351562
2019-01-18,210.33999633789062
2020-02-24,208.89999389648438
2020-05-13,208.1699981689453
2019-12-10,207.05999755859375
2020-02-27,208.3300018310547
2019-12-13,210.36000061035156
2020-05-19,212.80999755859375
2019-03-06,213.25
2018-11-30,212.5500030517578
2019-08-13,211.0500030517578
2019-07-12,215.67999267578125
2019-06-10,214.25999450683594
2019-05-09,213.02999877929688
2018-07-25,211.07000732421875
2018-09-27,202.25
2018-10-29,199.1199951171875
2019-10-16,203.50999450683594
2019-12-16,200.64999389648438
2020-03-04,203.86000061035156
2020-05-22,202.64999389648438
2019-10-01,203.88999938964844
2019-12-19,203.0500030517578
2018-09-10,196.75
2019-05-24,200.39999389648438
2018-08-09,202.86000061035156
2019-04-22,202.19000244140625
2019-03-21,200.89999389648438
2019-01-16,195.1199951171875
2019-08-28,198.42999267578125
2018-11-13,196.39999389648438
2018-10-12,195.57000732421875
2019-06-25,200.60000610351562
2020-03-10,198.6300048828125
2020-05-28,200.99000549316406
2019-10-07,200.8300018310547
2020-03-13,201.3000030517578
2019-10-10,203.38999938964844
2020-03-16,203.97000122070312
2020-06-03,205.0
2018-11-28,203.3699951171875
2018-09-25,201.13999938964844
2018-07-23,202.22999572753906
2018-08-24,202.83999633789062
2019-07-10,205.9499969482422
2019-05-07,208.5399932861328
2019-04-05,209.63999938964844
2019-03-04,210.07000732421875
2019-01-31,212.52999877929688
2019-09-12,208.97999572753906
2019-12-31,209.17999267578125
2020-03-19,209.50999450683594
2020-01-03,208.5399932861328
2020-06-09,209.72999572753906
2019-02-15,210.0399932861328
2019-01-14,210.22999572753906
2018-07-06,207.3000030517578
2018-08-07,208.30999755859375
2018-10-10,208.97999572753906
2018-12-13,208.0
2019-08-26,207.80999755859375
2019-07-25,203.10000610351562
2019-05-22,200.8300018310547
2019-03-19,201.36000061035156
2020-01-06,201.92999267578125
2020-03-25,203.1999969482422
2020-06-12,209.50999450683594
2019-10-22,211.0399932861328
2020-01-09,212.52999877929688
2020-06-15,211.5800018310547
2019-10-25,213.4499969482422
2020-03-31,213.83999633789062
2020-06-18,214.52999877929688
2019-04-03,214.72999572753906
2018-08-22,217.52000427246094
2018-10-25,218.74000549316406
2019-01-29,219.75
2018-12-28,218.61000061035156
2018-11-26,217.32000732421875
2019-08-09,215.5399932861328
2019-07-08,217.8300018310547
2019-06-06,218.77999877929688
2019-09-10,222.44000244140625
2020-01-15,222.6300048828125
2020-04-03,221.00999450683594
2019-10-31,220.1199951171875
2020-04-06,219.66000366210938
2020-06-24,219.02000427246094
2018-11-09,217.35000610351562
2019-07-23,218.5500030517578
2019-06-21,219.27000427246094
2019-05-20,219.49000549316406
2019-04-18,217.57000732421875
2018-09-06,218.4199981689453
2018-10-08,220.08999633789062
2019-02-13,220.3800048828125
2018-12-11,219.55999755859375
2019-09-25,219.11000061035156
2020-01-21,222.00999450683594
2020-04-09,220.63999938964844
2019-11-06,217.91000366210938
2020-01-24,217.02000427246094
2020-01-27,216.89999389648438
2020-04-15,215.0
2018-12-26,216.75999450683594
2019-08-07,217.3300018310547
2019-06-04,217.57000732421875
2018-09-21,218.67999267578125
2018-07-19,217.41000366210938
2018-08-20,220.9499969482422
2018-10-23,222.57000732421875
2019-05-03,227.5
2019-04-01,225.0
2019-02-28,226.88999938964844
2019-11-12,225.8300018310547
2020-01-30,222.8000030517578
2019-11-15,223.47999572753906
2020-04-21,224.8699951171875
2019-04-16,228.1199951171875
2019-03-15,227.57000732421875
2019-02-11,228.32000732421875
2019-01-10,228.57000732421875
2019-08-22,230.5
2018-11-07,229.9199981689453
2018-08-03,231.3800048828125
2018-09-04,231.77999877929688
2019-06-19,235.2899932861328
2019-09-23,237.5
2019-11-18,233.83999633789062
2020-02-05,231.6699981689453
2020-04-24,233.30999755859375
2019-03-29,238.1699981689453
2019-11-21,239.0500030517578
2020-04-27,238.82000732421875
2020-02-11,244.5399932861328
2020-04-30,245.8699951171875
2019-05-01,245.39999389648438
2019-02-26,242.6199951171875
2019-01-25,242.00999450683594
2018-12-24,241.72000122070312
2019-09-06,242.14999389648438
2018-07-17,243.91000366210938
2018-09-19,244.92999267578125
2019-08-05,241.25
2019-10-08,243.35000610351562
2019-12-11,241.7899932861328
2019-11-27,241.0
2020-02-14,240.83999633789062
2020-05-06,238.0500030517578
2019-01-08,234.9600067138672
2018-12-07,236.8699951171875
2019-08-20,239.3699951171875
2018-11-05,238.5
2019-07-19,243.61000061035156
2018-10-04,245.0
2019-06-17,245.57000732421875
2019-05-16,247.16000366210938
2018-08-01,248.24000549316406
2019-03-13,248.9600067138672
2019-12-03,249.22000122070312
2020-02-20,249.67999267578125
2019-12-06,249.6999969482422
2020-05-12,250.24000549316406
2019-12-09,247.91000366210938
2020-02-26,249.0
2020-05-15,244.8000030517578
2019-03-28,242.94000244140625
2018-09-17,244.7899932861328
2018-08-16,241.0
2018-10-19,242.4499969482422
2019-04-29,240.42999267578125
2019-01-23,242.74000549316406
2019-09-04,243.99000549316406
2018-11-20,242.69000244140625
2019-07-02,247.3800048828125
2019-05-31,249.57000732421875
2019-12-12,245.02000427246094
2020-05-18,250.1300048828125
2019-09-27,253.3300018310547
2020-03-03,256.70001220703125
2020-05-21,256.5899963378906
2019-05-14,257.8900146484375
2018-08-31,258.9599914550781
2018-07-30,255.8800048828125
2018-10-02,260.0
2019-04-12,259.25
2019-03-11,262.4100036621094
2019-02-07,261.2699890136719
2019-07-17,261.2300109863281
2019-09-19,262.1499938964844
2019-10-21,259.1300048828125
2019-12-18,261.9800109863281
2020-03-06,262.2900085449219
2019-10-03,262.0199890136719
2020-03-09,262.7799987792969
2020-05-27,264.1199951171875
2019-12-24,262.1400146484375
2020-03-12,263.2900085449219
2018-12-20,258.5199890136719
2019-08-01,257.6400146484375
2018-08-14,254.5
2018-07-13,248.22000122070312
2018-10-17,251.7899932861328
2019-05-29,248.4199981689453
2019-03-26,245.4499969482422
2019-02-22,248.0
2019-10-04,251.5500030517578
2019-11-05,251.42999267578125
2019-12-27,250.47999572753906
2020-06-02,247.97000122070312
2019-12-30,246.00999450683594
2020-03-18,248.1999969482422
2020-06-05,246.77999877929688
2019-07-15,246.69000244140625
2018-12-03,245.25999450683594
2019-06-13,242.99000549316406
2019-01-04,241.25999450683594
2018-08-29,242.27999877929688
2019-02-05,246.11000061035156
2018-11-01,245.8300018310547
2019-08-16,246.97000122070312
2019-04-10,246.82000732421875
2019-09-17,247.0500030517578
2019-10-15,246.99000549316406
2020-01-02,246.47999572753906
2020-06-08,245.77000427246094
2019-10-18,242.99000549316406
2020-03-24,242.52000427246094
2020-06-11,240.52000427246094
2020-01-08,241.97999572753906
2019-04-25,244.13999938964844
2019-07-30,241.00999450683594
