Dates,PSA
2018-06-20,757400.0
2018-06-21,1002000.0
2018-06-25,1176300.0
2018-06-22,1137700.0
2018-06-26,1732200.0
2018-06-27,1251500.0
2018-06-28,817700.0
2018-06-29,1237800.0
2018-07-02,710700.0
2018-07-03,578000.0
2018-07-05,717500.0
2018-07-16,933300.0
2018-09-18,1002000.0
2019-01-24,882000.0
2019-09-05,818000.0
2018-11-21,757300.0
2020-01-13,500600.0
2020-04-01,842700.0
2020-06-19,1525100.0
2019-10-29,972900.0
2020-01-16,953100.0
2020-06-22,590900.0
2018-10-03,561800.0
2018-07-31,890500.0
2019-03-12,1085000.0
2019-02-08,853200.0
2019-01-07,1127500.0
2018-12-06,1116300.0
2019-08-19,2450300.0
2019-07-18,2014200.0
2019-05-15,2055000.0
2019-09-20,1604800.0
2019-11-01,790100.0
2020-04-07,680800.0
2020-06-25,857200.0
2020-06-16,675000.0
2019-11-04,526700.0
2020-01-22,499300.0
2019-11-07,670500.0
2020-04-13,831900.0
2019-07-01,710000.0
2019-05-30,1388100.0
2018-08-15,695100.0
2018-10-18,635800.0
2019-03-27,1547100.0
2019-01-22,657200.0
2018-12-21,451800.0
2019-09-03,769900.0
2018-11-19,712700.0
2019-08-02,673000.0
2020-01-28,886200.0
2020-04-16,973000.0
2019-11-13,1090500.0
2020-01-31,805000.0
2018-12-04,715300.0
2018-11-02,972600.0
2019-07-16,867700.0
2018-08-30,699000.0
2018-10-01,759400.0
2019-06-14,843800.0
2019-05-13,1009100.0
2019-04-11,997000.0
2019-02-06,700600.0
2019-09-18,864900.0
2020-02-03,660000.0
2020-04-22,1308200.0
2019-11-19,893800.0
2020-02-06,668500.0
2019-11-22,722600.0
2019-03-25,771800.0
2019-02-21,937400.0
2018-12-19,639600.0
2018-07-12,576500.0
2018-09-14,1166100.0
2018-08-13,879200.0
2018-10-16,1307500.0
2019-07-31,986900.0
2019-05-28,849700.0
2019-04-26,675700.0
2020-04-28,1177800.0
2019-11-25,1154900.0
2020-02-12,669100.0
2020-05-01,840700.0
2020-05-04,742500.0
2019-06-12,807300.0
2019-04-09,1182600.0
2019-03-08,819100.0
2019-02-04,1376000.0
2018-07-27,1066500.0
2018-08-28,776100.0
2019-01-03,1003300.0
2019-08-15,1333400.0
2018-10-31,1984500.0
2019-09-16,1885900.0
2020-02-18,883800.0
2020-05-07,1797700.0
2018-08-17,1212200.0
2019-12-04,1051700.0
2020-02-21,1120800.0
2018-12-17,845700.0
2019-08-30,839700.0
2018-11-15,775100.0
2019-07-29,664200.0
2019-06-27,808000.0
2019-04-24,901900.0
2018-07-10,828100.0
2018-09-12,731200.0
2019-02-19,892900.0
2019-01-18,677700.0
2020-02-24,336600.0
2020-05-13,802500.0
2019-12-10,671000.0
2020-02-27,657600.0
2019-12-13,865100.0
2020-05-19,1703900.0
2019-03-06,1355900.0
2018-11-30,1086200.0
2019-08-13,2026100.0
2019-07-12,1486700.0
2019-06-10,774500.0
2019-05-09,1623000.0
2018-07-25,1619400.0
2018-09-27,2154500.0
2018-10-29,1598700.0
2019-10-16,1642900.0
2019-12-16,1515600.0
2020-03-04,1186900.0
2020-05-22,1364100.0
2019-10-01,2540500.0
2019-12-19,829300.0
2018-09-10,1014400.0
2019-05-24,1036100.0
2018-08-09,1208400.0
2019-04-22,1215100.0
2019-03-21,1222700.0
2019-01-16,1217000.0
2019-08-28,978500.0
2018-11-13,732700.0
2018-10-12,1135600.0
2019-06-25,713100.0
2020-03-10,964500.0
2020-05-28,829100.0
2019-10-07,741300.0
2020-03-13,484500.0
2019-10-10,556900.0
2020-03-16,483100.0
2020-06-03,669700.0
2018-11-28,919400.0
2018-09-25,918200.0
2018-07-23,630800.0
2018-08-24,884500.0
2019-07-10,919200.0
2019-05-07,845200.0
2019-04-05,753800.0
2019-03-04,848300.0
2019-01-31,652900.0
2019-09-12,854700.0
2019-12-31,1139300.0
2020-03-19,868700.0
2020-01-03,1286300.0
2020-06-09,1148300.0
2019-02-15,748400.0
2019-01-14,1013900.0
2018-07-06,608600.0
2018-08-07,454900.0
2018-10-10,641800.0
2018-12-13,774600.0
2019-08-26,898000.0
2019-07-25,1306300.0
2019-05-22,780200.0
2019-03-19,945500.0
2020-01-06,818700.0
2020-03-25,1908600.0
2020-06-12,1813900.0
2019-10-22,1001500.0
2020-01-09,1048100.0
2020-06-15,595000.0
2019-10-25,838400.0
2020-03-31,1025500.0
2020-06-18,1057700.0
2019-04-03,956700.0
2018-08-22,1415900.0
2018-10-25,836100.0
2019-01-29,1518100.0
2018-12-28,1677900.0
2018-11-26,833200.0
2019-08-09,970900.0
2019-07-08,1213900.0
2019-06-06,783000.0
2019-09-10,1197600.0
2020-01-15,739800.0
2020-04-03,1109300.0
2019-10-31,1262100.0
2020-04-06,959500.0
2020-06-24,1043700.0
2018-11-09,777900.0
2019-07-23,695900.0
2019-06-21,577200.0
2019-05-20,734300.0
2019-04-18,679100.0
2018-09-06,604900.0
2018-10-08,791200.0
2019-02-13,563000.0
2018-12-11,450700.0
2019-09-25,553400.0
2020-01-21,513600.0
2020-04-09,685600.0
2019-11-06,673100.0
2020-01-24,866300.0
2020-01-27,920200.0
2020-04-15,1026700.0
2018-12-26,640200.0
2019-08-07,821100.0
2019-06-04,699500.0
2018-09-21,677800.0
