Dates,PSA
2018-06-20,202.9131317138672
2018-06-21,205.986572265625
2018-06-25,209.81214904785156
2018-06-22,209.5242919921875
2018-06-26,212.63494873046875
2018-06-27,210.96351623535156
2018-06-28,212.5699005126953
2018-06-29,210.64784240722656
2018-07-02,210.1649932861328
2018-07-03,213.04347229003906
2018-07-05,216.0797882080078
2018-07-16,215.61550903320312
2018-09-18,213.22915649414062
2019-01-24,214.2227325439453
2019-09-05,213.1641845703125
2018-11-21,213.1177520751953
2020-01-13,211.78065490722656
2020-04-01,209.4221649169922
2020-06-19,204.01808166503906
2019-10-29,203.4795379638672
2020-01-16,206.56228637695312
2020-06-22,206.24655151367188
2018-10-03,204.853759765625
2018-07-31,203.6652374267578
2019-03-12,203.97164916992188
2019-02-08,203.423828125
2019-01-07,199.96966552734375
2018-12-06,199.17112731933594
2019-08-19,202.26315307617188
2019-07-18,201.93817138671875
2019-05-15,195.18771362304688
2019-09-20,198.6882781982422
2019-11-01,200.39678955078125
2020-04-07,201.3531951904297
2020-06-25,201.69674682617188
2020-06-16,200.36892700195312
2019-11-04,199.3846893310547
2020-01-22,199.82110595703125
2019-11-07,200.49891662597656
2020-04-13,203.54452514648438
2019-07-01,205.08590698242188
2019-05-30,207.5929412841797
2018-08-15,206.58087158203125
2018-10-18,205.07659912109375
2019-03-27,195.95840454101562
2019-01-22,196.54335021972656
2018-12-21,198.056884765625
2019-09-03,197.76902770996094
2018-11-19,199.31967163085938
2019-08-02,197.48118591308594
2020-01-28,196.52481079101562
2020-04-16,197.38833618164062
2019-11-13,197.8711700439453
2020-01-31,200.2853546142578
2018-12-04,199.40325927734375
2018-11-02,194.16632080078125
2019-07-16,196.58050537109375
2018-08-30,195.29624938964844
2018-10-01,196.63674926757812
2019-06-14,196.77731323242188
2019-05-13,193.64646911621094
2019-04-11,195.1837921142578
2019-02-06,192.57785034179688
2019-09-18,191.32171630859375
2020-02-03,192.18411254882812
2020-04-22,191.44358825683594
2019-11-19,189.2875518798828
2020-02-06,189.69064331054688
2019-11-22,188.55642700195312
2019-03-25,187.00035095214844
2019-02-21,189.00636291503906
2018-12-19,186.7191619873047
2018-07-12,187.70339965820312
2018-09-14,185.3130340576172
2018-08-13,185.37867736816406
2018-10-16,186.55039978027344
2019-07-31,188.59393310546875
2019-05-28,188.35955810546875
2019-04-26,186.24105834960938
2020-04-28,183.4288787841797
2019-11-25,184.525634765625
2020-02-12,185.8567352294922
2020-05-01,186.64413452148438
2020-05-04,185.72549438476562
2019-06-12,185.73486328125
2019-04-09,187.44093322753906
2019-03-08,184.26316833496094
2019-02-04,185.24742126464844
2018-07-27,188.14398193359375
2018-08-28,189.10011291503906
2019-01-03,188.24710083007812
2019-08-15,193.14028930664062
2018-10-31,194.70571899414062
2019-09-16,192.60595703125
2020-02-18,193.20590209960938
2020-05-07,186.7566375732422
2018-08-17,188.97824096679688
2019-12-04,190.10311889648438
2020-02-21,190.72177124023438
2018-12-17,192.202880859375
2019-08-30,193.4308624267578
2018-11-15,194.80885314941406
