Dates,PSA
2018-06-20,218.52999877929688
2018-06-21,221.83999633789062
2018-06-25,225.9600067138672
2018-06-22,225.64999389648438
2018-06-26,229.0
2018-06-27,227.1999969482422
2018-06-28,228.92999267578125
2018-06-29,226.86000061035156
2018-07-02,226.33999633789062
2018-07-03,229.44000244140625
2018-07-05,232.7100067138672
2018-07-16,232.2100067138672
2018-09-18,229.63999938964844
2019-01-24,230.7100067138672
2019-09-05,229.57000732421875
2018-11-21,229.52000427246094
2020-01-13,228.0800018310547
2020-04-01,225.5399932861328
2020-06-19,219.72000122070312
2019-10-29,219.13999938964844
2020-01-16,222.4600067138672
2020-06-22,222.1199951171875
2018-10-03,220.6199951171875
2018-07-31,219.33999633789062
2019-03-12,219.6699981689453
2019-02-08,219.0800018310547
2019-01-07,215.36000061035156
2018-12-06,214.5
2019-08-19,217.8300018310547
2019-07-18,217.47999572753906
2019-05-15,210.2100067138672
2019-09-20,213.97999572753906
2019-11-01,215.82000732421875
2020-04-07,216.85000610351562
2020-06-25,217.22000122070312
2020-06-16,215.7899932861328
2019-11-04,214.72999572753906
2020-01-22,215.1999969482422
2019-11-07,215.92999267578125
2020-04-13,219.2100067138672
2019-07-01,220.8699951171875
2019-05-30,223.57000732421875
2018-08-15,222.47999572753906
2018-10-18,220.86000061035156
2019-03-27,211.0399932861328
2019-01-22,211.6699981689453
2018-12-21,213.3000030517578
2019-09-03,212.99000549316406
2018-11-19,214.66000366210938
2019-08-02,212.67999267578125
2020-01-28,211.64999389648438
2020-04-16,212.5800018310547
2019-11-13,213.10000610351562
2020-01-31,215.6999969482422
2018-12-04,214.75
2018-11-02,209.11000061035156
2019-07-16,211.7100067138672
2018-08-30,208.33999633789062
2018-10-01,209.77000427246094
2019-06-14,209.9199981689453
2019-05-13,206.5800018310547
2019-04-11,208.22000122070312
2019-02-06,205.44000244140625
2019-09-18,204.10000610351562
2020-02-03,205.02000427246094
2020-04-22,204.22999572753906
2019-11-19,201.92999267578125
2020-02-06,202.36000061035156
2019-11-22,201.14999389648438
2019-03-25,199.49000549316406
2019-02-21,201.6300048828125
2018-12-19,199.19000244140625
2018-07-12,200.24000549316406
2018-09-14,197.69000244140625
2018-08-13,197.75999450683594
2018-10-16,199.00999450683594
2019-07-31,201.19000244140625
2019-05-28,200.94000244140625
2019-04-26,198.67999267578125
2020-04-28,195.67999267578125
2019-11-25,196.85000610351562
2020-02-12,198.27000427246094
2020-05-01,199.11000061035156
2020-05-04,198.1300048828125
2019-06-12,198.13999938964844
2019-04-09,199.9600067138672
2019-03-08,196.57000732421875
2019-02-04,197.6199951171875
2018-07-27,200.7100067138672
2018-08-28,201.72999572753906
2019-01-03,200.82000732421875
2019-08-15,206.0399932861328
2018-10-31,207.7100067138672
2019-09-16,205.47000122070312
2020-02-18,206.11000061035156
2020-05-07,199.22999572753906
2018-08-17,201.60000610351562
2019-12-04,202.8000030517578
2020-02-21,203.4600067138672
2018-12-17,205.0399932861328
2019-08-30,206.35000610351562
2018-11-15,207.82000732421875
2019-07-29,208.3800048828125
2019-06-27,209.1199951171875
2019-04-24,207.35000610351562
2018-07-10,211.3699951171875
2018-09-12,212.05999755859375
2019-02-19,211.22999572753906
2019-01-18,208.6999969482422
2020-02-24,207.66000366210938
2020-05-13,206.66000366210938
2019-12-10,208.61000061035156
2020-02-27,210.3699951171875
2019-12-13,211.86000061035156
2020-05-19,213.25999450683594
2019-03-06,212.4199981689453
2018-11-30,211.80999755859375
2019-08-13,216.22999572753906
2019-07-12,214.13999938964844
2019-06-10,213.94000244140625
2019-05-09,210.74000549316406
2018-07-25,204.2899932861328
2018-09-27,199.0500030517578
2018-10-29,203.47000122070312
2019-10-16,199.57000732421875
2019-12-16,204.13999938964844
2020-03-04,203.25
2020-05-22,202.92999267578125
2019-10-01,203.3000030517578
2019-12-19,196.6699981689453
2018-09-10,200.39999389648438
2019-05-24,201.7100067138672
2018-08-09,201.89999389648438
2019-04-22,202.41000366210938
2019-03-21,195.05999755859375
2019-01-16,198.8000030517578
2019-08-28,196.60000610351562
2018-11-13,196.0500030517578
2018-10-12,199.57000732421875
2019-06-25,198.17999267578125
2020-03-10,200.9199981689453
2020-05-28,200.6999969482422
2019-10-07,200.9499969482422
2020-03-13,204.00999450683594
2019-10-10,204.30999755859375
2020-03-16,204.94000244140625
2020-06-03,203.1300048828125
2018-11-28,201.50999450683594
2018-09-25,201.8300018310547
2018-07-23,202.6300048828125
2018-08-24,205.63999938964844
2019-07-10,208.1999969482422
2019-05-07,210.39999389648438
2019-04-05,210.25
2019-03-04,212.52000427246094
2019-01-31,209.5
2019-09-12,209.17999267578125
2019-12-31,208.97999572753906
2020-03-19,208.5399932861328
2020-01-03,209.83999633789062
2020-06-09,210.57000732421875
2019-02-15,210.50999450683594
2019-01-14,207.74000549316406
2018-07-06,207.9600067138672
2018-08-07,208.14999389648438
2018-10-10,207.74000549316406
2018-12-13,207.91000366210938
2019-08-26,205.6199951171875
2019-07-25,200.47999572753906
2019-05-22,201.13999938964844
2019-03-19,201.41000366210938
2020-01-06,202.6999969482422
2020-03-25,209.61000061035156
2020-06-12,211.49000549316406
2019-10-22,212.0
2020-01-09,212.35000610351562
2020-06-15,213.14999389648438
2019-10-25,213.2100067138672
2020-03-31,214.1699981689453
2020-06-18,214.32000732421875
2019-04-03,218.83999633789062
2018-08-22,218.27000427246094
2018-10-25,219.13999938964844
2019-01-29,218.57000732421875
2018-12-28,217.6199951171875
2018-11-26,217.75999450683594
2019-08-09,217.47999572753906
2019-07-08,218.85000610351562
2019-06-06,222.02000427246094
2019-09-10,222.1199951171875
2020-01-15,224.24000549316406
2020-04-03,220.22000122070312
2019-10-31,219.1999969482422
2020-04-06,219.0
2020-06-24,217.77999877929688
2018-11-09,218.30999755859375
2019-07-23,219.42999267578125
2019-06-21,218.91000366210938
2019-05-20,217.72000122070312
2019-04-18,218.57000732421875
2018-09-06,218.0
2018-10-08,219.39999389648438
2019-02-13,219.5
2018-12-11,219.63999938964844
2019-09-25,221.75999450683594
2020-01-21,220.5500030517578
2020-04-09,217.44000244140625
2019-11-06,216.69000244140625
2020-01-24,217.4499969482422
2020-01-27,214.35000610351562
2020-04-15,216.0
2018-12-26,218.22000122070312
2019-08-07,216.7899932861328
2019-06-04,218.9499969482422
2018-09-21,217.19000244140625
2018-07-19,221.17999267578125
2018-08-20,222.00999450683594
2018-10-23,226.86000061035156
2019-05-03,226.75
2019-04-01,226.82000732421875
2019-02-28,222.6300048828125
2019-11-12,222.30999755859375
2020-01-30,222.88999938964844
2019-11-15,225.50999450683594
2020-04-21,228.6999969482422
2019-04-16,227.6999969482422
2019-03-15,228.4499969482422
2019-02-11,229.1199951171875
2019-01-10,230.1199951171875
2019-08-22,230.5399932861328
2018-11-07,230.92999267578125
2018-08-03,231.75999450683594
2018-09-04,234.42999267578125
2019-06-19,236.22999572753906
2019-09-23,233.27000427246094
2019-11-18,231.50999450683594
2020-02-05,233.25999450683594
2020-04-24,237.8800048828125
2019-03-29,239.94000244140625
2019-11-21,237.6999969482422
2020-04-27,244.88999938964844
2020-02-11,244.72000122070312
2020-04-30,245.2100067138672
2019-05-01,243.72000122070312
2019-02-26,240.85000610351562
2019-01-25,241.92999267578125
2018-12-24,242.25999450683594
2019-09-06,243.30999755859375
2018-07-17,244.1999969482422
2018-09-19,241.49000549316406
2019-08-05,242.32000732421875
2019-10-08,242.47999572753906
2019-12-11,240.5
2019-11-27,239.86000061035156
2020-02-14,238.4199981689453
2020-05-06,234.1199951171875
2019-01-08,237.0399932861328
2018-12-07,238.1699981689453
2019-08-20,236.4499969482422
2018-11-05,242.50999450683594
2019-07-19,247.58999633789062
2018-10-04,245.22000122070312
2019-06-17,246.63999938964844
2019-05-16,247.50999450683594
2018-08-01,249.57000732421875
2019-03-13,248.6300048828125
2019-12-03,248.67999267578125
2020-02-20,249.6300048828125
2019-12-06,248.97999572753906
2020-05-12,248.72000122070312
2019-12-09,247.5500030517578
2020-02-26,244.0800018310547
2020-05-15,242.61000061035156
2019-03-28,244.27999877929688
2018-09-17,242.2100067138672
2018-08-16,242.10000610351562
2018-10-19,239.42999267578125
2019-04-29,242.75
2019-01-23,243.10000610351562
2019-09-04,242.75999450683594
2018-11-20,246.3699951171875
2019-07-02,249.5399932861328
2019-05-31,245.75
2019-12-12,250.0800018310547
2020-05-18,254.22000122070312
2019-09-27,256.0
2020-03-03,257.04998779296875
2020-05-21,258.69000244140625
2019-05-14,258.2799987792969
2018-08-31,255.63999938964844
2018-07-30,259.95001220703125
2018-10-02,258.7799987792969
2019-04-12,261.05999755859375
2019-03-11,260.5400085449219
2019-02-07,261.05999755859375
2019-07-17,261.8900146484375
2019-09-19,259.5
2019-10-21,261.2900085449219
2019-12-18,262.2300109863281
2020-03-06,261.94000244140625
2019-10-03,262.239990234375
2020-03-09,264.739990234375
2020-05-27,262.1499938964844
