Dates,ROL
2018-06-20,35.313331604003906
2018-06-21,35.099998474121094
2018-06-25,35.20000076293945
2018-06-22,34.91999816894531
2018-06-26,35.14666748046875
2018-06-27,34.913333892822266
2018-06-28,35.11333465576172
2018-06-29,35.2933349609375
2018-07-02,35.45333480834961
2018-07-03,35.50666809082031
2018-07-05,35.473331451416016
2018-07-16,36.186668395996094
2018-09-18,36.753334045410156
2019-01-24,36.7066650390625
2019-09-05,36.98666763305664
2018-11-21,37.30666732788086
2020-01-13,37.40666580200195
2020-04-01,36.95333480834961
2020-06-19,36.753334045410156
2019-10-29,37.02000045776367
2020-01-16,37.20000076293945
2020-06-22,37.34000015258789
2018-10-03,37.6533317565918
2018-07-31,37.439998626708984
2019-03-12,37.3466682434082
2019-02-08,37.459999084472656
2019-01-07,37.63999938964844
2018-12-06,37.22666549682617
2019-08-19,36.926666259765625
2019-07-18,37.400001525878906
2019-05-15,38.13999938964844
2019-09-20,37.813331604003906
2019-11-01,38.14666748046875
2020-04-07,38.13999938964844
2020-06-25,37.6533317565918
2020-06-16,37.66666793823242
2019-11-04,37.78666687011719
2020-01-22,38.086666107177734
2019-11-07,37.96666717529297
2020-04-13,37.85333251953125
2019-07-01,38.233333587646484
2019-05-30,38.33333206176758
2018-08-15,38.426666259765625
2018-10-18,38.6533317565918
2019-03-27,38.746665954589844
2019-01-22,38.77333450317383
2018-12-21,39.15999984741211
2019-09-03,39.68000030517578
2018-11-19,39.98666763305664
2019-08-02,39.973331451416016
2020-01-28,40.1533317565918
2020-04-16,40.14666748046875
2019-11-13,40.3466682434082
2020-01-31,40.40666580200195
2018-12-04,40.880001068115234
2018-11-02,41.22666549682617
2019-07-16,41.526668548583984
2018-08-30,41.959999084472656
2018-10-01,42.53333282470703
2019-06-14,42.6533317565918
2019-05-13,42.573333740234375
2019-04-11,42.400001525878906
2019-02-06,42.926666259765625
2019-09-18,42.66666793823242
2020-02-03,41.90666580200195
2020-04-22,42.186668395996094
2019-11-19,41.67333221435547
2020-02-06,41.68000030517578
2019-11-22,41.36000061035156
2019-03-25,40.32666778564453
2019-02-21,40.52000045776367
2018-12-19,40.66666793823242
2018-07-12,40.03333282470703
2018-09-14,39.893333435058594
2018-08-13,39.47999954223633
2018-10-16,39.87333297729492
2019-07-31,39.58000183105469
2019-05-28,39.81999969482422
2019-04-26,39.313331604003906
2020-04-28,37.813331604003906
2019-11-25,37.63333511352539
2020-02-12,37.813331604003906
2020-05-01,38.393333435058594
2020-05-04,38.63333511352539
2019-06-12,38.4466667175293
2019-04-09,38.30666732788086
2019-03-08,38.36000061035156
2019-02-04,37.926666259765625
2018-07-27,39.119998931884766
2018-08-28,38.29999923706055
2019-01-03,38.22666549682617
2019-08-15,39.073333740234375
2018-10-31,38.893333435058594
2019-09-16,39.939998626708984
2020-02-18,39.586666107177734
2020-05-07,39.78666687011719
2018-08-17,39.7400016784668
2019-12-04,39.733333587646484
2020-02-21,41.09333419799805
2018-12-17,41.3466682434082
2019-08-30,41.38666534423828
2018-11-15,41.0533332824707
2019-07-29,40.439998626708984
2019-06-27,40.38666534423828
2019-04-24,40.69333267211914
2018-07-10,41.3466682434082
2018-09-12,41.32666778564453
2019-02-19,40.973331451416016
2019-01-18,40.766666412353516
2020-02-24,40.36000061035156
2020-05-13,40.746665954589844
2019-12-10,41.20000076293945
2020-02-27,42.37333297729492
2019-12-13,42.65999984741211
2020-05-19,42.80666732788086
2019-03-06,42.79999923706055
2018-11-30,42.9466667175293
2019-08-13,40.893333435058594
2019-07-12,39.61333465576172
2019-06-10,38.36000061035156
2019-05-09,38.970001220703125
2018-07-25,39.040000915527344
2018-09-27,38.279998779296875
2018-10-29,37.709999084472656
2019-10-16,36.66999816894531
2019-12-16,36.38999938964844
2020-03-04,36.65999984741211
2020-05-22,35.470001220703125
2019-10-01,35.86000061035156
2019-12-19,34.650001525878906
2018-09-10,35.220001220703125
2019-05-24,35.84000015258789
2018-08-09,36.11000061035156
2019-04-22,36.25
2019-03-21,35.84000015258789
2019-01-16,35.790000915527344
2019-08-28,36.619998931884766
2018-11-13,37.0099983215332
2018-10-12,37.34000015258789
2019-06-25,38.15999984741211
2020-03-10,38.689998626708984
2020-05-28,38.7400016784668
2019-10-07,38.439998626708984
2020-03-13,38.7599983215332
2019-10-10,38.70000076293945
2020-03-16,38.43000030517578
2020-06-03,38.810001373291016
2018-11-28,39.099998474121094
2018-09-25,37.20000076293945
2018-07-23,37.79999923706055
2018-08-24,38.689998626708984
2019-07-10,38.02000045776367
2019-05-07,37.58000183105469
2019-04-05,37.22999954223633
2019-03-04,37.5099983215332
2019-01-31,37.7599983215332
2019-09-12,37.43000030517578
2019-12-31,37.68000030517578
2020-03-19,37.650001525878906
2020-01-03,37.650001525878906
2020-06-09,37.86000061035156
2019-02-15,38.31999969482422
2019-01-14,39.02000045776367
2018-07-06,39.40999984741211
2018-08-07,39.779998779296875
2018-10-10,40.369998931884766
2018-12-13,40.150001525878906
2019-08-26,39.779998779296875
2019-07-25,39.720001220703125
2019-05-22,39.75
2019-03-19,39.70000076293945
2020-01-06,39.66999816894531
2020-03-25,39.38999938964844
2020-06-12,39.720001220703125
2019-10-22,39.970001220703125
2020-01-09,40.38999938964844
2020-06-15,40.58000183105469
2019-10-25,40.45000076293945
2020-03-31,40.20000076293945
2020-06-18,40.119998931884766
2019-04-03,40.75
2018-08-22,40.88999938964844
2018-10-25,41.099998474121094
2019-01-29,41.20000076293945
2018-12-28,40.970001220703125
2018-11-26,41.02000045776367
2019-08-09,41.11000061035156
2019-07-08,40.77000045776367
2019-06-06,41.150001525878906
2019-09-10,41.0099983215332
2020-01-15,40.83000183105469
2020-04-03,41.08000183105469
2019-10-31,41.33000183105469
2020-04-06,41.75
2020-06-24,41.86000061035156
2018-11-09,42.0099983215332
2019-07-23,42.02000045776367
2019-06-21,42.38999938964844
2019-05-20,42.20000076293945
2019-04-18,41.90999984741211
2018-09-06,41.83000183105469
2018-10-08,41.84000015258789
2019-02-13,41.939998626708984
2018-12-11,42.59000015258789
2019-09-25,42.970001220703125
2020-01-21,43.349998474121094
2020-04-09,43.279998779296875
2019-11-06,43.31999969482422
2020-01-24,43.400001525878906
2020-01-27,43.529998779296875
2020-04-15,43.90999984741211
2018-12-26,41.900001525878906
2019-08-07,39.56999969482422
2019-06-04,39.349998474121094
2018-09-21,39.18000030517578
2018-07-19,39.0
2018-08-20,38.68000030517578
2018-10-23,37.75
2019-05-03,38.22999954223633
2019-04-01,37.68000030517578
2019-02-28,37.400001525878906
2019-11-12,36.97999954223633
2020-01-30,36.630001068115234
2019-11-15,36.540000915527344
2020-04-21,36.0099983215332
2019-04-16,36.36000061035156
2019-03-15,36.40999984741211
2019-02-11,36.91999816894531
2019-01-10,37.290000915527344
2019-08-22,37.060001373291016
2018-11-07,37.61000061035156
2018-08-03,37.90999984741211
2018-09-04,37.27000045776367
2019-06-19,37.279998779296875
2019-09-23,37.290000915527344
2019-11-18,36.97999954223633
2020-02-05,37.779998779296875
2020-04-24,37.90999984741211
2019-03-29,37.939998626708984
2019-11-21,38.0099983215332
2020-04-27,38.209999084472656
2020-02-11,38.13999938964844
2020-04-30,38.810001373291016
2019-05-01,38.869998931884766
2019-02-26,38.33000183105469
2019-01-25,37.90999984741211
2018-12-24,38.060001373291016
2019-09-06,37.779998779296875
2018-07-17,37.970001220703125
2018-09-19,37.93000030517578
2019-08-05,37.93000030517578
2019-10-08,38.2599983215332
