Dates,ROL
2018-06-20,34.270469665527344
2018-06-21,34.26393508911133
2018-06-25,34.25086212158203
2018-06-22,34.07440948486328
2018-06-26,34.015602111816406
2018-06-27,33.85221862792969
2018-06-28,34.29007339477539
2018-06-29,34.361961364746094
2018-07-02,34.71486282348633
2018-07-03,34.52534484863281
2018-07-05,34.727935791015625
2018-07-16,35.25074768066406
2018-09-18,35.93040084838867
2019-01-24,35.943485260009766
2019-09-05,36.002288818359375
2018-11-21,36.492427825927734
2020-01-13,36.10032272338867
2020-04-01,35.96308517456055
2020-06-19,35.897727966308594
2019-10-29,36.27023696899414
2020-01-16,36.27023696899414
2020-06-22,36.51203536987305
2018-10-03,36.62966537475586
2018-07-31,36.21141815185547
2019-03-12,36.492427825927734
2019-02-08,36.65581130981445
2019-01-07,36.47282791137695
2018-12-06,35.61671829223633
2019-08-19,35.90427017211914
2019-07-18,36.62313461303711
2019-05-15,36.98257064819336
2019-09-20,36.83879852294922
2019-11-01,37.172088623046875
2020-04-07,36.83226013183594
2020-06-25,36.760372161865234
2020-06-16,36.68830490112305
2019-11-04,36.8389892578125
2020-01-22,36.793128967285156
2019-11-07,37.17966842651367
2020-04-13,37.13380813598633
2019-07-01,37.454830169677734
2019-05-30,37.467933654785156
2018-08-15,37.65137481689453
2018-10-18,37.80205535888672
2019-03-27,37.89378356933594
2019-01-22,38.08377456665039
2018-12-21,38.372039794921875
2019-09-03,38.9813232421875
2018-11-19,39.02718734741211
2019-08-02,39.145111083984375
2020-01-28,39.328556060791016
2020-04-16,39.36130905151367
2019-11-13,39.636474609375
2020-01-31,39.58406066894531
2018-12-04,40.049217224121094
2018-11-02,40.311275482177734
2019-07-16,40.73712921142578
2018-08-30,41.038490295410156
2018-10-01,41.58881378173828
2019-06-14,41.74605178833008
2019-05-13,41.549503326416016
2019-04-11,41.44468307495117
2019-02-06,42.03432083129883
2019-09-18,40.91401672363281
2020-02-03,41.110557556152344
2020-04-22,40.95332336425781
2019-11-19,40.442298889160156
2020-02-06,40.93366622924805
2019-11-22,39.518550872802734
2019-03-25,38.82408905029297
2019-02-21,39.760948181152344
