Dates,ROL
2018-06-20,34.926666259765625
2018-06-21,34.71333312988281
2018-06-25,34.70000076293945
2018-06-22,34.4466667175293
2018-06-26,34.686668395996094
2018-06-27,34.5
2018-06-28,34.439998626708984
2018-06-29,35.02000045776367
2018-07-02,34.72666549682617
2018-07-03,35.086666107177734
2018-07-05,34.973331451416016
2018-07-16,35.426666259765625
2018-09-18,36.073333740234375
2019-01-24,36.43333435058594
2019-09-05,36.40666580200195
2018-11-21,36.753334045410156
2020-01-13,36.813331604003906
2020-04-01,36.59333419799805
2020-06-19,36.38666534423828
2019-10-29,36.46666717529297
2020-01-16,36.86666488647461
2020-06-22,36.82666778564453
2018-10-03,37.18000030517578
2018-07-31,36.67333221435547
2019-03-12,36.253334045410156
2019-02-08,36.973331451416016
2019-01-07,36.939998626708984
2018-12-06,36.2599983215332
2019-08-19,36.3466682434082
2019-07-18,36.63999938964844
2019-05-15,37.279998779296875
2019-09-20,37.220001220703125
2019-11-01,37.32666778564453
2020-04-07,37.51333236694336
2020-06-25,37.36666488647461
2020-06-16,37.30666732788086
2019-11-04,37.12666702270508
2020-01-22,37.33333206176758
2019-11-07,37.459999084472656
2020-04-13,37.439998626708984
2019-07-01,37.746665954589844
2019-05-30,37.96666717529297
2018-08-15,38.13333511352539
2018-10-18,38.253334045410156
2019-03-27,38.31999969482422
2019-01-22,38.35333251953125
2018-12-21,38.779998779296875
2019-09-03,39.16666793823242
2018-11-19,39.5
2019-08-02,39.63333511352539
2020-01-28,39.746665954589844
2020-04-16,39.84000015258789
2019-11-13,39.900001525878906
2020-01-31,39.926666259765625
2018-12-04,40.266666412353516
2018-11-02,40.686668395996094
2019-07-16,41.11333465576172
2018-08-30,41.36000061035156
2018-10-01,41.766666412353516
2019-06-14,42.220001220703125
2019-05-13,42.119998931884766
2019-04-11,41.90666580200195
2019-02-06,42.20000076293945
2019-09-18,41.50666809082031
2020-02-03,41.573333740234375
2020-04-22,41.63333511352539
2019-11-19,41.099998474121094
2020-02-06,41.00666809082031
2019-11-22,40.119998931884766
2019-03-25,39.426666259765625
2019-02-21,39.08000183105469
2018-12-19,39.19333267211914
2018-07-12,39.439998626708984
2018-09-14,39.186668395996094
2018-08-13,38.84000015258789
2018-10-16,39.34000015258789
2019-07-31,38.85333251953125
2019-05-28,39.2599983215332
2019-04-26,37.720001220703125
2020-04-28,36.96666717529297
2019-11-25,36.91999816894531
2020-02-12,37.086666107177734
2020-05-01,37.573333740234375
2020-05-04,37.9466667175293
2019-06-12,37.56666564941406
2019-04-09,37.7400016784668
2019-03-08,37.87333297729492
2019-02-04,36.98666763305664
2018-07-27,37.606666564941406
2018-08-28,37.2400016784668
2019-01-03,37.106666564941406
2019-08-15,37.80666732788086
2018-10-31,38.18000030517578
2019-09-16,39.04666519165039
2020-02-18,39.086666107177734
2020-05-07,39.06666564941406
2018-08-17,39.2400016784668
2019-12-04,39.41999816894531
2020-02-21,39.63333511352539
2018-12-17,40.779998779296875
2019-08-30,40.53333282470703
2018-11-15,40.186668395996094
2019-07-29,39.7599983215332
2019-06-27,39.779998779296875
2019-04-24,39.526668548583984
2018-07-10,40.31999969482422
2018-09-12,40.586666107177734
2019-02-19,40.40666580200195
2019-01-18,40.14666748046875
2020-02-24,39.86000061035156
2020-05-13,40.18000030517578
2019-12-10,40.5533332824707
2020-02-27,41.246665954589844
2019-12-13,41.973331451416016
2020-05-19,42.34000015258789
2019-03-06,41.58000183105469
2018-11-30,41.619998931884766
2019-08-13,38.35333251953125
2019-07-12,37.98666763305664
2019-06-10,37.4466667175293
2019-05-09,37.86000061035156
2018-07-25,38.27000045776367
2018-09-27,36.54999923706055
2018-10-29,36.380001068115234
