Dates,ROL
2018-06-20,34.959999084472656
2018-06-21,34.95333480834961
2018-06-25,34.939998626708984
2018-06-22,34.7599983215332
2018-06-26,34.70000076293945
2018-06-27,34.53333282470703
2018-06-28,34.97999954223633
2018-06-29,35.0533332824707
2018-07-02,35.413333892822266
2018-07-03,35.220001220703125
2018-07-05,35.426666259765625
2018-07-16,35.959999084472656
2018-09-18,36.6533317565918
2019-01-24,36.66666793823242
2019-09-05,36.72666549682617
2018-11-21,37.22666549682617
2020-01-13,36.82666778564453
2020-04-01,36.686668395996094
2020-06-19,36.619998931884766
2019-10-29,37.0
2020-01-16,37.0
2020-06-22,37.246665954589844
2018-10-03,37.36666488647461
2018-07-31,36.939998626708984
2019-03-12,37.22666549682617
2019-02-08,37.393333435058594
2019-01-07,37.2066650390625
2018-12-06,36.33333206176758
2019-08-19,36.62666702270508
2019-07-18,37.36000061035156
2019-05-15,37.72666549682617
2019-09-20,37.58000183105469
2019-11-01,37.91999816894531
2020-04-07,37.573333740234375
2020-06-25,37.5
2020-06-16,37.33333206176758
2019-11-04,37.48666763305664
2020-01-22,37.439998626708984
2019-11-07,37.83333206176758
2020-04-13,37.78666687011719
2019-07-01,38.11333465576172
2019-05-30,38.12666702270508
2018-08-15,38.313331604003906
2018-10-18,38.46666717529297
2019-03-27,38.560001373291016
2019-01-22,38.753334045410156
2018-12-21,39.04666519165039
2019-09-03,39.66666793823242
2018-11-19,39.71333312988281
2019-08-02,39.83333206176758
2020-01-28,40.02000045776367
2020-04-16,40.0533332824707
2019-11-13,40.33333206176758
2020-01-31,40.279998779296875
2018-12-04,40.753334045410156
2018-11-02,41.02000045776367
2019-07-16,41.45333480834961
2018-08-30,41.7599983215332
2018-10-01,42.31999969482422
2019-06-14,42.47999954223633
2019-05-13,42.279998779296875
2019-04-11,42.17333221435547
2019-02-06,42.77333450317383
2019-09-18,41.63333511352539
2020-02-03,41.83333206176758
2020-04-22,41.67333221435547
2019-11-19,41.1533317565918
2020-02-06,41.6533317565918
2019-11-22,40.21333312988281
2019-03-25,39.50666809082031
2019-02-21,40.459999084472656
2018-12-19,39.3466682434082
2018-07-12,39.63333511352539
2018-09-14,39.2066650390625
2018-08-13,39.36666488647461
2018-10-16,39.52000045776367
2019-07-31,39.28666687011719
2019-05-28,39.40666580200195
2019-04-26,37.753334045410156
2020-04-28,37.03333282470703
2019-11-25,37.43333435058594
2020-02-12,37.54666519165039
2020-05-01,38.36666488647461
2020-05-04,38.246665954589844
2019-06-12,37.65999984741211
2019-04-09,37.926666259765625
2019-03-08,38.0
2019-02-04,37.619998931884766
2018-07-27,38.19333267211914
2018-08-28,37.82666778564453
2019-01-03,37.98666763305664
2019-08-15,38.27333450317383
2018-10-31,38.8466682434082
2019-09-16,39.46666717529297
2020-02-18,39.16666793823242
2020-05-07,39.56666564941406
2018-08-17,39.619998931884766
2019-12-04,39.54666519165039
2020-02-21,41.02000045776367
2018-12-17,41.3466682434082
2019-08-30,40.913333892822266
2018-11-15,40.246665954589844
2019-07-29,39.96666717529297
2019-06-27,40.0
2019-04-24,40.59333419799805
2018-07-10,41.220001220703125
2018-09-12,40.913333892822266
2019-02-19,40.46666717529297
2019-01-18,40.2066650390625
2020-02-24,40.0
2020-05-13,40.7400016784668
2019-12-10,41.186668395996094
2020-02-27,42.31999969482422
2019-12-13,42.5
2020-05-19,42.37333297729492
2019-03-06,42.526668548583984
2018-11-30,41.67333221435547
2019-08-13,39.29999923706055
