Dates,ROL
2018-10-08,326800.0
2019-02-13,399100.0
2018-12-11,936300.0
2019-09-25,1127200.0
2020-01-21,729700.0
2020-04-09,539800.0
2019-11-06,555100.0
2020-01-24,695300.0
2020-01-27,546300.0
2020-04-15,1349100.0
2018-12-26,5065900.0
2019-08-07,3038000.0
2019-06-04,1348600.0
2018-09-21,1159200.0
2018-07-19,1482500.0
2018-08-20,2019000.0
2018-10-23,3476800.0
2019-05-03,1601200.0
2019-04-01,894400.0
2019-02-28,1677400.0
2019-11-12,1432000.0
2020-01-30,1308700.0
2019-11-15,1301400.0
2020-04-21,1054200.0
2019-04-16,1039000.0
2019-03-15,721400.0
2019-02-11,1059300.0
2019-01-10,1459700.0
2019-08-22,875800.0
2018-11-07,757000.0
2018-08-03,811000.0
2018-09-04,1057900.0
2019-06-19,555500.0
2019-09-23,1854300.0
2019-11-18,1072500.0
2020-02-05,963400.0
2020-04-24,1351600.0
2019-03-29,1695000.0
2019-11-21,820800.0
2020-04-27,856900.0
2020-02-11,741700.0
2020-04-30,940700.0
2019-05-01,762800.0
2019-02-26,932100.0
2019-01-25,815100.0
2018-12-24,548600.0
2019-09-06,688800.0
2018-07-17,565600.0
2018-09-19,1018900.0
2019-08-05,966500.0
2019-10-08,1275700.0
2019-12-11,1336400.0
2019-11-27,1336600.0
2020-02-14,1513300.0
2020-05-06,7091900.0
2019-01-08,4129700.0
2018-12-07,3635300.0
2019-08-20,1175000.0
2018-11-05,1866400.0
2019-07-19,702900.0
2018-10-04,794000.0
2019-06-17,1253700.0
2019-05-16,750900.0
2018-08-01,958700.0
2019-03-13,520800.0
2019-12-03,662700.0
2020-02-20,690900.0
2019-12-06,818900.0
2020-05-12,839900.0
2019-12-09,672600.0
2020-02-26,944300.0
2020-05-15,1152900.0
2019-03-28,1909200.0
2018-09-17,8937400.0
2018-08-16,2483900.0
2018-10-19,2540700.0
2019-04-29,1181000.0
2019-01-23,1631500.0
2019-09-04,986300.0
2018-11-20,1899700.0
2019-07-02,1835300.0
2019-05-31,2261400.0
2019-12-12,2711200.0
2020-05-18,2270500.0
2019-09-27,1233300.0
2020-03-03,747100.0
2020-05-21,949200.0
2019-05-14,823900.0
2018-08-31,1540700.0
2018-07-30,1043100.0
2018-10-02,1474900.0
2019-04-12,1075800.0
2019-03-11,1332100.0
2019-02-07,778700.0
2019-07-17,844800.0
2019-09-19,1198700.0
2019-10-21,1377800.0
2019-12-18,1239900.0
2020-03-06,942800.0
2019-10-03,891100.0
2020-03-09,1190100.0
2020-05-27,1883300.0
2019-12-24,1312200.0
2020-03-12,2449200.0
2018-12-20,1052500.0
2019-08-01,1144600.0
2018-08-14,1574300.0
2018-07-13,1193900.0
2018-10-17,898800.0
2019-05-29,962600.0
2019-03-26,1272100.0
2019-02-22,1319300.0
2019-10-04,1408700.0
2019-11-05,1020600.0
2019-12-27,3315700.0
2020-06-02,1308400.0
2019-12-30,1223200.0
2020-03-18,1157300.0
2020-06-05,1182800.0
2019-07-15,1275200.0
2018-12-03,2442500.0
2019-06-13,1139700.0
2019-01-04,1379900.0
2018-08-29,921500.0
2019-02-05,893800.0
2018-11-01,643500.0
2019-08-16,1160000.0
2019-04-10,1153000.0
2019-09-17,620200.0
2019-10-15,1257500.0
2020-01-02,676700.0
2020-06-08,581600.0
2019-10-18,823100.0
2020-03-24,1755600.0
2020-06-11,835000.0
2020-01-08,1168000.0
2019-04-25,2028800.0
2019-07-30,3814900.0
2019-02-20,1139300.0
2018-07-11,875800.0
2018-09-13,1872700.0
2018-10-15,1312000.0
2019-06-28,808500.0
2018-12-18,840300.0
2018-11-16,973900.0
2019-10-02,754100.0
2020-03-27,719700.0
2020-01-10,879500.0
2019-10-24,1120100.0
2020-03-30,710800.0
2020-06-17,456500.0
2020-01-14,1115500.0
2020-04-02,2545200.0
2019-01-02,3702000.0
2019-08-14,3055600.0
2018-10-30,4550900.0
2019-06-11,1337600.0
2019-05-10,1048400.0
2019-04-08,1029500.0
2018-08-27,1093900.0
2018-07-26,1409100.0
2018-09-28,1325900.0
2019-03-07,818200.0
2019-10-30,652100.0
2020-01-17,1256200.0
2020-06-23,1342400.0
2020-04-08,1513500.0
2020-06-26,1378700.0
2019-03-22,1260900.0
2019-01-17,1858100.0
2019-08-29,1268300.0
2018-11-14,926700.0
2019-06-26,1500500.0
2018-09-11,1749700.0
2018-07-09,1352300.0
2018-08-10,1731800.0
2019-04-23,1532100.0
2019-09-30,1420100.0
2020-01-23,1972100.0
2019-11-08,925100.0
2020-04-14,268200.0
2019-11-11,934900.0
2020-01-29,1710000.0
2020-04-17,990400.0
2018-07-24,890200.0
2018-09-26,1985800.0
2019-05-08,1098200.0
2019-03-05,877700.0
2019-02-01,1646700.0
2018-12-31,1330100.0
2018-11-29,1138000.0
2019-08-12,3668500.0
2019-07-11,1103000.0
2019-09-13,1973600.0
2019-11-14,1127700.0
2020-04-20,1408900.0
2020-02-04,1512400.0
2020-04-23,1704500.0
2018-12-14,1122400.0
2019-08-27,1067200.0
2018-08-08,1803200.0
2018-10-11,1348200.0
2018-11-12,1522500.0
2019-07-26,3614900.0
2019-06-24,1838300.0
2019-05-23,1800800.0
2019-03-20,2161700.0
2019-01-15,1065300.0
2019-11-20,1022700.0
2020-02-07,1179200.0
2020-02-10,1104000.0
2020-04-29,670000.0
2019-11-26,1286700.0
2020-02-13,1140700.0
2019-01-30,580900.0
2018-08-23,543400.0
2018-09-24,1172000.0
2018-11-27,711900.0
2018-10-26,781200.0
2019-07-09,656100.0
2019-06-07,1164900.0
2019-05-06,812200.0
2019-04-04,954900.0
2019-09-11,1137300.0
2019-11-29,2233200.0
2020-05-05,2190700.0
2019-12-02,1095000.0
2020-02-19,1036500.0
2020-05-08,1584500.0
2019-05-21,1586200.0
2019-03-18,1479300.0
2018-09-07,1649000.0
2018-08-06,1376400.0
2018-10-09,2048900.0
2019-02-14,2099000.0
2018-12-12,1894300.0
2019-07-24,4021300.0
2019-09-26,3316800.0
2019-10-28,2224100.0
2019-12-05,3354300.0
2020-05-11,1706900.0
2019-07-03,1885200.0
2020-02-25,2395900.0
2020-05-14,1935800.0
2020-02-28,2019000.0
2019-08-08,2896500.0
2019-06-05,3976500.0
2018-07-20,1803100.0
2018-08-21,1944300.0
2018-10-24,1428600.0
2019-04-02,1773300.0
2019-03-01,1094800.0
2019-01-28,782100.0
2018-12-27,1575300.0
2019-09-09,803800.0
2020-03-02,1142000.0
2020-05-20,630300.0
2019-12-17,1242700.0
2020-03-05,1106500.0
2019-02-12,1216700.0
2019-01-11,931700.0
2018-12-10,912800.0
2019-08-23,947900.0
2018-11-08,1798300.0
2019-07-22,1446700.0
2019-06-20,2238500.0
2018-09-05,1929200.0
2019-04-17,1783900.0
2019-09-24,1072400.0
2019-12-20,1142800.0
2020-05-26,1377500.0
2019-04-30,818400.0
2019-12-23,1170800.0
2020-03-11,1047500.0
2020-05-29,1282700.0
2019-12-26,2038100.0
2020-06-01,2628300.0
2019-05-02,3375300.0
2019-02-27,6934200.0
2018-11-23,3489300.0
2019-08-06,2047200.0
2018-07-18,1477600.0
2018-09-20,982300.0
2018-10-22,1048500.0
2019-07-05,1307100.0
2019-06-03,1263500.0
2019-10-09,1673500.0
2019-10-11,3550500.0
2020-03-17,1592000.0
2020-06-04,1698000.0
2019-10-14,1791200.0
2020-03-20,5388700.0
2018-11-06,2441400.0
2019-06-18,1253300.0
2019-05-17,1037500.0
2019-04-15,947700.0
2019-03-14,1016400.0
2019-01-09,771700.0
2018-08-02,685500.0
2018-10-05,877600.0
2019-08-21,614300.0
2019-10-17,514900.0
2020-03-23,1209100.0
2020-06-10,585400.0
2019-02-25,508500.0
2020-01-07,739900.0
2020-03-26,1035600.0
2019-10-23,2112000.0
