Dates,SPG
2018-10-15,258.25
2019-06-28,257.2900085449219
2018-12-18,259.17999267578125
2018-11-16,261.3800048828125
2019-10-02,260.54998779296875
2020-03-27,256.5799865722656
2020-01-10,254.14999389648438
2019-10-24,256.1199951171875
2020-03-30,256.5
2020-06-17,257.0799865722656
2020-01-14,257.1300048828125
2020-04-02,259.6700134277344
2019-01-02,260.19000244140625
2019-08-14,262.9700012207031
2018-10-30,265.3399963378906
2019-06-11,270.45001220703125
2019-05-10,272.6499938964844
2019-04-08,269.95001220703125
2018-08-27,269.239990234375
2018-07-26,267.7900085449219
2018-09-28,267.3299865722656
2019-03-07,267.8699951171875
2019-10-30,267.1000061035156
2020-01-17,266.6499938964844
2020-06-23,264.0299987792969
2020-04-08,268.9800109863281
2020-06-26,272.1400146484375
2019-03-22,275.75
2019-01-17,275.19000244140625
2019-08-29,273.5400085449219
2018-11-14,273.70001220703125
2019-06-26,272.5799865722656
2018-09-11,271.4800109863281
2018-07-09,273.9800109863281
2018-08-10,274.0299987792969
2019-04-23,272.57000732421875
2019-09-30,272.5199890136719
2020-01-23,273.9100036621094
2019-11-08,273.44000244140625
2020-04-14,273.04998779296875
2019-11-11,274.3299865722656
2020-01-29,274.8599853515625
2020-04-17,274.739990234375
2018-07-24,273.29998779296875
2018-09-26,277.8999938964844
2019-05-08,278.20001220703125
2019-03-05,279.07000732421875
2019-02-01,286.69000244140625
2018-12-31,286.80999755859375
2018-11-29,290.8999938964844
2019-08-12,290.9100036621094
2019-07-11,294.260009765625
2019-09-13,294.260009765625
2019-11-14,296.1499938964844
2020-04-20,298.20001220703125
2020-02-04,299.44000244140625
2020-04-23,297.5899963378906
2018-12-14,299.5899963378906
2019-08-27,297.94000244140625
2018-08-08,299.1400146484375
2018-10-11,293.92999267578125
2018-11-12,298.42999267578125
2019-07-26,300.7099914550781
2019-06-24,300.1000061035156
2019-05-23,299.8900146484375
2019-03-20,297.3699951171875
2019-01-15,300.8900146484375
2019-11-20,300.3599853515625
2020-02-07,298.8900146484375
2020-02-10,297.6199951171875
2020-04-29,296.7900085449219
2019-11-26,298.0799865722656
2020-02-13,304.1400146484375
2019-01-30,303.82000732421875
2018-08-23,307.70001220703125
2018-09-24,308.92999267578125
2018-11-27,312.94000244140625
2018-10-26,310.3699951171875
2019-07-09,301.8800048828125
2019-06-07,292.7300109863281
2019-05-06,292.82000732421875
2019-04-04,289.3399963378906
2019-09-11,277.3800048828125
2019-11-29,265.9200134277344
2020-05-05,291.2699890136719
2019-12-02,297.6400146484375
2020-02-19,296.239990234375
2020-05-08,289.4800109863281
2019-05-21,272.30999755859375
2019-03-18,258.7799987792969
2018-09-07,259.42999267578125
2018-08-06,254.77000427246094
2018-10-09,231.38999938964844
2019-02-14,249.9199981689453
2018-12-12,232.32000732421875
2019-07-24,231.2899932861328
2019-09-26,218.52000427246094
2019-10-28,211.9199981689453
2019-12-05,215.0
2020-05-11,212.02999877929688
2019-07-03,219.39999389648438
2020-02-25,234.6999969482422
2020-05-14,246.5500030517578
2020-02-28,246.52999877929688
2019-08-08,248.6300048828125
2019-06-05,248.17999267578125
2018-07-20,239.44000244140625
2018-08-21,241.6999969482422
2018-10-24,241.47999572753906
2019-04-02,257.29998779296875
2019-03-01,265.239990234375
2019-01-28,262.0899963378906
2018-12-27,284.8800048828125
2019-09-09,280.4100036621094
2020-03-02,278.989990234375
2020-05-20,274.9200134277344
2019-12-17,276.1499938964844
2020-03-05,286.6199951171875
2019-02-12,280.6700134277344
2019-01-11,273.54998779296875
2018-12-10,277.3999938964844
2019-08-23,281.29998779296875
2018-11-08,284.5299987792969
2019-07-22,292.04998779296875
2019-06-20,308.4100036621094
2018-09-05,303.7900085449219
2019-04-17,295.1000061035156
2019-09-24,289.0299987792969
2019-12-20,288.1300048828125
2020-05-26,298.55999755859375
2019-04-30,297.44000244140625
2019-12-23,297.7699890136719
2020-03-11,300.0
2020-05-29,303.2799987792969
2019-12-26,307.1700134277344
2020-06-01,302.4800109863281
2019-05-02,300.260009765625
2019-02-27,304.6300048828125
2018-11-23,316.260009765625
2019-08-06,317.2900085449219
2018-07-18,317.07000732421875
2018-09-20,316.80999755859375
2018-10-22,312.6300048828125
2019-07-05,318.8900146484375
2019-06-03,316.8900146484375
2019-10-09,323.5199890136719
2019-10-11,326.0
2020-03-17,329.57000732421875
2020-06-04,327.82000732421875
2019-10-14,334.6400146484375
2020-03-20,333.6000061035156
2018-11-06,334.6600036621094
2019-06-18,333.0799865722656
2019-05-17,330.8599853515625
2019-04-15,334.0899963378906
2019-03-14,326.17999267578125
2019-01-09,318.2200012207031
2018-08-02,320.8999938964844
2018-10-05,330.0
2019-08-21,329.5799865722656
2019-10-17,327.7699890136719
2020-03-23,333.0
2020-06-10,326.92999267578125
2019-02-25,332.5400085449219
2020-01-07,326.44000244140625
2020-03-26,328.25
2019-10-23,327.92999267578125
