Dates,SPG
2020-02-21,184.8699951171875
2018-12-17,186.5800018310547
2019-08-30,187.2100067138672
2018-11-15,186.4199981689453
2019-07-29,181.99000549316406
2019-06-27,182.3699951171875
2019-04-24,178.39999389648438
2018-07-10,180.16000366210938
2018-09-12,181.0800018310547
2019-02-19,175.25
2019-01-18,177.6300048828125
2020-02-24,176.0
2020-05-13,177.25999450683594
2019-12-10,176.19000244140625
2020-02-27,177.27999877929688
2019-12-13,182.8800048828125
2020-05-19,180.27000427246094
2019-03-06,185.74000549316406
2018-11-30,184.5800018310547
2019-08-13,174.47999572753906
2019-07-12,175.27999877929688
2019-06-10,169.11000061035156
2019-05-09,170.80999755859375
2018-07-25,169.47000122070312
2018-09-27,169.77000427246094
2018-10-29,167.72000122070312
2019-10-16,166.38999938964844
2019-12-16,167.4499969482422
2020-03-04,167.72999572753906
2020-05-22,166.2899932861328
2019-10-01,165.55999755859375
2019-12-19,160.8000030517578
2018-09-10,159.47999572753906
2019-05-24,163.00999450683594
2018-08-09,169.50999450683594
2019-04-22,169.1199951171875
2019-03-21,169.27000427246094
2019-01-16,169.2899932861328
2019-08-28,167.02999877929688
2018-11-13,171.91000366210938
2018-10-12,174.75999450683594
2019-06-25,175.13999938964844
2020-03-10,173.4199981689453
2020-05-28,176.91000366210938
2019-10-07,174.3300018310547
2020-03-13,176.4199981689453
2019-10-10,182.39999389648438
2020-03-16,183.74000549316406
2020-06-03,186.50999450683594
2018-11-28,187.92999267578125
2018-09-25,187.5399932861328
2018-07-23,187.5
2018-08-24,189.88999938964844
2019-07-10,188.07000732421875
2019-05-07,187.72999572753906
2019-04-05,186.99000549316406
2019-03-04,188.63999938964844
2019-01-31,192.10000610351562
2019-09-12,194.08999633789062
2019-12-31,194.60000610351562
2020-03-19,194.72000122070312
2020-01-03,191.0
2020-06-09,189.77000427246094
2019-02-15,193.72999572753906
2019-01-14,195.74000549316406
2018-07-06,196.0
2018-08-07,195.9499969482422
2018-10-10,197.4600067138672
2018-12-13,197.88999938964844
2019-08-26,198.13999938964844
2019-07-25,197.52000427246094
2019-05-22,199.14999389648438
2019-03-19,202.97000122070312
2020-01-06,201.5
2020-03-25,201.1199951171875
2020-06-12,201.89999389648438
2019-10-22,202.1300048828125
2020-01-09,202.97999572753906
2020-06-15,200.38999938964844
2019-10-25,198.02000427246094
2020-03-31,196.5500030517578
2020-06-18,195.0399932861328
2019-04-03,197.13999938964844
2018-08-22,197.8000030517578
2018-10-25,196.8699951171875
2019-01-29,199.7899932861328
2018-12-28,201.64999389648438
2018-11-26,203.44000244140625
2019-08-09,207.41000366210938
2019-07-08,206.86000061035156
2019-06-06,205.32000732421875
2019-09-10,207.32000732421875
2020-01-15,206.02999877929688
2020-04-03,206.14999389648438
2019-10-31,205.8000030517578
2020-04-06,205.8800048828125
2020-06-24,208.99000549316406
2018-11-09,212.02000427246094
2019-07-23,213.00999450683594
2019-06-21,214.5
2019-05-20,214.00999450683594
2019-04-18,213.60000610351562
2018-09-06,214.2899932861328
2018-10-08,212.4199981689453
2019-02-13,215.36000061035156
2018-12-11,214.13999938964844
2019-09-25,214.6999969482422
2020-01-21,215.42999267578125
2020-04-09,217.14999389648438
2019-11-06,217.6699981689453
2020-01-24,215.07000732421875
2020-01-27,216.4199981689453
2020-04-15,216.99000549316406
2018-12-26,216.17999267578125
2019-08-07,217.8800048828125
2019-06-04,219.1999969482422
2018-09-21,220.17999267578125
2018-07-19,220.0
2018-08-20,220.99000549316406
2018-10-23,215.99000549316406
2019-05-03,217.02999877929688
2019-04-01,214.44000244140625
2019-02-28,217.57000732421875
2019-11-12,213.3699951171875
2020-01-30,212.5800018310547
2019-11-15,212.38999938964844
2020-04-21,211.1699981689453
2019-04-16,209.27000427246094
2019-03-15,210.6699981689453
2019-02-11,212.8800048828125
2019-01-10,213.22999572753906
2019-08-22,211.9199981689453
2018-11-07,216.5800018310547
2018-08-03,216.77000427246094
2018-09-04,216.16000366210938
2019-06-19,215.3300018310547
2019-09-23,214.3699951171875
2019-11-18,214.22999572753906
2020-02-05,216.5500030517578
2020-04-24,215.77000427246094
2019-03-29,214.38999938964844
2019-11-21,215.3800048828125
2020-04-27,216.36000061035156
2020-02-11,221.3800048828125
2020-04-30,222.5
2019-05-01,225.89999389648438
2019-02-26,228.67999267578125
2019-01-25,222.72999572753906
2018-12-24,224.6300048828125
2019-09-06,224.63999938964844
2018-07-17,225.22999572753906
2018-09-19,225.27999877929688
2019-08-05,227.0500030517578
2019-10-08,232.52000427246094
2019-12-11,230.86000061035156
2019-11-27,228.94000244140625
2020-02-14,229.66000366210938
2020-05-06,228.5500030517578
2019-01-08,226.92999267578125
2018-12-07,227.88999938964844
2019-08-20,230.58999633789062
2018-11-05,231.97000122070312
2019-07-19,236.22000122070312
2018-10-04,238.64999389648438
2019-06-17,235.17999267578125
2019-05-16,230.44000244140625
2018-08-01,233.2100067138672
2019-03-13,235.47000122070312
2019-12-03,239.47999572753906
2020-02-20,240.9499969482422
2019-12-06,239.69000244140625
2020-05-12,240.07000732421875
2019-12-09,240.6199951171875
2020-02-26,242.08999633789062
2020-05-15,240.52000427246094
2019-03-28,242.11000061035156
2018-09-17,242.30999755859375
2018-08-16,242.72000122070312
2018-10-19,243.0399932861328
2019-04-29,244.3800048828125
2019-01-23,242.74000549316406
2019-09-04,242.5500030517578
2018-11-20,252.66000366210938
2019-07-02,256.95001220703125
2019-05-31,251.3699951171875
2019-12-12,245.33999633789062
2020-05-18,244.0
2019-09-27,251.75
2020-03-03,256.8399963378906
2020-05-21,254.6199951171875
2019-05-14,255.1199951171875
2018-08-31,253.0800018310547
2018-07-30,250.77999877929688
2018-10-02,254.6199951171875
2019-04-12,259.3699951171875
2019-03-11,259.69000244140625
2019-02-07,262.6199951171875
2019-07-17,265.32000732421875
2019-09-19,262.010009765625
2019-10-21,258.7699890136719
2019-12-18,259.0199890136719
2020-03-06,256.989990234375
2019-10-03,261.1300048828125
2020-03-09,262.75
2020-05-27,259.44000244140625
2019-12-24,260.44000244140625
2020-03-12,262.32000732421875
2018-12-20,265.5199890136719
2019-08-01,268.92999267578125
2018-08-14,259.17999267578125
2018-07-13,253.0
2018-10-17,253.69000244140625
2019-05-29,252.1199951171875
2019-03-26,248.69000244140625
2019-02-22,250.0
2019-10-04,257.1099853515625
2019-11-05,255.50999450683594
2019-12-27,256.1199951171875
2020-06-02,252.7899932861328
2019-12-30,253.50999450683594
2020-03-18,252.00999450683594
2020-06-05,253.8699951171875
2019-07-15,257.3399963378906
2018-12-03,246.42999267578125
2019-06-13,244.6999969482422
2019-01-04,241.19000244140625
2018-08-29,236.44000244140625
2019-02-05,240.61000061035156
2018-11-01,243.39999389648438
2019-08-16,243.58999633789062
2019-04-10,245.1300048828125
2019-09-17,247.88999938964844
2019-10-15,255.05999755859375
2020-01-02,252.39999389648438
2020-06-08,253.75
2019-10-18,252.89999389648438
2020-03-24,253.1199951171875
2020-06-11,251.91000366210938
2020-01-08,252.07000732421875
2019-04-25,251.30999755859375
2019-07-30,245.63999938964844
2019-02-20,245.5800018310547
2018-07-11,247.9499969482422
2018-09-13,249.6699981689453
2018-10-15,254.60000610351562
2019-06-28,256.30999755859375
2018-12-18,254.55999755859375
2018-11-16,260.010009765625
2019-10-02,260.2300109863281
2020-03-27,255.9600067138672
2020-01-10,251.08999633789062
2019-10-24,254.85000610351562
2020-03-30,255.0
2020-06-17,253.66000366210938
2020-01-14,255.72000122070312
2020-04-02,255.07000732421875
2019-01-02,258.2300109863281
2019-08-14,261.6000061035156
2018-10-30,263.20001220703125
2019-06-11,265.57000732421875
2019-05-10,267.70001220703125
2019-04-08,268.20001220703125
2018-08-27,268.8500061035156
2018-07-26,264.7699890136719
2018-09-28,266.5299987792969
2019-03-07,266.9100036621094
2019-10-30,264.4100036621094
2020-01-17,265.2099914550781
2020-06-23,260.04998779296875
2020-04-08,263.69000244140625
2020-06-26,269.55999755859375
2019-03-22,273.6199951171875
2019-01-17,275.19000244140625
2019-08-29,271.9599914550781
2018-11-14,272.75
2019-06-26,272.0899963378906
2018-09-11,269.0799865722656
2018-07-09,273.32000732421875
2018-08-10,274.0299987792969
2019-04-23,272.3399963378906
2019-09-30,268.9599914550781
2020-01-23,272.5
2019-11-08,272.9200134277344
2020-04-14,271.8399963378906
2019-11-11,273.3299865722656
2020-01-29,274.44000244140625
2020-04-17,274.3800048828125
2018-07-24,271.510009765625
2018-09-26,274.57000732421875
2019-05-08,274.54998779296875
2019-03-05,275.6000061035156
2019-02-01,283.1199951171875
2018-12-31,281.92999267578125
2018-11-29,285.67999267578125
2019-08-12,290.6400146484375
2019-07-11,288.760009765625
2019-09-13,293.8500061035156
2019-11-14,290.0
2020-04-20,296.19000244140625
2020-02-04,299.4200134277344
2020-04-23,294.760009765625
2018-12-14,298.8999938964844
2019-08-27,294.3900146484375
2018-08-08,298.6700134277344
2018-10-11,291.0
2018-11-12,294.0899963378906
2019-07-26,298.9200134277344
2019-06-24,296.6400146484375
2019-05-23,298.510009765625
2019-03-20,294.6499938964844
2019-01-15,298.9700012207031
2019-11-20,299.57000732421875
2020-02-07,296.9800109863281
2020-02-10,297.1099853515625
2020-04-29,294.42999267578125
2019-11-26,297.17999267578125
2020-02-13,295.3500061035156
2019-01-30,301.9200134277344
2018-08-23,301.7300109863281
2018-09-24,306.92999267578125
2018-11-27,308.1400146484375
2018-10-26,310.0899963378906
2019-07-09,301.4200134277344
2019-06-07,284.80999755859375
2019-05-06,291.25
2019-04-04,283.7200012207031
2019-09-11,276.8500061035156
2019-11-29,260.2200012207031
2020-05-05,271.04998779296875
2019-12-02,289.8299865722656
2020-02-19,285.0299987792969
2020-05-08,289.29998779296875
2019-05-21,268.8900146484375
2019-03-18,249.83999633789062
2018-09-07,252.50999450683594
2018-08-06,250.91000366210938
2018-10-09,224.22999572753906
2019-02-14,237.72999572753906
2018-12-12,222.61000061035156
2019-07-24,228.6199951171875
2019-09-26,212.89999389648438
2019-10-28,192.7899932861328
2019-12-05,211.00999450683594
2020-05-11,202.8300018310547
2019-07-03,202.77999877929688
2020-02-25,220.1300048828125
2020-05-14,231.52999877929688
2020-02-28,239.0800018310547
2019-08-08,241.41000366210938
2019-06-05,243.9499969482422
2018-07-20,233.9600067138672
2018-08-21,233.33999633789062
2018-10-24,238.3300018310547
2019-04-02,248.22999572753906
2019-03-01,264.8599853515625
2019-01-28,259.5
2018-12-27,262.95001220703125
2019-09-09,279.5
2020-03-02,275.6000061035156
2020-05-20,270.20001220703125
2019-12-17,274.17999267578125
2020-03-05,282.67999267578125
2019-02-12,277.8500061035156
2019-01-11,271.25
2018-12-10,272.7099914550781
2019-08-23,276.7900085449219
2018-11-08,282.6099853515625
2019-07-22,286.4599914550781
2019-06-20,300.0
2018-09-05,303.260009765625
2019-04-17,289.2699890136719
2019-09-24,287.6700134277344
2019-12-20,283.29998779296875
2020-05-26,289.6199951171875
2019-04-30,294.82000732421875
2019-12-23,294.54998779296875
2020-03-11,300.0
2020-05-29,294.0400085449219
2019-12-26,304.9599914550781
2020-06-01,297.739990234375
2019-05-02,291.4100036621094
2019-02-27,298.3900146484375
2018-11-23,311.04998779296875
2019-08-06,311.760009765625
2018-07-18,315.3599853515625
2018-09-20,314.2900085449219
2018-10-22,310.94000244140625
2019-07-05,318.260009765625
2019-06-03,316.8900146484375
2019-10-09,317.7699890136719
2019-10-11,320.6199951171875
2020-03-17,326.04998779296875
2020-06-04,325.82000732421875
2019-10-14,330.1199951171875
2020-03-20,331.1000061035156
2018-11-06,332.4800109863281
2019-06-18,330.8800048828125
2019-05-17,329.239990234375
2019-04-15,328.9800109863281
2019-03-14,325.0
2019-01-09,314.4100036621094
2018-08-02,310.0
2018-10-05,330.0
2019-08-21,326.6199951171875
2019-10-17,324.5400085449219
2020-03-23,332.2699890136719
2020-06-10,323.7099914550781
2019-02-25,329.54998779296875
2020-01-07,324.54998779296875
2020-03-26,318.3800048828125
2019-10-23,324.8999938964844
