Dates,ALB
2018-06-20,88.2303237915039
2018-06-21,88.5770263671875
2018-06-25,90.01206970214844
2018-06-22,88.5674057006836
2018-06-26,89.10675048828125
2018-06-27,89.96392059326172
2018-06-28,90.1854248046875
2018-06-29,90.8499755859375
2018-07-02,90.03134155273438
2018-07-03,93.05549621582031
2018-07-05,91.28337097167969
2018-07-16,92.01532745361328
2018-09-18,92.43910217285156
2019-01-24,92.2753677368164
2019-09-05,91.18706512451172
2018-11-21,91.83234405517578
2020-01-13,92.04423522949219
2020-04-01,91.45672607421875
2020-06-19,93.392578125
2019-10-29,93.17106628417969
2020-01-16,92.66061401367188
2020-06-22,90.43583679199219
2018-10-03,87.56576538085938
2018-07-31,87.54651641845703
2019-03-12,88.40367889404297
2019-02-08,89.62681579589844
2019-01-07,89.81945037841797
2018-12-06,89.01043701171875
2019-08-19,90.72476196289062
2019-07-18,87.65245056152344
2019-05-15,88.62519073486328
2019-09-20,89.19342803955078
2019-11-01,89.2415771484375
2020-04-07,89.38604736328125
2020-06-25,95.12615966796875
2020-06-16,97.04275512695312
2019-11-04,94.86614227294922
2020-01-22,92.10201263427734
2019-11-07,93.73930358886719
2020-04-13,92.01532745361328
2019-07-01,93.47925567626953
2019-05-30,91.91902160644531
2018-08-15,92.01532745361328
2018-10-18,91.34114837646484
2019-03-27,91.04258728027344
2019-01-22,90.31062316894531
2018-12-21,92.4583740234375
2019-09-03,93.3155288696289
2018-11-19,93.36368560791016
2019-08-02,93.15180969238281
2020-01-28,91.54341888427734
2020-04-16,91.9960708618164
2019-11-13,93.00733947753906
2020-01-31,92.89176177978516
2018-12-04,94.05712890625
2018-11-02,93.60445404052734
2019-07-16,93.79708862304688
2018-08-30,95.19357299804688
2018-10-01,95.79071807861328
2019-06-14,97.22576904296875
2019-05-13,97.50601959228516
2019-04-11,99.00386810302734
2019-02-06,99.59335327148438
2019-09-18,101.94161224365234
2020-02-03,103.0142822265625
2020-04-22,101.87397003173828
2019-11-19,101.41011810302734
2020-02-06,99.0811767578125
2019-11-22,97.91188049316406
2019-03-25,97.55432891845703
2019-02-21,96.42369079589844
2018-12-19,97.4480209350586
2018-07-12,98.42405700683594
2018-09-14,100.54039001464844
2018-08-13,100.71432495117188
2018-10-16,99.59335327148438
2019-07-31,98.81060028076172
