Dates,ALB
2018-06-20,91.30999755859375
2018-06-21,91.25
2018-06-25,92.16000366210938
2018-06-22,91.29000091552734
2018-06-26,91.88999938964844
2018-06-27,93.2699966430664
2018-06-28,92.5
2018-06-29,93.80000305175781
2018-07-02,92.9800033569336
2018-07-03,95.87999725341797
2018-07-05,93.30000305175781
2018-07-16,93.83999633789062
2018-09-18,95.4800033569336
2019-01-24,95.04000091552734
2019-09-05,94.0999984741211
2018-11-21,94.87000274658203
2020-01-13,94.86000061035156
2020-04-01,94.66999816894531
2020-06-19,94.5
2019-10-29,96.05999755859375
2020-01-16,95.04000091552734
2020-06-22,93.55999755859375
2018-10-03,90.0199966430664
2018-07-31,90.66000366210938
2019-03-12,90.30999755859375
2019-02-08,91.12999725341797
2019-01-07,92.01000213623047
2018-12-06,91.62000274658203
2019-08-19,92.30999755859375
2019-07-18,90.08999633789062
2019-05-15,90.08000183105469
2019-09-20,91.80999755859375
2019-11-01,91.87999725341797
2020-04-07,92.5999984741211
2020-06-25,96.5199966430664
2020-06-16,98.62000274658203
2019-11-04,98.20999908447266
2020-01-22,95.55000305175781
2019-11-07,95.5999984741211
2020-04-13,93.54000091552734
2019-07-01,96.48999786376953
2019-05-30,94.27999877929688
2018-08-15,95.31999969482422
2018-10-18,94.44000244140625
2019-03-27,94.30000305175781
2019-01-22,92.41000366210938
2018-12-21,94.0
2019-09-03,96.0999984741211
2018-11-19,96.37999725341797
2019-08-02,95.58000183105469
2020-01-28,94.55999755859375
2020-04-16,94.44999694824219
2019-11-13,95.01000213623047
2020-01-31,95.05999755859375
2018-12-04,96.63999938964844
2018-11-02,95.77999877929688
2019-07-16,96.83000183105469
2018-08-30,96.38999938964844
2018-10-01,98.1500015258789
2019-06-14,99.5999984741211
2019-05-13,99.47000122070312
2019-04-11,100.62999725341797
2019-02-06,101.2300033569336
2019-09-18,103.33999633789062
2020-02-03,105.41000366210938
2020-04-22,104.54000091552734
2019-11-19,104.45999908447266
2020-02-06,102.31999969482422
2019-11-22,101.12999725341797
2019-03-25,99.7300033569336
2019-02-21,99.72000122070312
2018-12-19,100.0999984741211
2018-07-12,100.56999969482422
2018-09-14,101.7699966430664
2018-08-13,102.61000061035156
2018-10-16,101.97000122070312
2019-07-31,100.52999877929688
2019-05-28,96.97000122070312
2019-04-26,95.4800033569336
2020-04-28,94.02999877929688
2019-11-25,94.11000061035156
2020-02-12,95.0999984741211
2020-05-01,95.4000015258789
2020-05-04,96.08999633789062
2019-06-12,94.55000305175781
2019-04-09,95.06999969482422
2019-03-08,95.37999725341797
2019-02-04,93.76000213623047
2018-07-27,93.4800033569336
2018-08-28,93.68000030517578
2019-01-03,92.6500015258789
2019-08-15,93.95999908447266
2018-10-31,93.68000030517578
2019-09-16,97.87999725341797
2020-02-18,100.0
2020-05-07,105.58999633789062
2018-08-17,104.98999786376953
2019-12-04,106.0999984741211
2020-02-21,106.66000366210938
2018-12-17,101.5999984741211
2019-08-30,100.48999786376953
2018-11-15,97.94999694824219
2019-07-29,98.33000183105469
2019-06-27,99.47000122070312
2019-04-24,99.06999969482422
2018-07-10,99.86000061035156
2018-09-12,99.30999755859375
2019-02-19,95.04000091552734
2019-01-18,93.29000091552734
2020-02-24,94.62000274658203
2020-05-13,95.88999938964844
2019-12-10,94.62000274658203
2020-02-27,94.02999877929688
2019-12-13,94.38999938964844
2020-05-19,95.22000122070312
2019-03-06,97.5999984741211
2018-11-30,93.01000213623047
2019-08-13,88.0199966430664
2019-07-12,88.08000183105469
2019-06-10,87.25
2019-05-09,88.70999908447266
2018-07-25,88.70999908447266
2018-09-27,87.22000122070312
2018-10-29,84.01000213623047
2019-10-16,79.69999694824219
2019-12-16,80.63999938964844
2020-03-04,79.06999969482422
2020-05-22,73.66999816894531
2019-10-01,74.5999984741211
2019-12-19,72.44000244140625
2018-09-10,71.88999938964844
2019-05-24,74.0
2018-08-09,76.11000061035156
2019-04-22,76.02999877929688
2019-03-21,75.12999725341797
2019-01-16,72.58000183105469
2019-08-28,74.37000274658203
2018-11-13,75.3499984741211
2018-10-12,76.5999984741211
2019-06-25,75.93000030517578
2020-03-10,75.54000091552734
2020-05-28,75.37000274658203
2019-10-07,76.08999633789062
2020-03-13,73.12999725341797
2019-10-10,73.5
2020-03-16,73.55000305175781
2020-06-03,75.7699966430664
2018-11-28,74.0999984741211
2018-09-25,73.4800033569336
2018-07-23,73.6500015258789
2018-08-24,75.58999633789062
2019-07-10,76.0199966430664
2019-05-07,77.48999786376953
2019-04-05,78.3499984741211
2019-03-04,79.5999984741211
2019-01-31,80.51000213623047
2019-09-12,80.97000122070312
2019-12-31,80.13999938964844
2020-03-19,80.8499984741211
2020-01-03,79.29000091552734
2020-06-09,79.5199966430664
2019-02-15,80.30999755859375
2019-01-14,78.41999816894531
2018-07-06,80.95999908447266
2018-08-07,80.4000015258789
2018-10-10,80.33000183105469
2018-12-13,80.41999816894531
2019-08-26,82.73999786376953
2019-07-25,85.83000183105469
2019-05-22,88.01000213623047
2019-03-19,89.94000244140625
2020-01-06,90.86000061035156
2020-03-25,90.6500015258789
2020-06-12,90.91000366210938
2019-10-22,90.61000061035156
2020-01-09,87.0999984741211
2020-06-15,87.37000274658203
2019-10-25,86.16000366210938
2020-03-31,83.95999908447266
2020-06-18,80.80000305175781
2019-04-03,83.0999984741211
2018-08-22,85.04000091552734
2018-10-25,85.62000274658203
2019-01-29,84.58000183105469
2018-12-28,85.06999969482422
2018-11-26,85.0
2019-08-09,84.87999725341797
2019-07-08,83.91000366210938
2019-06-06,84.26000213623047
2019-09-10,82.51000213623047
2020-01-15,80.8499984741211
2020-04-03,80.38999938964844
2019-10-31,79.80000305175781
2020-04-06,79.80000305175781
2020-06-24,80.80999755859375
2018-11-09,82.43000030517578
2019-07-23,82.0199966430664
2019-06-21,83.38999938964844
2019-05-20,84.12000274658203
2019-04-18,85.41999816894531
2018-09-06,85.77999877929688
2018-10-08,84.66999816894531
2019-02-13,84.13999938964844
2018-12-11,82.62999725341797
2019-09-25,82.73999786376953
2020-01-21,81.98999786376953
2020-04-09,82.11000061035156
2019-11-06,82.0999984741211
2020-01-24,81.19000244140625
2020-01-27,81.55999755859375
2020-04-15,77.63999938964844
2018-12-26,76.68000030517578
2019-08-07,74.80000305175781
2019-06-04,73.56999969482422
2018-09-21,74.70999908447266
2018-07-19,74.93000030517578
2018-08-20,73.95999908447266
2018-10-23,73.25
2019-05-03,76.30999755859375
2019-04-01,75.08999633789062
2019-02-28,75.0999984741211
2019-11-12,71.2300033569336
2020-01-30,69.01000213623047
2019-11-15,70.19999694824219
2020-04-21,68.44999694824219
2019-04-16,68.76000213623047
2019-03-15,69.04000091552734
2019-02-11,69.22000122070312
2019-01-10,67.5999984741211
2019-08-22,67.05999755859375
2018-11-07,67.9000015258789
2018-08-03,67.86000061035156
2018-09-04,65.9800033569336
2019-06-19,66.08000183105469
2019-09-23,66.5999984741211
2019-11-18,65.45999908447266
2020-02-05,65.30000305175781
2020-04-24,63.130001068115234
2019-03-29,63.099998474121094
2019-11-21,65.43000030517578
2020-04-27,66.13999938964844
2020-02-11,67.04000091552734
2020-04-30,68.25
2019-05-01,69.6500015258789
2019-02-26,71.7300033569336
2019-01-25,72.01000213623047
2018-12-24,71.5199966430664
2019-09-06,70.54000091552734
2018-07-17,69.7699966430664
2018-09-19,70.7300033569336
2019-08-05,68.16999816894531
2019-10-08,68.19999694824219
2019-12-11,67.25
2019-11-27,67.58000183105469
2020-02-14,67.5199966430664
2020-05-06,68.01000213623047
2019-01-08,69.44000244140625
2018-12-07,68.37000274658203
2019-08-20,69.73999786376953
2018-11-05,69.4000015258789
2019-07-19,69.87000274658203
2018-10-04,69.97000122070312
2019-06-17,69.55000305175781
2019-05-16,69.52999877929688
2018-08-01,69.80999755859375
2019-03-13,70.12000274658203
2019-12-03,70.55999755859375
2020-02-20,71.05999755859375
2019-12-06,71.47000122070312
2020-05-12,71.7300033569336
2019-12-09,72.37999725341797
2020-02-26,73.01000213623047
2020-05-15,73.08000183105469
2019-03-28,73.26000213623047
2018-09-17,74.06999969482422
2018-08-16,73.94000244140625
2018-10-19,73.37000274658203
2019-04-29,72.9800033569336
2019-01-23,72.05999755859375
2019-09-04,72.37999725341797
2018-11-20,69.16999816894531
2019-07-02,67.44000244140625
2019-05-31,64.3499984741211
2019-12-12,64.0999984741211
2020-05-18,64.51000213623047
2019-09-27,69.69000244140625
2020-03-03,69.4000015258789
2020-05-21,67.05999755859375
2019-05-14,66.80000305175781
2018-08-31,64.01000213623047
2018-07-30,61.2400016784668
2018-10-02,61.2400016784668
2019-04-12,63.939998626708984
2019-03-11,63.709999084472656
2019-02-07,64.69999694824219
2019-07-17,62.689998626708984
2019-09-19,59.709999084472656
2019-10-21,60.15999984741211
2019-12-18,59.130001068115234
2020-03-06,58.630001068115234
2019-10-03,60.099998474121094
2020-03-09,61.290000915527344
2020-05-27,59.5099983215332
2019-12-24,60.86000061035156
2020-03-12,62.33000183105469
2018-12-20,61.93000030517578
2019-08-01,63.279998779296875
2018-08-14,65.48999786376953
2018-07-13,67.19999694824219
2018-10-17,67.81999969482422
2019-05-29,68.19999694824219
2019-03-26,68.63999938964844
2019-02-22,67.20999908447266
2019-10-04,66.52999877929688
2019-11-05,66.70999908447266
2019-12-27,68.52999877929688
2020-06-02,67.6500015258789
2019-12-30,66.97000122070312
2020-03-18,67.38999938964844
2020-06-05,66.76000213623047
2019-07-15,66.7699966430664
2018-12-03,67.98999786376953
2019-06-13,67.91000366210938
2019-01-04,66.0999984741211
2018-08-29,64.9000015258789
2019-02-05,65.94000244140625
2018-11-01,64.66999816894531
2019-08-16,63.459999084472656
2019-04-10,62.77000045776367
2019-09-17,63.790000915527344
2019-10-15,66.25
2020-01-02,67.37000274658203
2020-06-08,67.12999725341797
2019-10-18,67.45999908447266
2020-03-24,67.75
2020-06-11,67.11000061035156
2020-01-08,66.80999755859375
2019-04-25,64.87999725341797
2019-07-30,66.94000244140625
2019-02-20,68.05999755859375
2018-07-11,62.5
2018-09-13,62.59000015258789
2018-10-15,62.75
2019-06-28,61.81999969482422
2018-12-18,60.20000076293945
2018-11-16,61.119998931884766
2019-10-02,65.0999984741211
2020-03-27,66.73999786376953
2020-01-10,66.22000122070312
2019-10-24,67.0
2020-03-30,66.20999908447266
2020-06-17,66.62000274658203
2020-01-14,64.9800033569336
2020-04-02,63.369998931884766
2019-01-02,64.02999877929688
2019-08-14,65.62000274658203
2018-10-30,65.23999786376953
2019-06-11,65.45999908447266
2019-05-10,64.73999786376953
2019-04-08,64.52999877929688
2018-08-27,63.75
2018-07-26,64.66000366210938
2018-09-28,64.31999969482422
2019-03-07,64.73999786376953
2019-10-30,64.91999816894531
2020-01-17,64.97000122070312
2020-06-23,62.11000061035156
2020-04-08,62.88999938964844
2020-06-26,62.61000061035156
2019-03-22,63.619998931884766
2019-01-17,64.0
2019-08-29,64.11000061035156
2018-11-14,65.01000213623047
2019-06-26,65.5999984741211
2018-09-11,66.31999969482422
2018-07-09,66.0
2018-08-10,66.0
2019-04-23,68.58000183105469
2019-09-30,68.27999877929688
2020-01-23,69.56999969482422
2019-11-08,69.66999816894531
2020-04-14,72.02999877929688
2019-11-11,71.69999694824219
2020-01-29,71.81999969482422
2020-04-17,71.69999694824219
2018-07-24,71.5
2018-09-26,72.19000244140625
2019-05-08,71.22000122070312
2019-03-05,70.19000244140625
2019-02-01,71.12999725341797
2018-12-31,69.61000061035156
2018-11-29,70.7300033569336
2019-08-12,71.8499984741211
2019-07-11,72.88999938964844
2019-09-13,75.5999984741211
2019-11-14,78.0
2020-04-20,78.51000213623047
2020-02-04,79.77999877929688
2020-04-23,80.58000183105469
2018-12-14,80.7699966430664
2019-08-27,79.51000213623047
2018-08-08,80.37999725341797
2018-10-11,78.01000213623047
2018-11-12,79.51000213623047
2019-07-26,79.73999786376953
2019-06-24,79.37999725341797
2019-05-23,78.72000122070312
2019-03-20,79.72000122070312
2019-01-15,82.41999816894531
2019-11-20,85.55000305175781
2020-02-07,85.54000091552734
2020-02-10,82.0999984741211
2020-04-29,83.11000061035156
2019-11-26,83.26000213623047
2020-02-13,86.0999984741211
2019-01-30,85.0999984741211
2018-08-23,88.48999786376953
2018-09-24,86.69000244140625
2018-11-27,88.69000244140625
2018-10-26,88.3499984741211
2019-07-09,90.45999908447266
2019-06-07,87.20999908447266
2019-05-06,85.68000030517578
2019-04-04,84.30999755859375
2019-09-11,80.73999786376953
2019-11-29,76.66999816894531
2020-05-05,80.1500015258789
2019-12-02,80.87999725341797
2020-02-19,83.2699966430664
2020-05-08,83.51000213623047
2019-05-21,80.63999938964844
2019-03-18,69.58999633789062
2018-09-07,72.22000122070312
2018-08-06,69.05999755859375
2018-10-09,60.56999969482422
2019-02-14,62.119998931884766
2018-12-12,58.93000030517578
2019-07-24,57.310001373291016
2019-09-26,58.619998931884766
2019-10-28,60.25
2019-12-05,53.02000045776367
2020-05-11,48.88999938964844
2019-07-03,53.04999923706055
2020-02-25,55.380001068115234
2020-05-14,57.20000076293945
2020-02-28,54.75
2019-08-08,54.5099983215332
2019-06-05,55.11000061035156
2018-07-20,53.619998931884766
