Dates,ALB
2018-06-20,91.61000061035156
2018-06-21,91.97000122070312
2018-06-25,93.45999908447266
2018-06-22,91.95999908447266
2018-06-26,92.5199966430664
2018-06-27,93.41000366210938
2018-06-28,93.63999938964844
2018-06-29,94.33000183105469
2018-07-02,93.4800033569336
2018-07-03,96.62000274658203
2018-07-05,94.77999877929688
2018-07-16,95.54000091552734
2018-09-18,95.9800033569336
2019-01-24,95.80999755859375
2019-09-05,94.68000030517578
2018-11-21,95.3499984741211
2020-01-13,95.56999969482422
2020-04-01,94.95999908447266
2020-06-19,96.97000122070312
2019-10-29,96.73999786376953
2020-01-16,96.20999908447266
2020-06-22,93.9000015258789
2018-10-03,90.91999816894531
2018-07-31,90.9000015258789
2019-03-12,91.79000091552734
2019-02-08,93.05999755859375
2019-01-07,93.26000213623047
2018-12-06,92.41999816894531
2019-08-19,94.19999694824219
2019-07-18,91.01000213623047
2019-05-15,92.0199966430664
2019-09-20,92.61000061035156
2019-11-01,92.66000366210938
2020-04-07,92.80999755859375
2020-06-25,98.7699966430664
2020-06-16,100.76000213623047
2019-11-04,98.5
2020-01-22,95.62999725341797
2019-11-07,97.33000183105469
2020-04-13,95.54000091552734
2019-07-01,97.05999755859375
2019-05-30,95.44000244140625
2018-08-15,95.54000091552734
2018-10-18,94.83999633789062
2019-03-27,94.52999877929688
2019-01-22,93.7699966430664
2018-12-21,96.0
2019-09-03,96.88999938964844
2018-11-19,96.94000244140625
2019-08-02,96.72000122070312
2020-01-28,95.05000305175781
2020-04-16,95.5199966430664
2019-11-13,96.56999969482422
2020-01-31,96.44999694824219
2018-12-04,97.66000366210938
2018-11-02,97.19000244140625
2019-07-16,97.38999938964844
2018-08-30,98.83999633789062
2018-10-01,99.45999908447266
2019-06-14,100.61000061035156
2019-05-13,100.9000015258789
2019-04-11,102.44999694824219
2019-02-06,103.05999755859375
2019-09-18,105.48999786376953
2020-02-03,106.5999984741211
2020-04-22,105.41999816894531
2019-11-19,104.94000244140625
2020-02-06,102.52999877929688
