Dates,ALB
2018-06-20,92.62999725341797
2018-06-21,92.55999755859375
2018-06-25,93.62000274658203
2018-06-22,94.97000122070312
2018-06-26,93.0999984741211
2018-06-27,96.33000183105469
2018-06-28,93.76000213623047
2018-06-29,96.94999694824219
2018-07-02,94.79000091552734
2018-07-03,97.81999969482422
2018-07-05,97.37000274658203
2018-07-16,96.2699966430664
2018-09-18,96.5199966430664
2019-01-24,96.83999633789062
2019-09-05,95.20999908447266
2018-11-21,96.29000091552734
2020-01-13,96.0
2020-04-01,95.70999908447266
2020-06-19,97.29000091552734
2019-10-29,97.86000061035156
2020-01-16,96.55000305175781
2020-06-22,95.70999908447266
2018-10-03,93.73999786376953
2018-07-31,92.43000030517578
2019-03-12,91.93000030517578
2019-02-08,93.43000030517578
2019-01-07,94.13999938964844
2018-12-06,93.26000213623047
2019-08-19,94.52999877929688
2019-07-18,94.16000366210938
2019-05-15,92.36000061035156
2019-09-20,92.91000366210938
2019-11-01,92.93000030517578
2020-04-07,93.7300033569336
2020-06-25,100.48999786376953
2020-06-16,103.11000061035156
2019-11-04,100.80000305175781
2020-01-22,98.41999816894531
2019-11-07,97.41999816894531
2020-04-13,96.69999694824219
2019-07-01,98.1500015258789
2019-05-30,96.72000122070312
2018-08-15,96.33000183105469
2018-10-18,95.61000061035156
2019-03-27,95.3499984741211
2019-01-22,94.5999984741211
2018-12-21,96.9800033569336
2019-09-03,97.98999786376953
2018-11-19,98.11000061035156
2019-08-02,97.22000122070312
2020-01-28,96.45999908447266
2020-04-16,96.43000030517578
2019-11-13,97.58000183105469
2020-01-31,96.86000061035156
2018-12-04,98.48999786376953
2018-11-02,97.97000122070312
2019-07-16,97.91999816894531
2018-08-30,99.45999908447266
2018-10-01,100.08000183105469
2019-06-14,101.23999786376953
2019-05-13,101.55000305175781
2019-04-11,103.48999786376953
2019-02-06,103.18000030517578
2019-09-18,106.3499984741211
2020-02-03,107.0
2020-04-22,107.41999816894531
2019-11-19,106.0999984741211
2020-02-06,105.44999694824219
2019-11-22,102.58000183105469
2019-03-25,101.76000213623047
2019-02-21,101.16000366210938
2018-12-19,101.12999725341797
2018-07-12,102.01000213623047
2018-09-14,105.0
2018-08-13,104.70999908447266
2018-10-16,105.25
2019-07-31,102.5199966430664
2019-05-28,101.19999694824219
2019-04-26,97.3499984741211
2020-04-28,96.4000015258789
2019-11-25,96.12000274658203
2020-02-12,96.70999908447266
2020-05-01,97.41999816894531
2020-05-04,97.36000061035156
2019-06-12,96.8499984741211
2019-04-09,96.29000091552734
2019-03-08,98.0199966430664
2019-02-04,96.77999877929688
2018-07-27,96.41000366210938
2018-08-28,95.56999969482422
2019-01-03,95.7699966430664
2019-08-15,97.9000015258789
2018-10-31,97.37000274658203
2019-09-16,100.25
2020-02-18,105.83999633789062
2020-05-07,108.47000122070312
2018-08-17,106.8499984741211
2019-12-04,107.88999938964844
2020-02-21,108.73999786376953
2018-12-17,107.0
2019-08-30,104.5
2018-11-15,102.27999877929688
2019-07-29,100.93000030517578
2019-06-27,101.0199966430664
2019-04-24,103.37000274658203
2018-07-10,102.79000091552734
2018-09-12,102.19999694824219
2019-02-19,98.13999938964844
2019-01-18,96.66999816894531
2020-02-24,98.08000183105469
2020-05-13,98.01000213623047
2019-12-10,96.94999694824219
2020-02-27,96.69000244140625
