Dates,SNPS
2020-05-01,1283800.0
2020-05-04,991700.0
2019-06-12,1977500.0
2019-04-09,1796100.0
2019-03-08,983300.0
2019-02-04,2380300.0
2018-07-27,1775800.0
2018-08-28,1474000.0
2019-01-03,1303800.0
2019-08-15,1307700.0
2018-10-31,871900.0
2019-09-16,939700.0
2020-02-18,874000.0
2020-05-07,680400.0
2018-08-17,621800.0
2019-12-04,947800.0
2020-02-21,1077300.0
2018-12-17,851200.0
2019-08-30,787400.0
2018-11-15,934000.0
2019-07-29,823700.0
2019-06-27,922800.0
2019-04-24,902500.0
2018-07-10,2541200.0
2018-09-12,1255700.0
2019-02-19,1709900.0
2019-01-18,1449300.0
2020-02-24,539700.0
2020-05-13,1282700.0
2019-12-10,1434600.0
2020-02-27,1565800.0
2019-12-13,996000.0
2020-05-19,3192200.0
2019-03-06,1815100.0
2018-11-30,1347400.0
2019-08-13,2528700.0
2019-07-12,1417000.0
2019-06-10,1206000.0
2019-05-09,1328200.0
2018-07-25,1311300.0
2018-09-27,1326000.0
2018-10-29,1114900.0
2019-10-16,1600500.0
2019-12-16,1335700.0
2020-03-04,1728100.0
2020-05-22,1360500.0
2019-10-01,2713900.0
2019-12-19,509400.0
2018-09-10,2946800.0
2019-05-24,1194900.0
2018-08-09,796800.0
2019-04-22,833000.0
2019-03-21,958700.0
2019-01-16,882800.0
2019-08-28,1416500.0
2018-11-13,852500.0
2018-10-12,1057400.0
2019-06-25,1078900.0
2020-03-10,978600.0
2020-05-28,1303300.0
2019-10-07,1313300.0
2020-03-13,1184600.0
2019-10-10,696200.0
2020-03-16,815300.0
2020-06-03,1207400.0
2018-11-28,1523400.0
2018-09-25,1122000.0
2018-07-23,1942500.0
2018-08-24,1239200.0
2019-07-10,796900.0
2019-05-07,601800.0
2019-04-05,765300.0
2019-03-04,834200.0
2019-01-31,885700.0
2019-09-12,1395800.0
2019-12-31,1532000.0
2020-03-19,1109100.0
2020-01-03,1351200.0
2020-06-09,636500.0
2019-02-15,857100.0
2019-01-14,916200.0
2018-07-06,943200.0
2018-08-07,871900.0
2018-10-10,586800.0
2018-12-13,905300.0
2019-08-26,1376500.0
2019-07-25,3043200.0
2019-05-22,1895300.0
2019-03-19,950300.0
2020-01-06,743000.0
2020-03-25,533600.0
2020-06-12,1139000.0
2019-10-22,790100.0
2020-01-09,1153800.0
2020-06-15,917500.0
2019-10-25,902300.0
2020-03-31,1032500.0
2020-06-18,1075100.0
2019-04-03,1475700.0
2018-08-22,1426400.0
2018-10-25,1784000.0
2019-01-29,990200.0
2018-12-28,2304500.0
2018-11-26,1405800.0
2019-08-09,1150000.0
2019-07-08,876900.0
2019-06-06,1325600.0
2019-09-10,1372300.0
2020-01-15,1144200.0
2020-04-03,1263000.0
2019-10-31,1402000.0
2020-04-06,844800.0
2020-06-24,1108500.0
2018-11-09,1392000.0
2019-07-23,1497100.0
2019-06-21,2138300.0
2019-05-20,1239700.0
2019-04-18,1845400.0
2018-09-06,990400.0
2018-10-08,768100.0
2019-02-13,740500.0
2018-12-11,881400.0
2019-09-25,832600.0
2020-01-21,767200.0
2020-04-09,765600.0
2019-11-06,1049400.0
2020-01-24,1064400.0
2020-01-27,491900.0
2020-04-15,1406400.0
2018-12-26,948500.0
2019-08-07,730700.0
2019-06-04,788900.0
2018-09-21,667600.0
2018-07-19,794900.0
2018-08-20,678500.0
2018-10-23,777800.0
2019-05-03,662100.0
2019-04-01,744600.0
2019-02-28,928700.0
2019-11-12,646300.0
2020-01-30,729700.0
2019-11-15,661300.0
2020-04-21,910600.0
2019-04-16,737000.0
2019-03-15,644500.0
2019-02-11,2070700.0
2019-01-10,1362300.0
2019-08-22,2159300.0
2018-11-07,1726900.0
2018-08-03,2460300.0
2018-09-04,2387000.0
2019-06-19,1946400.0
2019-09-23,1830900.0
2019-11-18,867700.0
2020-02-05,1065000.0
2020-04-24,1158500.0
2019-03-29,1245400.0
2019-11-21,1734300.0
2020-04-27,1209000.0
2020-02-11,1346500.0
2020-04-30,1175400.0
2019-05-01,1054400.0
2019-02-26,1116400.0
2019-01-25,682200.0
2018-12-24,764800.0
2019-09-06,916700.0
2018-07-17,999000.0
2018-09-19,1253700.0
2019-08-05,1258400.0
2019-10-08,1357200.0
2019-12-11,1630500.0
2019-11-27,807200.0
2020-02-14,1367300.0
2020-05-06,1515000.0
2019-01-08,989400.0
2018-12-07,4970900.0
2019-08-20,1439300.0
2018-11-05,1156400.0
2019-07-19,991400.0
2018-10-04,1008600.0
2019-06-17,1483400.0
2019-05-16,1117400.0
2018-08-01,1063300.0
2019-03-13,1231300.0
2019-12-03,695300.0
2020-02-20,671900.0
2019-12-06,758600.0
2020-05-12,609400.0
2019-12-09,858200.0
2020-02-26,771400.0
2020-05-15,619600.0
2019-03-28,918300.0
2018-09-17,622100.0
2018-08-16,712400.0
2018-10-19,646200.0
2019-04-29,697900.0
2019-01-23,548300.0
2019-09-04,854200.0
2018-11-20,756600.0
2019-07-02,1111900.0
2019-05-31,1338200.0
2019-12-12,878100.0
2020-05-18,688300.0
2019-09-27,990900.0
2020-03-03,805300.0
2020-05-21,793800.0
2019-05-14,1326500.0
2018-08-31,1153500.0
2018-07-30,689300.0
2018-10-02,860600.0
2019-04-12,743600.0
2019-03-11,736500.0
2019-02-07,1235300.0
2019-07-17,2887200.0
2019-09-19,1622900.0
2019-10-21,1316700.0
2019-12-18,1295300.0
2020-03-06,1037300.0
2019-10-03,1072800.0
2020-03-09,831100.0
2020-05-27,879200.0
2019-12-24,874200.0
2020-03-12,1231500.0
2018-12-20,903200.0
2019-08-01,1515500.0
2018-08-14,1636900.0
2018-07-13,1744400.0
2018-10-17,1231600.0
2019-05-29,1155800.0
2019-03-26,1150600.0
2019-02-22,1028300.0
2019-10-04,978700.0
2019-11-05,777300.0
2019-12-27,1196700.0
2020-06-02,891600.0
2019-12-30,1131700.0
2020-03-18,948100.0
2020-06-05,754400.0
2019-07-15,1081700.0
2018-12-03,893000.0
2019-06-13,784300.0
2019-01-04,1066100.0
2018-08-29,772200.0
2019-02-05,815300.0
2018-11-01,591200.0
2019-08-16,871700.0
2019-04-10,886300.0
2019-09-17,998300.0
2019-10-15,770900.0
2020-01-02,422700.0
2020-06-08,741700.0
2019-10-18,735900.0
2020-03-24,795800.0
2020-06-11,1099800.0
2020-01-08,717300.0
2019-04-25,1355900.0
2019-07-30,647200.0
2019-02-20,852800.0
2018-07-11,573200.0
2018-09-13,503900.0
2018-10-15,720400.0
2019-06-28,995700.0
2018-12-18,1061100.0
2018-11-16,954200.0
2019-10-02,944500.0
2020-03-27,805200.0
2020-01-10,590200.0
2019-10-24,925300.0
2020-03-30,763700.0
2020-06-17,680000.0
2020-01-14,656900.0
2020-04-02,620500.0
2019-01-02,674100.0
2019-08-14,731300.0
2018-10-30,644900.0
2019-06-11,1064200.0
2019-05-10,772200.0
2019-04-08,765400.0
2018-08-27,1035500.0
2018-07-26,1079600.0
2018-09-28,2325500.0
2019-03-07,924900.0
2019-10-30,519400.0
2020-01-17,1413200.0
2020-06-23,965100.0
2020-04-08,1020000.0
2020-06-26,2120000.0
2019-03-22,1416500.0
2019-01-17,1136100.0
2019-08-29,1455600.0
2018-11-14,1443500.0
2019-06-26,1852800.0
2018-09-11,730100.0
2018-07-09,875400.0
2018-08-10,1121500.0
2019-04-23,932300.0
2019-09-30,1131600.0
2020-01-23,2666700.0
2019-11-08,1073200.0
2020-04-14,417800.0
2019-11-11,539400.0
2020-01-29,533400.0
2020-04-17,613200.0
2018-07-24,732900.0
2018-09-26,1095100.0
2019-05-08,834800.0
2019-03-05,924800.0
2019-02-01,701100.0
2018-12-31,1241800.0
2018-11-29,1211800.0
2019-08-12,739500.0
2019-07-11,717100.0
2019-09-13,802300.0
2019-11-14,842400.0
2020-04-20,819300.0
2020-02-04,1431800.0
2020-04-23,1015800.0
2018-12-14,648900.0
2019-08-27,856500.0
2018-08-08,826500.0
2018-10-11,886600.0
2018-11-12,829800.0
2019-07-26,765000.0
2019-06-24,1337700.0
2019-05-23,984500.0
2019-03-20,969300.0
2019-01-15,1160600.0
2019-11-20,982700.0
2020-02-07,507900.0
2020-02-10,589000.0
2020-04-29,676500.0
2019-11-26,837300.0
2020-02-13,682600.0
2019-01-30,788800.0
2018-08-23,784900.0
2018-09-24,910200.0
2018-11-27,1760900.0
2018-10-26,4667200.0
2019-07-09,2777000.0
2019-06-07,2503500.0
2019-05-06,2162800.0
2019-04-04,2039900.0
2019-09-11,1840800.0
2019-11-29,3132600.0
2020-05-05,1692700.0
2019-12-02,2075100.0
2020-02-19,1529100.0
2020-05-08,1486600.0
2019-05-21,1491300.0
2019-03-18,1870800.0
2018-09-07,1614300.0
2018-08-06,2063100.0
2018-10-09,2429200.0
2019-02-14,2032200.0
2018-12-12,2003100.0
2019-07-24,1780400.0
2019-09-26,1858000.0
2019-10-28,1424800.0
2019-12-05,1825500.0
2020-05-11,1508900.0
2019-07-03,1709600.0
2020-02-25,1528100.0
2020-05-14,1373500.0
2020-02-28,1300800.0
2019-08-08,1502100.0
2019-06-05,2463800.0
2018-07-20,1542100.0
2018-08-21,1843300.0
2018-10-24,702300.0
2019-04-02,1314200.0
2019-03-01,1203400.0
2019-01-28,657800.0
2018-12-27,1104400.0
2019-09-09,920700.0
2020-03-02,1081800.0
2020-05-20,932000.0
2019-12-17,1275400.0
2020-03-05,1431400.0
2019-02-12,1002600.0
2019-01-11,1127100.0
2018-12-10,912100.0
2019-08-23,920500.0
2018-11-08,910700.0
2019-07-22,559100.0
2019-06-20,1052200.0
2018-09-05,1307700.0
2019-04-17,1581000.0
2019-09-24,1188300.0
2019-12-20,913600.0
2020-05-26,693300.0
2019-04-30,660300.0
2019-12-23,827100.0
2020-03-11,723900.0
2020-05-29,848800.0
2019-12-26,674700.0
2020-06-01,779300.0
2019-05-02,838600.0
2019-02-27,1563000.0
2018-11-23,830600.0
2019-08-06,1075400.0
2018-07-18,1221400.0
2018-09-20,1586800.0
2018-10-22,1009000.0
2019-07-05,1075400.0
2019-06-03,1190100.0
2019-10-09,1248500.0
2019-10-11,1567600.0
2020-03-17,1024200.0
2020-06-04,981900.0
2019-10-14,838400.0
2020-03-20,689400.0
2018-11-06,1500800.0
2019-06-18,1060900.0
2019-05-17,935500.0
2019-04-15,1113400.0
2019-03-14,1143600.0
2019-01-09,1156600.0
2018-08-02,740600.0
2018-10-05,995000.0
2019-08-21,799100.0
2019-10-17,646900.0
2020-03-23,1785100.0
2020-06-10,1008000.0
2019-02-25,1104000.0
2020-01-07,1051900.0
2020-03-26,711700.0
2019-10-23,1495400.0
