Dates,SNPS
2018-06-20,90.98999786376953
2018-06-21,90.72000122070312
2018-06-25,89.69999694824219
2018-06-22,88.08999633789062
2018-06-26,87.25
2018-06-27,87.44000244140625
2018-06-28,85.26000213623047
2018-06-29,86.12999725341797
2018-07-02,86.45999908447266
2018-07-03,87.08999633789062
2018-07-05,87.41000366210938
2018-07-16,88.2699966430664
2018-09-18,88.75
2019-01-24,89.05000305175781
2019-09-05,89.29000091552734
2018-11-21,91.55999755859375
2020-01-13,91.66999816894531
2020-04-01,91.79000091552734
2020-06-19,92.44999694824219
2019-10-29,92.62000274658203
2020-01-16,92.33999633789062
2020-06-22,92.5
2018-10-03,92.0
2018-07-31,92.68000030517578
2019-03-12,93.16999816894531
2019-02-08,93.58000183105469
2019-01-07,93.66000366210938
2018-12-06,92.75
2019-08-19,90.04000091552734
2019-07-18,90.44000244140625
2019-05-15,90.69999694824219
2019-09-20,91.2300033569336
2019-11-01,92.37999725341797
2020-04-07,92.88999938964844
2020-06-25,92.98999786376953
2020-06-16,93.73999786376953
2019-11-04,93.87000274658203
2020-01-22,94.11000061035156
2019-11-07,93.47000122070312
2020-04-13,93.0999984741211
2019-07-01,93.54000091552734
2019-05-30,93.5
2018-08-15,93.9800033569336
2018-10-18,94.22000122070312
2019-03-27,94.80000305175781
2019-01-22,101.76000213623047
2018-12-21,102.41000366210938
2019-09-03,102.91000366210938
2018-11-19,102.66000366210938
2019-08-02,102.83000183105469
2020-01-28,102.29000091552734
2020-04-16,102.66000366210938
2019-11-13,102.13999938964844
2020-01-31,101.76000213623047
2018-12-04,101.94999694824219
2018-11-02,102.2300033569336
2019-07-16,103.0
2018-08-30,102.87999725341797
2018-10-01,102.5
2019-06-14,103.0
2019-05-13,103.4000015258789
2019-04-11,102.5
2019-02-06,100.94999694824219
2019-09-18,99.93000030517578
2020-02-03,100.01000213623047
2020-04-22,100.5
2019-11-19,99.62999725341797
2020-02-06,99.94999694824219
2019-11-22,99.38999938964844
2019-03-25,99.13999938964844
2019-02-21,98.94000244140625
2018-12-19,99.30999755859375
2018-07-12,98.55999755859375
2018-09-14,97.73999786376953
2018-08-13,97.87000274658203
2018-10-16,95.22000122070312
2019-07-31,93.47000122070312
2019-05-28,92.16000366210938
2019-04-26,90.7300033569336
2020-04-28,88.45999908447266
2019-11-25,88.41000366210938
2020-02-12,87.80000305175781
2020-05-01,89.44000244140625
2020-05-04,89.72000122070312
2019-06-12,89.29000091552734
2019-04-09,89.87999725341797
2019-03-08,89.41999816894531
2019-02-04,92.72000122070312
2018-07-27,92.38999938964844
2018-08-28,90.26000213623047
2019-01-03,89.06999969482422
2019-08-15,89.7699966430664
2018-10-31,88.19000244140625
2019-09-16,90.33000183105469
