Dates,SNPS
2018-06-20,89.37999725341797
2018-06-21,89.1500015258789
2018-06-25,88.05000305175781
2018-06-22,85.97000122070312
2018-06-26,86.30999755859375
2018-06-27,84.44999694824219
2018-06-28,84.01000213623047
2018-06-29,85.16000366210938
2018-07-02,84.75
2018-07-03,85.87000274658203
2018-07-05,86.4000015258789
2018-07-16,87.12999725341797
2018-09-18,87.75
2019-01-24,88.26000213623047
2019-09-05,88.2300033569336
2018-11-21,89.16999816894531
2020-01-13,91.08999633789062
2020-04-01,91.20999908447266
2020-06-19,90.79000091552734
2019-10-29,91.5999984741211
2020-01-16,91.55000305175781
2020-06-22,91.5999984741211
2018-10-03,91.22000122070312
2018-07-31,91.68000030517578
2019-03-12,91.83999633789062
2019-02-08,92.83000183105469
2019-01-07,91.91000366210938
2018-12-06,89.2699966430664
2019-08-19,88.4800033569336
2019-07-18,89.2300033569336
2019-05-15,89.0199966430664
2019-09-20,90.30000305175781
2019-11-01,90.69999694824219
2020-04-07,91.9800033569336
2020-06-25,92.16999816894531
2020-06-16,92.95999908447266
2019-11-04,92.7699966430664
2020-01-22,92.38999938964844
2019-11-07,92.6500015258789
2020-04-13,91.62999725341797
2019-07-01,92.69999694824219
2019-05-30,92.54000091552734
2018-08-15,92.97000122070312
2018-10-18,93.62999725341797
2019-03-27,93.76000213623047
2019-01-22,96.56999969482422
2018-12-21,100.69000244140625
2019-09-03,102.0199966430664
2018-11-19,101.36000061035156
2019-08-02,101.58000183105469
2020-01-28,101.6500015258789
2020-04-16,101.87999725341797
2019-11-13,101.19000244140625
2020-01-31,99.87000274658203
2018-12-04,100.54000091552734
2018-11-02,101.0
2019-07-16,102.19000244140625
2018-08-30,102.11000061035156
2018-10-01,101.33000183105469
2019-06-14,102.20999908447266
2019-05-13,102.26000213623047
2019-04-11,99.91999816894531
2019-02-06,99.55999755859375
2019-09-18,98.16000366210938
2020-02-03,99.2699966430664
2020-04-22,99.0199966430664
2019-11-19,98.01000213623047
2020-02-06,98.69999694824219
2019-11-22,97.9000015258789
2019-03-25,97.9800033569336
2019-02-21,98.12000274658203
2018-12-19,97.68000030517578
2018-07-12,96.6500015258789
2018-09-14,96.75
2018-08-13,93.9000015258789
2018-10-16,92.6500015258789
2019-07-31,89.4800033569336
2019-05-28,90.44999694824219
2019-04-26,86.7699966430664
2020-04-28,85.56999969482422
2019-11-25,86.12000274658203
2020-02-12,86.41000366210938
2020-05-01,87.5199966430664
2020-05-04,88.44000244140625
2019-06-12,88.2699966430664
2019-04-09,87.81999969482422
2019-03-08,87.83000183105469
2019-02-04,88.2699966430664
2018-07-27,87.69999694824219
2018-08-28,87.69000244140625
2019-01-03,86.41999816894531
2019-08-15,85.0
2018-10-31,86.52999877929688
2019-09-16,88.38999938964844
2020-02-18,88.08000183105469
2020-05-07,88.69000244140625
2018-08-17,88.5199966430664
2019-12-04,88.66000366210938
2020-02-21,91.12999725341797
2018-12-17,92.80000305175781
2019-08-30,92.5
2018-11-15,89.52999877929688
2019-07-29,89.37000274658203
2019-06-27,89.4000015258789
2019-04-24,88.54000091552734
2018-07-10,89.7699966430664
2018-09-12,85.44000244140625
2019-02-19,82.76000213623047
2019-01-18,84.66000366210938
2020-02-24,84.9000015258789
2020-05-13,85.83999633789062
2019-12-10,86.33000183105469
2020-02-27,86.69999694824219
2019-12-13,88.58000183105469
2020-05-19,89.23999786376953
2019-03-06,91.79000091552734
2018-11-30,89.0999984741211
2019-08-13,86.98999786376953
2019-07-12,87.0999984741211
2019-06-10,87.0999984741211
2019-05-09,88.69000244140625
2018-07-25,89.72000122070312
2018-09-27,88.55999755859375
2018-10-29,87.25
2019-10-16,85.18000030517578
2019-12-16,84.97000122070312
2020-03-04,83.18000030517578
2020-05-22,82.5
2019-10-01,80.79000091552734
2019-12-19,79.13999938964844
2018-09-10,79.4000015258789
2019-05-24,80.72000122070312
2018-08-09,82.44000244140625
2019-04-22,83.43000030517578
2019-03-21,82.30999755859375
2019-01-16,81.02999877929688
2019-08-28,81.97000122070312
2018-11-13,83.58999633789062
2018-10-12,85.6500015258789
2019-06-25,86.20999908447266
2020-03-10,86.22000122070312
2020-05-28,86.76000213623047
2019-10-07,86.52999877929688
2020-03-13,87.55000305175781
2019-10-10,88.22000122070312
2020-03-16,88.30000305175781
2020-06-03,89.3499984741211
2018-11-28,89.38999938964844
2018-09-25,89.37999725341797
2018-07-23,90.0
2018-08-24,92.12000274658203
2019-07-10,90.88999938964844
2019-05-07,89.7699966430664
2019-04-05,90.26000213623047
2019-03-04,92.16999816894531
