Dates,ECL
2018-06-20,145.14999389648438
2018-06-21,143.8300018310547
2018-06-25,140.72000122070312
2018-06-22,139.83999633789062
2018-06-26,140.0500030517578
2018-06-27,140.35000610351562
2018-06-28,140.36000061035156
2018-06-29,141.6699981689453
2018-07-02,140.3300018310547
2018-07-03,141.72999572753906
2018-07-05,141.2100067138672
2018-07-16,142.22000122070312
2018-09-18,142.52999877929688
2019-01-24,143.00999450683594
2019-09-05,143.39999389648438
2018-11-21,142.8699951171875
2020-01-13,143.39999389648438
2020-04-01,143.41000366210938
2020-06-19,144.0800018310547
2019-10-29,144.55999755859375
2020-01-16,143.61000061035156
2020-06-22,141.6199951171875
2018-10-03,141.0800018310547
2018-07-31,141.61000061035156
2019-03-12,141.6999969482422
2019-02-08,143.1199951171875
2019-01-07,143.0500030517578
2018-12-06,142.5399932861328
2019-08-19,142.85000610351562
2019-07-18,145.27999877929688
2019-05-15,147.16000366210938
2019-09-20,147.1999969482422
2019-11-01,148.7899932861328
2020-04-07,149.30999755859375
2020-06-25,149.2100067138672
2020-06-16,148.9600067138672
2019-11-04,147.66000366210938
2020-01-22,148.0500030517578
2019-11-07,147.57000732421875
2020-04-13,146.89999389648438
2019-07-01,147.25999450683594
2019-05-30,147.44000244140625
2018-08-15,148.57000732421875
2018-10-18,148.8000030517578
2019-03-27,148.05999755859375
2019-01-22,147.32000732421875
2018-12-21,149.32000732421875
2019-09-03,149.97999572753906
2018-11-19,150.9499969482422
2019-08-02,151.00999450683594
2020-01-28,151.02000427246094
2020-04-16,151.05999755859375
2019-11-13,151.33999633789062
2020-01-31,152.52000427246094
2018-12-04,153.6199951171875
2018-11-02,153.58999633789062
2019-07-16,154.25
2018-08-30,155.05999755859375
2018-10-01,156.3000030517578
2019-06-14,156.7100067138672
2019-05-13,157.22999572753906
2019-04-11,157.1999969482422
2019-02-06,157.11000061035156
2019-09-18,158.07000732421875
2020-02-03,159.39999389648438
2020-04-22,159.9199981689453
2019-11-19,159.14999389648438
2020-02-06,158.6199951171875
2019-11-22,157.77000427246094
2019-03-25,157.94000244140625
2019-02-21,157.61000061035156
2018-12-19,158.0399932861328
2018-07-12,157.72999572753906
2018-09-14,158.1199951171875
2018-08-13,156.33999633789062
2018-10-16,157.7899932861328
2019-07-31,158.10000610351562
2019-05-28,157.92999267578125
2019-04-26,155.99000549316406
2020-04-28,150.7100067138672
2019-11-25,148.36000061035156
2020-02-12,147.99000549316406
2020-05-01,148.52999877929688
2020-05-04,149.25999450683594
2019-06-12,149.69000244140625
2019-04-09,149.14999389648438
2019-03-08,149.22999572753906
2019-02-04,148.75
2018-07-27,149.97999572753906
2018-08-28,151.3699951171875
2019-01-03,149.33999633789062
2019-08-15,150.6300048828125
2018-10-31,149.86000061035156
2019-09-16,153.92999267578125
2020-02-18,153.5800018310547
2020-05-07,155.9600067138672
2018-08-17,156.57000732421875
2019-12-04,157.17999267578125
2020-02-21,160.5500030517578
2018-12-17,160.61000061035156
2019-08-30,159.75999450683594
2018-11-15,160.47999572753906
2019-07-29,159.05999755859375
2019-06-27,159.10000610351562
2019-04-24,158.69000244140625
2018-07-10,159.6699981689453
2018-09-12,160.66000366210938
2019-02-19,159.58999633789062
2019-01-18,155.9499969482422
2020-02-24,155.25
2020-05-13,155.75999450683594
2019-12-10,155.22999572753906
2020-02-27,156.3699951171875
2019-12-13,159.32000732421875
2020-05-19,160.9199981689453
2019-03-06,162.91000366210938
2018-11-30,160.5
2019-08-13,157.63999938964844
2019-07-12,157.94000244140625
2019-06-10,155.1300048828125
2019-05-09,157.17999267578125
2018-07-25,157.8300018310547
2018-09-27,156.57000732421875
2018-10-29,154.91000366210938
2019-10-16,153.8000030517578
2019-12-16,151.24000549316406
2020-03-04,151.5
2020-05-22,147.9600067138672
2019-10-01,149.0
2019-12-19,143.3800048828125
2018-09-10,142.8300018310547
2019-05-24,144.89999389648438
2018-08-09,146.2899932861328
2019-04-22,147.5800018310547
2019-03-21,146.30999755859375
2019-01-16,145.35000610351562
2019-08-28,147.77000427246094
2018-11-13,148.9199981689453
2018-10-12,149.07000732421875
2019-06-25,150.2100067138672
2020-03-10,149.74000549316406
2020-05-28,149.66000366210938
2019-10-07,150.4199981689453
2020-03-13,150.08999633789062
2019-10-10,151.1300048828125
2020-03-16,152.8000030517578
2020-06-03,155.19000244140625
2018-11-28,154.5800018310547
2018-09-25,153.72999572753906
2018-07-23,153.13999938964844
2018-08-24,155.0800018310547
2019-07-10,154.99000549316406
2019-05-07,155.92999267578125
2019-04-05,157.2899932861328
2019-03-04,158.8699951171875
2019-01-31,159.50999450683594
2019-09-12,159.52000427246094
2019-12-31,162.3800048828125
2020-03-19,159.60000610351562
2020-01-03,159.07000732421875
2020-06-09,159.19000244140625
2019-02-15,160.49000549316406
2019-01-14,162.6199951171875
2018-07-06,163.77999877929688
2018-08-07,162.47000122070312
2018-10-10,164.19000244140625
2018-12-13,168.32000732421875
2019-08-26,166.66000366210938
2019-07-25,167.22000122070312
2019-05-22,167.41000366210938
2019-03-19,168.49000549316406
2020-01-06,169.42999267578125
2020-03-25,168.9199981689453
2020-06-12,169.27999877929688
2019-10-22,170.66000366210938
2020-01-09,171.7100067138672
2020-06-15,171.11000061035156
2019-10-25,171.97999572753906
2020-03-31,170.8000030517578
2020-06-18,169.72999572753906
2019-04-03,170.9600067138672
2018-08-22,171.4600067138672
2018-10-25,173.6199951171875
2019-01-29,174.0
2018-12-28,174.97999572753906
2018-11-26,182.19000244140625
2019-08-09,175.9499969482422
2019-07-08,175.6699981689453
2019-06-06,175.97999572753906
2019-09-10,175.4600067138672
2020-01-15,174.5800018310547
2020-04-03,176.1300048828125
2019-10-31,176.69000244140625
2020-04-06,176.86000061035156
2020-06-24,176.75999450683594
2018-11-09,178.75
2019-07-23,178.75
2019-06-21,182.5500030517578
2019-05-20,182.58999633789062
2019-04-18,183.41000366210938
2018-09-06,181.77999877929688
2018-10-08,181.5399932861328
2019-02-13,182.60000610351562
2018-12-11,183.1699981689453
2019-09-25,185.30999755859375
2020-01-21,185.02999877929688
2020-04-09,185.75999450683594
2019-11-06,186.27000427246094
2020-01-24,183.52999877929688
2020-01-27,183.83999633789062
2020-04-15,186.33999633789062
2018-12-26,184.9499969482422
2019-08-07,184.16000366210938
2019-06-04,184.89999389648438
2018-09-21,185.41000366210938
2018-07-19,185.1999969482422
2018-08-20,184.77000427246094
2018-10-23,184.32000732421875
2019-05-03,185.38999938964844
2019-04-01,184.19000244140625
2019-02-28,182.92999267578125
2019-11-12,181.8800048828125
2020-01-30,181.25
2019-11-15,181.3000030517578
2020-04-21,179.74000549316406
2019-04-16,180.4199981689453
2019-03-15,181.00999450683594
2019-02-11,182.97000122070312
2019-01-10,182.97999572753906
2019-08-22,181.97999572753906
2018-11-07,183.82000732421875
2018-08-03,185.22999572753906
2018-09-04,184.41000366210938
2019-06-19,184.22000122070312
2019-09-23,184.0500030517578
2019-11-18,183.17999267578125
2020-02-05,183.74000549316406
2020-04-24,184.52999877929688
2019-03-29,185.75999450683594
2019-11-21,190.39999389648438
2020-04-27,193.1199951171875
2020-02-11,197.16000366210938
2020-04-30,200.14999389648438
2019-05-01,200.44000244140625
2019-02-26,200.92999267578125
2019-01-25,199.67999267578125
2018-12-24,200.77000427246094
2019-09-06,199.30999755859375
2018-07-17,197.92999267578125
2018-09-19,192.27999877929688
2019-08-05,189.3300018310547
2019-10-08,192.66000366210938
2019-12-11,192.4499969482422
2019-11-27,192.38999938964844
2020-02-14,192.50999450683594
2020-05-06,192.22000122070312
2019-01-08,192.72999572753906
2018-12-07,197.44000244140625
2019-08-20,198.33999633789062
2018-11-05,198.0399932861328
2019-07-19,199.80999755859375
2018-10-04,197.77999877929688
2019-06-17,198.91000366210938
2019-05-16,197.25
2018-08-01,199.22000122070312
2019-03-13,199.60000610351562
2019-12-03,200.38999938964844
2020-02-20,200.0
2019-12-06,199.6199951171875
2020-05-12,198.33999633789062
2019-12-09,197.72000122070312
2020-02-26,198.77999877929688
2020-05-15,198.05999755859375
2019-03-28,199.99000549316406
2018-09-17,199.5800018310547
2018-08-16,199.0800018310547
2018-10-19,199.82000732421875
2019-04-29,201.1999969482422
2019-01-23,209.24000549316406
2019-09-04,207.85000610351562
2018-11-20,204.72000122070312
2019-07-02,201.22000122070312
2019-05-31,198.49000549316406
2019-12-12,197.02999877929688
2020-05-18,201.07000732421875
2019-09-27,205.1699981689453
2020-03-03,206.9199981689453
2020-05-21,206.85000610351562
2019-05-14,208.3000030517578
2018-08-31,206.22999572753906
2018-07-30,204.1300048828125
2018-10-02,207.6300048828125
2019-04-12,209.8699951171875
2019-03-11,208.57000732421875
2019-02-07,208.25999450683594
2019-07-17,209.08999633789062
2019-09-19,207.83999633789062
2019-10-21,203.77000427246094
2019-12-18,206.92999267578125
2020-03-06,205.1999969482422
2019-10-03,207.9600067138672
2020-03-09,208.38999938964844
