Dates,ECL
2018-06-20,143.64999389648438
2018-06-21,141.55999755859375
2018-06-25,138.8699951171875
2018-06-22,138.4199981689453
2018-06-26,138.4199981689453
2018-06-27,138.3300018310547
2018-06-28,140.0800018310547
2018-06-29,140.3300018310547
2018-07-02,140.24000549316406
2018-07-03,139.97000122070312
2018-07-05,140.74000549316406
2018-07-16,141.75999450683594
2018-09-18,142.0500030517578
2019-01-24,142.91000366210938
2019-09-05,141.94000244140625
2018-11-21,142.66000366210938
2020-01-13,143.16000366210938
2020-04-01,142.6199951171875
2020-06-19,143.72000122070312
2019-10-29,144.0
2020-01-16,141.89999389648438
2020-06-22,140.91000366210938
2018-10-03,140.33999633789062
2018-07-31,140.61000061035156
2019-03-12,141.60000610351562
2019-02-08,142.6999969482422
2019-01-07,140.9499969482422
2018-12-06,140.74000549316406
2019-08-19,140.6999969482422
2019-07-18,144.6999969482422
2019-05-15,146.33999633789062
2019-09-20,147.1199951171875
2019-11-01,148.1699981689453
2020-04-07,148.9600067138672
2020-06-25,148.4199981689453
2020-06-16,147.83999633789062
2019-11-04,146.86000061035156
2020-01-22,145.97000122070312
2019-11-07,147.0399932861328
2020-04-13,146.07000732421875
2019-07-01,146.69000244140625
2019-05-30,147.30999755859375
2018-08-15,148.2899932861328
2018-10-18,148.07000732421875
2019-03-27,147.19000244140625
2019-01-22,147.16000366210938
2018-12-21,148.92999267578125
2019-09-03,149.82000732421875
2018-11-19,149.5
2019-08-02,150.8699951171875
2020-01-28,150.1199951171875
2020-04-16,150.47999572753906
2019-11-13,150.63999938964844
2020-01-31,152.47000122070312
2018-12-04,153.1999969482422
2018-11-02,153.35000610351562
2019-07-16,153.83999633789062
2018-08-30,154.89999389648438
2018-10-01,155.72000122070312
2019-06-14,156.5399932861328
2019-05-13,157.1199951171875
2019-04-11,156.24000549316406
2019-02-06,156.64999389648438
2019-09-18,157.8300018310547
2020-02-03,159.1999969482422
2020-04-22,159.39999389648438
2019-11-19,157.97999572753906
2020-02-06,157.32000732421875
2019-11-22,156.85000610351562
2019-03-25,156.8300018310547
2019-02-21,156.77999877929688
2018-12-19,157.39999389648438
2018-07-12,157.22000122070312
2018-09-14,156.11000061035156
2018-08-13,156.11000061035156
2018-10-16,157.58999633789062
2019-07-31,157.3699951171875
2019-05-28,154.9600067138672
2019-04-26,150.80999755859375
2020-04-28,145.9499969482422
2019-11-25,145.97999572753906
2020-02-12,146.35000610351562
2020-05-01,148.47000122070312
2020-05-04,148.52000427246094
2019-06-12,147.5
2019-04-09,148.5500030517578
2019-03-08,147.0
2019-02-04,147.99000549316406
2018-07-27,147.66000366210938
2018-08-28,150.10000610351562
2019-01-03,147.33999633789062
2019-08-15,146.55999755859375
2018-10-31,149.0
2019-09-16,153.14999389648438
2020-02-18,152.72999572753906
2020-05-07,154.58999633789062
2018-08-17,155.97000122070312
2019-12-04,156.8699951171875
2020-02-21,160.3800048828125
2018-12-17,159.47999572753906
2019-08-30,159.3300018310547
2018-11-15,158.0
2019-07-29,157.52000427246094
2019-06-27,156.9199981689453
2019-04-24,158.30999755859375
2018-07-10,159.36000061035156
2018-09-12,160.3000030517578
2019-02-19,156.05999755859375
2019-01-18,155.02000427246094
2020-02-24,153.24000549316406
2020-05-13,154.75
2019-12-10,153.9499969482422
2020-02-27,156.25
2019-12-13,158.38999938964844
2020-05-19,160.49000549316406
2019-03-06,159.52000427246094
2018-11-30,156.74000549316406
2019-08-13,157.5500030517578
2019-07-12,154.07000732421875
2019-06-10,154.60000610351562
