Dates,ECL
2018-06-20,144.60000610351562
2018-06-21,143.30999755859375
2018-06-25,139.64999389648438
2018-06-22,139.0
2018-06-26,139.08999633789062
2018-06-27,139.1199951171875
2018-06-28,138.5399932861328
2018-06-29,140.42999267578125
2018-07-02,139.75
2018-07-03,141.02000427246094
2018-07-05,140.4499969482422
2018-07-16,140.9199981689453
2018-09-18,142.02000427246094
2019-01-24,142.27000427246094
2019-09-05,142.25999450683594
2018-11-21,142.6699981689453
2020-01-13,142.85000610351562
2020-04-01,143.25999450683594
2020-06-19,142.41000366210938
2019-10-29,144.0
2020-01-16,143.14999389648438
2020-06-22,141.2899932861328
2018-10-03,140.94000244140625
2018-07-31,141.1199951171875
2019-03-12,140.66000366210938
2019-02-08,142.1300048828125
2019-01-07,142.72000122070312
2018-12-06,140.8699951171875
2019-08-19,140.5800018310547
2019-07-18,141.39999389648438
2019-05-15,144.30999755859375
2019-09-20,146.8000030517578
2019-11-01,146.5500030517578
2020-04-07,148.16000366210938
2020-06-25,148.89999389648438
2020-06-16,148.86000061035156
2019-11-04,147.44000244140625
2020-01-22,146.89999389648438
2019-11-07,146.10000610351562
2020-04-13,146.61000061035156
2019-07-01,146.52999877929688
2019-05-30,146.86000061035156
2018-08-15,147.8699951171875
2018-10-18,148.67999267578125
2019-03-27,148.02000427246094
2019-01-22,147.0
2018-12-21,147.49000549316406
2019-09-03,149.10000610351562
2018-11-19,150.0
2019-08-02,149.75999450683594
2020-01-28,150.72000122070312
2020-04-16,149.83999633789062
2019-11-13,150.61000061035156
2020-01-31,150.47999572753906
2018-12-04,152.3300018310547
2018-11-02,152.7100067138672
2019-07-16,153.8000030517578
2018-08-30,153.63999938964844
2018-10-01,154.97999572753906
2019-06-14,156.0
2019-05-13,156.66000366210938
2019-04-11,156.80999755859375
2019-02-06,156.47000122070312
2019-09-18,156.89999389648438
2020-02-03,158.1699981689453
2020-04-22,159.9199981689453
2019-11-19,159.0
2020-02-06,158.39999389648438
2019-11-22,157.22999572753906
2019-03-25,156.82000732421875
2019-02-21,156.5
2018-12-19,157.57000732421875
2018-07-12,157.66000366210938
2018-09-14,157.64999389648438
2018-08-13,155.6199951171875
2018-10-16,156.27000427246094
2019-07-31,157.58999633789062
2019-05-28,156.52999877929688
2019-04-26,155.0399932861328
2020-04-28,150.27999877929688
2019-11-25,147.75
2020-02-12,145.80999755859375
2020-05-01,147.27999877929688
2020-05-04,148.10000610351562
2019-06-12,148.0
2019-04-09,148.0800018310547
2019-03-08,148.89999389648438
2019-02-04,146.22000122070312
2018-07-27,148.89999389648438
2018-08-28,148.55999755859375
2019-01-03,148.74000549316406
2019-08-15,149.27999877929688
2018-10-31,137.6999969482422
2019-09-16,151.00999450683594
2020-02-18,153.27000427246094
2020-05-07,154.0500030517578
2018-08-17,154.9499969482422
2019-12-04,156.14999389648438
2020-02-21,157.97999572753906
2018-12-17,160.00999450683594
2019-08-30,158.97000122070312
2018-11-15,159.5
2019-07-29,157.97000122070312
2019-06-27,158.25999450683594
2019-04-24,156.2899932861328
2018-07-10,157.17999267578125
