Dates,ECL
2018-06-20,716900.0
2018-06-21,1134100.0
2018-06-25,2700900.0
2018-06-22,1128500.0
2018-06-26,1178100.0
2018-06-27,1825300.0
2018-06-28,1057200.0
2018-06-29,1405200.0
2018-07-02,950300.0
2018-07-03,441700.0
2018-07-05,778400.0
2018-07-16,664900.0
2018-09-18,621500.0
2019-01-24,519000.0
2019-09-05,523200.0
2018-11-21,543400.0
2020-01-13,670900.0
2020-04-01,690000.0
2020-06-19,663700.0
2019-10-29,770200.0
2020-01-16,1149000.0
2020-06-22,1027800.0
2018-10-03,877800.0
2018-07-31,899900.0
2019-03-12,1238600.0
2019-02-08,919100.0
2019-01-07,1006400.0
2018-12-06,1390000.0
2019-08-19,2095900.0
2019-07-18,2380800.0
2019-05-15,2127000.0
2019-09-20,1077300.0
2019-11-01,1155700.0
2020-04-07,1090200.0
2020-06-25,963500.0
2020-06-16,891500.0
2019-11-04,838300.0
2020-01-22,983500.0
2019-11-07,777500.0
2020-04-13,798900.0
2019-07-01,649800.0
2019-05-30,830200.0
2018-08-15,607300.0
2018-10-18,545700.0
2019-03-27,476300.0
2019-01-22,564500.0
2018-12-21,757800.0
2019-09-03,694900.0
2018-11-19,696600.0
2019-08-02,617400.0
2020-01-28,674800.0
2020-04-16,942100.0
2019-11-13,1018600.0
2020-01-31,1015300.0
2018-12-04,870000.0
2018-11-02,873900.0
2019-07-16,839700.0
2018-08-30,754800.0
2018-10-01,763400.0
2019-06-14,906200.0
2019-05-13,726800.0
2019-04-11,657700.0
2019-02-06,684500.0
2019-09-18,789700.0
2020-02-03,983500.0
2020-04-22,2139700.0
2019-11-19,866200.0
2020-02-06,754600.0
2019-11-22,848400.0
2019-03-25,539600.0
2019-02-21,1153700.0
2018-12-19,530700.0
2018-07-12,732300.0
2018-09-14,891600.0
2018-08-13,885600.0
2018-10-16,935400.0
2019-07-31,1128200.0
2019-05-28,966700.0
2019-04-26,1657900.0
2020-04-28,2256500.0
2019-11-25,1491900.0
2020-02-12,938600.0
2020-05-01,1159800.0
2020-05-04,1271500.0
2019-06-12,951900.0
2019-04-09,913400.0
2019-03-08,931800.0
2019-02-04,1559100.0
2018-07-27,1584000.0
2018-08-28,1836100.0
2019-01-03,1936400.0
2019-08-15,2317700.0
2018-10-31,2967200.0
2019-09-16,2396300.0
2020-02-18,1564500.0
2020-05-07,1269400.0
2018-08-17,829800.0
2019-12-04,1144900.0
2020-02-21,1259200.0
2018-12-17,1000300.0
2019-08-30,736200.0
2018-11-15,1060100.0
2019-07-29,723900.0
2019-06-27,816200.0
2019-04-24,856500.0
2018-07-10,986600.0
2018-09-12,1225500.0
2019-02-19,1791600.0
2019-01-18,1143600.0
2020-02-24,704500.0
2020-05-13,1251800.0
2019-12-10,1159300.0
2020-02-27,1301200.0
2019-12-13,1025700.0
2020-05-19,2510600.0
2019-03-06,1406400.0
2018-11-30,1263800.0
2019-08-13,1408100.0
2019-07-12,877500.0
2019-06-10,871100.0
2019-05-09,1016200.0
2018-07-25,1189600.0
2018-09-27,1017200.0
2018-10-29,1052700.0
2019-10-16,1306200.0
2019-12-16,1198900.0
2020-03-04,1144700.0
2020-05-22,1394700.0
2019-10-01,2722400.0
2019-12-19,850600.0
2018-09-10,1492200.0
2019-05-24,1039000.0
2018-08-09,841800.0
2019-04-22,1199400.0
2019-03-21,1429900.0
2019-01-16,1238600.0
2019-08-28,1238600.0
2018-11-13,871400.0
2018-10-12,1092400.0
2019-06-25,902700.0
2020-03-10,957200.0
2020-05-28,703900.0
2019-10-07,1241400.0
2020-03-13,588500.0
2019-10-10,623200.0
2020-03-16,1064300.0
2020-06-03,1202000.0
2018-11-28,956000.0
2018-09-25,686300.0
2018-07-23,793500.0
2018-08-24,722000.0
2019-07-10,708600.0
2019-05-07,887600.0
2019-04-05,729700.0
2019-03-04,2186600.0
2019-01-31,1221900.0
2019-09-12,852000.0
2019-12-31,2036400.0
2020-03-19,1142600.0
2020-01-03,698700.0
2020-06-09,747200.0
2019-02-15,827900.0
2019-01-14,915200.0
2018-07-06,965700.0
2018-08-07,805600.0
2018-10-10,1209400.0
2018-12-13,2009800.0
2019-08-26,1774900.0
2019-07-25,1083800.0
2019-05-22,858400.0
2019-03-19,971300.0
2020-01-06,823400.0
2020-03-25,725900.0
2020-06-12,1500000.0
2019-10-22,1717400.0
2020-01-09,1338400.0
2020-06-15,787000.0
2019-10-25,1070400.0
2020-03-31,861800.0
2020-06-18,782000.0
2019-04-03,1509900.0
2018-08-22,942400.0
2018-10-25,971500.0
2019-01-29,1059200.0
2018-12-28,1545100.0
2018-11-26,1272200.0
2019-08-09,1079600.0
2019-07-08,739400.0
2019-06-06,864600.0
2019-09-10,831000.0
2020-01-15,811200.0
2020-04-03,959300.0
2019-10-31,828800.0
2020-04-06,793200.0
2020-06-24,1031400.0
2018-11-09,1009900.0
2019-07-23,634900.0
2019-06-21,2009400.0
2019-05-20,1377100.0
2019-04-18,889900.0
2018-09-06,685200.0
2018-10-08,860600.0
2019-02-13,688700.0
2018-12-11,610900.0
2019-09-25,769300.0
2020-01-21,1125800.0
2020-04-09,1170600.0
2019-11-06,775300.0
2020-01-24,1026900.0
2020-01-27,578900.0
2020-04-15,1023900.0
2018-12-26,881800.0
2019-08-07,625700.0
2019-06-04,793600.0
2018-09-21,958300.0
2018-07-19,1942000.0
2018-08-20,977500.0
2018-10-23,930000.0
2019-05-03,777600.0
2019-04-01,1087700.0
2019-02-28,1305400.0
2019-11-12,1266800.0
2020-01-30,819500.0
2019-11-15,1184200.0
2020-04-21,782300.0
2019-04-16,1059200.0
2019-03-15,605300.0
2019-02-11,1070400.0
2019-01-10,856400.0
2019-08-22,689400.0
2018-11-07,892800.0
2018-08-03,900900.0
2018-09-04,1139600.0
2019-06-19,673200.0
2019-09-23,1154400.0
2019-11-18,793100.0
2020-02-05,570600.0
2020-04-24,819900.0
2019-03-29,2045700.0
2019-11-21,1723800.0
2020-04-27,1628700.0
2020-02-11,1625500.0
2020-04-30,1242900.0
2019-05-01,880100.0
2019-02-26,1412300.0
2019-01-25,747400.0
2018-12-24,733500.0
2019-09-06,749700.0
2018-07-17,2251300.0
2018-09-19,1986100.0
2019-08-05,1653100.0
2019-10-08,1494000.0
2019-12-11,1888900.0
2019-11-27,929100.0
2020-02-14,909900.0
2020-05-06,1192200.0
2019-01-08,1467300.0
2018-12-07,5929200.0
2019-08-20,1371700.0
2018-11-05,908000.0
2019-07-19,586500.0
2018-10-04,850200.0
2019-06-17,871700.0
2019-05-16,737000.0
2018-08-01,1676700.0
2019-03-13,1103400.0
2019-12-03,813200.0
2020-02-20,656500.0
2019-12-06,847800.0
2020-05-12,887400.0
2019-12-09,688200.0
2020-02-26,627600.0
2020-05-15,494100.0
2019-03-28,594800.0
2018-09-17,765100.0
2018-08-16,738300.0
2018-10-19,623100.0
2019-04-29,1606300.0
2019-01-23,2193400.0
2019-09-04,1590500.0
2018-11-20,1150100.0
2019-07-02,1178800.0
2019-05-31,1325200.0
2019-12-12,1364300.0
2020-05-18,1196300.0
2019-09-27,806500.0
2020-03-03,704200.0
2020-05-21,938200.0
2019-05-14,833200.0
2018-08-31,1091600.0
2018-07-30,945900.0
2018-10-02,1177100.0
2019-04-12,963700.0
2019-03-11,734100.0
2019-02-07,677500.0
2019-07-17,794400.0
2019-09-19,1167100.0
2019-10-21,1109500.0
2019-12-18,1761000.0
2020-03-06,1157800.0
2019-10-03,1084500.0
2020-03-09,1079800.0
2020-05-27,1110300.0
2019-12-24,856100.0
2020-03-12,900900.0
2018-12-20,988900.0
2019-08-01,1381500.0
