Dates,AVGO
2019-06-27,2541100.0
2019-04-24,3669400.0
2018-07-10,3600500.0
2018-09-12,3532600.0
2019-02-19,3212300.0
2019-01-18,1992600.0
2020-02-24,806600.0
2020-05-13,2871400.0
2019-12-10,3040600.0
2020-02-27,3108000.0
2019-12-13,1792000.0
2020-05-19,4008300.0
2019-03-06,3524100.0
2018-11-30,3645500.0
2019-08-13,5785900.0
2019-07-12,7839600.0
2019-06-10,4334400.0
2019-05-09,5773000.0
2018-07-25,6870300.0
2018-09-27,5435500.0
2018-10-29,4272700.0
2019-10-16,5623800.0
2019-12-16,5184900.0
2020-03-04,5972800.0
2020-05-22,7536500.0
2019-10-01,10213800.0
2019-12-19,2849400.0
2018-09-10,3674100.0
2019-05-24,3750700.0
2018-08-09,2870200.0
2019-04-22,2659000.0
2019-03-21,3034600.0
2019-01-16,6858000.0
2019-08-28,5424800.0
2018-11-13,5343300.0
2018-10-12,3679500.0
2019-06-25,5297100.0
2020-03-10,2959400.0
2020-05-28,2015800.0
2019-10-07,2549800.0
2020-03-13,3924700.0
2019-10-10,2448400.0
2020-03-16,3515400.0
2020-06-03,3463400.0
2018-11-28,3715600.0
2018-09-25,3177100.0
2018-07-23,3599900.0
2018-08-24,3033300.0
2019-07-10,3132000.0
2019-05-07,2787000.0
2019-04-05,2872700.0
2019-03-04,2106300.0
2019-01-31,2287800.0
2019-09-12,2076100.0
2019-12-31,2261900.0
2020-03-19,2706400.0
2020-01-03,2864600.0
2020-06-09,2390300.0
2019-02-15,1801200.0
2019-01-14,1980900.0
2018-07-06,1919000.0
2018-08-07,1601500.0
2018-10-10,1735200.0
2018-12-13,1515200.0
2019-08-26,1615000.0
2019-07-25,1325400.0
2019-05-22,2722500.0
2019-03-19,1924500.0
2020-01-06,2721100.0
2020-03-25,2914600.0
2020-06-12,3146000.0
2019-10-22,1903500.0
2020-01-09,1738200.0
2020-06-15,2169900.0
2019-10-25,1997300.0
2020-03-31,2541100.0
2020-06-18,2216700.0
2019-04-03,2716100.0
2018-08-22,2332400.0
2018-10-25,3208900.0
2019-01-29,4309400.0
2018-12-28,14406600.0
2018-11-26,5674600.0
2019-08-09,5155600.0
2019-07-08,4126300.0
2019-06-06,2737900.0
2019-09-10,2330700.0
2020-01-15,2387800.0
2020-04-03,2800900.0
2019-10-31,2186200.0
2020-04-06,3303000.0
2020-06-24,2449300.0
2018-11-09,2704000.0
2019-07-23,2285700.0
2019-06-21,2315300.0
2019-05-20,1522800.0
2019-04-18,1887500.0
2018-09-06,1389900.0
2018-10-08,1162100.0
2019-02-13,1499200.0
2018-12-11,1666900.0
2019-09-25,3008700.0
2020-01-21,1621600.0
2020-04-09,2111600.0
2019-11-06,1813800.0
2020-01-24,2654800.0
2020-01-27,1350400.0
2020-04-15,1977700.0
2018-12-26,2333500.0
2019-08-07,2673200.0
2019-06-04,1640400.0
2018-09-21,1340400.0
2018-07-19,1895300.0
2018-08-20,1815800.0
2018-10-23,2042800.0
2019-05-03,1921400.0
2019-04-01,1437100.0
2019-02-28,2173400.0
2019-11-12,1509900.0
2020-01-30,2228200.0
2019-11-15,2102500.0
2020-04-21,3786400.0
2019-04-16,3427700.0
2019-03-15,1816600.0
2019-02-11,3423300.0
2019-01-10,3909400.0
2019-08-22,6516200.0
2018-11-07,2506000.0
2018-08-03,3180900.0
2018-09-04,4660700.0
2019-06-19,2796300.0
2019-09-23,6196500.0
2019-11-18,2813200.0
2020-02-05,1731000.0
2020-04-24,2219200.0
2019-03-29,2891100.0
2019-11-21,3680500.0
2020-04-27,2365100.0
2020-02-11,3268700.0
2020-04-30,2596300.0
2019-05-01,2328000.0
2019-02-26,3710500.0
2019-01-25,2703600.0
2018-12-24,3773500.0
2019-09-06,10079700.0
2018-07-17,3578500.0
2018-09-19,5492000.0
2019-08-05,2892000.0
2019-10-08,5729100.0
2019-12-11,4539900.0
2019-11-27,2050600.0
2020-02-14,2443600.0
2020-05-06,2477400.0
2019-01-08,2181300.0
2018-12-07,4926500.0
2019-08-20,4495600.0
2018-11-05,1901100.0
2019-07-19,4941100.0
2018-10-04,2456500.0
2019-06-17,3429100.0
2019-05-16,2613100.0
2018-08-01,3013400.0
2019-03-13,2071200.0
2019-12-03,2197100.0
2020-02-20,3033400.0
2019-12-06,1461700.0
2020-05-12,1545300.0
2019-12-09,1937000.0
2020-02-26,2204700.0
2020-05-15,3390500.0
2019-03-28,1969200.0
2018-09-17,1900600.0
2018-08-16,1574100.0
2018-10-19,1499600.0
2019-04-29,1206800.0
2019-01-23,1116400.0
2019-09-04,2081900.0
2018-11-20,2191100.0
2019-07-02,2008000.0
2019-05-31,2776500.0
2019-12-12,2219900.0
2020-05-18,2224400.0
2019-09-27,2916300.0
2020-03-03,3073500.0
2020-05-21,2004000.0
2019-05-14,2234000.0
2018-08-31,2710800.0
2018-07-30,2001000.0
2018-10-02,1745800.0
2019-04-12,1748900.0
2019-03-11,1792000.0
2019-02-07,1938100.0
2019-07-17,1229400.0
2019-09-19,2574200.0
2019-10-21,1424900.0
2019-12-18,1429800.0
2020-03-06,1720200.0
2019-10-03,1642900.0
2020-03-09,1672000.0
2020-05-27,2221000.0
2019-12-24,1986500.0
2020-03-12,2093800.0
2018-12-20,1374800.0
2019-08-01,2168600.0
2018-08-14,2085000.0
2018-07-13,1926000.0
2018-10-17,3310900.0
2019-05-29,6255700.0
2019-03-26,2217600.0
2019-02-22,2191200.0
2019-10-04,1651000.0
2019-11-05,1942100.0
2019-12-27,3552400.0
2020-06-02,1485000.0
2019-12-30,2029200.0
2020-03-18,5558800.0
2020-06-05,2747700.0
2019-07-15,2866000.0
2018-12-03,1982600.0
2019-06-13,1942900.0
2019-01-04,1954300.0
2018-08-29,1709600.0
2019-02-05,2588400.0
2018-11-01,1865800.0
2019-08-16,2275700.0
2019-04-10,1632900.0
2019-09-17,1734000.0
2019-10-15,2369700.0
2020-01-02,1331200.0
2020-06-08,2123000.0
2019-10-18,2004600.0
2020-03-24,1312500.0
2020-06-11,1698100.0
2020-01-08,1303100.0
2019-04-25,1304600.0
2019-07-30,2095700.0
2019-02-20,1689600.0
2018-07-11,2086900.0
2018-09-13,1299900.0
2018-10-15,1326900.0
2019-06-28,1728100.0
2018-12-18,2788000.0
2018-11-16,2123200.0
2019-10-02,3407500.0
2020-03-27,3871100.0
2020-01-10,1807200.0
2019-10-24,2398100.0
2020-03-30,1783000.0
2020-06-17,915400.0
2020-01-14,1687500.0
2020-04-02,1262500.0
2019-01-02,1726800.0
2019-08-14,1812000.0
2018-10-30,1585000.0
2019-06-11,3174300.0
2019-05-10,1992700.0
2019-04-08,1931700.0
2018-08-27,1321600.0
2018-07-26,1963600.0
2018-09-28,3079300.0
2019-03-07,2018200.0
2019-10-30,922900.0
2020-01-17,2315800.0
2020-06-23,1873600.0
2020-04-08,1443900.0
2020-06-26,1549400.0
2019-03-22,1693700.0
2019-01-17,2469400.0
2019-08-29,1456300.0
2018-11-14,2082900.0
2019-06-26,3893500.0
2018-09-11,7095200.0
2018-07-09,3792100.0
2018-08-10,2024800.0
2019-04-23,3515500.0
2019-09-30,3178700.0
2020-01-23,5054000.0
2019-11-08,2025400.0
2020-04-14,702400.0
2019-11-11,1584800.0
2020-01-29,1448700.0
2020-04-17,1310400.0
2018-07-24,1248700.0
2018-09-26,2032900.0
2019-05-08,2287000.0
2019-03-05,2078900.0
2019-02-01,1856500.0
2018-12-31,3197900.0
2018-11-29,4239700.0
2019-08-12,4070500.0
2019-07-11,2205400.0
2019-09-13,2891100.0
2019-11-14,2273300.0
2020-04-20,2150800.0
2020-02-04,2689600.0
2020-04-23,2196700.0
2018-12-14,2926400.0
2019-08-27,3026600.0
2018-08-08,5578200.0
2018-10-11,3884300.0
2018-11-12,2316600.0
2019-07-26,2366800.0
2019-06-24,2112800.0
2019-05-23,2212300.0
2019-03-20,2128800.0
2019-01-15,2255900.0
2019-11-20,2482500.0
2020-02-07,2268300.0
2020-02-10,1588300.0
2020-04-29,1921800.0
2019-11-26,1552700.0
2020-02-13,1531000.0
2019-01-30,1385700.0
2018-08-23,1913700.0
2018-09-24,2669300.0
2018-11-27,2052500.0
2018-10-26,2552100.0
2019-07-09,2452200.0
2019-06-07,3684900.0
2019-05-06,3189200.0
2019-04-04,2307400.0
2019-09-11,3476400.0
2019-11-29,4460400.0
2020-05-05,3197600.0
2019-12-02,2993000.0
2020-02-19,2347700.0
2020-05-08,2437400.0
2019-05-21,3016900.0
2019-03-18,4393400.0
2018-09-07,5507100.0
2018-08-06,3603000.0
2018-10-09,6428100.0
2019-02-14,8471400.0
2018-12-12,7693500.0
2019-07-24,7066200.0
2019-09-26,9899300.0
2019-10-28,7443800.0
2019-12-05,7404400.0
2020-05-11,4692100.0
2019-07-03,6297000.0
2020-02-25,6444200.0
2020-05-14,6021300.0
2020-02-28,3944800.0
2019-08-08,5234300.0
2019-06-05,5019100.0
2018-07-20,4185800.0
2018-08-21,4504900.0
2018-10-24,2896000.0
2019-04-02,3886800.0
2019-03-01,4589200.0
2019-01-28,2756500.0
2018-12-27,3482800.0
2019-09-09,2572900.0
2020-03-02,2309400.0
2020-05-20,2592600.0
2019-12-17,2689600.0
2020-03-05,3408900.0
2019-02-12,2380100.0
2019-01-11,2913800.0
2018-12-10,3543800.0
2019-08-23,2165900.0
2018-11-08,2342500.0
2019-07-22,1658800.0
2019-06-20,1898800.0
2018-09-05,2887100.0
2019-04-17,2334300.0
2019-09-24,2683600.0
2019-12-20,1704600.0
2020-05-26,2646200.0
2019-04-30,2272700.0
2019-12-23,1823800.0
2020-03-11,1676700.0
2020-05-29,2082600.0
2019-12-26,1876400.0
2020-06-01,2192700.0
2019-05-02,1991200.0
2019-02-27,2165000.0
2018-11-23,2653700.0
2019-08-06,1870200.0
2018-07-18,1860500.0
2018-09-20,1484700.0
2018-10-22,1745200.0
2019-07-05,2357300.0
2019-06-03,2281200.0
2019-10-09,1854300.0
2019-10-11,2732400.0
2020-03-17,1844400.0
2020-06-04,3184700.0
2019-10-14,3192600.0
2020-03-20,3499700.0
2018-11-06,5095800.0
2019-06-18,2391600.0
2019-05-17,2233500.0
2019-04-15,2591400.0
2019-03-14,4511500.0
2019-01-09,3942500.0
2018-08-02,2982400.0
2018-10-05,3038700.0
2019-08-21,2026600.0
2019-10-17,3362500.0
2020-03-23,5846500.0
2020-06-10,2719500.0
2019-02-25,2241900.0
2020-01-07,1909600.0
2020-03-26,1502900.0
2019-10-23,3142500.0
