Dates,AVGO
2018-06-20,2495100.0
2018-06-21,1818600.0
2018-06-25,5241200.0
2018-06-22,2970500.0
2018-06-26,2423300.0
2018-06-27,2472000.0
2018-06-28,3323800.0
2018-06-29,4279400.0
2018-07-02,3336900.0
2018-07-03,1159100.0
2018-07-05,2529900.0
2018-07-16,2311200.0
2018-09-18,1795500.0
2019-01-24,1641300.0
2019-09-05,3576100.0
2018-11-21,43508300.0
2020-01-13,16167800.0
2020-04-01,10227700.0
2020-06-19,11082700.0
2019-10-29,8083400.0
2020-01-16,6324700.0
2020-06-22,6289300.0
2018-10-03,8221100.0
2018-07-31,8115800.0
2019-03-12,9227100.0
2019-02-08,8506900.0
2019-01-07,7944300.0
2018-12-06,7527500.0
2019-08-19,6386000.0
2019-07-18,4266900.0
2019-05-15,4031200.0
2019-09-20,2483200.0
2019-11-01,2263800.0
2020-04-07,2979800.0
2020-06-25,1580100.0
2020-06-16,2756300.0
2019-11-04,3701700.0
2020-01-22,2984200.0
2019-11-07,3632700.0
2020-04-13,4113200.0
2019-07-01,2923900.0
2019-05-30,3909300.0
2018-08-15,5448900.0
2018-10-18,2995200.0
2019-03-27,2689000.0
2019-01-22,3557800.0
2018-12-21,2054100.0
2019-09-03,2821300.0
2018-11-19,2434000.0
2019-08-02,1812500.0
2020-01-28,2652900.0
2020-04-16,2762300.0
2019-11-13,3666300.0
2020-01-31,3719400.0
2018-12-04,6250900.0
2018-11-02,10470300.0
2019-07-16,6088000.0
2018-08-30,6075500.0
2018-10-01,5307700.0
2019-06-14,4375700.0
2019-05-13,2809500.0
2019-04-11,3673900.0
2019-02-06,5051100.0
2019-09-18,3116000.0
2020-02-03,3998600.0
2020-04-22,13532100.0
2019-11-19,4532600.0
2020-02-06,4703700.0
2019-11-22,3342800.0
2019-03-25,2957200.0
2019-02-21,2673900.0
2018-12-19,2770900.0
2018-07-12,2488800.0
2018-09-14,1960700.0
2018-08-13,2566000.0
2018-10-16,3386000.0
2019-07-31,3339700.0
2019-05-28,2467500.0
2019-04-26,5632700.0
2020-04-28,3742400.0
2019-11-25,3258900.0
2020-02-12,3009900.0
2020-05-01,3035500.0
2020-05-04,2026200.0
2019-06-12,3744200.0
2019-04-09,3223100.0
2019-03-08,2561900.0
2019-02-04,3599000.0
2018-07-27,3781000.0
2018-08-28,3519300.0
2019-01-03,5332400.0
2019-08-15,2863600.0
2018-10-31,2969700.0
2019-09-16,2814600.0
2020-02-18,3683000.0
2020-05-07,4024100.0
2018-08-17,2760900.0
2019-12-04,2946400.0
2020-02-21,2900400.0
2018-12-17,2979600.0
2019-08-30,3361100.0
2018-11-15,5030600.0
2019-07-29,2669700.0
