Dates,AVGO
2018-06-20,261.5
2018-06-21,261.5799865722656
2018-06-25,261.17999267578125
2018-06-22,256.4200134277344
2018-06-26,253.0
2018-06-27,252.08999633789062
2018-06-28,246.27999877929688
2018-06-29,246.9499969482422
2018-07-02,240.08999633789062
2018-07-03,243.36000061035156
2018-07-05,241.7899932861328
2018-07-16,244.89999389648438
2018-09-18,249.0
2019-01-24,248.33999633789062
2019-09-05,244.9499969482422
2018-11-21,207.0800018310547
2020-01-13,212.5
2020-04-01,201.60000610351562
2020-06-19,202.2100067138672
2019-10-29,207.22000122070312
2020-01-16,208.2899932861328
2020-06-22,210.10000610351562
2018-10-03,210.41000366210938
2018-07-31,217.8000030517578
2019-03-12,217.7100067138672
2019-02-08,226.5
2019-01-07,224.00999450683594
2018-12-06,221.11000061035156
2019-08-19,226.67999267578125
2019-07-18,223.25999450683594
2019-05-15,214.27000427246094
2019-09-20,215.75
2019-11-01,216.6300048828125
2020-04-07,219.22000122070312
2020-06-25,220.5399932861328
2020-06-16,220.14999389648438
2019-11-04,212.80999755859375
2020-01-22,211.64999389648438
2019-11-07,211.5800018310547
2020-04-13,205.1300048828125
2019-07-01,207.77000427246094
2019-05-30,207.97000122070312
2018-08-15,209.47999572753906
2018-10-18,207.52000427246094
2019-03-27,210.4499969482422
2019-01-22,207.72999572753906
2018-12-21,206.35000610351562
2019-09-03,210.25
2018-11-19,214.6300048828125
2019-08-02,214.80999755859375
2020-01-28,214.97000122070312
2020-04-16,216.02999877929688
2019-11-13,218.58999633789062
2020-01-31,219.9499969482422
2018-12-04,221.5
2018-11-02,224.1999969482422
2019-07-16,234.66000366210938
2018-08-30,237.6999969482422
2018-10-01,228.10000610351562
2019-06-14,233.69000244140625
2019-05-13,235.16000366210938
2019-04-11,240.0
2019-02-06,235.0
2019-09-18,240.47000122070312
2020-02-03,242.99000549316406
2020-04-22,246.3300018310547
2019-11-19,248.0500030517578
2020-02-06,248.97999572753906
2019-11-22,245.63999938964844
2019-03-25,245.69000244140625
2019-02-21,245.5399932861328
2018-12-19,247.8800048828125
2018-07-12,249.13999938964844
2018-09-14,248.80999755859375
2018-08-13,246.66000366210938
2018-10-16,248.38999938964844
2019-07-31,243.30999755859375
2019-05-28,240.58999633789062
2019-04-26,242.92999267578125
2020-04-28,231.97000122070312
2019-11-25,234.75999450683594
2020-02-12,231.02999877929688
2020-05-01,236.0
2020-05-04,239.74000549316406
2019-06-12,235.42999267578125
2019-04-09,230.0
2019-03-08,230.55999755859375
2019-02-04,222.80999755859375
2018-07-27,226.39999389648438
2018-08-28,219.8800048828125
2019-01-03,215.57000732421875
2019-08-15,216.19000244140625
2018-10-31,213.77999877929688
2019-09-16,225.0
2020-02-18,225.16000366210938
2020-05-07,225.3300018310547
2018-08-17,219.02000427246094
2019-12-04,220.3000030517578
2020-02-21,231.99000549316406
2018-12-17,232.7100067138672
2019-08-30,235.0
2018-11-15,231.0
2019-07-29,225.49000549316406
2019-06-27,226.75999450683594
2019-04-24,226.22000122070312
2018-07-10,233.82000732421875
2018-09-12,236.52999877929688
2019-02-19,223.94000244140625
2019-01-18,230.22000122070312
2020-02-24,227.5800018310547
2020-05-13,234.22000122070312
2019-12-10,233.5800018310547
2020-02-27,236.5
2019-12-13,234.27000427246094
2020-05-19,235.39999389648438
2019-03-06,245.1999969482422
2018-11-30,240.49000549316406
2019-08-13,226.24000549316406
2019-07-12,234.0500030517578
2019-06-10,227.9499969482422
2019-05-09,243.4600067138672
2018-07-25,252.44000244140625
2018-09-27,258.4599914550781
2018-10-29,255.36000061035156
2019-10-16,253.99000549316406
2019-12-16,255.0800018310547
2020-03-04,249.0
