Dates,AVGO
2018-12-11,309.4100036621094
2019-09-25,317.0299987792969
2020-01-21,316.3999938964844
2020-04-09,318.5
2019-11-06,320.5299987792969
2020-01-24,318.6199951171875
2020-01-27,315.0
2020-04-15,315.6400146484375
2018-12-26,314.3299865722656
2019-08-07,311.82000732421875
2019-06-04,310.4100036621094
2018-09-21,312.7200012207031
2018-07-19,318.3999938964844
2018-08-20,318.8999938964844
2018-10-23,315.82000732421875
2019-05-03,315.7099914550781
2019-04-01,311.57000732421875
2019-02-28,307.2900085449219
2019-11-12,303.3900146484375
2020-01-30,304.05999755859375
2019-11-15,303.9599914550781
2020-04-21,293.3800048828125
2019-04-16,302.0
2019-03-15,304.3699951171875
2019-02-11,297.2900085449219
2019-01-10,289.8900146484375
2019-08-22,272.5899963378906
2018-11-07,275.3299865722656
2018-08-03,269.2200012207031
2018-09-04,260.0899963378906
2019-06-19,255.94000244140625
2019-09-23,254.47999572753906
2019-11-18,254.1199951171875
2020-02-05,256.6199951171875
2020-04-24,251.63999938964844
2019-03-29,253.17999267578125
2019-11-21,265.70001220703125
2020-04-27,265.7200012207031
2020-02-11,272.7900085449219
2020-04-30,274.8699951171875
2019-05-01,280.2099914550781
2019-02-26,283.4800109863281
2019-01-25,279.7300109863281
2018-12-24,281.6099853515625
2019-09-06,265.92999267578125
2018-07-17,265.9700012207031
2018-09-19,278.04998779296875
2019-08-05,277.489990234375
2019-10-08,279.04998779296875
2019-12-11,273.989990234375
2019-11-27,279.20001220703125
2020-02-14,276.510009765625
2020-05-06,281.44000244140625
2019-01-08,285.7099914550781
2018-12-07,287.8599853515625
2019-08-20,300.3500061035156
2018-11-05,295.3299865722656
2019-07-19,284.8900146484375
2018-10-04,282.6600036621094
2019-06-17,274.9599914550781
2019-05-16,275.5299987792969
2018-08-01,274.5
2019-03-13,276.05999755859375
2019-12-03,285.3900146484375
2020-02-20,288.3399963378906
2019-12-06,284.1300048828125
2020-05-12,285.0799865722656
2019-12-09,289.7799987792969
2020-02-26,290.0
2020-05-15,296.1499938964844
2019-03-28,300.7799987792969
2018-09-17,303.7699890136719
2018-08-16,300.3900146484375
2018-10-19,300.9200134277344
2019-04-29,301.739990234375
2019-01-23,299.55999755859375
2019-09-04,289.989990234375
2018-11-20,285.3399963378906
2019-07-02,278.5299987792969
2019-05-31,267.6600036621094
2019-12-12,266.44000244140625
2020-05-18,270.04998779296875
2019-09-27,270.9800109863281
2020-03-03,275.7300109863281
2020-05-21,275.6400146484375
2019-05-14,283.70001220703125
2018-08-31,271.55999755859375
2018-07-30,268.6400146484375
2018-10-02,273.7799987792969
2019-04-12,278.7799987792969
2019-03-11,280.3699951171875
2019-02-07,287.5
2019-07-17,287.6199951171875
2019-09-19,272.1300048828125
2019-10-21,277.2200012207031
2019-12-18,275.57000732421875
2020-03-06,276.05999755859375
2019-10-03,283.3699951171875
2020-03-09,282.6400146484375
2020-05-27,274.04998779296875
2019-12-24,283.0199890136719
2020-03-12,291.0199890136719
2018-12-20,291.9100036621094
2019-08-01,292.6099853515625
2018-08-14,294.44000244140625
2018-07-13,298.010009765625
2018-10-17,300.5799865722656
2019-05-29,290.32000732421875
2019-03-26,288.6600036621094
2019-02-22,288.8299865722656
2019-10-04,287.739990234375
2019-11-05,290.6400146484375
2019-12-27,284.260009765625
2020-06-02,285.4599914550781
2019-12-30,282.30999755859375
2020-03-18,275.7699890136719
2020-06-05,276.9100036621094
2019-07-15,274.1400146484375
2018-12-03,276.07000732421875
2019-06-13,274.8500061035156
2019-01-04,270.07000732421875
2018-08-29,274.42999267578125
2019-02-05,281.42999267578125
2018-11-01,276.0799865722656
2019-08-16,270.3299865722656
2019-04-10,273.1499938964844
2019-09-17,274.45001220703125
2019-10-15,280.9100036621094
2020-01-02,281.6600036621094
2020-06-08,290.32000732421875
2019-10-18,288.4800109863281
2020-03-24,289.42999267578125
2020-06-11,286.7300109863281
2020-01-08,289.57000732421875
2019-04-25,287.4599914550781
2019-07-30,280.32000732421875
2019-02-20,282.30999755859375
2018-07-11,289.82000732421875
2018-09-13,291.54998779296875
2018-10-15,288.1600036621094
2019-06-28,290.239990234375
2018-12-18,292.8500061035156
2018-11-16,296.5899963378906
2019-10-02,305.0
2020-03-27,314.0400085449219
2020-01-10,313.1600036621094
2019-10-24,311.739990234375
2020-03-30,313.4100036621094
2020-06-17,312.75
2020-01-14,315.5299987792969
2020-04-02,313.6700134277344
2019-01-02,308.9700012207031
2019-08-14,312.9100036621094
2018-10-30,311.07000732421875
2019-06-11,317.70001220703125
2019-05-10,311.6700134277344
2019-04-08,315.25
2018-08-27,314.9200134277344
2018-07-26,319.6199951171875
2018-09-28,316.2699890136719
2019-03-07,318.44000244140625
2019-10-30,316.2099914550781
2020-01-17,310.7200012207031
2020-06-23,306.5199890136719
2020-04-08,309.7200012207031
2020-06-26,311.19000244140625
2019-03-22,316.04998779296875
2019-01-17,314.3800048828125
2019-08-29,315.05999755859375
2018-11-14,319.7200012207031
2019-06-26,327.79998779296875
2018-09-11,315.4200134277344
2018-07-09,323.1300048828125
2018-08-10,323.79998779296875
2019-04-23,327.44000244140625
2019-09-30,324.1000061035156
2020-01-23,319.0
2019-11-08,319.5299987792969
2020-04-14,320.5
2019-11-11,317.9800109863281
2020-01-29,316.5299987792969
2020-04-17,313.4599914550781
2018-07-24,316.0199890136719
2018-09-26,322.3900146484375
2019-05-08,314.19000244140625
2019-03-05,313.7200012207031
2019-02-01,312.6400146484375
2018-12-31,308.739990234375
2018-11-29,306.260009765625
2019-08-12,299.2200012207031
2019-07-11,301.17999267578125
2019-09-13,308.17999267578125
2019-11-14,303.1400146484375
2020-04-20,307.04998779296875
2020-02-04,308.7900085449219
2020-04-23,308.07000732421875
2018-12-14,312.9700012207031
2019-08-27,319.6499938964844
2018-08-08,324.0
2018-10-11,309.0299987792969
2018-11-12,318.30999755859375
2019-07-26,317.510009765625
2019-06-24,315.20001220703125
2019-05-23,305.1600036621094
2019-03-20,305.2300109863281
2019-01-15,311.6000061035156
2019-11-20,317.3800048828125
2020-02-07,319.69000244140625
2020-02-10,315.2300109863281
2020-04-29,314.20001220703125
2019-11-26,320.1600036621094
2020-02-13,324.70001220703125
2019-01-30,323.9700012207031
2018-08-23,317.7699890136719
2018-09-24,310.75
2018-11-27,315.69000244140625
2018-10-26,309.239990234375
2019-07-09,304.5
2019-06-07,291.6000061035156
2019-05-06,282.67999267578125
2019-04-04,285.8800048828125
2019-09-11,273.95001220703125
2019-11-29,272.6199951171875
2020-05-05,284.9700012207031
2019-12-02,274.25
2020-02-19,285.45001220703125
2020-05-08,274.0400085449219
2019-05-21,269.45001220703125
2019-03-18,247.72000122070312
2018-09-07,262.8999938964844
2018-08-06,245.97000122070312
2018-10-09,218.77999877929688
2019-02-14,234.22000122070312
2018-12-12,187.5800018310547
2019-07-24,199.50999450683594
2019-09-26,167.8699951171875
2019-10-28,194.4499969482422
2019-12-05,192.22000122070312
2020-05-11,193.47000122070312
2019-07-03,212.75999450683594
2020-02-25,217.5500030517578
2020-05-14,243.1699981689453
2020-02-28,230.69000244140625
2019-08-08,240.11000061035156
2019-06-05,237.10000610351562
2018-07-20,223.6300048828125
2018-08-21,237.05999755859375
2018-10-24,234.25999450683594
2019-04-02,252.44000244140625
2019-03-01,253.27000427246094
2019-01-28,261.1000061035156
2018-12-27,254.3000030517578
2019-09-09,259.9200134277344
2020-03-02,267.6300048828125
2020-05-20,257.44000244140625
2019-12-17,258.2900085449219
2020-03-05,265.8800048828125
2019-02-12,258.2799987792969
2019-01-11,247.64999389648438
2018-12-10,259.9700012207031
2019-08-23,258.92999267578125
2018-11-08,264.80999755859375
2019-07-22,268.45001220703125
2019-06-20,264.7300109863281
2018-09-05,276.0199890136719
2019-04-17,271.6199951171875
2019-09-24,259.70001220703125
2019-12-20,262.260009765625
2020-05-26,264.8699951171875
2019-04-30,264.17999267578125
2019-12-23,267.75
2020-03-11,275.0299987792969
2020-05-29,275.3999938964844
2019-12-26,268.45001220703125
2020-06-01,263.1499938964844
2019-05-02,266.6000061035156
2019-02-27,260.4100036621094
2018-11-23,273.5299987792969
2019-08-06,271.95001220703125
2018-07-18,278.67999267578125
2018-09-20,274.79998779296875
2018-10-22,276.6499938964844
2019-07-05,282.0199890136719
2019-06-03,287.5899963378906
2019-10-09,283.1400146484375
2019-10-11,291.2699890136719
2020-03-17,289.989990234375
2020-06-04,298.05999755859375
2019-10-14,309.5299987792969
2020-03-20,308.8900146484375
2018-11-06,317.0799865722656
2019-06-18,317.5199890136719
2019-05-17,315.32000732421875
2019-04-15,315.0400085449219
2019-03-14,293.75
2019-01-09,300.25
2018-08-02,304.0899963378906
2018-10-05,310.7200012207031
2019-08-21,313.44000244140625
2019-10-17,318.7099914550781
2020-03-23,302.7699890136719
2020-06-10,313.5400085449219
2019-02-25,311.29998779296875
2020-01-07,306.9700012207031
2020-03-26,308.8500061035156
2019-10-23,307.4100036621094
