Dates,AVGO
2018-06-20,260.739990234375
2018-06-21,258.44000244140625
2018-06-25,258.9599914550781
2018-06-22,250.42999267578125
2018-06-26,250.5500030517578
2018-06-27,246.85000610351562
2018-06-28,242.27000427246094
2018-06-29,242.57000732421875
2018-07-02,237.4199981689453
2018-07-03,239.0
2018-07-05,240.67999267578125
2018-07-16,244.4199981689453
2018-09-18,245.52999877929688
2019-01-24,247.0500030517578
2019-09-05,242.61000061035156
2018-11-21,197.4600067138672
2020-01-13,201.89999389648438
2020-04-01,200.52999877929688
2020-06-19,202.00999450683594
2019-10-29,206.6300048828125
2020-01-16,208.0399932861328
2020-06-22,208.75999450683594
2018-10-03,210.39999389648438
2018-07-31,216.0
2019-03-12,217.7100067138672
2019-02-08,221.57000732421875
2019-01-07,220.07000732421875
2018-12-06,221.0500030517578
2019-08-19,221.5399932861328
2019-07-18,216.1999969482422
2019-05-15,213.25
2019-09-20,214.39999389648438
2019-11-01,215.86000061035156
2020-04-07,217.13999938964844
2020-06-25,218.9499969482422
2020-06-16,215.94000244140625
2019-11-04,210.4600067138672
2020-01-22,210.4499969482422
2019-11-07,206.83999633789062
2020-04-13,202.77000427246094
2019-07-01,206.69000244140625
2019-05-30,205.50999450683594
2018-08-15,205.86000061035156
2018-10-18,207.11000061035156
2019-03-27,207.42999267578125
2019-01-22,205.27999877929688
2018-12-21,204.67999267578125
2019-09-03,208.6300048828125
2018-11-19,212.57000732421875
2019-08-02,213.4499969482422
2020-01-28,214.61000061035156
2020-04-16,215.85000610351562
2019-11-13,217.1300048828125
2020-01-31,219.5800018310547
2018-12-04,213.9199981689453
2018-11-02,224.0
2019-07-16,232.0500030517578
2018-08-30,230.39999389648438
2018-10-01,222.8300018310547
2019-06-14,231.1199951171875
2019-05-13,233.69000244140625
2019-04-11,234.30999755859375
2019-02-06,234.8699951171875
2019-09-18,239.77000427246094
2020-02-03,241.72000122070312
2020-04-22,245.17999267578125
2019-11-19,247.30999755859375
2020-02-06,245.8000030517578
2019-11-22,244.8000030517578
2019-03-25,244.91000366210938
2019-02-21,243.85000610351562
2018-12-19,247.6699981689453
2018-07-12,247.9199981689453
2018-09-14,247.0399932861328
2018-08-13,246.1999969482422
2018-10-16,242.39999389648438
2019-07-31,240.3800048828125
2019-05-28,240.3699951171875
2019-04-26,231.63999938964844
2020-04-28,227.19000244140625
2019-11-25,229.11000061035156
2020-02-12,230.0399932861328
2020-05-01,234.17999267578125
2020-05-04,233.9199981689453
2019-06-12,226.52999877929688
2019-04-09,226.92999267578125
2019-03-08,228.0399932861328
2019-02-04,218.82000732421875
2018-07-27,217.83999633789062
2018-08-28,219.14999389648438
2019-01-03,209.1999969482422
2019-08-15,208.22999572753906
2018-10-31,211.0
2019-09-16,221.7100067138672
2020-02-18,223.72000122070312
2020-05-07,217.75
2018-08-17,213.7100067138672
2019-12-04,219.72000122070312
2020-02-21,229.2100067138672
2018-12-17,232.7100067138672
2019-08-30,232.5399932861328
2018-11-15,220.27999877929688
2019-07-29,222.32000732421875
2019-06-27,225.6199951171875
2019-04-24,225.86000061035156
2018-07-10,231.64999389648438
2018-09-12,228.5399932861328
2019-02-19,222.5800018310547
2019-01-18,227.50999450683594
2020-02-24,227.5800018310547
2020-05-13,231.5500030517578
2019-12-10,232.4199981689453
2020-02-27,231.6199951171875
2019-12-13,232.75999450683594
2020-05-19,233.38999938964844
2019-03-06,241.47000122070312
2018-11-30,231.5800018310547
2019-08-13,217.61000061035156
2019-07-12,224.5
2019-06-10,226.50999450683594
2019-05-09,243.4199981689453
2018-07-25,252.0
2018-09-27,254.5800018310547
2018-10-29,254.6300048828125
2019-10-16,253.0800018310547
2019-12-16,248.80999755859375
2020-03-04,242.52000427246094
2020-05-22,238.4499969482422
2019-10-01,241.88999938964844
2019-12-19,233.50999450683594
2018-09-10,233.5
2019-05-24,242.13999938964844
2018-08-09,251.16000366210938
2019-04-22,250.9499969482422
2019-03-21,246.49000549316406
2019-01-16,230.3300018310547
2019-08-28,231.6699981689453
2018-11-13,230.75999450683594
2018-10-12,233.3699951171875
2019-06-25,237.85000610351562
2020-03-10,244.36000061035156
2020-05-28,249.32000732421875
2019-10-07,245.89999389648438
2020-03-13,252.00999450683594
2019-10-10,251.36000061035156
2020-03-16,248.72000122070312
2020-06-03,257.0
2018-11-28,254.89999389648438
2018-09-25,253.64999389648438
2018-07-23,260.0
2018-08-24,260.9100036621094
2019-07-10,258.6499938964844
2019-05-07,263.8299865722656
2019-04-05,267.3699951171875
2019-03-04,266.3500061035156
2019-01-31,264.8900146484375
2019-09-12,264.95001220703125
2019-12-31,269.9100036621094
2020-03-19,272.75
2020-01-03,266.29998779296875
2020-06-09,267.05999755859375
2019-02-15,273.2799987792969
2019-01-14,277.05999755859375
2018-07-06,277.9700012207031
2018-08-07,278.95001220703125
2018-10-10,278.7900085449219
2018-12-13,280.1499938964844
2019-08-26,282.2799987792969
2019-07-25,278.92999267578125
2019-05-22,274.6600036621094
2019-03-19,278.4800109863281
2020-01-06,274.45001220703125
2020-03-25,269.5799865722656
2020-06-12,268.6300048828125
2019-10-22,271.1300048828125
2020-01-09,270.8599853515625
2020-06-15,274.5299987792969
2019-10-25,270.4800109863281
2020-03-31,264.0799865722656
2020-06-18,259.20001220703125
2019-04-03,264.04998779296875
2018-08-22,264.2699890136719
2018-10-25,269.0199890136719
2019-01-29,267.8900146484375
2018-12-28,283.5
2018-11-26,290.2099914550781
2019-08-09,294.1099853515625
2019-07-08,290.2900085449219
2019-06-06,291.0
2019-09-10,291.3999938964844
2020-01-15,289.0
2020-04-03,294.2300109863281
2019-10-31,292.4599914550781
2020-04-06,295.6700134277344
2020-06-24,298.2799987792969
2018-11-09,299.75
2019-07-23,302.6099853515625
2019-06-21,301.82000732421875
2019-05-20,301.6700134277344
2019-04-18,301.79998779296875
2018-09-06,302.0
2018-10-08,300.2900085449219
2019-02-13,303.0
2018-12-11,306.2300109863281
2019-09-25,310.57000732421875
2020-01-21,313.1700134277344
2020-04-09,316.1000061035156
2019-11-06,317.8399963378906
2020-01-24,318.1600036621094
2020-01-27,314.20001220703125
2020-04-15,314.19000244140625
2018-12-26,313.19000244140625
2019-08-07,306.57000732421875
2019-06-04,305.1099853515625
2018-09-21,310.44000244140625
2018-07-19,312.5299987792969
2018-08-20,318.69000244140625
2018-10-23,314.2300109863281
2019-05-03,310.69000244140625
2019-04-01,305.3500061035156
2019-02-28,303.7300109863281
2019-11-12,303.1099853515625
2020-01-30,296.8500061035156
2019-11-15,296.6600036621094
2020-04-21,288.20001220703125
2019-04-16,295.4800109863281
2019-03-15,298.6099853515625
2019-02-11,294.70001220703125
2019-01-10,288.4100036621094
2019-08-22,268.6400146484375
2018-11-07,274.6499938964844
2018-08-03,268.9700012207031
2018-09-04,258.1700134277344
2019-06-19,255.74000549316406
2019-09-23,250.08999633789062
2019-11-18,251.5800018310547
2020-02-05,254.1199951171875
2020-04-24,251.0
2019-03-29,251.1999969482422
2019-11-21,255.75999450683594
2020-04-27,262.3999938964844
2020-02-11,265.2799987792969
2020-04-30,273.2799987792969
2019-05-01,276.7200012207031
2019-02-26,279.4100036621094
2019-01-25,277.4100036621094
2018-12-24,277.4100036621094
2019-09-06,257.4700012207031
2018-07-17,261.3399963378906
2018-09-19,266.4599914550781
2019-08-05,273.7099914550781
2019-10-08,277.1600036621094
2019-12-11,273.9599914550781
2019-11-27,275.0
2020-02-14,276.0199890136719
2020-05-06,278.1000061035156
2019-01-08,282.2300109863281
2018-12-07,284.82000732421875
2019-08-20,296.3299865722656
2018-11-05,293.8999938964844
2019-07-19,283.0199890136719
2018-10-04,281.9700012207031
2019-06-17,274.3900146484375
2019-05-16,272.4100036621094
2018-08-01,274.0
2019-03-13,272.95001220703125
2019-12-03,276.3800048828125
2020-02-20,287.2699890136719
2019-12-06,282.3900146484375
2020-05-12,283.19000244140625
2019-12-09,283.79998779296875
2020-02-26,289.5299987792969
2020-05-15,292.239990234375
2019-03-28,299.2099914550781
2018-09-17,300.5
2018-08-16,299.3999938964844
2018-10-19,300.5299987792969
2019-04-29,296.9599914550781
2019-01-23,297.1000061035156
2019-09-04,286.6700134277344
2018-11-20,282.32000732421875
2019-07-02,275.9100036621094
2019-05-31,264.0799865722656
2019-12-12,264.55999755859375
2020-05-18,263.0
2019-09-27,262.5
2020-03-03,269.5799865722656
2020-05-21,272.5400085449219
2019-05-14,272.0299987792969
2018-08-31,270.3800048828125
2018-07-30,264.8500061035156
2018-10-02,271.9800109863281
2019-04-12,275.6099853515625
2019-03-11,277.010009765625
2019-02-07,284.04998779296875
2019-07-17,284.54998779296875
2019-09-19,271.04998779296875
2019-10-21,275.0
2019-12-18,274.9100036621094
2020-03-06,270.4700012207031
2019-10-03,281.04998779296875
2020-03-09,279.8999938964844
2020-05-27,270.92999267578125
2019-12-24,278.20001220703125
2020-03-12,288.3599853515625
2018-12-20,289.29998779296875
