Dates,AVGO
2019-08-01,290.3999938964844
2018-08-14,288.82000732421875
2018-07-13,294.54998779296875
2018-10-17,296.4700012207031
2019-05-29,283.8900146484375
2019-03-26,285.70001220703125
2019-02-22,283.75
2019-10-04,283.8800048828125
2019-11-05,287.2300109863281
2019-12-27,281.82000732421875
2020-06-02,282.0799865722656
2019-12-30,279.75
2020-03-18,270.0
2020-06-05,272.67999267578125
2019-07-15,272.9599914550781
2018-12-03,272.5
2019-06-13,273.3800048828125
2019-01-04,268.32000732421875
2018-08-29,267.2200012207031
2019-02-05,275.20001220703125
2018-11-01,275.70001220703125
2019-08-16,268.9100036621094
2019-04-10,272.0199890136719
2019-09-17,273.6499938964844
2019-10-15,279.0899963378906
2020-01-02,279.8800048828125
2020-06-08,282.20001220703125
2019-10-18,286.5400085449219
2020-03-24,288.32000732421875
2020-06-11,284.0
2020-01-08,287.05999755859375
2019-04-25,287.239990234375
2019-07-30,278.760009765625
2019-02-20,278.70001220703125
2018-07-11,283.2200012207031
2018-09-13,288.32000732421875
2018-10-15,288.07000732421875
2019-06-28,286.5199890136719
2018-12-18,287.79998779296875
2018-11-16,292.0899963378906
2019-10-02,299.1000061035156
2020-03-27,304.4700012207031
2020-01-10,308.7099914550781
2019-10-24,310.6499938964844
2020-03-30,305.1300048828125
2020-06-17,310.8399963378906
2020-01-14,313.260009765625
2020-04-02,312.0
2019-01-02,306.1099853515625
2019-08-14,310.0799865722656
2018-10-30,308.0299987792969
2019-06-11,316.6499938964844
2019-05-10,309.0
2019-04-08,309.79998779296875
2018-08-27,313.7099914550781
2018-07-26,316.2699890136719
2018-09-28,316.04998779296875
2019-03-07,316.4700012207031
2019-10-30,315.0
2020-01-17,310.55999755859375
2020-06-23,303.1300048828125
2020-04-08,307.1300048828125
2020-06-26,309.05999755859375
2019-03-22,312.05999755859375
2019-01-17,313.94000244140625
2019-08-29,313.25
2018-11-14,315.17999267578125
2019-06-26,319.42999267578125
2018-09-11,310.6199951171875
2018-07-09,317.5299987792969
2018-08-10,321.75
2019-04-23,323.54998779296875
2019-09-30,323.7099914550781
2020-01-23,316.9100036621094
2019-11-08,317.6099853515625
2020-04-14,319.010009765625
2019-11-11,316.82000732421875
2020-01-29,315.2200012207031
2020-04-17,312.75
2018-07-24,312.79998779296875
2018-09-26,317.32000732421875
2019-05-08,314.0799865722656
2019-03-05,309.6300048828125
2019-02-01,312.25
2018-12-31,308.4100036621094
2018-11-29,303.04998779296875
2019-08-12,298.79998779296875
2019-07-11,299.6700134277344
2019-09-13,301.5899963378906
2019-11-14,300.70001220703125
2020-04-20,304.2099914550781
2020-02-04,304.07000732421875
2020-04-23,306.3299865722656
2018-12-14,310.5
2019-08-27,310.82000732421875
2018-08-08,320.7699890136719
2018-10-11,308.6400146484375
2018-11-12,312.7699890136719
2019-07-26,317.1400146484375
2019-06-24,308.5899963378906
2019-05-23,303.6199951171875
2019-03-20,303.6400146484375
2019-01-15,309.6499938964844
2019-11-20,315.8599853515625
2020-02-07,314.2300109863281
2020-02-10,314.8699951171875
2020-04-29,310.29998779296875
2019-11-26,316.010009765625
2020-02-13,321.6300048828125
2019-01-30,320.95001220703125
2018-08-23,317.1000061035156
2018-09-24,308.04998779296875
2018-11-27,311.70001220703125
2018-10-26,306.1199951171875
2019-07-09,302.2900085449219
2019-06-07,290.05999755859375
2019-05-06,281.07000732421875
2019-04-04,284.0
2019-09-11,273.5400085449219
2019-11-29,262.739990234375
2020-05-05,271.1499938964844
2019-12-02,271.57000732421875
2020-02-19,274.7699890136719
2020-05-08,272.45001220703125
2019-05-21,262.5
2019-03-18,244.25
2018-09-07,243.39999389648438
2018-08-06,242.49000549316406
2018-10-09,216.32000732421875
2019-02-14,201.16000366210938
2018-12-12,180.22999572753906
2019-07-24,181.47999572753906
2019-09-26,155.6699981689453
2019-10-28,165.0
2019-12-05,187.91000366210938
2020-05-11,177.75
2019-07-03,201.2899932861328
2020-02-25,209.22000122070312
2020-05-14,226.02999877929688
2020-02-28,230.0
2019-08-08,228.44000244140625
2019-06-05,236.05999755859375
2018-07-20,219.67999267578125
2018-08-21,221.4499969482422
2018-10-24,230.5500030517578
2019-04-02,243.55999755859375
2019-03-01,252.52999877929688
2019-01-28,253.63999938964844
2018-12-27,251.30999755859375
2019-09-09,252.8000030517578
2020-03-02,262.32000732421875
2020-05-20,256.1600036621094
2019-12-17,254.11000061035156
2020-03-05,258.94000244140625
2019-02-12,257.9100036621094
2019-01-11,246.8000030517578
2018-12-10,250.74000549316406
2019-08-23,258.5199890136719
2018-11-08,258.8800048828125
2019-07-22,264.3500061035156
2019-06-20,264.1199951171875
2018-09-05,269.2300109863281
2019-04-17,268.79998779296875
2019-09-24,258.20001220703125
2019-12-20,255.32000732421875
2020-05-26,263.7099914550781
2019-04-30,263.6199951171875
2019-12-23,266.0
2020-03-11,270.0299987792969
2020-05-29,271.75
2019-12-26,268.2200012207031
2020-06-01,259.3599853515625
2019-05-02,254.75
2019-02-27,256.7699890136719
2018-11-23,268.0
2019-08-06,271.6099853515625
2018-07-18,276.0799865722656
2018-09-20,274.6499938964844
2018-10-22,270.510009765625
2019-07-05,281.3900146484375
2019-06-03,280.0
2019-10-09,282.42999267578125
2019-10-11,281.9100036621094
2020-03-17,287.3699951171875
2020-06-04,290.0899963378906
2019-10-14,300.510009765625
2020-03-20,302.1000061035156
2018-11-06,315.0899963378906
2019-06-18,313.3599853515625
2019-05-17,311.57000732421875
2019-04-15,314.70001220703125
2019-03-14,293.3999938964844
2019-01-09,292.7300109863281
2018-08-02,292.4100036621094
2018-10-05,304.0
2019-08-21,311.7900085449219
2019-10-17,311.5199890136719
2020-03-23,302.7699890136719
2020-06-10,303.5299987792969
2019-02-25,311.2900085449219
2020-01-07,304.510009765625
2020-03-26,303.0
2019-10-23,303.1499938964844
