Dates,AVGO
2018-06-20,264.0199890136719
2018-06-21,262.57000732421875
2018-06-25,261.5
2018-06-22,256.4200134277344
2018-06-26,254.61000061035156
2018-06-27,255.16000366210938
2018-06-28,247.32000732421875
2018-06-29,246.9499969482422
2018-07-02,242.22000122070312
2018-07-03,243.38999938964844
2018-07-05,245.61000061035156
2018-07-16,248.60000610351562
2018-09-18,249.22999572753906
2019-01-24,251.8000030517578
2019-09-05,247.5399932861328
2018-11-21,210.27999877929688
2020-01-13,214.0
2020-04-01,206.3800048828125
2020-06-19,209.08999633789062
2019-10-29,209.8800048828125
2020-01-16,211.47999572753906
2020-06-22,211.2100067138672
2018-10-03,218.63999938964844
2018-07-31,220.38999938964844
2019-03-12,228.64999389648438
2019-02-08,229.77000427246094
2019-01-07,229.2899932861328
2018-12-06,228.02000427246094
2019-08-19,228.83999633789062
2019-07-18,223.94000244140625
2019-05-15,218.25999450683594
2019-09-20,218.0
2019-11-01,218.30999755859375
2020-04-07,221.83999633789062
2020-06-25,221.22999572753906
2020-06-16,220.25
2019-11-04,214.47999572753906
2020-01-22,213.97999572753906
2019-11-07,211.5800018310547
2020-04-13,207.5800018310547
2019-07-01,208.86000061035156
2019-05-30,211.19000244140625
2018-08-15,210.0
2018-10-18,211.44000244140625
2019-03-27,211.7100067138672
2019-01-22,209.0800018310547
2018-12-21,209.27000427246094
2019-09-03,214.3699951171875
2018-11-19,215.9600067138672
2019-08-02,215.8000030517578
2020-01-28,216.94000244140625
2020-04-16,219.32000732421875
2019-11-13,220.2899932861328
2020-01-31,221.8000030517578
2018-12-04,222.82000732421875
2018-11-02,235.41000366210938
2019-07-16,240.9499969482422
2018-08-30,239.6999969482422
2018-10-01,230.85000610351562
2019-06-14,239.22000122070312
2019-05-13,237.08999633789062
2019-04-11,240.3000030517578
2019-02-06,241.39999389648438
2019-09-18,242.49000549316406
2020-02-03,246.0399932861328
2020-04-22,248.77000427246094
2019-11-19,250.10000610351562
2020-02-06,249.35000610351562
2019-11-22,248.0500030517578
2019-03-25,247.8800048828125
2019-02-21,246.97000122070312
2018-12-19,252.13999938964844
2018-07-12,251.7100067138672
2018-09-14,251.3300018310547
2018-08-13,249.72999572753906
2018-10-16,250.0500030517578
2019-07-31,245.4199981689453
2019-05-28,245.72999572753906
2019-04-26,245.07000732421875
2020-04-28,235.60000610351562
2019-11-25,235.6699981689453
2020-02-12,235.3300018310547
2020-05-01,238.75999450683594
2020-05-04,239.74000549316406
2019-06-12,236.82000732421875
2019-04-09,231.08999633789062
2019-03-08,232.42999267578125
2019-02-04,229.5399932861328
2018-07-27,226.41000366210938
2018-08-28,223.38999938964844
2019-01-03,217.33999633789062
2019-08-15,218.69000244140625
2018-10-31,221.55999755859375
2019-09-16,225.6699981689453
2020-02-18,234.22999572753906
2020-05-07,225.97000122070312
2018-08-17,221.10000610351562
2019-12-04,229.16000366210938
2020-02-21,235.2899932861328
2018-12-17,242.6199951171875
2019-08-30,239.02000427246094
2018-11-15,231.8699951171875
2019-07-29,229.82000732421875
2019-06-27,230.52999877929688
2019-04-24,239.30999755859375
2018-07-10,239.1999969482422
2018-09-12,241.0800018310547
2019-02-19,229.0800018310547
2019-01-18,233.30999755859375
2020-02-24,232.69000244140625
2020-05-13,238.14999389648438
2019-12-10,238.3699951171875
2020-02-27,238.0
2019-12-13,238.6300048828125
2020-05-19,238.27999877929688
2019-03-06,247.0399932861328
2018-11-30,241.1300048828125
2019-08-13,227.25
2019-07-12,238.27999877929688
2019-06-10,240.32000732421875
2019-05-09,250.33999633789062
2018-07-25,260.19000244140625
2018-09-27,261.5
2018-10-29,261.5899963378906
2019-10-16,261.32000732421875
2019-12-16,255.58999633789062
2020-03-04,255.92999267578125
2020-05-22,248.5
